hiring_manager: papaonlegs; similarity_score: 0.97618
hiring_manager: dangoldin; similarity_score: 0.51571
hiring_manager: Renat; similarity_score: 0.51571
hiring_manager: alexk; similarity_score: 0.51249
hiring_manager: peter_mcrae; similarity_score: 0.51249
hiring_manager: baran; similarity_score: 0.50931
hiring_manager: ben336; similarity_score: 0.50931
hiring_manager: espinchi; similarity_score: 0.50617
hiring_manager: salar; similarity_score: 0.50306
hiring_manager: Symbol; similarity_score: 0.50305
hiring_manager: davidw; similarity_score: 0.50305
hiring_manager: geori; similarity_score: 0.49999
hiring_manager: sidjoshi; similarity_score: 0.49999
hiring_manager: FreshPuzzles; similarity_score: 0.49696
hiring_manager: tomccabe; similarity_score: 0.49695
hiring_manager: mrw34; similarity_score: 0.49397
hiring_manager: choult; similarity_score: 0.49397
hiring_manager: BGCivis; similarity_score: 0.49397
hiring_manager: kamalesh_v; similarity_score: 0.49396
hiring_manager: hglaser; similarity_score: 0.49101
hiring_manager: jjnvdm; similarity_score: 0.49101
hiring_manager: wiredd; similarity_score: 0.48809
hiring_manager: RaizlabsTalent; similarity_score: 0.48809
hiring_manager: escherize; similarity_score: 0.48520
hiring_manager: sahil_videology; similarity_score: 0.48520
hiring_manager: propellerhat; similarity_score: 0.48520
hiring_manager: PhantomPhreak; similarity_score: 0.48519
hiring_manager: loganfrederick; similarity_score: 0.47952
hiring_manager: nichol4s; similarity_score: 0.47952
hiring_manager: bowmanb; similarity_score: 0.47952
hiring_manager: JayNeely; similarity_score: 0.47398
hiring_manager: jdjdjd; similarity_score: 0.47125
hiring_manager: zacharypinter; similarity_score: 0.46857
hiring_manager: ashleyjohn; similarity_score: 0.46856
hiring_manager: gsiener; similarity_score: 0.46590
hiring_manager: clarkevans; similarity_score: 0.46589
hiring_manager: grydstedt; similarity_score: 0.46327
hiring_manager: Andrew_Metail; similarity_score: 0.46327
hiring_manager: ssk2; similarity_score: 0.46327
hiring_manager: jpwagner; similarity_score: 0.46327
hiring_manager: Theranos; similarity_score: 0.46066
hiring_manager: knes; similarity_score: 0.45809
hiring_manager: mrbird; similarity_score: 0.45809
hiring_manager: clieu1; similarity_score: 0.45809
hiring_manager: chollida1; similarity_score: 0.45809
hiring_manager: axiom; similarity_score: 0.45555
hiring_manager: cwc22; similarity_score: 0.45555
hiring_manager: jhmaddox; similarity_score: 0.45303
hiring_manager: kscottz; similarity_score: 0.45303
hiring_manager: nkoren; similarity_score: 0.45054
hiring_manager: Dejeanakay; similarity_score: 0.45054
hiring_manager: nathanwdavis; similarity_score: 0.45054
hiring_manager: darrenkopp; similarity_score: 0.45053
hiring_manager: mateodelnorte; similarity_score: 0.44808
hiring_manager: meaydinli; similarity_score: 0.44807
hiring_manager: anotherdrew42; similarity_score: 0.44564
hiring_manager: omarish; similarity_score: 0.44564
hiring_manager: chrisduesing; similarity_score: 0.44564
hiring_manager: klochner; similarity_score: 0.44324
hiring_manager: mburst; similarity_score: 0.44085
hiring_manager: dannysu; similarity_score: 0.44085
hiring_manager: sam; similarity_score: 0.44085
hiring_manager: d0m; similarity_score: 0.44085
hiring_manager: davidshariff; similarity_score: 0.43850
hiring_manager: sciurus; similarity_score: 0.43385
hiring_manager: BMarkmann; similarity_score: 0.43157
hiring_manager: evaneykelen; similarity_score: 0.43157
hiring_manager: asolove; similarity_score: 0.43157
hiring_manager: yesimahuman; similarity_score: 0.42931
hiring_manager: breckognize; similarity_score: 0.42931
hiring_manager: jason_allen; similarity_score: 0.42931
hiring_manager: bostonpete; similarity_score: 0.42708
hiring_manager: squirrel; similarity_score: 0.42486
hiring_manager: kenrose; similarity_score: 0.42486
hiring_manager: nikhaldi; similarity_score: 0.42486
hiring_manager: olivercameron; similarity_score: 0.42267
hiring_manager: DLarsen; similarity_score: 0.42267
hiring_manager: yapjonathan; similarity_score: 0.42051
hiring_manager: jkoc; similarity_score: 0.42051
hiring_manager: twymer; similarity_score: 0.42051
hiring_manager: mandoescamilla; similarity_score: 0.42051
hiring_manager: biggitybones; similarity_score: 0.41835
hiring_manager: soundandfeury; similarity_score: 0.41623
hiring_manager: alexose; similarity_score: 0.41623
hiring_manager: dwiel; similarity_score: 0.41623
hiring_manager: dimitry12; similarity_score: 0.41623
hiring_manager: YelpEngineering; similarity_score: 0.41205
hiring_manager: bgriggs1; similarity_score: 0.40999
hiring_manager: manoa; similarity_score: 0.40999
hiring_manager: infer; similarity_score: 0.40999
hiring_manager: stockninja; similarity_score: 0.40795
hiring_manager: jasoncrawford; similarity_score: 0.40795
hiring_manager: mpdaugherty; similarity_score: 0.40593
hiring_manager: eugeneiiim; similarity_score: 0.40393
hiring_manager: sridevizarin; similarity_score: 0.40195
hiring_manager: inastar; similarity_score: 0.40195
hiring_manager: biomimic; similarity_score: 0.39999
hiring_manager: jlees; similarity_score: 0.39805
hiring_manager: brendan_gill; similarity_score: 0.39805
hiring_manager: petrosagg; similarity_score: 0.39422
hiring_manager: santiycr; similarity_score: 0.39422
hiring_manager: conversica; similarity_score: 0.39234
hiring_manager: pashabitz; similarity_score: 0.39233
hiring_manager: bootstraponline; similarity_score: 0.39233
hiring_manager: hafabnew; similarity_score: 0.39233
hiring_manager: rvivek; similarity_score: 0.39047
hiring_manager: astralship; similarity_score: 0.38862
hiring_manager: fasteddie; similarity_score: 0.38861
hiring_manager: vonnik; similarity_score: 0.38861
hiring_manager: Gyffindor; similarity_score: 0.38679
hiring_manager: djyoo; similarity_score: 0.38678
hiring_manager: tharshan09; similarity_score: 0.38678
hiring_manager: antoviaque; similarity_score: 0.38678
hiring_manager: xiongww; similarity_score: 0.38678
hiring_manager: thethimble; similarity_score: 0.38497
hiring_manager: rprovey; similarity_score: 0.38497
hiring_manager: ndonnellan; similarity_score: 0.38496
hiring_manager: noobuser123; similarity_score: 0.38138
hiring_manager: tianyicui; similarity_score: 0.37787
hiring_manager: tobinharris; similarity_score: 0.37787
hiring_manager: mikebabineau; similarity_score: 0.37787
hiring_manager: pandamcbonesaw; similarity_score: 0.37787
hiring_manager: sethbannon; similarity_score: 0.37614
hiring_manager: svec; similarity_score: 0.37614
hiring_manager: blo; similarity_score: 0.37613
hiring_manager: Bahamut; similarity_score: 0.37442
hiring_manager: sqs; similarity_score: 0.37442
hiring_manager: sian_OK; similarity_score: 0.37272
hiring_manager: Clairesheng; similarity_score: 0.37272
hiring_manager: bambootalent; similarity_score: 0.37271
hiring_manager: AaronLasseigne; similarity_score: 0.37103
hiring_manager: hseikaly; similarity_score: 0.36936
hiring_manager: dh0913; similarity_score: 0.36936
hiring_manager: fheisler; similarity_score: 0.36770
hiring_manager: sinak; similarity_score: 0.36770
hiring_manager: EmilLondon; similarity_score: 0.36770
hiring_manager: diego; similarity_score: 0.36607
hiring_manager: JJMalina; similarity_score: 0.36606
hiring_manager: zeiler; similarity_score: 0.36606
hiring_manager: scottaj2; similarity_score: 0.36444
hiring_manager: jakestein; similarity_score: 0.36283
hiring_manager: jonbischke; similarity_score: 0.36282
hiring_manager: kcrossisec; similarity_score: 0.36123
hiring_manager: azinman2; similarity_score: 0.36122
hiring_manager: brandonthejames; similarity_score: 0.36122
hiring_manager: martinshen; similarity_score: 0.35964
hiring_manager: Synergyse; similarity_score: 0.35964
hiring_manager: arobbins; similarity_score: 0.35807
hiring_manager: sparkman55; similarity_score: 0.35497
hiring_manager: bjelkeman-again; similarity_score: 0.35496
hiring_manager: fortpoint; similarity_score: 0.35496
hiring_manager: _br; similarity_score: 0.35344
hiring_manager: jarmitage; similarity_score: 0.35344
hiring_manager: jontonsoup; similarity_score: 0.35343
hiring_manager: alexchantastic; similarity_score: 0.34893
hiring_manager: ILIKEPONIES; similarity_score: 0.34893
hiring_manager: JimiofEden; similarity_score: 0.34745
hiring_manager: cgilboy; similarity_score: 0.34453
hiring_manager: georgespencer; similarity_score: 0.34024
hiring_manager: noahbrier; similarity_score: 0.34024
hiring_manager: bostik; similarity_score: 0.34024
hiring_manager: gsastry; similarity_score: 0.34024
hiring_manager: tqn; similarity_score: 0.33606
hiring_manager: waseems; similarity_score: 0.33605
hiring_manager: oms1005; similarity_score: 0.33468
hiring_manager: tair; similarity_score: 0.33333
hiring_manager: cairo140; similarity_score: 0.33198
hiring_manager: michaelhoffman; similarity_score: 0.33197
hiring_manager: paulc; similarity_score: 0.33064
hiring_manager: zaidos; similarity_score: 0.33064
hiring_manager: frisco; similarity_score: 0.32931
hiring_manager: gnidan; similarity_score: 0.32931
hiring_manager: mapdock; similarity_score: 0.32799
hiring_manager: andrewforee; similarity_score: 0.32799
hiring_manager: daveoflynn; similarity_score: 0.32799
hiring_manager: bbeck; similarity_score: 0.32539
hiring_manager: shedd; similarity_score: 0.32539
hiring_manager: arach; similarity_score: 0.32411
hiring_manager: woodhull; similarity_score: 0.32410
hiring_manager: lightningstorm; similarity_score: 0.32283
hiring_manager: jennifer_scroll; similarity_score: 0.32030
hiring_manager: the_gigi; similarity_score: 0.32030
hiring_manager: samuelbrin; similarity_score: 0.31782
hiring_manager: swampthing; similarity_score: 0.31782
hiring_manager: sb_ba; similarity_score: 0.31660
hiring_manager: ameryz07; similarity_score: 0.31659
hiring_manager: dalys; similarity_score: 0.31659
hiring_manager: mbesto; similarity_score: 0.31537
hiring_manager: kmano8; similarity_score: 0.31537
hiring_manager: iis_zephyr; similarity_score: 0.31417
hiring_manager: jnenglish; similarity_score: 0.31296
hiring_manager: JimboOmega; similarity_score: 0.31177
hiring_manager: meritt; similarity_score: 0.31060
hiring_manager: snowmaker; similarity_score: 0.30827
hiring_manager: matm; similarity_score: 0.30711
hiring_manager: vaxtrac; similarity_score: 0.30710
hiring_manager: ncbk12; similarity_score: 0.30596
hiring_manager: azth; similarity_score: 0.30258
hiring_manager: minichate; similarity_score: 0.30146
hiring_manager: jasonparekh; similarity_score: 0.29926
hiring_manager: bsnyder; similarity_score: 0.29817
hiring_manager: alexthornton; similarity_score: 0.29710
hiring_manager: cwhiten; similarity_score: 0.29709
hiring_manager: rchiba; similarity_score: 0.29495
hiring_manager: jhdavids8; similarity_score: 0.29390
hiring_manager: boyd; similarity_score: 0.29077
hiring_manager: JangoSteve; similarity_score: 0.28872
hiring_manager: jspiral; similarity_score: 0.28771
hiring_manager: jsfour; similarity_score: 0.28771
hiring_manager: blakeweb; similarity_score: 0.28373
hiring_manager: ejdyksen; similarity_score: 0.28177
hiring_manager: ninetax; similarity_score: 0.27986
hiring_manager: capkutay; similarity_score: 0.27986
hiring_manager: conorgil145; similarity_score: 0.27796
hiring_manager: michaelrstubbs; similarity_score: 0.27795
hiring_manager: kedargj; similarity_score: 0.27701
hiring_manager: maxneu; similarity_score: 0.27424
hiring_manager: bitcrusher; similarity_score: 0.26972
hiring_manager: courtneypowell; similarity_score: 0.26796
hiring_manager: jjarmoc; similarity_score: 0.26450
hiring_manager: spang; similarity_score: 0.26365
hiring_manager: atto; similarity_score: 0.25464
hiring_manager: chrchr; similarity_score: 0.25075
hiring_manager: helloshow; similarity_score: 0.24477
hiring_manager: ehberger; similarity_score: 0.24046
hiring_manager: greattypo; similarity_score: 0.23098
hiring_manager: pensieri; similarity_score: 0.23098
hiring_manager: ddtruong17; similarity_score: 0.22465
hiring_manager: BWStearns; similarity_score: 0.20246
hiring_manager: makmanalp; similarity_score: 0.20097
hiring_manager: fh2210; similarity_score: 0.19902
hiring_manager: brendankemp; similarity_score: 0.19069
hiring_manager: frabrunelle; similarity_score: 0.13576
