hiring_manager: edziubudzik; similarity_score: 28.6140
hiring_manager: jhmaddox; similarity_score: 17.6646
hiring_manager: sidjoshi; similarity_score: 17.6623
hiring_manager: fuckthepoor; similarity_score: 17.6470
hiring_manager: sam; similarity_score: 17.6428
hiring_manager: geori; similarity_score: 17.5925
hiring_manager: chrisbennet; similarity_score: 17.4334
hiring_manager: statictype; similarity_score: 17.4149
hiring_manager: reubendoetsch; similarity_score: 17.3431
hiring_manager: fractalsea; similarity_score: 17.2910
hiring_manager: wattenberger; similarity_score: 17.2157
hiring_manager: toreriklinnerud; similarity_score: 17.1428
hiring_manager: imdane; similarity_score: 17.1014
hiring_manager: hglaser; similarity_score: 17.0750
hiring_manager: lsee; similarity_score: 17.0731
hiring_manager: geverett; similarity_score: 17.0305
hiring_manager: zerr; similarity_score: 16.9851
hiring_manager: cjbarber; similarity_score: 16.9362
hiring_manager: marybheine; similarity_score: 16.8490
hiring_manager: 7parkdata; similarity_score: 16.8449
hiring_manager: Caleb_Smith; similarity_score: 16.8115
hiring_manager: frisco; similarity_score: 16.7352
hiring_manager: murtza; similarity_score: 16.7082
hiring_manager: mrbird; similarity_score: 16.6934
hiring_manager: rfergie; similarity_score: 16.6666
hiring_manager: ashleyjohn; similarity_score: 16.6540
hiring_manager: siscia; similarity_score: 16.6219
hiring_manager: edawerd; similarity_score: 16.5067
hiring_manager: annalewis7; similarity_score: 16.4924
hiring_manager: TheMakeA; similarity_score: 16.3841
hiring_manager: yonibaciu1; similarity_score: 16.3561
hiring_manager: soundandfeury; similarity_score: 16.3208
hiring_manager: nikhaldi; similarity_score: 16.2227
hiring_manager: dangoldin; similarity_score: 16.1554
hiring_manager: clieu1; similarity_score: 16.1434
hiring_manager: DustinCalim; similarity_score: 16.1137
hiring_manager: austinhallock; similarity_score: 16.1111
hiring_manager: wiredd; similarity_score: 16.0796
hiring_manager: axiom; similarity_score: 16.0669
hiring_manager: florianf; similarity_score: 16.0516
hiring_manager: Bahamut; similarity_score: 15.9619
hiring_manager: pohungc; similarity_score: 15.9527
hiring_manager: jjnvdm; similarity_score: 15.7386
hiring_manager: miles932; similarity_score: 15.7248
hiring_manager: bowmanb; similarity_score: 15.6171
hiring_manager: jason_allen; similarity_score: 15.5311
hiring_manager: eric_romo; similarity_score: 15.5056
hiring_manager: mattnguyen; similarity_score: 15.4302
hiring_manager: Blackthorn; similarity_score: 15.3439
hiring_manager: jack7890; similarity_score: 15.3266
hiring_manager: mrw34; similarity_score: 15.3191
hiring_manager: grydstedt; similarity_score: 15.2207
hiring_manager: vaughnd; similarity_score: 15.1898
hiring_manager: S4M; similarity_score: 15.1578
hiring_manager: dalys; similarity_score: 15.1515
hiring_manager: jszumski; similarity_score: 15.1111
hiring_manager: unclesaamm; similarity_score: 15.0943
hiring_manager: spot; similarity_score: 15.0664
hiring_manager: iandanforth; similarity_score: 15.0150
hiring_manager: robg; similarity_score: 14.8481
hiring_manager: chollida1; similarity_score: 14.8148
hiring_manager: d0m; similarity_score: 14.7679
hiring_manager: pouloum78; similarity_score: 14.7217
hiring_manager: edent; similarity_score: 14.6718
hiring_manager: ivanzhao; similarity_score: 14.5728
hiring_manager: Theranos; similarity_score: 14.5536
hiring_manager: alexk; similarity_score: 14.5147
hiring_manager: asanwal; similarity_score: 14.4841
hiring_manager: jerematasno; similarity_score: 14.4702
hiring_manager: davidshariff; similarity_score: 14.3875
hiring_manager: chrisduesing; similarity_score: 14.3874
hiring_manager: nathanwdavis; similarity_score: 14.2450
hiring_manager: jkoc; similarity_score: 14.2352
hiring_manager: doxcf434; similarity_score: 14.2131
hiring_manager: nschuett; similarity_score: 14.1923
hiring_manager: k1w1; similarity_score: 14.1843
hiring_manager: omarish; similarity_score: 14.1524
hiring_manager: choult; similarity_score: 13.9848
hiring_manager: artursapek; similarity_score: 13.9534
hiring_manager: knes; similarity_score: 13.9250
hiring_manager: kscottz; similarity_score: 13.8373
hiring_manager: curiousDog; similarity_score: 13.7931
hiring_manager: spooneybarger; similarity_score: 13.7847
hiring_manager: dmritard96; similarity_score: 13.7044
hiring_manager: ben336; similarity_score: 13.6712
hiring_manager: samingrassia; similarity_score: 13.6160
hiring_manager: joanatello; similarity_score: 13.5922
hiring_manager: olivercameron; similarity_score: 13.5368
hiring_manager: fchollet; similarity_score: 13.4955
hiring_manager: blo; similarity_score: 13.4727
hiring_manager: xiongww; similarity_score: 13.3933
hiring_manager: darrenkopp; similarity_score: 13.3897
hiring_manager: scottaj2; similarity_score: 13.3841
hiring_manager: biggitybones; similarity_score: 13.3583
hiring_manager: dannysu; similarity_score: 13.3537
hiring_manager: peter_mcrae; similarity_score: 13.3079
hiring_manager: RaizlabsTalent; similarity_score: 13.2013
hiring_manager: kevinschumacher; similarity_score: 13.1782
hiring_manager: sinak; similarity_score: 13.1578
hiring_manager: andrewmb; similarity_score: 13.1487
hiring_manager: ogennadi; similarity_score: 13.1343
hiring_manager: BMarkmann; similarity_score: 13.0985
hiring_manager: YelpEngineering; similarity_score: 13.0548
hiring_manager: diego; similarity_score: 12.8998
hiring_manager: hafabnew; similarity_score: 12.8744
hiring_manager: fapjacks; similarity_score: 12.8654
hiring_manager: jonbischke; similarity_score: 12.8117
hiring_manager: fuelfive; similarity_score: 12.8070
hiring_manager: espinchi; similarity_score: 12.7777
hiring_manager: emcienjobs; similarity_score: 12.7243
hiring_manager: arobbins; similarity_score: 12.6774
hiring_manager: mateodelnorte; similarity_score: 12.5386
hiring_manager: khwang; similarity_score: 12.4293
hiring_manager: loganfrederick; similarity_score: 12.3361
hiring_manager: jsaxton86; similarity_score: 12.2950
hiring_manager: OpenDrapery; similarity_score: 12.2807
hiring_manager: kiyoto; similarity_score: 12.2672
hiring_manager: davidw; similarity_score: 12.2448
hiring_manager: sid6376; similarity_score: 12.1739
hiring_manager: uwemaurer; similarity_score: 12.1687
hiring_manager: astralship; similarity_score: 12.1621
hiring_manager: encore2097; similarity_score: 12.0535
hiring_manager: dh0913; similarity_score: 12.0189
hiring_manager: mandoescamilla; similarity_score: 11.9782
hiring_manager: kbar13; similarity_score: 11.9617
hiring_manager: BGCivis; similarity_score: 11.9516
hiring_manager: vtuulos; similarity_score: 11.9345
hiring_manager: squirrel; similarity_score: 11.9331
hiring_manager: Symbol; similarity_score: 11.8712
hiring_manager: tharshan09; similarity_score: 11.7913
hiring_manager: kcrossisec; similarity_score: 11.7704
hiring_manager: g06; similarity_score: 11.7647
hiring_manager: xasos; similarity_score: 11.7283
hiring_manager: gsiener; similarity_score: 11.6847
hiring_manager: pandamcbonesaw; similarity_score: 11.6472
hiring_manager: ljlolel; similarity_score: 11.6402
hiring_manager: alexose; similarity_score: 11.6110
hiring_manager: lbo; similarity_score: 11.5942
hiring_manager: noahbrier; similarity_score: 11.5783
hiring_manager: Mynar; similarity_score: 11.5744
hiring_manager: pashabitz; similarity_score: 11.5654
hiring_manager: FUSAR_rs; similarity_score: 11.5495
hiring_manager: papaonlegs; similarity_score: 11.5151
hiring_manager: quinthar; similarity_score: 11.4942
hiring_manager: timanglade; similarity_score: 11.4678
hiring_manager: siddarthd2919; similarity_score: 11.4457
hiring_manager: FreshPuzzles; similarity_score: 11.4027
hiring_manager: mapdock; similarity_score: 11.3957
hiring_manager: pwman; similarity_score: 11.3636
hiring_manager: vonnik; similarity_score: 11.3595
hiring_manager: yesimahuman; similarity_score: 11.2515
hiring_manager: dbuxton; similarity_score: 11.2311
hiring_manager: georgespencer; similarity_score: 11.2272
hiring_manager: jdjdjd; similarity_score: 11.2169
hiring_manager: conversica; similarity_score: 11.2149
hiring_manager: hseikaly; similarity_score: 11.1888
hiring_manager: tianyicui; similarity_score: 11.1709
hiring_manager: sethbannon; similarity_score: 11.1702
hiring_manager: nkoren; similarity_score: 11.1535
hiring_manager: brendan_gill; similarity_score: 11.1356
hiring_manager: bbeck; similarity_score: 11.0782
hiring_manager: asolove; similarity_score: 11.0481
hiring_manager: realdlee; similarity_score: 11.0294
hiring_manager: grinich; similarity_score: 11.0192
hiring_manager: JJMalina; similarity_score: 10.9632
hiring_manager: myom; similarity_score: 10.9399
hiring_manager: meritt; similarity_score: 10.9318
hiring_manager: kmano8; similarity_score: 10.8753
hiring_manager: jlees; similarity_score: 10.8142
hiring_manager: azinman2; similarity_score: 10.7515
hiring_manager: AaronLasseigne; similarity_score: 10.7
hiring_manager: mmelin; similarity_score: 10.6666
hiring_manager: iis_zephyr; similarity_score: 10.5877
hiring_manager: gajomi; similarity_score: 10.5717
hiring_manager: bostonpete; similarity_score: 10.5590
hiring_manager: bootstraponline; similarity_score: 10.5522
hiring_manager: sridevizarin; similarity_score: 10.4966
hiring_manager: fheisler; similarity_score: 10.4846
hiring_manager: rprovey; similarity_score: 10.4347
hiring_manager: shedd; similarity_score: 10.3986
hiring_manager: PhantomPhreak; similarity_score: 10.3546
hiring_manager: noobuser123; similarity_score: 10.3260
hiring_manager: alphast0rm; similarity_score: 10.3130
hiring_manager: arach; similarity_score: 10.2031
hiring_manager: DLarsen; similarity_score: 10.1545
hiring_manager: the_gigi; similarity_score: 10.0082
hiring_manager: andrewforee; similarity_score: 9.99586
hiring_manager: retrodict; similarity_score: 9.95918
hiring_manager: bostik; similarity_score: 9.94475
hiring_manager: sciurus; similarity_score: 9.93520
hiring_manager: escherize; similarity_score: 9.88467
hiring_manager: tair; similarity_score: 9.80645
hiring_manager: Clairesheng; similarity_score: 9.75353
hiring_manager: kdavari; similarity_score: 9.61538
hiring_manager: santiycr; similarity_score: 9.59501
hiring_manager: conorgil145; similarity_score: 9.59183
hiring_manager: ejdyksen; similarity_score: 9.53453
hiring_manager: mikebabineau; similarity_score: 9.52908
hiring_manager: nichol4s; similarity_score: 9.50764
hiring_manager: bjelkeman-again; similarity_score: 9.375
hiring_manager: gnidan; similarity_score: 9.31528
hiring_manager: vaxtrac; similarity_score: 9.30966
hiring_manager: sparkman55; similarity_score: 9.13151
hiring_manager: neftaly; similarity_score: 9.11854
hiring_manager: tobinharris; similarity_score: 9.11392
hiring_manager: Synergyse; similarity_score: 9.09926
hiring_manager: paradox95; similarity_score: 9.05077
hiring_manager: JangoSteve; similarity_score: 9.00389
hiring_manager: minichate; similarity_score: 8.88219
hiring_manager: zeiler; similarity_score: 8.85264
hiring_manager: stockninja; similarity_score: 8.84353
hiring_manager: jpwagner; similarity_score: 8.83280
hiring_manager: cllns; similarity_score: 8.82352
hiring_manager: kenrose; similarity_score: 8.81987
hiring_manager: clarkevans; similarity_score: 8.78048
hiring_manager: snowmaker; similarity_score: 8.77577
hiring_manager: EmilLondon; similarity_score: 8.71718
hiring_manager: mbesto; similarity_score: 8.65546
hiring_manager: jnenglish; similarity_score: 8.63460
hiring_manager: woodhull; similarity_score: 8.59574
hiring_manager: propellerhat; similarity_score: 8.56031
hiring_manager: twymer; similarity_score: 8.55263
hiring_manager: paulc; similarity_score: 8.55161
hiring_manager: meaydinli; similarity_score: 8.53485
hiring_manager: thethimble; similarity_score: 8.46560
hiring_manager: lightningstorm; similarity_score: 8.45431
hiring_manager: azth; similarity_score: 8.4375
hiring_manager: cwc22; similarity_score: 8.43459
hiring_manager: matm; similarity_score: 8.39964
hiring_manager: rvivek; similarity_score: 8.39598
hiring_manager: martinshen; similarity_score: 8.32951
hiring_manager: infer; similarity_score: 8.32328
hiring_manager: JayNeely; similarity_score: 8.31946
hiring_manager: cairo140; similarity_score: 8.28843
hiring_manager: swampthing; similarity_score: 8.20467
hiring_manager: greattypo; similarity_score: 8.17021
hiring_manager: djyoo; similarity_score: 8.13753
hiring_manager: chrchr; similarity_score: 8.06502
hiring_manager: fortpoint; similarity_score: 8.01757
hiring_manager: zaidos; similarity_score: 8.01044
hiring_manager: fourier; similarity_score: 7.93201
hiring_manager: michaelhoffman; similarity_score: 7.92246
hiring_manager: plaban123; similarity_score: 7.86516
hiring_manager: jjarmoc; similarity_score: 7.84588
hiring_manager: breckognize; similarity_score: 7.79401
hiring_manager: antoviaque; similarity_score: 7.76302
hiring_manager: sb_ba; similarity_score: 7.75862
hiring_manager: 7Figures2Commas; similarity_score: 7.72659
hiring_manager: jasonparekh; similarity_score: 7.60396
hiring_manager: eugeneiiim; similarity_score: 7.58097
hiring_manager: hgrttn; similarity_score: 7.54716
hiring_manager: waseems; similarity_score: 7.54147
hiring_manager: Gyffindor; similarity_score: 7.52320
hiring_manager: daveoflynn; similarity_score: 7.51173
hiring_manager: rrpadhy; similarity_score: 7.46268
hiring_manager: bambootalent; similarity_score: 7.45201
hiring_manager: ssk2; similarity_score: 7.26392
hiring_manager: petrosagg; similarity_score: 7.10659
hiring_manager: bsnyder; similarity_score: 7.08024
hiring_manager: jakestein; similarity_score: 7.04225
hiring_manager: pensieri; similarity_score: 7.00960
hiring_manager: mpdaugherty; similarity_score: 6.95187
hiring_manager: bgriggs1; similarity_score: 6.93928
hiring_manager: jasoncrawford; similarity_score: 6.93717
hiring_manager: cwhiten; similarity_score: 6.89655
hiring_manager: ncbk12; similarity_score: 6.89154
hiring_manager: jhdavids8; similarity_score: 6.85380
hiring_manager: tqn; similarity_score: 6.66971
hiring_manager: atto; similarity_score: 6.55645
hiring_manager: jontonsoup; similarity_score: 6.54911
hiring_manager: _br; similarity_score: 6.53099
hiring_manager: jarmitage; similarity_score: 6.52273
hiring_manager: zacharycohn; similarity_score: 6.47249
hiring_manager: sqs; similarity_score: 6.33147
hiring_manager: alexthornton; similarity_score: 6.24764
hiring_manager: capkutay; similarity_score: 6.24342
hiring_manager: samuelbrin; similarity_score: 6.10412
hiring_manager: rchiba; similarity_score: 6.00065
hiring_manager: ILIKEPONIES; similarity_score: 5.90133
hiring_manager: makmanalp; similarity_score: 5.56727
hiring_manager: metaobject; similarity_score: 5.43806
hiring_manager: svec; similarity_score: 5.42888
hiring_manager: helloshow; similarity_score: 5.26988
hiring_manager: ddtruong17; similarity_score: 5.26777
hiring_manager: deepsearch; similarity_score: 5.24590
hiring_manager: klochner; similarity_score: 5.23636
hiring_manager: blakeweb; similarity_score: 5.20984
hiring_manager: BWStearns; similarity_score: 5.13169
hiring_manager: courtneypowell; similarity_score: 4.99818
hiring_manager: brandonthejames; similarity_score: 4.78424
hiring_manager: justhw; similarity_score: 4.77223
hiring_manager: brendankemp; similarity_score: 4.73161
hiring_manager: jennifer_scroll; similarity_score: 4.57000
hiring_manager: bohnej; similarity_score: 4.54545
hiring_manager: dwiel; similarity_score: 4.39560
hiring_manager: bitcrusher; similarity_score: 4.28717
hiring_manager: gsastry; similarity_score: 4.17633
hiring_manager: JimboOmega; similarity_score: 4.02366
hiring_manager: smikhanov; similarity_score: 3.82513
hiring_manager: oms1005; similarity_score: 3.66812
hiring_manager: boyd; similarity_score: 3.46178
hiring_manager: spang; similarity_score: 3.40795
hiring_manager: ehberger; similarity_score: 2.48618
hiring_manager: frabrunelle; similarity_score: 2.43785
hiring_manager: namelezz; similarity_score: 0.67567
