hiring_manager: namelezz; similarity_score: 0.99047
hiring_manager: chrisbennet; similarity_score: 0.88135
hiring_manager: zerr; similarity_score: 0.88135
hiring_manager: Cyranix; similarity_score: 0.88135
hiring_manager: jerematasno; similarity_score: 0.88134
hiring_manager: Blackthorn; similarity_score: 0.87394
hiring_manager: timanglade; similarity_score: 0.87394
hiring_manager: miles932; similarity_score: 0.86666
hiring_manager: geverett; similarity_score: 0.86666
hiring_manager: milewska; similarity_score: 0.86665
hiring_manager: fnaticshank; similarity_score: 0.85950
hiring_manager: frabcus; similarity_score: 0.85950
hiring_manager: rememberlenny; similarity_score: 0.85949
hiring_manager: toreriklinnerud; similarity_score: 0.85949
hiring_manager: g06; similarity_score: 0.85245
hiring_manager: manpageman; similarity_score: 0.84552
hiring_manager: reubendoetsch; similarity_score: 0.83870
hiring_manager: lesleyann25; similarity_score: 0.83870
hiring_manager: greenjellybean; similarity_score: 0.83199
hiring_manager: untilHellbanned; similarity_score: 0.83199
hiring_manager: dalys; similarity_score: 0.82539
hiring_manager: pouloum78; similarity_score: 0.82539
hiring_manager: doxcf434; similarity_score: 0.82539
hiring_manager: yavery; similarity_score: 0.82538
hiring_manager: edent; similarity_score: 0.82538
hiring_manager: darrennix; similarity_score: 0.81889
hiring_manager: beaverfox; similarity_score: 0.81249
hiring_manager: ninetax; similarity_score: 0.81249
hiring_manager: cllns; similarity_score: 0.81249
hiring_manager: spot; similarity_score: 0.81249
hiring_manager: S4M; similarity_score: 0.80620
hiring_manager: justhw; similarity_score: 0.80619
hiring_manager: ericbogs; similarity_score: 0.80619
hiring_manager: roybarberuk; similarity_score: 0.79999
hiring_manager: k1w1; similarity_score: 0.78194
hiring_manager: feverishaaron; similarity_score: 0.78194
hiring_manager: ugh123; similarity_score: 0.77611
hiring_manager: samuelbrin; similarity_score: 0.76470
hiring_manager: burnout1540; similarity_score: 0.76469
hiring_manager: finnh; similarity_score: 0.75912
hiring_manager: lbo; similarity_score: 0.75912
hiring_manager: amac; similarity_score: 0.75911
hiring_manager: edziubudzik; similarity_score: 0.75361
hiring_manager: imdane; similarity_score: 0.74819
hiring_manager: biomimic; similarity_score: 0.74285
hiring_manager: jack7890; similarity_score: 0.74285
hiring_manager: jorgecastillo; similarity_score: 0.73758
hiring_manager: pwman; similarity_score: 0.73758
hiring_manager: murtza; similarity_score: 0.73758
hiring_manager: frb; similarity_score: 0.73758
hiring_manager: kefeizhou; similarity_score: 0.73239
hiring_manager: pohungc; similarity_score: 0.72726
hiring_manager: ehberger; similarity_score: 0.72221
hiring_manager: marybheine; similarity_score: 0.72221
hiring_manager: realdlee; similarity_score: 0.71232
hiring_manager: DustinCalim; similarity_score: 0.70747
hiring_manager: statictype; similarity_score: 0.70747
hiring_manager: 7parkdata; similarity_score: 0.70269
hiring_manager: annalewis7; similarity_score: 0.69798
hiring_manager: 7Figures2Commas; similarity_score: 0.69798
hiring_manager: samingrassia; similarity_score: 0.69797
hiring_manager: lsee; similarity_score: 0.69333
hiring_manager: rfergie; similarity_score: 0.69333
hiring_manager: carlatqueue; similarity_score: 0.68873
hiring_manager: ivanzhao; similarity_score: 0.68420
hiring_manager: frisco; similarity_score: 0.67973
hiring_manager: retrodict; similarity_score: 0.67973
hiring_manager: chrisdl; similarity_score: 0.67973
hiring_manager: damon_c; similarity_score: 0.67532
hiring_manager: uwemaurer; similarity_score: 0.67532
hiring_manager: kevinschumacher; similarity_score: 0.67532
hiring_manager: kiyoto; similarity_score: 0.67532
hiring_manager: jsaxton86; similarity_score: 0.67531
hiring_manager: drpancake; similarity_score: 0.67096
hiring_manager: andrewmb; similarity_score: 0.67095
hiring_manager: mmelin; similarity_score: 0.66666
hiring_manager: eric_romo; similarity_score: 0.66666
hiring_manager: TheMakeA; similarity_score: 0.66666
hiring_manager: spooneybarger; similarity_score: 0.66241
hiring_manager: Equiet; similarity_score: 0.66241
hiring_manager: paradox95; similarity_score: 0.66241
hiring_manager: yegg; similarity_score: 0.66241
hiring_manager: artursapek; similarity_score: 0.65822
hiring_manager: mattnguyen; similarity_score: 0.65408
hiring_manager: brettz; similarity_score: 0.65408
hiring_manager: wattenberger; similarity_score: 0.65408
hiring_manager: JuliaLam; similarity_score: 0.65408
hiring_manager: robg; similarity_score: 0.64999
hiring_manager: nschuett; similarity_score: 0.64596
hiring_manager: jszumski; similarity_score: 0.64596
hiring_manager: yonibaciu1; similarity_score: 0.64595
hiring_manager: encore2097; similarity_score: 0.64196
hiring_manager: austinhallock; similarity_score: 0.63802
hiring_manager: dbuxton; similarity_score: 0.63414
hiring_manager: dmritard96; similarity_score: 0.62650
hiring_manager: matlock; similarity_score: 0.62649
hiring_manager: saucelabs; similarity_score: 0.62649
hiring_manager: vtuulos; similarity_score: 0.62274
hiring_manager: florianf; similarity_score: 0.61904
hiring_manager: fuelfive; similarity_score: 0.61903
hiring_manager: johnnyg; similarity_score: 0.61538
hiring_manager: morgante; similarity_score: 0.61175
hiring_manager: maramaemartin; similarity_score: 0.61175
hiring_manager: asanwal; similarity_score: 0.60818
hiring_manager: rasengan; similarity_score: 0.60818
hiring_manager: alphast0rm; similarity_score: 0.60464
hiring_manager: fchollet; similarity_score: 0.60464
hiring_manager: FUSAR_rs; similarity_score: 0.60464
hiring_manager: dangoldin; similarity_score: 0.60115
hiring_manager: myom; similarity_score: 0.60115
hiring_manager: cjbarber; similarity_score: 0.60114
hiring_manager: wdewind; similarity_score: 0.59769
hiring_manager: gajomi; similarity_score: 0.59769
hiring_manager: Mynar; similarity_score: 0.59428
hiring_manager: baran; similarity_score: 0.59428
hiring_manager: Symbol; similarity_score: 0.59427
hiring_manager: kdavari; similarity_score: 0.59427
hiring_manager: edawerd; similarity_score: 0.59427
hiring_manager: ben336; similarity_score: 0.59090
hiring_manager: espinchi; similarity_score: 0.59090
hiring_manager: jdjdjd; similarity_score: 0.58757
hiring_manager: peter_mcrae; similarity_score: 0.58757
hiring_manager: alexk; similarity_score: 0.58756
hiring_manager: hgrttn; similarity_score: 0.58426
hiring_manager: Renat; similarity_score: 0.58426
hiring_manager: jjnvdm; similarity_score: 0.58099
hiring_manager: geori; similarity_score: 0.57457
hiring_manager: salar; similarity_score: 0.56830
hiring_manager: propellerhat; similarity_score: 0.56830
hiring_manager: wiredd; similarity_score: 0.56829
hiring_manager: RaizlabsTalent; similarity_score: 0.56829
hiring_manager: mrw34; similarity_score: 0.56521
hiring_manager: JayNeely; similarity_score: 0.56521
hiring_manager: FreshPuzzles; similarity_score: 0.56521
hiring_manager: choult; similarity_score: 0.56520
hiring_manager: PhantomPhreak; similarity_score: 0.56520
hiring_manager: sidjoshi; similarity_score: 0.56215
hiring_manager: joanatello; similarity_score: 0.56215
hiring_manager: BGCivis; similarity_score: 0.55913
hiring_manager: escherize; similarity_score: 0.55614
hiring_manager: bowmanb; similarity_score: 0.55614
hiring_manager: zacharypinter; similarity_score: 0.55318
hiring_manager: hglaser; similarity_score: 0.55026
hiring_manager: Theranos; similarity_score: 0.54736
hiring_manager: ssk2; similarity_score: 0.54450
hiring_manager: nichol4s; similarity_score: 0.54449
hiring_manager: gsiener; similarity_score: 0.54449
hiring_manager: loganfrederick; similarity_score: 0.54449
hiring_manager: ashleyjohn; similarity_score: 0.54449
hiring_manager: mrbird; similarity_score: 0.54166
hiring_manager: Andrew_Metail; similarity_score: 0.54165
hiring_manager: jpwagner; similarity_score: 0.53885
hiring_manager: chollida1; similarity_score: 0.53885
hiring_manager: grydstedt; similarity_score: 0.53608
hiring_manager: clarkevans; similarity_score: 0.53607
hiring_manager: clieu1; similarity_score: 0.53607
hiring_manager: axiom; similarity_score: 0.53332
hiring_manager: mburst; similarity_score: 0.53332
hiring_manager: davidw; similarity_score: 0.53060
hiring_manager: sam; similarity_score: 0.53060
hiring_manager: knes; similarity_score: 0.52791
hiring_manager: dannysu; similarity_score: 0.52790
hiring_manager: omarish; similarity_score: 0.52525
hiring_manager: cwc22; similarity_score: 0.52524
hiring_manager: jhmaddox; similarity_score: 0.52261
hiring_manager: kscottz; similarity_score: 0.52260
hiring_manager: d0m; similarity_score: 0.52260
hiring_manager: Dejeanakay; similarity_score: 0.51740
hiring_manager: nkoren; similarity_score: 0.51740
hiring_manager: meaydinli; similarity_score: 0.51740
hiring_manager: chrisduesing; similarity_score: 0.51740
hiring_manager: darrenkopp; similarity_score: 0.51740
hiring_manager: mateodelnorte; similarity_score: 0.51740
hiring_manager: klochner; similarity_score: 0.51231
hiring_manager: biggitybones; similarity_score: 0.51230
hiring_manager: davidshariff; similarity_score: 0.51230
hiring_manager: yesimahuman; similarity_score: 0.50980
hiring_manager: sciurus; similarity_score: 0.50731
hiring_manager: breckognize; similarity_score: 0.50731
hiring_manager: asolove; similarity_score: 0.50731
hiring_manager: evaneykelen; similarity_score: 0.50484
hiring_manager: squirrel; similarity_score: 0.50241
hiring_manager: jason_allen; similarity_score: 0.49999
hiring_manager: nikhaldi; similarity_score: 0.49999
hiring_manager: kenrose; similarity_score: 0.49760
hiring_manager: dimitry12; similarity_score: 0.49759
hiring_manager: DLarsen; similarity_score: 0.49523
hiring_manager: soundandfeury; similarity_score: 0.49288
hiring_manager: BMarkmann; similarity_score: 0.49288
hiring_manager: alexose; similarity_score: 0.49288
hiring_manager: mandoescamilla; similarity_score: 0.49288
hiring_manager: manoa; similarity_score: 0.49056
hiring_manager: jasoncrawford; similarity_score: 0.49055
hiring_manager: olivercameron; similarity_score: 0.48825
hiring_manager: twymer; similarity_score: 0.48825
hiring_manager: freyil; similarity_score: 0.48597
hiring_manager: brendan_gill; similarity_score: 0.48371
hiring_manager: eugeneiiim; similarity_score: 0.48371
hiring_manager: dwiel; similarity_score: 0.48371
hiring_manager: bgriggs1; similarity_score: 0.48371
hiring_manager: jkoc; similarity_score: 0.48148
hiring_manager: sridevizarin; similarity_score: 0.47926
hiring_manager: YelpEngineering; similarity_score: 0.47705
hiring_manager: hafabnew; similarity_score: 0.47487
hiring_manager: xiongww; similarity_score: 0.47487
hiring_manager: jlees; similarity_score: 0.47272
hiring_manager: mpdaugherty; similarity_score: 0.47271
hiring_manager: stockninja; similarity_score: 0.47058
hiring_manager: Gyffindor; similarity_score: 0.47058
hiring_manager: infer; similarity_score: 0.46846
hiring_manager: rvivek; similarity_score: 0.46846
hiring_manager: vonnik; similarity_score: 0.46846
hiring_manager: pashabitz; similarity_score: 0.46636
hiring_manager: ndonnellan; similarity_score: 0.46635
hiring_manager: astralship; similarity_score: 0.46428
hiring_manager: conversica; similarity_score: 0.46427
hiring_manager: bootstraponline; similarity_score: 0.46221
hiring_manager: fasteddie; similarity_score: 0.46017
hiring_manager: santiycr; similarity_score: 0.45814
hiring_manager: thethimble; similarity_score: 0.45613
hiring_manager: blo; similarity_score: 0.45613
hiring_manager: djyoo; similarity_score: 0.45414
hiring_manager: noobuser123; similarity_score: 0.45414
hiring_manager: rprovey; similarity_score: 0.45413
hiring_manager: pandamcbonesaw; similarity_score: 0.45217
hiring_manager: mikebabineau; similarity_score: 0.44826
hiring_manager: tianyicui; similarity_score: 0.44635
hiring_manager: antoviaque; similarity_score: 0.44635
hiring_manager: Clairesheng; similarity_score: 0.44634
hiring_manager: sethbannon; similarity_score: 0.44634
hiring_manager: tharshan09; similarity_score: 0.44634
hiring_manager: bambootalent; similarity_score: 0.44254
hiring_manager: zeiler; similarity_score: 0.44254
hiring_manager: Synergyse; similarity_score: 0.43881
hiring_manager: dh0913; similarity_score: 0.43881
hiring_manager: sian_OK; similarity_score: 0.43881
hiring_manager: AaronLasseigne; similarity_score: 0.43881
hiring_manager: svec; similarity_score: 0.43881
hiring_manager: hseikaly; similarity_score: 0.43881
hiring_manager: sinak; similarity_score: 0.43880
hiring_manager: martinshen; similarity_score: 0.43697
hiring_manager: fheisler; similarity_score: 0.43696
hiring_manager: scottaj2; similarity_score: 0.43514
hiring_manager: EmilLondon; similarity_score: 0.43514
hiring_manager: JJMalina; similarity_score: 0.43332
hiring_manager: brandonthejames; similarity_score: 0.43153
hiring_manager: jontonsoup; similarity_score: 0.43153
hiring_manager: jakestein; similarity_score: 0.43152
hiring_manager: jarmitage; similarity_score: 0.42974
hiring_manager: Bahamut; similarity_score: 0.42974
hiring_manager: jonbischke; similarity_score: 0.42798
hiring_manager: kcrossisec; similarity_score: 0.42797
hiring_manager: azinman2; similarity_score: 0.42622
hiring_manager: sqs; similarity_score: 0.42448
hiring_manager: diego; similarity_score: 0.42448
hiring_manager: fortpoint; similarity_score: 0.42275
hiring_manager: bjelkeman-again; similarity_score: 0.42275
hiring_manager: sparkman55; similarity_score: 0.42104
hiring_manager: arobbins; similarity_score: 0.41935
hiring_manager: _br; similarity_score: 0.41268
hiring_manager: alexchantastic; similarity_score: 0.41106
hiring_manager: ILIKEPONIES; similarity_score: 0.40944
hiring_manager: georgespencer; similarity_score: 0.40944
hiring_manager: noahbrier; similarity_score: 0.40944
hiring_manager: waseems; similarity_score: 0.40943
hiring_manager: cairo140; similarity_score: 0.40624
hiring_manager: shedd; similarity_score: 0.40309
hiring_manager: zaidos; similarity_score: 0.40154
hiring_manager: andrewforee; similarity_score: 0.39999
hiring_manager: gsastry; similarity_score: 0.39999
hiring_manager: bostik; similarity_score: 0.39999
hiring_manager: paulc; similarity_score: 0.39999
hiring_manager: michaelhoffman; similarity_score: 0.39694
hiring_manager: tair; similarity_score: 0.39543
hiring_manager: tqn; similarity_score: 0.39543
hiring_manager: the_gigi; similarity_score: 0.39543
hiring_manager: oms1005; similarity_score: 0.39393
hiring_manager: gnidan; similarity_score: 0.39097
hiring_manager: woodhull; similarity_score: 0.39097
hiring_manager: bbeck; similarity_score: 0.39097
hiring_manager: mapdock; similarity_score: 0.38950
hiring_manager: swampthing; similarity_score: 0.38950
hiring_manager: JimboOmega; similarity_score: 0.38805
hiring_manager: daveoflynn; similarity_score: 0.38518
hiring_manager: arach; similarity_score: 0.38517
hiring_manager: sb_ba; similarity_score: 0.38234
hiring_manager: iis_zephyr; similarity_score: 0.38094
hiring_manager: jennifer_scroll; similarity_score: 0.38094
hiring_manager: kmano8; similarity_score: 0.37955
hiring_manager: lightningstorm; similarity_score: 0.37955
hiring_manager: mbesto; similarity_score: 0.37955
hiring_manager: jnenglish; similarity_score: 0.37680
hiring_manager: meritt; similarity_score: 0.37275
hiring_manager: snowmaker; similarity_score: 0.37010
hiring_manager: ncbk12; similarity_score: 0.37010
hiring_manager: matm; similarity_score: 0.36748
hiring_manager: vaxtrac; similarity_score: 0.36748
hiring_manager: azth; similarity_score: 0.36748
hiring_manager: minichate; similarity_score: 0.36236
hiring_manager: alexthornton; similarity_score: 0.36110
hiring_manager: jasonparekh; similarity_score: 0.35861
hiring_manager: jhdavids8; similarity_score: 0.35615
hiring_manager: cwhiten; similarity_score: 0.35494
hiring_manager: rchiba; similarity_score: 0.35494
hiring_manager: JangoSteve; similarity_score: 0.35373
hiring_manager: bsnyder; similarity_score: 0.35373
hiring_manager: boyd; similarity_score: 0.34899
hiring_manager: kedargj; similarity_score: 0.34551
hiring_manager: blakeweb; similarity_score: 0.34323
hiring_manager: ejdyksen; similarity_score: 0.34323
hiring_manager: conorgil145; similarity_score: 0.34322
hiring_manager: capkutay; similarity_score: 0.34098
hiring_manager: maxneu; similarity_score: 0.33440
hiring_manager: bitcrusher; similarity_score: 0.32910
hiring_manager: spang; similarity_score: 0.32297
hiring_manager: courtneypowell; similarity_score: 0.32198
hiring_manager: jjarmoc; similarity_score: 0.32098
hiring_manager: atto; similarity_score: 0.31324
hiring_manager: chrchr; similarity_score: 0.30587
hiring_manager: helloshow; similarity_score: 0.30320
hiring_manager: pensieri; similarity_score: 0.28260
hiring_manager: greattypo; similarity_score: 0.28260
hiring_manager: ddtruong17; similarity_score: 0.27732
hiring_manager: BWStearns; similarity_score: 0.25059
hiring_manager: makmanalp; similarity_score: 0.24879
hiring_manager: fh2210; similarity_score: 0.24585
hiring_manager: brendankemp; similarity_score: 0.23636
hiring_manager: frabrunelle; similarity_score: 0.16882
