hiring_manager: namelezz; similarity_score: 0.99300
hiring_manager: dbuxton; similarity_score: 0.70296
hiring_manager: cjbarber; similarity_score: 0.70296
hiring_manager: maramaemartin; similarity_score: 0.70296
hiring_manager: wdewind; similarity_score: 0.69950
hiring_manager: saucelabs; similarity_score: 0.69949
hiring_manager: asanwal; similarity_score: 0.69949
hiring_manager: johnnyg; similarity_score: 0.69949
hiring_manager: matlock; similarity_score: 0.69607
hiring_manager: hgrttn; similarity_score: 0.69607
hiring_manager: Mynar; similarity_score: 0.69607
hiring_manager: fuelfive; similarity_score: 0.69607
hiring_manager: morgante; similarity_score: 0.69607
hiring_manager: austinhallock; similarity_score: 0.69607
hiring_manager: vtuulos; similarity_score: 0.69607
hiring_manager: gajomi; similarity_score: 0.69606
hiring_manager: florianf; similarity_score: 0.69268
hiring_manager: dangoldin; similarity_score: 0.69267
hiring_manager: kdavari; similarity_score: 0.68268
hiring_manager: fchollet; similarity_score: 0.68268
hiring_manager: edawerd; similarity_score: 0.68268
hiring_manager: alphast0rm; similarity_score: 0.67942
hiring_manager: espinchi; similarity_score: 0.67942
hiring_manager: joanatello; similarity_score: 0.67941
hiring_manager: myom; similarity_score: 0.67618
hiring_manager: peter_mcrae; similarity_score: 0.67298
hiring_manager: baran; similarity_score: 0.67298
hiring_manager: ben336; similarity_score: 0.67297
hiring_manager: FUSAR_rs; similarity_score: 0.66980
hiring_manager: Renat; similarity_score: 0.66980
hiring_manager: jjnvdm; similarity_score: 0.66980
hiring_manager: Symbol; similarity_score: 0.66354
hiring_manager: alexk; similarity_score: 0.66354
hiring_manager: geori; similarity_score: 0.66354
hiring_manager: mrw34; similarity_score: 0.66045
hiring_manager: sidjoshi; similarity_score: 0.65740
hiring_manager: salar; similarity_score: 0.65437
hiring_manager: bowmanb; similarity_score: 0.64840
hiring_manager: FreshPuzzles; similarity_score: 0.64840
hiring_manager: JayNeely; similarity_score: 0.64839
hiring_manager: hglaser; similarity_score: 0.64839
hiring_manager: escherize; similarity_score: 0.64545
hiring_manager: choult; similarity_score: 0.64545
hiring_manager: nichol4s; similarity_score: 0.64544
hiring_manager: propellerhat; similarity_score: 0.64253
hiring_manager: RaizlabsTalent; similarity_score: 0.64252
hiring_manager: BGCivis; similarity_score: 0.63963
hiring_manager: loganfrederick; similarity_score: 0.63677
hiring_manager: chollida1; similarity_score: 0.63676
hiring_manager: clieu1; similarity_score: 0.63392
hiring_manager: clarkevans; similarity_score: 0.63392
hiring_manager: wiredd; similarity_score: 0.63110
hiring_manager: PhantomPhreak; similarity_score: 0.63110
hiring_manager: cwc22; similarity_score: 0.63110
hiring_manager: zacharypinter; similarity_score: 0.62831
hiring_manager: davidw; similarity_score: 0.62831
hiring_manager: gsiener; similarity_score: 0.62831
hiring_manager: knes; similarity_score: 0.62830
hiring_manager: ashleyjohn; similarity_score: 0.62554
hiring_manager: jhmaddox; similarity_score: 0.62554
hiring_manager: axiom; similarity_score: 0.62554
hiring_manager: Dejeanakay; similarity_score: 0.62280
hiring_manager: Andrew_Metail; similarity_score: 0.62280
hiring_manager: jpwagner; similarity_score: 0.62279
hiring_manager: Theranos; similarity_score: 0.61738
hiring_manager: dannysu; similarity_score: 0.61470
hiring_manager: grydstedt; similarity_score: 0.61206
hiring_manager: darrenkopp; similarity_score: 0.61206
hiring_manager: ssk2; similarity_score: 0.60943
hiring_manager: mburst; similarity_score: 0.60683
hiring_manager: davidshariff; similarity_score: 0.60683
hiring_manager: kscottz; similarity_score: 0.60683
hiring_manager: sciurus; similarity_score: 0.60683
hiring_manager: squirrel; similarity_score: 0.60425
hiring_manager: mateodelnorte; similarity_score: 0.60169
hiring_manager: chrisduesing; similarity_score: 0.60169
hiring_manager: klochner; similarity_score: 0.60169
hiring_manager: mrbird; similarity_score: 0.60169
hiring_manager: meaydinli; similarity_score: 0.60168
hiring_manager: nkoren; similarity_score: 0.59915
hiring_manager: d0m; similarity_score: 0.59914
hiring_manager: sam; similarity_score: 0.59914
hiring_manager: yesimahuman; similarity_score: 0.59914
hiring_manager: biggitybones; similarity_score: 0.59662
hiring_manager: jason_allen; similarity_score: 0.59414
hiring_manager: olivercameron; similarity_score: 0.59413
hiring_manager: omarish; similarity_score: 0.59413
hiring_manager: manoa; similarity_score: 0.59165
hiring_manager: kenrose; similarity_score: 0.58920
hiring_manager: freyil; similarity_score: 0.58677
hiring_manager: breckognize; similarity_score: 0.58677
hiring_manager: nikhaldi; similarity_score: 0.58676
hiring_manager: BMarkmann; similarity_score: 0.58676
hiring_manager: YelpEngineering; similarity_score: 0.58676
hiring_manager: bgriggs1; similarity_score: 0.58436
hiring_manager: DLarsen; similarity_score: 0.58435
hiring_manager: soundandfeury; similarity_score: 0.58435
hiring_manager: dwiel; similarity_score: 0.58196
hiring_manager: asolove; similarity_score: 0.58196
hiring_manager: evaneykelen; similarity_score: 0.58195
hiring_manager: mandoescamilla; similarity_score: 0.58195
hiring_manager: dimitry12; similarity_score: 0.57958
hiring_manager: jasoncrawford; similarity_score: 0.57723
hiring_manager: twymer; similarity_score: 0.57723
hiring_manager: jkoc; similarity_score: 0.57489
hiring_manager: alexose; similarity_score: 0.57489
hiring_manager: mpdaugherty; similarity_score: 0.57489
hiring_manager: hafabnew; similarity_score: 0.56573
hiring_manager: brendan_gill; similarity_score: 0.56573
hiring_manager: rvivek; similarity_score: 0.56348
hiring_manager: santiycr; similarity_score: 0.56348
hiring_manager: jlees; similarity_score: 0.56125
hiring_manager: ndonnellan; similarity_score: 0.56125
hiring_manager: djyoo; similarity_score: 0.55468
hiring_manager: infer; similarity_score: 0.55468
hiring_manager: tharshan09; similarity_score: 0.55468
hiring_manager: svec; similarity_score: 0.55252
hiring_manager: pashabitz; similarity_score: 0.55251
hiring_manager: eugeneiiim; similarity_score: 0.55038
hiring_manager: vonnik; similarity_score: 0.55038
hiring_manager: stockninja; similarity_score: 0.55038
hiring_manager: sridevizarin; similarity_score: 0.55038
hiring_manager: astralship; similarity_score: 0.55038
hiring_manager: rprovey; similarity_score: 0.54825
hiring_manager: conversica; similarity_score: 0.54825
hiring_manager: xiongww; similarity_score: 0.54825
hiring_manager: bootstraponline; similarity_score: 0.54615
hiring_manager: noobuser123; similarity_score: 0.54614
hiring_manager: sethbannon; similarity_score: 0.54614
hiring_manager: pandamcbonesaw; similarity_score: 0.54405
hiring_manager: thethimble; similarity_score: 0.54405
hiring_manager: Gyffindor; similarity_score: 0.54405
hiring_manager: tianyicui; similarity_score: 0.53991
hiring_manager: blo; similarity_score: 0.53787
hiring_manager: sian_OK; similarity_score: 0.53787
hiring_manager: fasteddie; similarity_score: 0.53584
hiring_manager: Clairesheng; similarity_score: 0.53584
hiring_manager: scottaj2; similarity_score: 0.53584
hiring_manager: antoviaque; similarity_score: 0.53382
hiring_manager: fheisler; similarity_score: 0.53183
hiring_manager: dh0913; similarity_score: 0.52984
hiring_manager: mikebabineau; similarity_score: 0.52984
hiring_manager: bambootalent; similarity_score: 0.52788
hiring_manager: AaronLasseigne; similarity_score: 0.52787
hiring_manager: hseikaly; similarity_score: 0.52787
hiring_manager: brandonthejames; similarity_score: 0.52787
hiring_manager: kcrossisec; similarity_score: 0.52592
hiring_manager: martinshen; similarity_score: 0.52591
hiring_manager: Bahamut; similarity_score: 0.52398
hiring_manager: jontonsoup; similarity_score: 0.52398
hiring_manager: JJMalina; similarity_score: 0.52205
hiring_manager: jonbischke; similarity_score: 0.52205
hiring_manager: zeiler; similarity_score: 0.52014
hiring_manager: jakestein; similarity_score: 0.52014
hiring_manager: sinak; similarity_score: 0.51636
hiring_manager: Synergyse; similarity_score: 0.51448
hiring_manager: diego; similarity_score: 0.51448
hiring_manager: EmilLondon; similarity_score: 0.51263
hiring_manager: _br; similarity_score: 0.51262
hiring_manager: azinman2; similarity_score: 0.51078
hiring_manager: sqs; similarity_score: 0.51078
hiring_manager: sparkman55; similarity_score: 0.50895
hiring_manager: jarmitage; similarity_score: 0.50714
hiring_manager: fortpoint; similarity_score: 0.50713
hiring_manager: bostik; similarity_score: 0.50713
hiring_manager: tair; similarity_score: 0.50533
hiring_manager: alexchantastic; similarity_score: 0.50354
hiring_manager: bjelkeman-again; similarity_score: 0.50353
hiring_manager: arobbins; similarity_score: 0.50353
hiring_manager: paulc; similarity_score: 0.50176
hiring_manager: waseems; similarity_score: 0.49824
hiring_manager: ILIKEPONIES; similarity_score: 0.49823
hiring_manager: noahbrier; similarity_score: 0.49650
hiring_manager: georgespencer; similarity_score: 0.49649
hiring_manager: gsastry; similarity_score: 0.49477
hiring_manager: oms1005; similarity_score: 0.48797
hiring_manager: arach; similarity_score: 0.48629
hiring_manager: woodhull; similarity_score: 0.48463
hiring_manager: tqn; similarity_score: 0.48463
hiring_manager: swampthing; similarity_score: 0.48135
hiring_manager: shedd; similarity_score: 0.48135
hiring_manager: gnidan; similarity_score: 0.48134
hiring_manager: cairo140; similarity_score: 0.48134
hiring_manager: the_gigi; similarity_score: 0.48134
hiring_manager: daveoflynn; similarity_score: 0.47972
hiring_manager: zaidos; similarity_score: 0.47972
hiring_manager: bbeck; similarity_score: 0.47810
hiring_manager: jennifer_scroll; similarity_score: 0.47650
hiring_manager: michaelhoffman; similarity_score: 0.47333
hiring_manager: JimboOmega; similarity_score: 0.47176
hiring_manager: mapdock; similarity_score: 0.47175
hiring_manager: mbesto; similarity_score: 0.47019
hiring_manager: andrewforee; similarity_score: 0.47019
hiring_manager: lightningstorm; similarity_score: 0.46709
hiring_manager: iis_zephyr; similarity_score: 0.46709
hiring_manager: kmano8; similarity_score: 0.46556
hiring_manager: ncbk12; similarity_score: 0.45953
hiring_manager: meritt; similarity_score: 0.45953
hiring_manager: jnenglish; similarity_score: 0.45806
hiring_manager: sb_ba; similarity_score: 0.45805
hiring_manager: jasonparekh; similarity_score: 0.45512
hiring_manager: snowmaker; similarity_score: 0.45512
hiring_manager: vaxtrac; similarity_score: 0.45512
hiring_manager: minichate; similarity_score: 0.45222
hiring_manager: azth; similarity_score: 0.44935
hiring_manager: matm; similarity_score: 0.44794
hiring_manager: jhdavids8; similarity_score: 0.44653
hiring_manager: alexthornton; similarity_score: 0.44374
hiring_manager: cwhiten; similarity_score: 0.44098
hiring_manager: JangoSteve; similarity_score: 0.43826
hiring_manager: rchiba; similarity_score: 0.43826
hiring_manager: bsnyder; similarity_score: 0.43291
hiring_manager: boyd; similarity_score: 0.43029
hiring_manager: blakeweb; similarity_score: 0.42770
hiring_manager: ejdyksen; similarity_score: 0.42770
hiring_manager: conorgil145; similarity_score: 0.41887
hiring_manager: bitcrusher; similarity_score: 0.41519
hiring_manager: kedargj; similarity_score: 0.41519
hiring_manager: courtneypowell; similarity_score: 0.41399
hiring_manager: maxneu; similarity_score: 0.41278
hiring_manager: capkutay; similarity_score: 0.41278
hiring_manager: spang; similarity_score: 0.40340
hiring_manager: jjarmoc; similarity_score: 0.40225
hiring_manager: atto; similarity_score: 0.39553
hiring_manager: chrchr; similarity_score: 0.38586
hiring_manager: pensieri; similarity_score: 0.37367
hiring_manager: helloshow; similarity_score: 0.37172
hiring_manager: greattypo; similarity_score: 0.36409
hiring_manager: ddtruong17; similarity_score: 0.34803
hiring_manager: fh2210; similarity_score: 0.32199
hiring_manager: BWStearns; similarity_score: 0.31981
hiring_manager: makmanalp; similarity_score: 0.31909
hiring_manager: brendankemp; similarity_score: 0.30211
hiring_manager: frabrunelle; similarity_score: 0.22361
