hiring_manager: deepsearch; similarity_score: 0.97058
hiring_manager: jpwagner; similarity_score: 0.24443
hiring_manager: davidw; similarity_score: 0.24443
hiring_manager: cwc22; similarity_score: 0.24264
hiring_manager: clarkevans; similarity_score: 0.24263
hiring_manager: jhmaddox; similarity_score: 0.24087
hiring_manager: ssk2; similarity_score: 0.24087
hiring_manager: clieu1; similarity_score: 0.24086
hiring_manager: kscottz; similarity_score: 0.23912
hiring_manager: knes; similarity_score: 0.23912
hiring_manager: omarish; similarity_score: 0.23740
hiring_manager: mateodelnorte; similarity_score: 0.23740
hiring_manager: nkoren; similarity_score: 0.23740
hiring_manager: Dejeanakay; similarity_score: 0.23570
hiring_manager: chrisduesing; similarity_score: 0.23570
hiring_manager: dannysu; similarity_score: 0.23403
hiring_manager: mburst; similarity_score: 0.23403
hiring_manager: axiom; similarity_score: 0.23403
hiring_manager: d0m; similarity_score: 0.23403
hiring_manager: meaydinli; similarity_score: 0.23403
hiring_manager: darrenkopp; similarity_score: 0.23238
hiring_manager: klochner; similarity_score: 0.23076
hiring_manager: sciurus; similarity_score: 0.22758
hiring_manager: yesimahuman; similarity_score: 0.22602
hiring_manager: breckognize; similarity_score: 0.22448
hiring_manager: kenrose; similarity_score: 0.22448
hiring_manager: jason_allen; similarity_score: 0.22296
hiring_manager: squirrel; similarity_score: 0.22296
hiring_manager: evaneykelen; similarity_score: 0.22296
hiring_manager: asolove; similarity_score: 0.22296
hiring_manager: biggitybones; similarity_score: 0.22147
hiring_manager: BMarkmann; similarity_score: 0.22147
hiring_manager: DLarsen; similarity_score: 0.22146
hiring_manager: davidshariff; similarity_score: 0.22146
hiring_manager: dimitry12; similarity_score: 0.21999
hiring_manager: mandoescamilla; similarity_score: 0.21853
hiring_manager: nikhaldi; similarity_score: 0.21853
hiring_manager: soundandfeury; similarity_score: 0.21709
hiring_manager: alexose; similarity_score: 0.21568
hiring_manager: olivercameron; similarity_score: 0.21428
hiring_manager: jasoncrawford; similarity_score: 0.21289
hiring_manager: freyil; similarity_score: 0.21289
hiring_manager: jkoc; similarity_score: 0.21289
hiring_manager: dwiel; similarity_score: 0.21153
hiring_manager: bgriggs1; similarity_score: 0.21153
hiring_manager: twymer; similarity_score: 0.21153
hiring_manager: YelpEngineering; similarity_score: 0.21018
hiring_manager: manoa; similarity_score: 0.21018
hiring_manager: eugeneiiim; similarity_score: 0.21018
hiring_manager: stockninja; similarity_score: 0.20886
hiring_manager: brendan_gill; similarity_score: 0.20754
hiring_manager: mpdaugherty; similarity_score: 0.20753
hiring_manager: sridevizarin; similarity_score: 0.20496
hiring_manager: hafabnew; similarity_score: 0.20369
hiring_manager: infer; similarity_score: 0.20369
hiring_manager: jlees; similarity_score: 0.20245
hiring_manager: xiongww; similarity_score: 0.20121
hiring_manager: Gyffindor; similarity_score: 0.20121
hiring_manager: conversica; similarity_score: 0.20121
hiring_manager: rvivek; similarity_score: 0.19879
hiring_manager: pashabitz; similarity_score: 0.19760
hiring_manager: astralship; similarity_score: 0.19642
hiring_manager: ndonnellan; similarity_score: 0.19641
hiring_manager: vonnik; similarity_score: 0.19526
hiring_manager: thethimble; similarity_score: 0.19526
hiring_manager: fasteddie; similarity_score: 0.19525
hiring_manager: bootstraponline; similarity_score: 0.19411
hiring_manager: santiycr; similarity_score: 0.19411
hiring_manager: rprovey; similarity_score: 0.19298
hiring_manager: djyoo; similarity_score: 0.19297
hiring_manager: pandamcbonesaw; similarity_score: 0.19185
hiring_manager: sethbannon; similarity_score: 0.19074
hiring_manager: blo; similarity_score: 0.19074
hiring_manager: noobuser123; similarity_score: 0.19074
hiring_manager: antoviaque; similarity_score: 0.18964
hiring_manager: tharshan09; similarity_score: 0.18964
hiring_manager: tianyicui; similarity_score: 0.18964
hiring_manager: svec; similarity_score: 0.18749
hiring_manager: mikebabineau; similarity_score: 0.18643
hiring_manager: sian_OK; similarity_score: 0.18643
hiring_manager: bambootalent; similarity_score: 0.18539
hiring_manager: fheisler; similarity_score: 0.18539
hiring_manager: Clairesheng; similarity_score: 0.18435
hiring_manager: jakestein; similarity_score: 0.18435
hiring_manager: hseikaly; similarity_score: 0.18435
hiring_manager: zeiler; similarity_score: 0.18435
hiring_manager: Bahamut; similarity_score: 0.18333
hiring_manager: martinshen; similarity_score: 0.18332
hiring_manager: sinak; similarity_score: 0.18231
hiring_manager: scottaj2; similarity_score: 0.18231
hiring_manager: AaronLasseigne; similarity_score: 0.18231
hiring_manager: Synergyse; similarity_score: 0.18131
hiring_manager: dh0913; similarity_score: 0.18131
hiring_manager: brandonthejames; similarity_score: 0.18130
hiring_manager: JJMalina; similarity_score: 0.18130
hiring_manager: azinman2; similarity_score: 0.17934
hiring_manager: sqs; similarity_score: 0.17837
hiring_manager: jonbischke; similarity_score: 0.17837
hiring_manager: EmilLondon; similarity_score: 0.17837
hiring_manager: diego; similarity_score: 0.17741
hiring_manager: kcrossisec; similarity_score: 0.17552
hiring_manager: jarmitage; similarity_score: 0.17552
hiring_manager: fortpoint; similarity_score: 0.17552
hiring_manager: jontonsoup; similarity_score: 0.17460
hiring_manager: bjelkeman-again; similarity_score: 0.17367
hiring_manager: sparkman55; similarity_score: 0.17276
hiring_manager: arobbins; similarity_score: 0.17187
hiring_manager: _br; similarity_score: 0.17186
hiring_manager: alexchantastic; similarity_score: 0.17009
hiring_manager: ILIKEPONIES; similarity_score: 0.16923
hiring_manager: georgespencer; similarity_score: 0.16665
hiring_manager: waseems; similarity_score: 0.16336
hiring_manager: oms1005; similarity_score: 0.16336
hiring_manager: noahbrier; similarity_score: 0.16335
hiring_manager: gsastry; similarity_score: 0.16255
hiring_manager: bostik; similarity_score: 0.16255
hiring_manager: shedd; similarity_score: 0.16176
hiring_manager: michaelhoffman; similarity_score: 0.16176
hiring_manager: zaidos; similarity_score: 0.16097
hiring_manager: cairo140; similarity_score: 0.16096
hiring_manager: paulc; similarity_score: 0.16018
hiring_manager: tqn; similarity_score: 0.16018
hiring_manager: gnidan; similarity_score: 0.16018
hiring_manager: andrewforee; similarity_score: 0.15941
hiring_manager: tair; similarity_score: 0.15941
hiring_manager: bbeck; similarity_score: 0.15713
hiring_manager: arach; similarity_score: 0.15639
hiring_manager: mapdock; similarity_score: 0.15565
hiring_manager: lightningstorm; similarity_score: 0.15565
hiring_manager: woodhull; similarity_score: 0.15565
hiring_manager: jennifer_scroll; similarity_score: 0.15492
hiring_manager: daveoflynn; similarity_score: 0.15420
hiring_manager: swampthing; similarity_score: 0.15419
hiring_manager: the_gigi; similarity_score: 0.15419
hiring_manager: sb_ba; similarity_score: 0.15207
hiring_manager: mbesto; similarity_score: 0.15206
hiring_manager: JimboOmega; similarity_score: 0.15068
hiring_manager: iis_zephyr; similarity_score: 0.14999
hiring_manager: kmano8; similarity_score: 0.14931
hiring_manager: meritt; similarity_score: 0.14931
hiring_manager: jnenglish; similarity_score: 0.14864
hiring_manager: ncbk12; similarity_score: 0.14731
hiring_manager: azth; similarity_score: 0.14601
hiring_manager: vaxtrac; similarity_score: 0.14537
hiring_manager: matm; similarity_score: 0.14410
hiring_manager: snowmaker; similarity_score: 0.14346
hiring_manager: alexthornton; similarity_score: 0.14284
hiring_manager: jasonparekh; similarity_score: 0.14162
hiring_manager: cwhiten; similarity_score: 0.14101
hiring_manager: minichate; similarity_score: 0.14101
hiring_manager: bsnyder; similarity_score: 0.14042
hiring_manager: rchiba; similarity_score: 0.13982
hiring_manager: jhdavids8; similarity_score: 0.13982
hiring_manager: boyd; similarity_score: 0.13580
hiring_manager: JangoSteve; similarity_score: 0.13360
hiring_manager: ejdyksen; similarity_score: 0.13306
hiring_manager: blakeweb; similarity_score: 0.13252
hiring_manager: capkutay; similarity_score: 0.13094
hiring_manager: conorgil145; similarity_score: 0.12991
hiring_manager: kedargj; similarity_score: 0.12890
hiring_manager: bitcrusher; similarity_score: 0.12595
hiring_manager: maxneu; similarity_score: 0.12547
hiring_manager: jjarmoc; similarity_score: 0.12312
hiring_manager: courtneypowell; similarity_score: 0.12312
hiring_manager: spang; similarity_score: 0.11956
hiring_manager: atto; similarity_score: 0.11660
hiring_manager: chrchr; similarity_score: 0.11537
hiring_manager: helloshow; similarity_score: 0.11223
hiring_manager: pensieri; similarity_score: 0.10442
hiring_manager: greattypo; similarity_score: 0.10377
hiring_manager: ddtruong17; similarity_score: 0.10311
hiring_manager: BWStearns; similarity_score: 0.08942
hiring_manager: fh2210; similarity_score: 0.08799
hiring_manager: makmanalp; similarity_score: 0.08799
hiring_manager: brendankemp; similarity_score: 0.08353
hiring_manager: frabrunelle; similarity_score: 0.05840
