hiring_manager: brettz; similarity_score: 25.8675
hiring_manager: BGCivis; similarity_score: 18.3560
hiring_manager: ssk2; similarity_score: 18.3141
hiring_manager: biggitybones; similarity_score: 18.2902
hiring_manager: mpdaugherty; similarity_score: 18.2581
hiring_manager: lightningstorm; similarity_score: 18.2412
hiring_manager: scottaj2; similarity_score: 18.2384
hiring_manager: yesimahuman; similarity_score: 18.1726
hiring_manager: sethbannon; similarity_score: 18.1659
hiring_manager: mattnguyen; similarity_score: 18.1562
hiring_manager: alphast0rm; similarity_score: 18.0481
hiring_manager: JayNeely; similarity_score: 17.9900
hiring_manager: Renat; similarity_score: 17.9806
hiring_manager: escherize; similarity_score: 17.8571
hiring_manager: olivercameron; similarity_score: 17.8403
hiring_manager: cllns; similarity_score: 17.8329
hiring_manager: davidshariff; similarity_score: 17.8187
hiring_manager: chrisdl; similarity_score: 17.8165
hiring_manager: gajomi; similarity_score: 17.8010
hiring_manager: samuelbrin; similarity_score: 17.7869
hiring_manager: ugh123; similarity_score: 17.7730
hiring_manager: jdjdjd; similarity_score: 17.7121
hiring_manager: andrewmb; similarity_score: 17.6977
hiring_manager: nschuett; similarity_score: 17.6907
hiring_manager: rprovey; similarity_score: 17.6744
hiring_manager: dwiel; similarity_score: 17.6718
hiring_manager: murtza; similarity_score: 17.6567
hiring_manager: Andrew_Metail; similarity_score: 17.6159
hiring_manager: bowmanb; similarity_score: 17.6139
hiring_manager: _br; similarity_score: 17.5188
hiring_manager: sam; similarity_score: 17.5125
hiring_manager: stockninja; similarity_score: 17.4468
hiring_manager: sidjoshi; similarity_score: 17.3801
hiring_manager: encore2097; similarity_score: 17.3047
hiring_manager: joanatello; similarity_score: 17.2391
hiring_manager: justhw; similarity_score: 17.2215
hiring_manager: milewska; similarity_score: 17.1180
hiring_manager: martinshen; similarity_score: 17.1098
hiring_manager: rasengan; similarity_score: 17.0886
hiring_manager: thethimble; similarity_score: 16.9587
hiring_manager: lsee; similarity_score: 16.9207
hiring_manager: sciurus; similarity_score: 16.8982
hiring_manager: bootstraponline; similarity_score: 16.8170
hiring_manager: kevinschumacher; similarity_score: 16.7822
hiring_manager: greenjellybean; similarity_score: 16.7785
hiring_manager: S4M; similarity_score: 16.7231
hiring_manager: ILIKEPONIES; similarity_score: 16.6731
hiring_manager: TheMakeA; similarity_score: 16.6368
hiring_manager: wdewind; similarity_score: 16.6298
hiring_manager: dbuxton; similarity_score: 16.6167
hiring_manager: chollida1; similarity_score: 16.6117
hiring_manager: reubendoetsch; similarity_score: 16.5966
hiring_manager: loganfrederick; similarity_score: 16.5202
hiring_manager: cairo140; similarity_score: 16.5072
hiring_manager: baran; similarity_score: 16.5054
hiring_manager: fortpoint; similarity_score: 16.4948
hiring_manager: jpwagner; similarity_score: 16.4481
hiring_manager: vtuulos; similarity_score: 16.4251
hiring_manager: zacharypinter; similarity_score: 16.4226
hiring_manager: jack7890; similarity_score: 16.4179
hiring_manager: edawerd; similarity_score: 16.3911
hiring_manager: jsaxton86; similarity_score: 16.2872
hiring_manager: andrewforee; similarity_score: 16.2486
hiring_manager: zaidos; similarity_score: 16.1802
hiring_manager: Synergyse; similarity_score: 16.1639
hiring_manager: cwc22; similarity_score: 16.1415
hiring_manager: sb_ba; similarity_score: 16.1172
hiring_manager: vaxtrac; similarity_score: 16.0950
hiring_manager: samingrassia; similarity_score: 16.0796
hiring_manager: austinhallock; similarity_score: 15.9731
hiring_manager: drpancake; similarity_score: 15.8447
hiring_manager: imdane; similarity_score: 15.8181
hiring_manager: woodhull; similarity_score: 15.7971
hiring_manager: doxcf434; similarity_score: 15.7842
hiring_manager: jason_allen; similarity_score: 15.7746
hiring_manager: alexk; similarity_score: 15.6739
hiring_manager: retrodict; similarity_score: 15.6574
hiring_manager: untilHellbanned; similarity_score: 15.6351
hiring_manager: edziubudzik; similarity_score: 15.5411
hiring_manager: asolove; similarity_score: 15.4774
hiring_manager: antoviaque; similarity_score: 15.4560
hiring_manager: YelpEngineering; similarity_score: 15.4479
hiring_manager: conversica; similarity_score: 15.4109
hiring_manager: edent; similarity_score: 15.3017
hiring_manager: petrosagg; similarity_score: 15.1741
hiring_manager: lbo; similarity_score: 15.0909
hiring_manager: jkoc; similarity_score: 15.0710
hiring_manager: kenrose; similarity_score: 15.0495
hiring_manager: geori; similarity_score: 15.0335
hiring_manager: gnidan; similarity_score: 14.9897
hiring_manager: jasoncrawford; similarity_score: 14.9638
hiring_manager: axiom; similarity_score: 14.9532
hiring_manager: PhantomPhreak; similarity_score: 14.9450
hiring_manager: astralship; similarity_score: 14.9165
hiring_manager: jhdavids8; similarity_score: 14.9064
hiring_manager: realdlee; similarity_score: 14.8450
hiring_manager: fheisler; similarity_score: 14.7203
hiring_manager: marybheine; similarity_score: 14.6525
hiring_manager: spang; similarity_score: 14.6341
hiring_manager: propellerhat; similarity_score: 14.6312
hiring_manager: yegg; similarity_score: 14.6067
hiring_manager: biomimic; similarity_score: 14.6048
hiring_manager: JJMalina; similarity_score: 14.5915
hiring_manager: jonbischke; similarity_score: 14.5354
hiring_manager: clieu1; similarity_score: 14.4164
hiring_manager: Cyranix; similarity_score: 14.3540
hiring_manager: Equiet; similarity_score: 14.3533
hiring_manager: chrisbennet; similarity_score: 14.3377
hiring_manager: ashleyjohn; similarity_score: 14.3269
hiring_manager: sqs; similarity_score: 14.3080
hiring_manager: ivanzhao; similarity_score: 14.2620
hiring_manager: jorgecastillo; similarity_score: 14.2427
hiring_manager: cjbarber; similarity_score: 14.2368
hiring_manager: mikebabineau; similarity_score: 14.1760
hiring_manager: sridevizarin; similarity_score: 14.1154
hiring_manager: twymer; similarity_score: 14.0932
hiring_manager: the_gigi; similarity_score: 14.0735
hiring_manager: rvivek; similarity_score: 14.0578
hiring_manager: jjnvdm; similarity_score: 14.0011
hiring_manager: breckognize; similarity_score: 13.9685
hiring_manager: RaizlabsTalent; similarity_score: 13.9334
hiring_manager: tharshan09; similarity_score: 13.8914
hiring_manager: blo; similarity_score: 13.8836
hiring_manager: DustinCalim; similarity_score: 13.8755
hiring_manager: BMarkmann; similarity_score: 13.8302
hiring_manager: pandamcbonesaw; similarity_score: 13.8273
hiring_manager: gsastry; similarity_score: 13.8011
hiring_manager: timanglade; similarity_score: 13.7115
hiring_manager: zerr; similarity_score: 13.6208
hiring_manager: sparkman55; similarity_score: 13.5257
hiring_manager: jennifer_scroll; similarity_score: 13.4895
hiring_manager: frabcus; similarity_score: 13.3757
hiring_manager: courtneypowell; similarity_score: 13.3711
hiring_manager: tqn; similarity_score: 13.3128
hiring_manager: beaverfox; similarity_score: 13.3032
hiring_manager: rrpadhy; similarity_score: 13.3004
hiring_manager: fuelfive; similarity_score: 13.2903
hiring_manager: hafabnew; similarity_score: 13.2390
hiring_manager: yonibaciu1; similarity_score: 13.2267
hiring_manager: darrennix; similarity_score: 13.1845
hiring_manager: dh0913; similarity_score: 13.1772
hiring_manager: JimboOmega; similarity_score: 13.1069
hiring_manager: grydstedt; similarity_score: 12.9930
hiring_manager: k1w1; similarity_score: 12.9363
hiring_manager: manpageman; similarity_score: 12.8680
hiring_manager: fourier; similarity_score: 12.8440
hiring_manager: dannysu; similarity_score: 12.7262
hiring_manager: florianf; similarity_score: 12.7175
hiring_manager: djyoo; similarity_score: 12.7146
hiring_manager: HeyLaughingBoy; similarity_score: 12.6903
hiring_manager: jarmitage; similarity_score: 12.6787
hiring_manager: mateodelnorte; similarity_score: 12.4559
hiring_manager: Blackthorn; similarity_score: 12.4365
hiring_manager: grinich; similarity_score: 12.4191
hiring_manager: myom; similarity_score: 12.4121
hiring_manager: lesleyann25; similarity_score: 12.3772
hiring_manager: smikhanov; similarity_score: 12.3711
hiring_manager: kscottz; similarity_score: 12.3620
hiring_manager: tair; similarity_score: 12.3583
hiring_manager: dmritard96; similarity_score: 12.3511
hiring_manager: jnenglish; similarity_score: 12.3350
hiring_manager: ndonnellan; similarity_score: 12.3275
hiring_manager: paulc; similarity_score: 12.3087
hiring_manager: xiongww; similarity_score: 12.2542
hiring_manager: alexthornton; similarity_score: 12.1943
hiring_manager: cwhiten; similarity_score: 12.1351
hiring_manager: azinman2; similarity_score: 12.0913
hiring_manager: waseems; similarity_score: 12.0883
hiring_manager: kmano8; similarity_score: 12.0508
hiring_manager: carlatqueue; similarity_score: 11.9644
hiring_manager: ljlolel; similarity_score: 11.9289
hiring_manager: kbar13; similarity_score: 11.8357
hiring_manager: vonnik; similarity_score: 11.8159
hiring_manager: jlees; similarity_score: 11.8062
hiring_manager: atto; similarity_score: 11.7617
hiring_manager: conorgil145; similarity_score: 11.7611
hiring_manager: arobbins; similarity_score: 11.7548
hiring_manager: dalys; similarity_score: 11.6972
hiring_manager: omarish; similarity_score: 11.6745
hiring_manager: Caleb_Smith; similarity_score: 11.6556
hiring_manager: Clairesheng; similarity_score: 11.6529
hiring_manager: spooneybarger; similarity_score: 11.6410
hiring_manager: diego; similarity_score: 11.5843
hiring_manager: salar; similarity_score: 11.5802
hiring_manager: zeiler; similarity_score: 11.5655
hiring_manager: espinchi; similarity_score: 11.5436
hiring_manager: miles932; similarity_score: 11.5055
hiring_manager: pashabitz; similarity_score: 11.4985
hiring_manager: siscia; similarity_score: 11.4942
hiring_manager: kiyoto; similarity_score: 11.4890
hiring_manager: minichate; similarity_score: 11.4770
hiring_manager: EmilLondon; similarity_score: 11.3627
hiring_manager: boyd; similarity_score: 11.3479
hiring_manager: daveoflynn; similarity_score: 11.3385
hiring_manager: infer; similarity_score: 11.3152
hiring_manager: meritt; similarity_score: 11.2793
hiring_manager: damon_c; similarity_score: 11.2576
hiring_manager: rememberlenny; similarity_score: 11.1872
hiring_manager: blakeweb; similarity_score: 11.0901
hiring_manager: jasonparekh; similarity_score: 11.0391
hiring_manager: bitcrusher; similarity_score: 10.9883
hiring_manager: fuckthepoor; similarity_score: 10.9693
hiring_manager: jontonsoup; similarity_score: 10.9394
hiring_manager: roybarberuk; similarity_score: 10.9201
hiring_manager: freyil; similarity_score: 10.8980
hiring_manager: paradox95; similarity_score: 10.7902
hiring_manager: capkutay; similarity_score: 10.7329
hiring_manager: kcrossisec; similarity_score: 10.6982
hiring_manager: tobinharris; similarity_score: 10.6832
hiring_manager: feverishaaron; similarity_score: 10.4733
hiring_manager: jjarmoc; similarity_score: 10.4134
hiring_manager: makmanalp; similarity_score: 10.4037
hiring_manager: alexose; similarity_score: 10.4026
hiring_manager: geverett; similarity_score: 10.3686
hiring_manager: JangoSteve; similarity_score: 10.2135
hiring_manager: darrenkopp; similarity_score: 10.1694
hiring_manager: noobuser123; similarity_score: 10.1333
hiring_manager: tianyicui; similarity_score: 10.1183
hiring_manager: ddtruong17; similarity_score: 10.1087
hiring_manager: fapjacks; similarity_score: 10.1063
hiring_manager: chrchr; similarity_score: 10.0858
hiring_manager: bgriggs1; similarity_score: 10.0790
hiring_manager: hrehhf; similarity_score: 10.0515
hiring_manager: asanwal; similarity_score: 10.0141
hiring_manager: eric_romo; similarity_score: 10.0
hiring_manager: uwemaurer; similarity_score: 9.93701
hiring_manager: bjelkeman-again; similarity_score: 9.91276
hiring_manager: davidw; similarity_score: 9.90825
hiring_manager: shedd; similarity_score: 9.86019
hiring_manager: arach; similarity_score: 9.82857
hiring_manager: statictype; similarity_score: 9.78165
hiring_manager: quinthar; similarity_score: 9.76253
hiring_manager: ncbk12; similarity_score: 9.72529
hiring_manager: bsnyder; similarity_score: 9.71563
hiring_manager: g06; similarity_score: 9.64360
hiring_manager: mbesto; similarity_score: 9.60573
hiring_manager: bbeck; similarity_score: 9.58558
hiring_manager: Bahamut; similarity_score: 9.55690
hiring_manager: oms1005; similarity_score: 9.55555
hiring_manager: jerematasno; similarity_score: 9.53575
hiring_manager: Mynar; similarity_score: 9.46372
hiring_manager: brandonthejames; similarity_score: 9.36270
hiring_manager: BWStearns; similarity_score: 9.34773
hiring_manager: sid6376; similarity_score: 9.27152
hiring_manager: unclesaamm; similarity_score: 9.21895
hiring_manager: nikhaldi; similarity_score: 9.11736
hiring_manager: BillFranklin; similarity_score: 9.10273
hiring_manager: wiredd; similarity_score: 9.09090
hiring_manager: jhmaddox; similarity_score: 9.04925
hiring_manager: helloshow; similarity_score: 9.02986
hiring_manager: greattypo; similarity_score: 8.99618
hiring_manager: matm; similarity_score: 8.98203
hiring_manager: johnnyg; similarity_score: 8.94886
hiring_manager: ben336; similarity_score: 8.87850
hiring_manager: bambootalent; similarity_score: 8.80339
hiring_manager: clarkevans; similarity_score: 8.78048
hiring_manager: OpenDrapery; similarity_score: 8.77659
hiring_manager: azth; similarity_score: 8.75420
hiring_manager: pensieri; similarity_score: 8.71327
hiring_manager: AaronLasseigne; similarity_score: 8.63070
hiring_manager: squirrel; similarity_score: 8.51829
hiring_manager: vaughnd; similarity_score: 8.44720
hiring_manager: st8machine; similarity_score: 8.31234
hiring_manager: soundandfeury; similarity_score: 8.29741
hiring_manager: knes; similarity_score: 8.27023
hiring_manager: svec; similarity_score: 8.25932
hiring_manager: curiousDog; similarity_score: 8.17941
hiring_manager: plaban123; similarity_score: 8.09399
hiring_manager: maramaemartin; similarity_score: 8.04289
hiring_manager: DLarsen; similarity_score: 7.91407
hiring_manager: ejdyksen; similarity_score: 7.80741
hiring_manager: d0m; similarity_score: 7.75109
hiring_manager: michaelhoffman; similarity_score: 7.68954
hiring_manager: hseikaly; similarity_score: 7.04500
hiring_manager: mapdock; similarity_score: 7.03066
hiring_manager: iandanforth; similarity_score: 6.99865
hiring_manager: noahbrier; similarity_score: 6.96117
hiring_manager: hgrttn; similarity_score: 6.95994
hiring_manager: bostik; similarity_score: 6.91378
hiring_manager: santiycr; similarity_score: 6.84863
hiring_manager: xasos; similarity_score: 6.81198
hiring_manager: ogennadi; similarity_score: 6.71140
hiring_manager: fractalsea; similarity_score: 6.60501
hiring_manager: joshcanhelp; similarity_score: 6.57395
hiring_manager: papaonlegs; similarity_score: 6.48648
hiring_manager: Gyffindor; similarity_score: 6.43060
hiring_manager: khwang; similarity_score: 6.28272
hiring_manager: 7Figures2Commas; similarity_score: 6.09418
hiring_manager: siddarthd2919; similarity_score: 5.92991
hiring_manager: frabrunelle; similarity_score: 5.83276
hiring_manager: bostonpete; similarity_score: 5.73770
hiring_manager: metaobject; similarity_score: 5.66801
hiring_manager: rchiba; similarity_score: 5.63462
hiring_manager: brendan_gill; similarity_score: 4.94604
hiring_manager: iis_zephyr; similarity_score: 4.92610
hiring_manager: neftaly; similarity_score: 4.05953
hiring_manager: zacharycohn; similarity_score: 3.89429
hiring_manager: brendankemp; similarity_score: 3.08823
hiring_manager: deepsearch; similarity_score: 3.07692
hiring_manager: nathanwdavis; similarity_score: 2.62812
hiring_manager: bohnej; similarity_score: 2.50696
hiring_manager: namelezz; similarity_score: 0.28328
