hiring_manager: namelezz; similarity_score: 0.95651
hiring_manager: kefeizhou; similarity_score: 0.32835
hiring_manager: pohungc; similarity_score: 0.32834
hiring_manager: 7parkdata; similarity_score: 0.31427
hiring_manager: jack7890; similarity_score: 0.30985
hiring_manager: frb; similarity_score: 0.30985
hiring_manager: marybheine; similarity_score: 0.30136
hiring_manager: 7Figures2Commas; similarity_score: 0.29729
hiring_manager: ehberger; similarity_score: 0.29729
hiring_manager: DustinCalim; similarity_score: 0.29332
hiring_manager: realdlee; similarity_score: 0.28946
hiring_manager: rfergie; similarity_score: 0.28570
hiring_manager: statictype; similarity_score: 0.28204
hiring_manager: annalewis7; similarity_score: 0.27847
hiring_manager: andrewmb; similarity_score: 0.27847
hiring_manager: samingrassia; similarity_score: 0.27499
hiring_manager: lsee; similarity_score: 0.27499
hiring_manager: yegg; similarity_score: 0.27160
hiring_manager: ivanzhao; similarity_score: 0.27160
hiring_manager: retrodict; similarity_score: 0.27159
hiring_manager: damon_c; similarity_score: 0.27159
hiring_manager: kiyoto; similarity_score: 0.26829
hiring_manager: kevinschumacher; similarity_score: 0.26828
hiring_manager: TheMakeA; similarity_score: 0.26828
hiring_manager: drpancake; similarity_score: 0.26505
hiring_manager: jsaxton86; similarity_score: 0.26505
hiring_manager: chrisdl; similarity_score: 0.26505
hiring_manager: carlatqueue; similarity_score: 0.26505
hiring_manager: frisco; similarity_score: 0.26190
hiring_manager: eric_romo; similarity_score: 0.26190
hiring_manager: Equiet; similarity_score: 0.25882
hiring_manager: mattnguyen; similarity_score: 0.25581
hiring_manager: artursapek; similarity_score: 0.25287
hiring_manager: brettz; similarity_score: 0.25286
hiring_manager: wattenberger; similarity_score: 0.25286
hiring_manager: mmelin; similarity_score: 0.24999
hiring_manager: JuliaLam; similarity_score: 0.24999
hiring_manager: spooneybarger; similarity_score: 0.24999
hiring_manager: jszumski; similarity_score: 0.24719
hiring_manager: paradox95; similarity_score: 0.24718
hiring_manager: uwemaurer; similarity_score: 0.24718
hiring_manager: robg; similarity_score: 0.24175
hiring_manager: encore2097; similarity_score: 0.24175
hiring_manager: nschuett; similarity_score: 0.23912
hiring_manager: yonibaciu1; similarity_score: 0.23912
hiring_manager: dbuxton; similarity_score: 0.23655
hiring_manager: austinhallock; similarity_score: 0.23403
hiring_manager: rasengan; similarity_score: 0.23157
hiring_manager: saucelabs; similarity_score: 0.23156
hiring_manager: florianf; similarity_score: 0.22916
hiring_manager: johnnyg; similarity_score: 0.22680
hiring_manager: dmritard96; similarity_score: 0.22679
hiring_manager: morgante; similarity_score: 0.22679
hiring_manager: cjbarber; similarity_score: 0.22448
hiring_manager: maramaemartin; similarity_score: 0.22222
hiring_manager: asanwal; similarity_score: 0.22221
hiring_manager: matlock; similarity_score: 0.22221
hiring_manager: fuelfive; similarity_score: 0.21999
hiring_manager: alphast0rm; similarity_score: 0.21781
hiring_manager: vtuulos; similarity_score: 0.21568
hiring_manager: FUSAR_rs; similarity_score: 0.21358
hiring_manager: kdavari; similarity_score: 0.21153
hiring_manager: fchollet; similarity_score: 0.21152
hiring_manager: myom; similarity_score: 0.20951
hiring_manager: Renat; similarity_score: 0.20951
hiring_manager: dangoldin; similarity_score: 0.20754
hiring_manager: gajomi; similarity_score: 0.20754
hiring_manager: wdewind; similarity_score: 0.20753
hiring_manager: baran; similarity_score: 0.20560
hiring_manager: ben336; similarity_score: 0.20370
hiring_manager: jdjdjd; similarity_score: 0.20369
hiring_manager: edawerd; similarity_score: 0.20369
hiring_manager: peter_mcrae; similarity_score: 0.20183
hiring_manager: alexk; similarity_score: 0.20183
hiring_manager: hgrttn; similarity_score: 0.20182
hiring_manager: espinchi; similarity_score: 0.19999
hiring_manager: Mynar; similarity_score: 0.19819
hiring_manager: Symbol; similarity_score: 0.19642
hiring_manager: choult; similarity_score: 0.19642
hiring_manager: jjnvdm; similarity_score: 0.19642
hiring_manager: salar; similarity_score: 0.19297
hiring_manager: geori; similarity_score: 0.19297
hiring_manager: propellerhat; similarity_score: 0.19130
hiring_manager: hglaser; similarity_score: 0.19130
hiring_manager: wiredd; similarity_score: 0.19129
hiring_manager: BGCivis; similarity_score: 0.19129
hiring_manager: sidjoshi; similarity_score: 0.19129
hiring_manager: FreshPuzzles; similarity_score: 0.18965
hiring_manager: PhantomPhreak; similarity_score: 0.18802
hiring_manager: mrw34; similarity_score: 0.18643
hiring_manager: JayNeely; similarity_score: 0.18643
hiring_manager: bowmanb; similarity_score: 0.18643
hiring_manager: RaizlabsTalent; similarity_score: 0.18487
hiring_manager: joanatello; similarity_score: 0.18486
hiring_manager: escherize; similarity_score: 0.18486
hiring_manager: Theranos; similarity_score: 0.18032
hiring_manager: ashleyjohn; similarity_score: 0.18032
hiring_manager: zacharypinter; similarity_score: 0.18032
hiring_manager: nichol4s; similarity_score: 0.18032
hiring_manager: loganfrederick; similarity_score: 0.17741
hiring_manager: gsiener; similarity_score: 0.17599
hiring_manager: grydstedt; similarity_score: 0.17599
hiring_manager: cwc22; similarity_score: 0.17460
hiring_manager: ssk2; similarity_score: 0.17460
hiring_manager: Andrew_Metail; similarity_score: 0.17459
hiring_manager: jpwagner; similarity_score: 0.17459
hiring_manager: chollida1; similarity_score: 0.17187
hiring_manager: clarkevans; similarity_score: 0.17187
hiring_manager: davidw; similarity_score: 0.17186
hiring_manager: mrbird; similarity_score: 0.17186
hiring_manager: kscottz; similarity_score: 0.17054
hiring_manager: clieu1; similarity_score: 0.17053
hiring_manager: knes; similarity_score: 0.16922
hiring_manager: omarish; similarity_score: 0.16922
hiring_manager: axiom; similarity_score: 0.16922
hiring_manager: jhmaddox; similarity_score: 0.16922
hiring_manager: mateodelnorte; similarity_score: 0.16666
hiring_manager: Dejeanakay; similarity_score: 0.16665
hiring_manager: chrisduesing; similarity_score: 0.16541
hiring_manager: sam; similarity_score: 0.16540
hiring_manager: darrenkopp; similarity_score: 0.16540
hiring_manager: meaydinli; similarity_score: 0.16540
hiring_manager: nkoren; similarity_score: 0.16295
hiring_manager: mburst; similarity_score: 0.16295
hiring_manager: dannysu; similarity_score: 0.16295
hiring_manager: klochner; similarity_score: 0.16175
hiring_manager: sciurus; similarity_score: 0.16057
hiring_manager: d0m; similarity_score: 0.15941
hiring_manager: davidshariff; similarity_score: 0.15713
hiring_manager: squirrel; similarity_score: 0.15713
hiring_manager: kenrose; similarity_score: 0.15602
hiring_manager: breckognize; similarity_score: 0.15602
hiring_manager: jason_allen; similarity_score: 0.15602
hiring_manager: asolove; similarity_score: 0.15602
hiring_manager: evaneykelen; similarity_score: 0.15492
hiring_manager: BMarkmann; similarity_score: 0.15492
hiring_manager: mandoescamilla; similarity_score: 0.15384
hiring_manager: alexose; similarity_score: 0.15383
hiring_manager: DLarsen; similarity_score: 0.15383
hiring_manager: yesimahuman; similarity_score: 0.15277
hiring_manager: dimitry12; similarity_score: 0.15172
hiring_manager: biggitybones; similarity_score: 0.15172
hiring_manager: olivercameron; similarity_score: 0.15172
hiring_manager: nikhaldi; similarity_score: 0.15171
hiring_manager: soundandfeury; similarity_score: 0.15067
hiring_manager: freyil; similarity_score: 0.14965
hiring_manager: twymer; similarity_score: 0.14965
hiring_manager: dwiel; similarity_score: 0.14864
hiring_manager: YelpEngineering; similarity_score: 0.14764
hiring_manager: bgriggs1; similarity_score: 0.14666
hiring_manager: jkoc; similarity_score: 0.14666
hiring_manager: eugeneiiim; similarity_score: 0.14568
hiring_manager: stockninja; similarity_score: 0.14473
hiring_manager: jasoncrawford; similarity_score: 0.14473
hiring_manager: infer; similarity_score: 0.14473
hiring_manager: manoa; similarity_score: 0.14472
hiring_manager: sridevizarin; similarity_score: 0.14285
hiring_manager: mpdaugherty; similarity_score: 0.14285
hiring_manager: conversica; similarity_score: 0.14192
hiring_manager: jlees; similarity_score: 0.14192
hiring_manager: brendan_gill; similarity_score: 0.14102
hiring_manager: hafabnew; similarity_score: 0.13923
hiring_manager: rvivek; similarity_score: 0.13923
hiring_manager: vonnik; similarity_score: 0.13923
hiring_manager: xiongww; similarity_score: 0.13749
hiring_manager: pashabitz; similarity_score: 0.13663
hiring_manager: bootstraponline; similarity_score: 0.13663
hiring_manager: fasteddie; similarity_score: 0.13580
hiring_manager: thethimble; similarity_score: 0.13579
hiring_manager: ndonnellan; similarity_score: 0.13496
hiring_manager: djyoo; similarity_score: 0.13496
hiring_manager: santiycr; similarity_score: 0.13495
hiring_manager: rprovey; similarity_score: 0.13495
hiring_manager: astralship; similarity_score: 0.13332
hiring_manager: noobuser123; similarity_score: 0.13332
hiring_manager: pandamcbonesaw; similarity_score: 0.13173
hiring_manager: tianyicui; similarity_score: 0.13173
hiring_manager: mikebabineau; similarity_score: 0.13173
hiring_manager: antoviaque; similarity_score: 0.13095
hiring_manager: bambootalent; similarity_score: 0.13017
hiring_manager: sethbannon; similarity_score: 0.13016
hiring_manager: tharshan09; similarity_score: 0.12941
hiring_manager: blo; similarity_score: 0.12940
hiring_manager: sian_OK; similarity_score: 0.12864
hiring_manager: Clairesheng; similarity_score: 0.12790
hiring_manager: hseikaly; similarity_score: 0.12790
hiring_manager: svec; similarity_score: 0.12790
hiring_manager: fheisler; similarity_score: 0.12716
hiring_manager: dh0913; similarity_score: 0.12643
hiring_manager: AaronLasseigne; similarity_score: 0.12643
hiring_manager: zeiler; similarity_score: 0.12571
hiring_manager: jonbischke; similarity_score: 0.12571
hiring_manager: scottaj2; similarity_score: 0.12570
hiring_manager: sinak; similarity_score: 0.12570
hiring_manager: JJMalina; similarity_score: 0.12570
hiring_manager: Bahamut; similarity_score: 0.12499
hiring_manager: martinshen; similarity_score: 0.12499
hiring_manager: jakestein; similarity_score: 0.12428
hiring_manager: brandonthejames; similarity_score: 0.12359
hiring_manager: sqs; similarity_score: 0.12359
hiring_manager: azinman2; similarity_score: 0.12358
hiring_manager: EmilLondon; similarity_score: 0.12289
hiring_manager: jarmitage; similarity_score: 0.12154
hiring_manager: diego; similarity_score: 0.12154
hiring_manager: Synergyse; similarity_score: 0.12153
hiring_manager: kcrossisec; similarity_score: 0.12153
hiring_manager: fortpoint; similarity_score: 0.12087
hiring_manager: jontonsoup; similarity_score: 0.12086
hiring_manager: bjelkeman-again; similarity_score: 0.11891
hiring_manager: sparkman55; similarity_score: 0.11891
hiring_manager: _br; similarity_score: 0.11891
hiring_manager: arobbins; similarity_score: 0.11827
hiring_manager: ILIKEPONIES; similarity_score: 0.11639
hiring_manager: alexchantastic; similarity_score: 0.11578
hiring_manager: georgespencer; similarity_score: 0.11458
hiring_manager: gsastry; similarity_score: 0.11340
hiring_manager: bostik; similarity_score: 0.11339
hiring_manager: waseems; similarity_score: 0.11281
hiring_manager: noahbrier; similarity_score: 0.11281
hiring_manager: michaelhoffman; similarity_score: 0.11281
hiring_manager: tqn; similarity_score: 0.11167
hiring_manager: oms1005; similarity_score: 0.11055
hiring_manager: cairo140; similarity_score: 0.11054
hiring_manager: tair; similarity_score: 0.10999
hiring_manager: shedd; similarity_score: 0.10999
hiring_manager: paulc; similarity_score: 0.10944
hiring_manager: gnidan; similarity_score: 0.10890
hiring_manager: andrewforee; similarity_score: 0.10890
hiring_manager: zaidos; similarity_score: 0.10836
hiring_manager: bbeck; similarity_score: 0.10784
hiring_manager: mapdock; similarity_score: 0.10731
hiring_manager: swampthing; similarity_score: 0.10731
hiring_manager: woodhull; similarity_score: 0.10730
hiring_manager: daveoflynn; similarity_score: 0.10679
hiring_manager: lightningstorm; similarity_score: 0.10679
hiring_manager: the_gigi; similarity_score: 0.10627
hiring_manager: arach; similarity_score: 0.10627
hiring_manager: jennifer_scroll; similarity_score: 0.10627
hiring_manager: mbesto; similarity_score: 0.10475
hiring_manager: sb_ba; similarity_score: 0.10475
hiring_manager: JimboOmega; similarity_score: 0.10328
hiring_manager: kmano8; similarity_score: 0.10327
hiring_manager: iis_zephyr; similarity_score: 0.10280
hiring_manager: jnenglish; similarity_score: 0.10280
hiring_manager: meritt; similarity_score: 0.10184
hiring_manager: ncbk12; similarity_score: 0.09954
hiring_manager: azth; similarity_score: 0.09909
hiring_manager: vaxtrac; similarity_score: 0.09909
hiring_manager: snowmaker; similarity_score: 0.09864
hiring_manager: matm; similarity_score: 0.09777
hiring_manager: bsnyder; similarity_score: 0.09776
hiring_manager: cwhiten; similarity_score: 0.09648
hiring_manager: alexthornton; similarity_score: 0.09648
hiring_manager: jasonparekh; similarity_score: 0.09648
hiring_manager: minichate; similarity_score: 0.09606
hiring_manager: jhdavids8; similarity_score: 0.09565
hiring_manager: rchiba; similarity_score: 0.09523
hiring_manager: boyd; similarity_score: 0.09243
hiring_manager: JangoSteve; similarity_score: 0.09165
hiring_manager: blakeweb; similarity_score: 0.09090
hiring_manager: ejdyksen; similarity_score: 0.09015
hiring_manager: capkutay; similarity_score: 0.08906
hiring_manager: kedargj; similarity_score: 0.08799
hiring_manager: conorgil145; similarity_score: 0.08764
hiring_manager: maxneu; similarity_score: 0.08559
hiring_manager: courtneypowell; similarity_score: 0.08396
hiring_manager: bitcrusher; similarity_score: 0.08396
hiring_manager: jjarmoc; similarity_score: 0.08332
hiring_manager: spang; similarity_score: 0.08178
hiring_manager: atto; similarity_score: 0.07913
hiring_manager: chrchr; similarity_score: 0.07913
hiring_manager: helloshow; similarity_score: 0.07692
hiring_manager: pensieri; similarity_score: 0.07050
hiring_manager: greattypo; similarity_score: 0.07028
hiring_manager: ddtruong17; similarity_score: 0.06895
hiring_manager: BWStearns; similarity_score: 0.06077
hiring_manager: makmanalp; similarity_score: 0.05993
hiring_manager: fh2210; similarity_score: 0.05881
hiring_manager: brendankemp; similarity_score: 0.05698
hiring_manager: frabrunelle; similarity_score: 0.03913
