hiring_manager: papaonlegs; similarity_score: 0.98245
hiring_manager: kamalesh_v; similarity_score: 0.60539
hiring_manager: kdavari; similarity_score: 0.60539
hiring_manager: rdeshpande; similarity_score: 0.60539
hiring_manager: myom; similarity_score: 0.60539
hiring_manager: Renat; similarity_score: 0.60214
hiring_manager: edawerd; similarity_score: 0.60214
hiring_manager: espinchi; similarity_score: 0.60214
hiring_manager: Symbol; similarity_score: 0.59892
hiring_manager: alexk; similarity_score: 0.59892
hiring_manager: peter_mcrae; similarity_score: 0.59892
hiring_manager: tomccabe; similarity_score: 0.59574
hiring_manager: ben336; similarity_score: 0.59574
hiring_manager: choult; similarity_score: 0.59258
hiring_manager: salar; similarity_score: 0.58947
hiring_manager: jjnvdm; similarity_score: 0.58946
hiring_manager: sidjoshi; similarity_score: 0.58637
hiring_manager: mrw34; similarity_score: 0.58332
hiring_manager: FreshPuzzles; similarity_score: 0.58332
hiring_manager: hglaser; similarity_score: 0.58332
hiring_manager: BGCivis; similarity_score: 0.58030
hiring_manager: geori; similarity_score: 0.58030
hiring_manager: RaizlabsTalent; similarity_score: 0.58030
hiring_manager: escherize; similarity_score: 0.57731
hiring_manager: sahil_videology; similarity_score: 0.57731
hiring_manager: wiredd; similarity_score: 0.57731
hiring_manager: PhantomPhreak; similarity_score: 0.57435
hiring_manager: propellerhat; similarity_score: 0.57434
hiring_manager: loganfrederick; similarity_score: 0.56852
hiring_manager: nichol4s; similarity_score: 0.56852
hiring_manager: zacharypinter; similarity_score: 0.56565
hiring_manager: jdjdjd; similarity_score: 0.56564
hiring_manager: Theranos; similarity_score: 0.56280
hiring_manager: JayNeely; similarity_score: 0.56280
hiring_manager: ashleyjohn; similarity_score: 0.55999
hiring_manager: gsiener; similarity_score: 0.55721
hiring_manager: clieu1; similarity_score: 0.55720
hiring_manager: chollida1; similarity_score: 0.55444
hiring_manager: jpwagner; similarity_score: 0.55172
hiring_manager: Andrew_Metail; similarity_score: 0.55171
hiring_manager: clarkevans; similarity_score: 0.55171
hiring_manager: anotherdrew42; similarity_score: 0.54901
hiring_manager: mrbird; similarity_score: 0.54901
hiring_manager: cwc22; similarity_score: 0.54633
hiring_manager: kscottz; similarity_score: 0.54633
hiring_manager: ssk2; similarity_score: 0.54633
hiring_manager: knes; similarity_score: 0.54368
hiring_manager: grydstedt; similarity_score: 0.54368
hiring_manager: Dejeanakay; similarity_score: 0.54368
hiring_manager: dannysu; similarity_score: 0.54368
hiring_manager: axiom; similarity_score: 0.53845
hiring_manager: darrenkopp; similarity_score: 0.53588
hiring_manager: jhmaddox; similarity_score: 0.53588
hiring_manager: meaydinli; similarity_score: 0.53588
hiring_manager: sciurus; similarity_score: 0.53588
hiring_manager: chrisduesing; similarity_score: 0.53588
hiring_manager: nkoren; similarity_score: 0.53587
hiring_manager: mateodelnorte; similarity_score: 0.53332
hiring_manager: omarish; similarity_score: 0.53079
hiring_manager: mburst; similarity_score: 0.53079
hiring_manager: nathanwdavis; similarity_score: 0.52829
hiring_manager: breckognize; similarity_score: 0.52581
hiring_manager: squirrel; similarity_score: 0.52336
hiring_manager: d0m; similarity_score: 0.52335
hiring_manager: asolove; similarity_score: 0.52092
hiring_manager: klochner; similarity_score: 0.52092
hiring_manager: BMarkmann; similarity_score: 0.52092
hiring_manager: yesimahuman; similarity_score: 0.51851
hiring_manager: soundandfeury; similarity_score: 0.51851
hiring_manager: sam; similarity_score: 0.51851
hiring_manager: nikhaldi; similarity_score: 0.51851
hiring_manager: davidshariff; similarity_score: 0.51851
hiring_manager: biggitybones; similarity_score: 0.51851
hiring_manager: alexose; similarity_score: 0.51612
hiring_manager: jason_allen; similarity_score: 0.51375
hiring_manager: kenrose; similarity_score: 0.51141
hiring_manager: olivercameron; similarity_score: 0.51141
hiring_manager: evaneykelen; similarity_score: 0.51141
hiring_manager: bostonpete; similarity_score: 0.51140
hiring_manager: manoa; similarity_score: 0.50908
hiring_manager: mandoescamilla; similarity_score: 0.50678
hiring_manager: yapjonathan; similarity_score: 0.50678
hiring_manager: DLarsen; similarity_score: 0.50678
hiring_manager: twymer; similarity_score: 0.50677
hiring_manager: YelpEngineering; similarity_score: 0.50450
hiring_manager: bgriggs1; similarity_score: 0.50223
hiring_manager: jasoncrawford; similarity_score: 0.49999
hiring_manager: mpdaugherty; similarity_score: 0.49999
hiring_manager: dimitry12; similarity_score: 0.49999
hiring_manager: dwiel; similarity_score: 0.49777
hiring_manager: inastar; similarity_score: 0.49557
hiring_manager: jkoc; similarity_score: 0.49338
hiring_manager: infer; similarity_score: 0.49338
hiring_manager: petrosagg; similarity_score: 0.49122
hiring_manager: eugeneiiim; similarity_score: 0.49121
hiring_manager: brendan_gill; similarity_score: 0.48907
hiring_manager: biomimic; similarity_score: 0.48907
hiring_manager: stockninja; similarity_score: 0.48695
hiring_manager: hafabnew; similarity_score: 0.48484
hiring_manager: pashabitz; similarity_score: 0.48484
hiring_manager: sridevizarin; similarity_score: 0.48484
hiring_manager: ndonnellan; similarity_score: 0.48483
hiring_manager: Gyffindor; similarity_score: 0.48483
hiring_manager: rprovey; similarity_score: 0.48068
hiring_manager: jlees; similarity_score: 0.48067
hiring_manager: vonnik; similarity_score: 0.47862
hiring_manager: xiongww; similarity_score: 0.47659
hiring_manager: rvivek; similarity_score: 0.47659
hiring_manager: astralship; similarity_score: 0.47659
hiring_manager: tobinharris; similarity_score: 0.47659
hiring_manager: conversica; similarity_score: 0.47658
hiring_manager: thethimble; similarity_score: 0.47456
hiring_manager: tianyicui; similarity_score: 0.47456
hiring_manager: fasteddie; similarity_score: 0.47256
hiring_manager: djyoo; similarity_score: 0.47256
hiring_manager: tharshan09; similarity_score: 0.47058
hiring_manager: bootstraponline; similarity_score: 0.47058
hiring_manager: santiycr; similarity_score: 0.47058
hiring_manager: pandamcbonesaw; similarity_score: 0.46861
hiring_manager: sethbannon; similarity_score: 0.46861
hiring_manager: noobuser123; similarity_score: 0.46472
hiring_manager: svec; similarity_score: 0.46280
hiring_manager: antoviaque; similarity_score: 0.46280
hiring_manager: Clairesheng; similarity_score: 0.46089
hiring_manager: sian_OK; similarity_score: 0.45901
hiring_manager: blo; similarity_score: 0.45901
hiring_manager: scottaj2; similarity_score: 0.45900
hiring_manager: AaronLasseigne; similarity_score: 0.45528
hiring_manager: dh0913; similarity_score: 0.45528
hiring_manager: mikebabineau; similarity_score: 0.45528
hiring_manager: jakestein; similarity_score: 0.45527
hiring_manager: Synergyse; similarity_score: 0.45344
hiring_manager: zeiler; similarity_score: 0.45343
hiring_manager: sqs; similarity_score: 0.45161
hiring_manager: azinman2; similarity_score: 0.45161
hiring_manager: fheisler; similarity_score: 0.45161
hiring_manager: Bahamut; similarity_score: 0.45160
hiring_manager: EmilLondon; similarity_score: 0.44799
hiring_manager: hseikaly; similarity_score: 0.44620
hiring_manager: sinak; similarity_score: 0.44444
hiring_manager: bambootalent; similarity_score: 0.44444
hiring_manager: diego; similarity_score: 0.44444
hiring_manager: kcrossisec; similarity_score: 0.44443
hiring_manager: brandonthejames; similarity_score: 0.44443
hiring_manager: JJMalina; similarity_score: 0.44268
hiring_manager: jonbischke; similarity_score: 0.44268
hiring_manager: jontonsoup; similarity_score: 0.44267
hiring_manager: JimiofEden; similarity_score: 0.44094
hiring_manager: martinshen; similarity_score: 0.44094
hiring_manager: fortpoint; similarity_score: 0.44093
hiring_manager: bjelkeman-again; similarity_score: 0.44093
hiring_manager: _br; similarity_score: 0.43749
hiring_manager: arobbins; similarity_score: 0.43579
hiring_manager: sparkman55; similarity_score: 0.43410
hiring_manager: jarmitage; similarity_score: 0.43410
hiring_manager: cgilboy; similarity_score: 0.43076
hiring_manager: georgespencer; similarity_score: 0.42911
hiring_manager: ILIKEPONIES; similarity_score: 0.42747
hiring_manager: alexchantastic; similarity_score: 0.42585
hiring_manager: gsastry; similarity_score: 0.42263
hiring_manager: michaelhoffman; similarity_score: 0.42263
hiring_manager: noahbrier; similarity_score: 0.42105
hiring_manager: paulc; similarity_score: 0.42104
hiring_manager: waseems; similarity_score: 0.41946
hiring_manager: tair; similarity_score: 0.41790
hiring_manager: bostik; similarity_score: 0.41790
hiring_manager: oms1005; similarity_score: 0.41635
hiring_manager: zaidos; similarity_score: 0.41635
hiring_manager: cairo140; similarity_score: 0.41176
hiring_manager: tqn; similarity_score: 0.41176
hiring_manager: frisco; similarity_score: 0.41175
hiring_manager: gnidan; similarity_score: 0.41024
hiring_manager: shedd; similarity_score: 0.40875
hiring_manager: swampthing; similarity_score: 0.40874
hiring_manager: woodhull; similarity_score: 0.40727
hiring_manager: andrewforee; similarity_score: 0.40726
hiring_manager: daveoflynn; similarity_score: 0.40579
hiring_manager: arach; similarity_score: 0.40579
hiring_manager: the_gigi; similarity_score: 0.40287
hiring_manager: bbeck; similarity_score: 0.40287
hiring_manager: mapdock; similarity_score: 0.40143
hiring_manager: lightningstorm; similarity_score: 0.40142
hiring_manager: jennifer_scroll; similarity_score: 0.39857
hiring_manager: samuelbrin; similarity_score: 0.39715
hiring_manager: meritt; similarity_score: 0.39436
hiring_manager: JimboOmega; similarity_score: 0.39436
hiring_manager: iis_zephyr; similarity_score: 0.39435
hiring_manager: dalys; similarity_score: 0.39298
hiring_manager: ameryz07; similarity_score: 0.39298
hiring_manager: sb_ba; similarity_score: 0.39298
hiring_manager: mbesto; similarity_score: 0.39298
hiring_manager: jnenglish; similarity_score: 0.39297
hiring_manager: kmano8; similarity_score: 0.39297
hiring_manager: snowmaker; similarity_score: 0.38753
hiring_manager: azth; similarity_score: 0.38753
hiring_manager: vaxtrac; similarity_score: 0.38355
hiring_manager: jasonparekh; similarity_score: 0.38225
hiring_manager: ncbk12; similarity_score: 0.38094
hiring_manager: matm; similarity_score: 0.37965
hiring_manager: jhdavids8; similarity_score: 0.37837
hiring_manager: bsnyder; similarity_score: 0.37709
hiring_manager: alexthornton; similarity_score: 0.37583
hiring_manager: minichate; similarity_score: 0.37457
hiring_manager: cwhiten; similarity_score: 0.37209
hiring_manager: rchiba; similarity_score: 0.37085
hiring_manager: jsfour; similarity_score: 0.36721
hiring_manager: JangoSteve; similarity_score: 0.36720
hiring_manager: jspiral; similarity_score: 0.36601
hiring_manager: boyd; similarity_score: 0.36363
hiring_manager: ejdyksen; similarity_score: 0.36362
hiring_manager: blakeweb; similarity_score: 0.36128
hiring_manager: conorgil145; similarity_score: 0.35555
hiring_manager: ninetax; similarity_score: 0.35554
hiring_manager: kedargj; similarity_score: 0.34782
hiring_manager: capkutay; similarity_score: 0.34781
hiring_manager: michaelrstubbs; similarity_score: 0.34674
hiring_manager: bitcrusher; similarity_score: 0.34566
hiring_manager: maxneu; similarity_score: 0.34250
hiring_manager: courtneypowell; similarity_score: 0.33836
hiring_manager: jjarmoc; similarity_score: 0.33532
hiring_manager: spang; similarity_score: 0.33332
hiring_manager: atto; similarity_score: 0.32463
hiring_manager: chrchr; similarity_score: 0.32183
hiring_manager: helloshow; similarity_score: 0.31110
hiring_manager: ehberger; similarity_score: 0.30853
hiring_manager: pensieri; similarity_score: 0.29786
hiring_manager: greattypo; similarity_score: 0.29319
hiring_manager: ddtruong17; similarity_score: 0.29166
hiring_manager: BWStearns; similarity_score: 0.26414
hiring_manager: makmanalp; similarity_score: 0.25925
hiring_manager: fh2210; similarity_score: 0.25865
hiring_manager: brendankemp; similarity_score: 0.25111
hiring_manager: frabrunelle; similarity_score: 0.18093
