hiring_manager: amac; similarity_score: 29.9578
hiring_manager: 7Figures2Commas; similarity_score: 14.1176
hiring_manager: timanglade; similarity_score: 14.0401
hiring_manager: yegg; similarity_score: 14.0255
hiring_manager: cairo140; similarity_score: 13.9813
hiring_manager: davidshariff; similarity_score: 13.9612
hiring_manager: waseems; similarity_score: 13.9493
hiring_manager: alphast0rm; similarity_score: 13.9465
hiring_manager: unclesaamm; similarity_score: 13.9020
hiring_manager: rrpadhy; similarity_score: 13.8554
hiring_manager: doxcf434; similarity_score: 13.8335
hiring_manager: frisco; similarity_score: 13.7235
hiring_manager: hrehhf; similarity_score: 13.6942
hiring_manager: vtuulos; similarity_score: 13.6817
hiring_manager: andrewforee; similarity_score: 13.6414
hiring_manager: chollida1; similarity_score: 13.5865
hiring_manager: kcrossisec; similarity_score: 13.5593
hiring_manager: justhw; similarity_score: 13.5546
hiring_manager: jontonsoup; similarity_score: 13.5291
hiring_manager: michaelhoffman; similarity_score: 13.5104
hiring_manager: darrenkopp; similarity_score: 13.4443
hiring_manager: infer; similarity_score: 13.4375
hiring_manager: rchiba; similarity_score: 13.4142
hiring_manager: joshcanhelp; similarity_score: 13.3748
hiring_manager: yesimahuman; similarity_score: 13.3405
hiring_manager: arach; similarity_score: 13.2418
hiring_manager: lightningstorm; similarity_score: 13.2104
hiring_manager: zaidos; similarity_score: 13.2082
hiring_manager: blakeweb; similarity_score: 13.1526
hiring_manager: snowmaker; similarity_score: 13.1444
hiring_manager: ljlolel; similarity_score: 13.125
hiring_manager: brandonthejames; similarity_score: 13.1161
hiring_manager: artursapek; similarity_score: 13.0794
hiring_manager: sridevizarin; similarity_score: 13.0776
hiring_manager: sinak; similarity_score: 13.0473
hiring_manager: Theranos; similarity_score: 13.0407
hiring_manager: manpageman; similarity_score: 13.0039
hiring_manager: st8machine; similarity_score: 13.0030
hiring_manager: swampthing; similarity_score: 12.9695
hiring_manager: samingrassia; similarity_score: 12.9533
hiring_manager: jerematasno; similarity_score: 12.9429
hiring_manager: damon_c; similarity_score: 12.9423
hiring_manager: conorgil145; similarity_score: 12.8669
hiring_manager: ncbk12; similarity_score: 12.8519
hiring_manager: mandoescamilla; similarity_score: 12.8459
hiring_manager: hgrttn; similarity_score: 12.8
hiring_manager: kmano8; similarity_score: 12.7575
hiring_manager: jarmitage; similarity_score: 12.7101
hiring_manager: Gyffindor; similarity_score: 12.6461
hiring_manager: miles932; similarity_score: 12.5560
hiring_manager: fheisler; similarity_score: 12.5218
hiring_manager: smikhanov; similarity_score: 12.4203
hiring_manager: twymer; similarity_score: 12.3456
hiring_manager: bostik; similarity_score: 12.2503
hiring_manager: BillFranklin; similarity_score: 12.2383
hiring_manager: geverett; similarity_score: 12.2222
hiring_manager: quinthar; similarity_score: 12.1311
hiring_manager: kbar13; similarity_score: 12.0588
hiring_manager: jhdavids8; similarity_score: 11.9800
hiring_manager: matm; similarity_score: 11.9651
hiring_manager: bjelkeman-again; similarity_score: 11.9629
hiring_manager: TheMakeA; similarity_score: 11.9587
hiring_manager: astralship; similarity_score: 11.9576
hiring_manager: azth; similarity_score: 11.9064
hiring_manager: ejdyksen; similarity_score: 11.8933
hiring_manager: alexthornton; similarity_score: 11.7848
hiring_manager: mbesto; similarity_score: 11.7335
hiring_manager: samuelbrin; similarity_score: 11.7216
hiring_manager: fourier; similarity_score: 11.7073
hiring_manager: helloshow; similarity_score: 11.6518
hiring_manager: JimboOmega; similarity_score: 11.5838
hiring_manager: eric_romo; similarity_score: 11.4583
hiring_manager: bitcrusher; similarity_score: 11.4339
hiring_manager: nathanwdavis; similarity_score: 11.4192
hiring_manager: d0m; similarity_score: 11.4014
hiring_manager: vaxtrac; similarity_score: 11.2978
hiring_manager: cjbarber; similarity_score: 11.2718
hiring_manager: paulc; similarity_score: 11.2666
hiring_manager: tair; similarity_score: 11.2098
hiring_manager: noahbrier; similarity_score: 11.1801
hiring_manager: noobuser123; similarity_score: 11.1322
hiring_manager: boyd; similarity_score: 11.0709
hiring_manager: mattnguyen; similarity_score: 10.9976
hiring_manager: makmanalp; similarity_score: 10.9512
hiring_manager: jasonparekh; similarity_score: 10.9077
hiring_manager: bambootalent; similarity_score: 10.8941
hiring_manager: sid6376; similarity_score: 10.8731
hiring_manager: tqn; similarity_score: 10.8527
hiring_manager: fractalsea; similarity_score: 10.8374
hiring_manager: oms1005; similarity_score: 10.8150
hiring_manager: omarish; similarity_score: 10.7235
hiring_manager: spang; similarity_score: 10.6298
hiring_manager: iis_zephyr; similarity_score: 10.5981
hiring_manager: fortpoint; similarity_score: 10.5616
hiring_manager: vonnik; similarity_score: 10.5372
hiring_manager: iandanforth; similarity_score: 10.4201
hiring_manager: minichate; similarity_score: 10.4145
hiring_manager: martinshen; similarity_score: 10.3800
hiring_manager: imdane; similarity_score: 10.2941
hiring_manager: atto; similarity_score: 10.2845
hiring_manager: pandamcbonesaw; similarity_score: 10.2663
hiring_manager: grinich; similarity_score: 10.24
hiring_manager: capkutay; similarity_score: 10.0224
hiring_manager: ivanzhao; similarity_score: 10.0189
hiring_manager: gsastry; similarity_score: 9.92966
hiring_manager: nikhaldi; similarity_score: 9.92685
hiring_manager: the_gigi; similarity_score: 9.92537
hiring_manager: Cyranix; similarity_score: 9.88372
hiring_manager: jjarmoc; similarity_score: 9.88129
hiring_manager: hafabnew; similarity_score: 9.83069
hiring_manager: antoviaque; similarity_score: 9.81981
hiring_manager: papaonlegs; similarity_score: 9.79729
hiring_manager: cwhiten; similarity_score: 9.78972
hiring_manager: plaban123; similarity_score: 9.70873
hiring_manager: rasengan; similarity_score: 9.67741
hiring_manager: bbeck; similarity_score: 9.66882
hiring_manager: fapjacks; similarity_score: 9.60264
hiring_manager: curiousDog; similarity_score: 9.50819
hiring_manager: chrchr; similarity_score: 9.47702
hiring_manager: fuckthepoor; similarity_score: 9.43396
hiring_manager: mikebabineau; similarity_score: 9.38558
hiring_manager: meritt; similarity_score: 9.22213
hiring_manager: mapdock; similarity_score: 9.18448
hiring_manager: bsnyder; similarity_score: 8.98389
hiring_manager: xasos; similarity_score: 8.87372
hiring_manager: greattypo; similarity_score: 8.87245
hiring_manager: ILIKEPONIES; similarity_score: 8.80296
hiring_manager: PhantomPhreak; similarity_score: 8.73205
hiring_manager: myom; similarity_score: 8.71794
hiring_manager: JangoSteve; similarity_score: 8.69283
hiring_manager: shedd; similarity_score: 8.63813
hiring_manager: tianyicui; similarity_score: 8.59748
hiring_manager: rvivek; similarity_score: 8.50376
hiring_manager: hseikaly; similarity_score: 8.39218
hiring_manager: JJMalina; similarity_score: 7.84680
hiring_manager: khwang; similarity_score: 7.79220
hiring_manager: BWStearns; similarity_score: 7.75825
hiring_manager: jnenglish; similarity_score: 7.45740
hiring_manager: tharshan09; similarity_score: 7.30503
hiring_manager: BGCivis; similarity_score: 7.19346
hiring_manager: siddarthd2919; similarity_score: 6.73400
hiring_manager: ogennadi; similarity_score: 6.70016
hiring_manager: fchollet; similarity_score: 6.51801
hiring_manager: brendankemp; similarity_score: 6.50037
hiring_manager: metaobject; similarity_score: 6.40809
hiring_manager: sparkman55; similarity_score: 6.23627
hiring_manager: pensieri; similarity_score: 6.10526
hiring_manager: bostonpete; similarity_score: 5.82191
hiring_manager: frabrunelle; similarity_score: 5.65469
hiring_manager: tobinharris; similarity_score: 4.87062
hiring_manager: ddtruong17; similarity_score: 3.90203
hiring_manager: deepsearch; similarity_score: 3.52733
hiring_manager: zacharycohn; similarity_score: 3.15236
hiring_manager: neftaly; similarity_score: 3.04568
hiring_manager: OpenDrapery; similarity_score: 2.98013
hiring_manager: bohnej; similarity_score: 2.80701
hiring_manager: namelezz; similarity_score: 0.0
