job_seeker: FiddlerClamp; similarity_score: 0.93864
job_seeker: 2bluesc; similarity_score: 0.80951
job_seeker: cday; similarity_score: 0.80951
job_seeker: codez; similarity_score: 0.80951
job_seeker: TapanilaT; similarity_score: 0.80526
job_seeker: toddrew; similarity_score: 0.80526
job_seeker: kidsil; similarity_score: 0.80526
job_seeker: Cyranix; similarity_score: 0.80525
job_seeker: apsdehal; similarity_score: 0.80525
job_seeker: darsi; similarity_score: 0.80104
job_seeker: keane; similarity_score: 0.80104
job_seeker: fvinci; similarity_score: 0.79686
job_seeker: bruticus; similarity_score: 0.79686
job_seeker: gsamm; similarity_score: 0.79686
job_seeker: sfteus; similarity_score: 0.79274
job_seeker: akama; similarity_score: 0.79274
job_seeker: beanmind; similarity_score: 0.79274
job_seeker: nt_tdc; similarity_score: 0.79274
job_seeker: asethwright; similarity_score: 0.79273
job_seeker: hayolie; similarity_score: 0.79273
job_seeker: cswelin; similarity_score: 0.78865
job_seeker: mtdavis; similarity_score: 0.78865
job_seeker: lukasLansky; similarity_score: 0.78865
job_seeker: BenderV; similarity_score: 0.78461
job_seeker: Daves; similarity_score: 0.78460
job_seeker: paulojreis; similarity_score: 0.78460
job_seeker: ddebernardy; similarity_score: 0.78060
job_seeker: yen223; similarity_score: 0.78060
job_seeker: jan0e; similarity_score: 0.77664
job_seeker: J_Darnley; similarity_score: 0.77664
job_seeker: bluerobotcat; similarity_score: 0.77664
job_seeker: ealeksandrov; similarity_score: 0.77664
job_seeker: dyadic; similarity_score: 0.77664
job_seeker: csorrell; similarity_score: 0.77272
job_seeker: keraj; similarity_score: 0.76884
job_seeker: yzzxy; similarity_score: 0.76883
job_seeker: navait; similarity_score: 0.75368
job_seeker: gmoneynj2000; similarity_score: 0.74999
job_seeker: jw989; similarity_score: 0.74633
job_seeker: emillon; similarity_score: 0.74633
job_seeker: tomaskazemekas; similarity_score: 0.74633
job_seeker: schneidmaster; similarity_score: 0.74271
job_seeker: domador; similarity_score: 0.74271
job_seeker: Jarlakxen; similarity_score: 0.74270
job_seeker: Akkuma; similarity_score: 0.73913
job_seeker: 67726e; similarity_score: 0.73557
job_seeker: iN7h33nD; similarity_score: 0.73556
job_seeker: avyfain; similarity_score: 0.73205
job_seeker: zwetan; similarity_score: 0.72856
job_seeker: bcoates; similarity_score: 0.72856
job_seeker: kparaju; similarity_score: 0.71830
job_seeker: TheDom; similarity_score: 0.71495
job_seeker: btbuildem; similarity_score: 0.71494
job_seeker: RickS; similarity_score: 0.71161
job_seeker: chrispecoraro; similarity_score: 0.70833
job_seeker: majodev; similarity_score: 0.70832
job_seeker: hereonbusiness; similarity_score: 0.70832
job_seeker: sdernley; similarity_score: 0.70832
job_seeker: acharnou; similarity_score: 0.70506
job_seeker: yoav; similarity_score: 0.70182
job_seeker: mike-cardwell; similarity_score: 0.69862
job_seeker: sidmitra; similarity_score: 0.69545
job_seeker: joyofdata; similarity_score: 0.69545
job_seeker: kirpekar; similarity_score: 0.69544
job_seeker: valarauca1; similarity_score: 0.68918
job_seeker: osenar; similarity_score: 0.68918
job_seeker: richardhoward; similarity_score: 0.68303
job_seeker: siscia; similarity_score: 0.67999
job_seeker: jrm2k6; similarity_score: 0.67698
job_seeker: HamboneWilson; similarity_score: 0.67698
job_seeker: AlexNeoNomad; similarity_score: 0.67698
job_seeker: eximius; similarity_score: 0.67400
job_seeker: throwaway83; similarity_score: 0.67400
job_seeker: jamesbrewer; similarity_score: 0.66521
job_seeker: howard941; similarity_score: 0.65664
job_seeker: madprops; similarity_score: 0.65384
job_seeker: saiko-chriskun; similarity_score: 0.62704
job_seeker: ryankevans; similarity_score: 0.61942
job_seeker: Hario; similarity_score: 0.60473
job_seeker: orteipid; similarity_score: 0.60236
job_seeker: lechuckcaptain; similarity_score: 0.57089
job_seeker: wyclif; similarity_score: 0.56249
job_seeker: KTamasEnty; similarity_score: 0.54063
job_seeker: tehwalrus; similarity_score: 0.52577
job_seeker: frazer; similarity_score: 0.52218
job_seeker: chrisbennet; similarity_score: 0.49837
job_seeker: astangl; similarity_score: 0.49196
job_seeker: batbomb; similarity_score: 0.45132
