job_seeker: EddyShure; similarity_score: 0.98684
job_seeker: sidmitra; similarity_score: 0.51369
job_seeker: avyfain; similarity_score: 0.51369
job_seeker: jorgeisraelp; similarity_score: 0.51369
job_seeker: osenar; similarity_score: 0.50335
job_seeker: ameen; similarity_score: 0.50334
job_seeker: daleco; similarity_score: 0.49999
job_seeker: jj57347; similarity_score: 0.49999
job_seeker: Daves; similarity_score: 0.49341
job_seeker: Hario; similarity_score: 0.49018
job_seeker: tylermac1; similarity_score: 0.48076
job_seeker: giancarlostoro; similarity_score: 0.47467
job_seeker: davisr; similarity_score: 0.47467
job_seeker: lygi; similarity_score: 0.47169
job_seeker: hiddentao; similarity_score: 0.47169
job_seeker: randallsquared; similarity_score: 0.46874
job_seeker: jrm2k6; similarity_score: 0.46582
job_seeker: tarwatirno; similarity_score: 0.46296
job_seeker: kristallizer1; similarity_score: 0.46012
job_seeker: rabc; similarity_score: 0.44642
job_seeker: hugovie; similarity_score: 0.44378
job_seeker: abathur; similarity_score: 0.43859
job_seeker: hireme01; similarity_score: 0.42613
job_seeker: edgyswingset; similarity_score: 0.42372
job_seeker: seekinghire14; similarity_score: 0.41898
job_seeker: 147; similarity_score: 0.41208
job_seeker: vdaniuk; similarity_score: 0.39682
job_seeker: seansmccullough; similarity_score: 0.39682
job_seeker: rhexs; similarity_score: 0.38070
job_seeker: th1agofm; similarity_score: 0.36584
job_seeker: wyclif; similarity_score: 0.36584
job_seeker: jbcrail; similarity_score: 0.35884
job_seeker: addisonj; similarity_score: 0.33782
job_seeker: laughfactory; similarity_score: 0.33185
job_seeker: dmunoz; similarity_score: 0.33184
job_seeker: doorty; similarity_score: 0.32188
job_seeker: thegrif; similarity_score: 0.31249
job_seeker: astangl; similarity_score: 0.30119
job_seeker: pookieinc; similarity_score: 0.29761
