job_seeker: hannes2000; similarity_score: 0.86110
job_seeker: mtdavis; similarity_score: 0.58490
job_seeker: ddebernardy; similarity_score: 0.58489
job_seeker: hayolie; similarity_score: 0.57943
job_seeker: J_Darnley; similarity_score: 0.57943
job_seeker: paulojreis; similarity_score: 0.57943
job_seeker: Daves; similarity_score: 0.57407
job_seeker: akama; similarity_score: 0.57406
job_seeker: csorrell; similarity_score: 0.57406
job_seeker: sfteus; similarity_score: 0.57406
job_seeker: cswelin; similarity_score: 0.56880
job_seeker: ealeksandrov; similarity_score: 0.56880
job_seeker: nt_tdc; similarity_score: 0.56880
job_seeker: keraj; similarity_score: 0.56879
job_seeker: lukasLansky; similarity_score: 0.56879
job_seeker: BenderV; similarity_score: 0.55855
job_seeker: yzzxy; similarity_score: 0.55356
job_seeker: bluerobotcat; similarity_score: 0.54866
job_seeker: dyadic; similarity_score: 0.54385
job_seeker: emillon; similarity_score: 0.53912
job_seeker: schneidmaster; similarity_score: 0.53912
job_seeker: tomaskazemekas; similarity_score: 0.53912
job_seeker: gmoneynj2000; similarity_score: 0.53912
job_seeker: jw989; similarity_score: 0.52100
job_seeker: Jarlakxen; similarity_score: 0.52100
job_seeker: 67726e; similarity_score: 0.51666
job_seeker: navait; similarity_score: 0.51666
job_seeker: domador; similarity_score: 0.50819
job_seeker: iN7h33nD; similarity_score: 0.50405
job_seeker: Akkuma; similarity_score: 0.49999
job_seeker: kparaju; similarity_score: 0.49999
job_seeker: zwetan; similarity_score: 0.49599
job_seeker: sdernley; similarity_score: 0.49206
job_seeker: avyfain; similarity_score: 0.49205
job_seeker: majodev; similarity_score: 0.48818
job_seeker: bcoates; similarity_score: 0.48818
job_seeker: btbuildem; similarity_score: 0.48818
job_seeker: chrispecoraro; similarity_score: 0.48437
job_seeker: TheDom; similarity_score: 0.48061
job_seeker: mike-cardwell; similarity_score: 0.47691
job_seeker: sidmitra; similarity_score: 0.46969
job_seeker: hereonbusiness; similarity_score: 0.46616
job_seeker: yoav; similarity_score: 0.46267
job_seeker: osenar; similarity_score: 0.46267
job_seeker: kirpekar; similarity_score: 0.45925
job_seeker: acharnou; similarity_score: 0.45925
job_seeker: RickS; similarity_score: 0.45587
job_seeker: valarauca1; similarity_score: 0.45255
job_seeker: joyofdata; similarity_score: 0.44603
job_seeker: richardhoward; similarity_score: 0.44285
job_seeker: siscia; similarity_score: 0.44284
job_seeker: AlexNeoNomad; similarity_score: 0.43356
job_seeker: jrm2k6; similarity_score: 0.43055
job_seeker: HamboneWilson; similarity_score: 0.43055
job_seeker: throwaway83; similarity_score: 0.42758
job_seeker: jamesbrewer; similarity_score: 0.42465
job_seeker: eximius; similarity_score: 0.42464
job_seeker: howard941; similarity_score: 0.41333
job_seeker: madprops; similarity_score: 0.39489
job_seeker: ryankevans; similarity_score: 0.38036
job_seeker: saiko-chriskun; similarity_score: 0.37804
job_seeker: orteipid; similarity_score: 0.36685
job_seeker: Hario; similarity_score: 0.34443
job_seeker: lechuckcaptain; similarity_score: 0.33513
job_seeker: wyclif; similarity_score: 0.31793
job_seeker: KTamasEnty; similarity_score: 0.31155
job_seeker: tehwalrus; similarity_score: 0.29244
job_seeker: frazer; similarity_score: 0.28571
job_seeker: chrisbennet; similarity_score: 0.26723
job_seeker: astangl; similarity_score: 0.26608
job_seeker: batbomb; similarity_score: 0.23846
