job_seeker: EddyShure; similarity_score: 0.98969
job_seeker: 3zzy; similarity_score: 0.73282
job_seeker: dancole; similarity_score: 0.73282
job_seeker: gothy; similarity_score: 0.72726
job_seeker: rahulroy; similarity_score: 0.72180
job_seeker: hiby007; similarity_score: 0.72180
job_seeker: gierach; similarity_score: 0.72179
job_seeker: jecjec; similarity_score: 0.72179
job_seeker: apsdehal; similarity_score: 0.71641
job_seeker: mateja; similarity_score: 0.71640
job_seeker: andrewmatte; similarity_score: 0.71110
job_seeker: chrisbrueck; similarity_score: 0.71110
job_seeker: yangchi; similarity_score: 0.70588
job_seeker: zero-g; similarity_score: 0.70587
job_seeker: Widow; similarity_score: 0.70587
job_seeker: mdturnerphys; similarity_score: 0.70072
job_seeker: dmaffett; similarity_score: 0.70072
job_seeker: BrofessorWolf; similarity_score: 0.70072
job_seeker: dsposito; similarity_score: 0.70072
job_seeker: zplesivcak; similarity_score: 0.69565
job_seeker: J_Darnley; similarity_score: 0.69564
job_seeker: lordsheepy; similarity_score: 0.69064
job_seeker: jayrobin; similarity_score: 0.69064
job_seeker: keraj; similarity_score: 0.67132
job_seeker: yen223; similarity_score: 0.67131
job_seeker: brickmort; similarity_score: 0.66666
job_seeker: BenderV; similarity_score: 0.66666
job_seeker: arenaninja; similarity_score: 0.66665
job_seeker: chroman; similarity_score: 0.65305
job_seeker: agilebyte; similarity_score: 0.65305
job_seeker: qute; similarity_score: 0.65305
job_seeker: codez; similarity_score: 0.65305
job_seeker: asherdavidson; similarity_score: 0.65305
job_seeker: eshaham; similarity_score: 0.64429
job_seeker: athesyn; similarity_score: 0.64428
job_seeker: nirajd; similarity_score: 0.63999
job_seeker: jayhuang; similarity_score: 0.63576
job_seeker: neilk; similarity_score: 0.63575
job_seeker: Blackthorn; similarity_score: 0.63157
job_seeker: ankeshanand; similarity_score: 0.63157
job_seeker: Danieru; similarity_score: 0.63157
job_seeker: nialo; similarity_score: 0.62744
job_seeker: prmobiledev; similarity_score: 0.62744
job_seeker: stevesunderland; similarity_score: 0.62744
job_seeker: synesso; similarity_score: 0.62744
job_seeker: WasimBhai; similarity_score: 0.62337
job_seeker: AndroidJedi; similarity_score: 0.62337
job_seeker: howard941; similarity_score: 0.61145
job_seeker: fabulist; similarity_score: 0.60759
job_seeker: jj57347; similarity_score: 0.59999
job_seeker: dizzystar; similarity_score: 0.59626
job_seeker: mailshanx; similarity_score: 0.59626
job_seeker: erszcz; similarity_score: 0.59259
job_seeker: domador; similarity_score: 0.59259
job_seeker: emilis_info; similarity_score: 0.59258
job_seeker: hasbelkader; similarity_score: 0.59258
job_seeker: avyfain; similarity_score: 0.58895
job_seeker: chrispecoraro; similarity_score: 0.58894
job_seeker: sidmitra; similarity_score: 0.58536
job_seeker: Hario; similarity_score: 0.58535
job_seeker: osenar; similarity_score: 0.58181
job_seeker: ameen; similarity_score: 0.58181
job_seeker: jorgeisraelp; similarity_score: 0.57830
job_seeker: Daves; similarity_score: 0.57484
job_seeker: davisr; similarity_score: 0.55813
job_seeker: lygi; similarity_score: 0.55172
job_seeker: daleco; similarity_score: 0.55171
job_seeker: tylermac1; similarity_score: 0.55171
job_seeker: hiddentao; similarity_score: 0.54545
job_seeker: tarwatirno; similarity_score: 0.54545
job_seeker: randallsquared; similarity_score: 0.53932
job_seeker: giancarlostoro; similarity_score: 0.53931
job_seeker: kristallizer1; similarity_score: 0.53631
job_seeker: jrm2k6; similarity_score: 0.53630
job_seeker: hugovie; similarity_score: 0.51891
job_seeker: rabc; similarity_score: 0.50792
job_seeker: abathur; similarity_score: 0.50525
job_seeker: 147; similarity_score: 0.50525
job_seeker: edgyswingset; similarity_score: 0.49999
job_seeker: hireme01; similarity_score: 0.49230
job_seeker: seekinghire14; similarity_score: 0.48484
job_seeker: seansmccullough; similarity_score: 0.46376
job_seeker: rhexs; similarity_score: 0.46153
job_seeker: vdaniuk; similarity_score: 0.46153
job_seeker: wyclif; similarity_score: 0.43835
job_seeker: th1agofm; similarity_score: 0.43834
job_seeker: jbcrail; similarity_score: 0.41739
job_seeker: addisonj; similarity_score: 0.41558
job_seeker: dmunoz; similarity_score: 0.39833
job_seeker: laughfactory; similarity_score: 0.39183
job_seeker: thegrif; similarity_score: 0.37499
job_seeker: doorty; similarity_score: 0.37499
job_seeker: astangl; similarity_score: 0.35954
job_seeker: pookieinc; similarity_score: 0.35423
