job_seeker: trumbitta2; similarity_score: 0.99218
job_seeker: codez; similarity_score: 0.71750
job_seeker: athesyn; similarity_score: 0.71347
job_seeker: qute; similarity_score: 0.71347
job_seeker: eshaham; similarity_score: 0.70949
job_seeker: stevesunderland; similarity_score: 0.70949
job_seeker: jayhuang; similarity_score: 0.70949
job_seeker: neilk; similarity_score: 0.70164
job_seeker: howard941; similarity_score: 0.69021
job_seeker: domador; similarity_score: 0.69020
job_seeker: dizzystar; similarity_score: 0.67914
job_seeker: avyfain; similarity_score: 0.67914
job_seeker: fabulist; similarity_score: 0.67553
job_seeker: hasbelkader; similarity_score: 0.67553
job_seeker: mailshanx; similarity_score: 0.67552
job_seeker: chrispecoraro; similarity_score: 0.67552
job_seeker: erszcz; similarity_score: 0.67195
job_seeker: osenar; similarity_score: 0.67195
job_seeker: emilis_info; similarity_score: 0.66841
job_seeker: Hario; similarity_score: 0.66491
job_seeker: Daves; similarity_score: 0.66144
job_seeker: ameen; similarity_score: 0.65803
job_seeker: daleco; similarity_score: 0.65802
job_seeker: jorgeisraelp; similarity_score: 0.65802
job_seeker: tylermac1; similarity_score: 0.65463
job_seeker: sidmitra; similarity_score: 0.65463
job_seeker: jj57347; similarity_score: 0.65463
job_seeker: davisr; similarity_score: 0.64466
job_seeker: hiddentao; similarity_score: 0.63818
job_seeker: jrm2k6; similarity_score: 0.63499
job_seeker: lygi; similarity_score: 0.63183
job_seeker: giancarlostoro; similarity_score: 0.62870
job_seeker: kristallizer1; similarity_score: 0.62561
job_seeker: tarwatirno; similarity_score: 0.62560
job_seeker: randallsquared; similarity_score: 0.62560
job_seeker: rabc; similarity_score: 0.60764
job_seeker: hugovie; similarity_score: 0.59905
job_seeker: seekinghire14; similarity_score: 0.58795
job_seeker: 147; similarity_score: 0.58524
job_seeker: abathur; similarity_score: 0.57990
job_seeker: edgyswingset; similarity_score: 0.57990
job_seeker: hireme01; similarity_score: 0.56444
job_seeker: seansmccullough; similarity_score: 0.55947
job_seeker: vdaniuk; similarity_score: 0.55216
job_seeker: rhexs; similarity_score: 0.53361
job_seeker: th1agofm; similarity_score: 0.51625
job_seeker: wyclif; similarity_score: 0.51416
job_seeker: addisonj; similarity_score: 0.50197
job_seeker: jbcrail; similarity_score: 0.49999
job_seeker: laughfactory; similarity_score: 0.48288
job_seeker: dmunoz; similarity_score: 0.48106
job_seeker: doorty; similarity_score: 0.46519
job_seeker: thegrif; similarity_score: 0.46181
job_seeker: astangl; similarity_score: 0.45357
job_seeker: pookieinc; similarity_score: 0.44405
