job_seeker: hannes2000; similarity_score: 0.90384
job_seeker: Jarlakxen; similarity_score: 0.62666
job_seeker: gmoneynj2000; similarity_score: 0.62251
job_seeker: navait; similarity_score: 0.61437
job_seeker: schneidmaster; similarity_score: 0.61038
job_seeker: jw989; similarity_score: 0.61038
job_seeker: iN7h33nD; similarity_score: 0.60255
job_seeker: bcoates; similarity_score: 0.60255
job_seeker: Akkuma; similarity_score: 0.59493
job_seeker: zwetan; similarity_score: 0.59118
job_seeker: chrispecoraro; similarity_score: 0.58749
job_seeker: domador; similarity_score: 0.58749
job_seeker: kparaju; similarity_score: 0.58749
job_seeker: avyfain; similarity_score: 0.58384
job_seeker: sdernley; similarity_score: 0.58384
job_seeker: TheDom; similarity_score: 0.56969
job_seeker: mike-cardwell; similarity_score: 0.56969
job_seeker: btbuildem; similarity_score: 0.56968
job_seeker: sidmitra; similarity_score: 0.56968
job_seeker: kirpekar; similarity_score: 0.56968
job_seeker: yoav; similarity_score: 0.56626
job_seeker: acharnou; similarity_score: 0.56626
job_seeker: RickS; similarity_score: 0.56626
job_seeker: majodev; similarity_score: 0.56625
job_seeker: hereonbusiness; similarity_score: 0.55952
job_seeker: siscia; similarity_score: 0.55620
job_seeker: valarauca1; similarity_score: 0.54970
job_seeker: joyofdata; similarity_score: 0.54969
job_seeker: osenar; similarity_score: 0.54650
job_seeker: HamboneWilson; similarity_score: 0.54650
job_seeker: richardhoward; similarity_score: 0.54335
job_seeker: AlexNeoNomad; similarity_score: 0.53713
job_seeker: jrm2k6; similarity_score: 0.53713
job_seeker: eximius; similarity_score: 0.53408
job_seeker: howard941; similarity_score: 0.53106
job_seeker: throwaway83; similarity_score: 0.52808
job_seeker: jamesbrewer; similarity_score: 0.51933
job_seeker: madprops; similarity_score: 0.50810
job_seeker: saiko-chriskun; similarity_score: 0.48958
job_seeker: ryankevans; similarity_score: 0.47473
job_seeker: orteipid; similarity_score: 0.45853
job_seeker: Hario; similarity_score: 0.44761
job_seeker: lechuckcaptain; similarity_score: 0.42921
job_seeker: wyclif; similarity_score: 0.41047
job_seeker: KTamasEnty; similarity_score: 0.40342
job_seeker: tehwalrus; similarity_score: 0.38842
job_seeker: frazer; similarity_score: 0.37449
job_seeker: chrisbennet; similarity_score: 0.36015
job_seeker: astangl; similarity_score: 0.35877
job_seeker: batbomb; similarity_score: 0.32081
