job_seeker: FiddlerClamp; similarity_score: 0.95613
job_seeker: acharnou; similarity_score: 0.75957
job_seeker: richardhoward; similarity_score: 0.75431
job_seeker: AlexNeoNomad; similarity_score: 0.75171
job_seeker: jrm2k6; similarity_score: 0.74914
job_seeker: howard941; similarity_score: 0.74913
job_seeker: HamboneWilson; similarity_score: 0.74657
job_seeker: throwaway83; similarity_score: 0.74401
job_seeker: madprops; similarity_score: 0.73897
job_seeker: jamesbrewer; similarity_score: 0.73153
job_seeker: saiko-chriskun; similarity_score: 0.72184
job_seeker: ryankevans; similarity_score: 0.71474
job_seeker: orteipid; similarity_score: 0.68986
job_seeker: Hario; similarity_score: 0.68337
job_seeker: lechuckcaptain; similarity_score: 0.66060
job_seeker: wyclif; similarity_score: 0.64687
job_seeker: KTamasEnty; similarity_score: 0.64116
job_seeker: tehwalrus; similarity_score: 0.61407
job_seeker: frazer; similarity_score: 0.59889
job_seeker: chrisbennet; similarity_score: 0.58601
job_seeker: astangl; similarity_score: 0.57978
job_seeker: batbomb; similarity_score: 0.55328
