job_seeker: trumbitta2; similarity_score: 0.99285
job_seeker: giancarlostoro; similarity_score: 0.65565
job_seeker: kristallizer1; similarity_score: 0.64953
job_seeker: tarwatirno; similarity_score: 0.64952
job_seeker: tylermac1; similarity_score: 0.64952
job_seeker: randallsquared; similarity_score: 0.64650
job_seeker: hugovie; similarity_score: 0.63761
job_seeker: abathur; similarity_score: 0.61777
job_seeker: rabc; similarity_score: 0.61777
job_seeker: 147; similarity_score: 0.60964
job_seeker: edgyswingset; similarity_score: 0.60964
job_seeker: hireme01; similarity_score: 0.60698
job_seeker: seekinghire14; similarity_score: 0.60434
job_seeker: vdaniuk; similarity_score: 0.57915
job_seeker: seansmccullough; similarity_score: 0.56966
job_seeker: rhexs; similarity_score: 0.55378
job_seeker: th1agofm; similarity_score: 0.55158
job_seeker: wyclif; similarity_score: 0.54723
job_seeker: addisonj; similarity_score: 0.52651
job_seeker: jbcrail; similarity_score: 0.52255
job_seeker: dmunoz; similarity_score: 0.51102
job_seeker: laughfactory; similarity_score: 0.50179
job_seeker: thegrif; similarity_score: 0.48601
job_seeker: doorty; similarity_score: 0.47765
job_seeker: astangl; similarity_score: 0.46800
job_seeker: pookieinc; similarity_score: 0.45573
