job_seeker: EddyShure; similarity_score: 0.98749
job_seeker: yangchi; similarity_score: 0.65288
job_seeker: BrofessorWolf; similarity_score: 0.65288
job_seeker: dsposito; similarity_score: 0.64753
job_seeker: arenaninja; similarity_score: 0.64227
job_seeker: asherdavidson; similarity_score: 0.64227
job_seeker: J_Darnley; similarity_score: 0.64226
job_seeker: yen223; similarity_score: 0.63709
job_seeker: chroman; similarity_score: 0.63199
job_seeker: keraj; similarity_score: 0.63199
job_seeker: BenderV; similarity_score: 0.63199
job_seeker: brickmort; similarity_score: 0.62204
job_seeker: agilebyte; similarity_score: 0.61718
job_seeker: qute; similarity_score: 0.61240
job_seeker: nirajd; similarity_score: 0.61239
job_seeker: synesso; similarity_score: 0.60768
job_seeker: codez; similarity_score: 0.60304
job_seeker: prmobiledev; similarity_score: 0.59848
job_seeker: jayhuang; similarity_score: 0.59848
job_seeker: athesyn; similarity_score: 0.59848
job_seeker: Danieru; similarity_score: 0.59848
job_seeker: ankeshanand; similarity_score: 0.59397
job_seeker: WasimBhai; similarity_score: 0.58955
job_seeker: AndroidJedi; similarity_score: 0.58954
job_seeker: eshaham; similarity_score: 0.58518
job_seeker: stevesunderland; similarity_score: 0.58518
job_seeker: nialo; similarity_score: 0.58517
job_seeker: neilk; similarity_score: 0.58087
job_seeker: Blackthorn; similarity_score: 0.57663
job_seeker: howard941; similarity_score: 0.57245
job_seeker: domador; similarity_score: 0.56427
job_seeker: avyfain; similarity_score: 0.56027
job_seeker: chrispecoraro; similarity_score: 0.55633
job_seeker: hasbelkader; similarity_score: 0.55633
job_seeker: erszcz; similarity_score: 0.55633
job_seeker: mailshanx; similarity_score: 0.55244
job_seeker: dizzystar; similarity_score: 0.55244
job_seeker: fabulist; similarity_score: 0.55243
job_seeker: emilis_info; similarity_score: 0.54481
job_seeker: jorgeisraelp; similarity_score: 0.54109
job_seeker: jj57347; similarity_score: 0.54109
job_seeker: sidmitra; similarity_score: 0.54108
job_seeker: osenar; similarity_score: 0.53377
job_seeker: ameen; similarity_score: 0.53377
job_seeker: Daves; similarity_score: 0.52666
job_seeker: daleco; similarity_score: 0.51973
job_seeker: Hario; similarity_score: 0.51973
job_seeker: davisr; similarity_score: 0.51972
job_seeker: lygi; similarity_score: 0.51298
job_seeker: tylermac1; similarity_score: 0.51298
job_seeker: hiddentao; similarity_score: 0.51298
job_seeker: jrm2k6; similarity_score: 0.50640
job_seeker: tarwatirno; similarity_score: 0.50317
job_seeker: kristallizer1; similarity_score: 0.49999
job_seeker: giancarlostoro; similarity_score: 0.49374
job_seeker: randallsquared; similarity_score: 0.49067
job_seeker: hugovie; similarity_score: 0.47590
job_seeker: rabc; similarity_score: 0.47589
job_seeker: abathur; similarity_score: 0.47304
job_seeker: 147; similarity_score: 0.45401
job_seeker: edgyswingset; similarity_score: 0.45142
job_seeker: seekinghire14; similarity_score: 0.44381
job_seeker: hireme01; similarity_score: 0.44381
job_seeker: seansmccullough; similarity_score: 0.42020
job_seeker: vdaniuk; similarity_score: 0.41798
job_seeker: rhexs; similarity_score: 0.40720
job_seeker: th1agofm; similarity_score: 0.39302
job_seeker: wyclif; similarity_score: 0.38725
job_seeker: jbcrail; similarity_score: 0.37439
job_seeker: addisonj; similarity_score: 0.37088
job_seeker: dmunoz; similarity_score: 0.35267
job_seeker: laughfactory; similarity_score: 0.34801
job_seeker: thegrif; similarity_score: 0.34347
job_seeker: doorty; similarity_score: 0.34050
job_seeker: pookieinc; similarity_score: 0.31983
job_seeker: astangl; similarity_score: 0.31854
