job_seeker: trumbitta2; similarity_score: 0.98304
job_seeker: jorgeisraelp; similarity_score: 0.44961
job_seeker: sidmitra; similarity_score: 0.44960
job_seeker: jj57347; similarity_score: 0.44614
job_seeker: ameen; similarity_score: 0.44614
job_seeker: osenar; similarity_score: 0.44614
job_seeker: Hario; similarity_score: 0.44274
job_seeker: Daves; similarity_score: 0.43608
job_seeker: daleco; similarity_score: 0.42962
job_seeker: tylermac1; similarity_score: 0.42335
job_seeker: hiddentao; similarity_score: 0.42028
job_seeker: davisr; similarity_score: 0.42028
job_seeker: giancarlostoro; similarity_score: 0.41726
job_seeker: tarwatirno; similarity_score: 0.41428
job_seeker: lygi; similarity_score: 0.41427
job_seeker: randallsquared; similarity_score: 0.41134
job_seeker: jrm2k6; similarity_score: 0.40844
job_seeker: kristallizer1; similarity_score: 0.39725
job_seeker: rabc; similarity_score: 0.39455
job_seeker: hugovie; similarity_score: 0.38409
job_seeker: abathur; similarity_score: 0.38157
job_seeker: edgyswingset; similarity_score: 0.36941
job_seeker: hireme01; similarity_score: 0.36477
job_seeker: 147; similarity_score: 0.36249
job_seeker: seekinghire14; similarity_score: 0.35581
job_seeker: seansmccullough; similarity_score: 0.33917
job_seeker: vdaniuk; similarity_score: 0.33720
job_seeker: rhexs; similarity_score: 0.33142
job_seeker: th1agofm; similarity_score: 0.31521
job_seeker: wyclif; similarity_score: 0.31015
job_seeker: jbcrail; similarity_score: 0.30366
job_seeker: addisonj; similarity_score: 0.29591
job_seeker: dmunoz; similarity_score: 0.28154
job_seeker: laughfactory; similarity_score: 0.28019
job_seeker: doorty; similarity_score: 0.26851
job_seeker: thegrif; similarity_score: 0.26008
job_seeker: astangl; similarity_score: 0.25549
job_seeker: pookieinc; similarity_score: 0.24679
