job_seeker: EddyShure; similarity_score: 0.99553
job_seeker: andrewmatte; similarity_score: 0.85440
job_seeker: BrofessorWolf; similarity_score: 0.85439
job_seeker: lordsheepy; similarity_score: 0.85114
job_seeker: BenderV; similarity_score: 0.85114
job_seeker: yen223; similarity_score: 0.85113
job_seeker: arenaninja; similarity_score: 0.84790
job_seeker: jayrobin; similarity_score: 0.84790
job_seeker: yangchi; similarity_score: 0.84469
job_seeker: asherdavidson; similarity_score: 0.84469
job_seeker: keraj; similarity_score: 0.84468
job_seeker: J_Darnley; similarity_score: 0.83834
job_seeker: chroman; similarity_score: 0.83833
job_seeker: agilebyte; similarity_score: 0.83519
job_seeker: WasimBhai; similarity_score: 0.82899
job_seeker: brickmort; similarity_score: 0.82898
job_seeker: synesso; similarity_score: 0.82592
job_seeker: ankeshanand; similarity_score: 0.82592
job_seeker: nialo; similarity_score: 0.82286
job_seeker: codez; similarity_score: 0.81985
job_seeker: qute; similarity_score: 0.81984
job_seeker: Danieru; similarity_score: 0.81984
job_seeker: Blackthorn; similarity_score: 0.81684
job_seeker: AndroidJedi; similarity_score: 0.81684
job_seeker: nirajd; similarity_score: 0.81684
job_seeker: neilk; similarity_score: 0.81386
job_seeker: eshaham; similarity_score: 0.81386
job_seeker: jayhuang; similarity_score: 0.81090
job_seeker: athesyn; similarity_score: 0.81090
job_seeker: stevesunderland; similarity_score: 0.80796
job_seeker: mailshanx; similarity_score: 0.80215
job_seeker: domador; similarity_score: 0.80215
job_seeker: prmobiledev; similarity_score: 0.79928
job_seeker: fabulist; similarity_score: 0.79642
job_seeker: howard941; similarity_score: 0.79642
job_seeker: avyfain; similarity_score: 0.79358
job_seeker: hasbelkader; similarity_score: 0.79077
job_seeker: erszcz; similarity_score: 0.78521
job_seeker: Hario; similarity_score: 0.78520
job_seeker: dizzystar; similarity_score: 0.78520
job_seeker: emilis_info; similarity_score: 0.78520
job_seeker: osenar; similarity_score: 0.78245
job_seeker: jorgeisraelp; similarity_score: 0.78245
job_seeker: chrispecoraro; similarity_score: 0.77971
job_seeker: ameen; similarity_score: 0.77429
job_seeker: daleco; similarity_score: 0.77162
job_seeker: lygi; similarity_score: 0.77162
job_seeker: jj57347; similarity_score: 0.77162
job_seeker: Daves; similarity_score: 0.77162
job_seeker: sidmitra; similarity_score: 0.77161
job_seeker: tarwatirno; similarity_score: 0.76895
job_seeker: davisr; similarity_score: 0.76631
job_seeker: jrm2k6; similarity_score: 0.76631
job_seeker: giancarlostoro; similarity_score: 0.76109
job_seeker: hiddentao; similarity_score: 0.76108
job_seeker: tylermac1; similarity_score: 0.75850
job_seeker: kristallizer1; similarity_score: 0.74831
job_seeker: randallsquared; similarity_score: 0.74831
job_seeker: rabc; similarity_score: 0.73596
job_seeker: hugovie; similarity_score: 0.72875
job_seeker: abathur; similarity_score: 0.72402
job_seeker: 147; similarity_score: 0.72401
job_seeker: edgyswingset; similarity_score: 0.71935
job_seeker: seekinghire14; similarity_score: 0.71018
job_seeker: hireme01; similarity_score: 0.70569
job_seeker: seansmccullough; similarity_score: 0.69470
job_seeker: vdaniuk; similarity_score: 0.68615
job_seeker: rhexs; similarity_score: 0.68404
job_seeker: wyclif; similarity_score: 0.67168
job_seeker: th1agofm; similarity_score: 0.65588
job_seeker: addisonj; similarity_score: 0.65204
job_seeker: jbcrail; similarity_score: 0.64637
job_seeker: laughfactory; similarity_score: 0.62464
job_seeker: dmunoz; similarity_score: 0.62289
job_seeker: doorty; similarity_score: 0.61772
job_seeker: astangl; similarity_score: 0.60433
job_seeker: thegrif; similarity_score: 0.60433
job_seeker: pookieinc; similarity_score: 0.58529
