job_seeker: EddyShure; similarity_score: 0.98850
job_seeker: edgyswingset; similarity_score: 0.47777
job_seeker: seekinghire14; similarity_score: 0.46994
job_seeker: hireme01; similarity_score: 0.46236
job_seeker: vdaniuk; similarity_score: 0.45025
job_seeker: seansmccullough; similarity_score: 0.44102
job_seeker: rhexs; similarity_score: 0.43653
job_seeker: wyclif; similarity_score: 0.42363
job_seeker: th1agofm; similarity_score: 0.41747
job_seeker: jbcrail; similarity_score: 0.39814
job_seeker: addisonj; similarity_score: 0.39449
job_seeker: dmunoz; similarity_score: 0.38392
job_seeker: laughfactory; similarity_score: 0.37553
job_seeker: thegrif; similarity_score: 0.36440
job_seeker: doorty; similarity_score: 0.36286
job_seeker: astangl; similarity_score: 0.33991
job_seeker: pookieinc; similarity_score: 0.33333
