job_seeker: EddyShure; similarity_score: 0.99114
job_seeker: osenar; similarity_score: 0.62921
job_seeker: dizzystar; similarity_score: 0.62920
job_seeker: chrispecoraro; similarity_score: 0.62569
job_seeker: Daves; similarity_score: 0.62569
job_seeker: daleco; similarity_score: 0.61538
job_seeker: lygi; similarity_score: 0.61201
job_seeker: davisr; similarity_score: 0.61201
job_seeker: tarwatirno; similarity_score: 0.60540
job_seeker: tylermac1; similarity_score: 0.60540
job_seeker: giancarlostoro; similarity_score: 0.60214
job_seeker: jrm2k6; similarity_score: 0.59573
job_seeker: hiddentao; similarity_score: 0.59259
job_seeker: randallsquared; similarity_score: 0.58638
job_seeker: kristallizer1; similarity_score: 0.58332
job_seeker: hugovie; similarity_score: 0.58030
job_seeker: rabc; similarity_score: 0.56852
job_seeker: abathur; similarity_score: 0.55720
job_seeker: 147; similarity_score: 0.54633
job_seeker: hireme01; similarity_score: 0.54633
job_seeker: edgyswingset; similarity_score: 0.54368
job_seeker: seekinghire14; similarity_score: 0.54106
job_seeker: seansmccullough; similarity_score: 0.52581
job_seeker: vdaniuk; similarity_score: 0.52336
job_seeker: rhexs; similarity_score: 0.49999
job_seeker: wyclif; similarity_score: 0.49557
job_seeker: th1agofm; similarity_score: 0.48694
job_seeker: addisonj; similarity_score: 0.47862
job_seeker: jbcrail; similarity_score: 0.46861
job_seeker: dmunoz; similarity_score: 0.45160
job_seeker: laughfactory; similarity_score: 0.43579
job_seeker: doorty; similarity_score: 0.42264
job_seeker: thegrif; similarity_score: 0.42104
job_seeker: astangl; similarity_score: 0.41634
job_seeker: pookieinc; similarity_score: 0.40432
