job_seeker: EddyShure; similarity_score: 0.98912
job_seeker: krapp; similarity_score: 0.73982
job_seeker: dancole; similarity_score: 0.72799
job_seeker: madarve; similarity_score: 0.72799
job_seeker: nogbit; similarity_score: 0.72799
job_seeker: dmaffett; similarity_score: 0.72799
job_seeker: apsdehal; similarity_score: 0.72221
job_seeker: zplesivcak; similarity_score: 0.72221
job_seeker: gothy; similarity_score: 0.72221
job_seeker: mateja; similarity_score: 0.72221
job_seeker: rahulroy; similarity_score: 0.72221
job_seeker: hiby007; similarity_score: 0.71093
job_seeker: zero-g; similarity_score: 0.71092
job_seeker: Widow; similarity_score: 0.70542
job_seeker: jecjec; similarity_score: 0.70541
job_seeker: gierach; similarity_score: 0.70541
job_seeker: chrisbrueck; similarity_score: 0.69999
job_seeker: yangchi; similarity_score: 0.69999
job_seeker: andrewmatte; similarity_score: 0.69999
job_seeker: mdturnerphys; similarity_score: 0.69465
job_seeker: lordsheepy; similarity_score: 0.69464
job_seeker: BrofessorWolf; similarity_score: 0.68939
job_seeker: jayrobin; similarity_score: 0.68421
job_seeker: dsposito; similarity_score: 0.68420
job_seeker: arenaninja; similarity_score: 0.67909
job_seeker: J_Darnley; similarity_score: 0.67909
job_seeker: asherdavidson; similarity_score: 0.67406
job_seeker: BenderV; similarity_score: 0.66911
job_seeker: brickmort; similarity_score: 0.66911
job_seeker: yen223; similarity_score: 0.66910
job_seeker: agilebyte; similarity_score: 0.66423
job_seeker: chroman; similarity_score: 0.65941
job_seeker: keraj; similarity_score: 0.65941
job_seeker: nialo; similarity_score: 0.65467
job_seeker: eshaham; similarity_score: 0.65466
job_seeker: AndroidJedi; similarity_score: 0.64538
job_seeker: qute; similarity_score: 0.64538
job_seeker: synesso; similarity_score: 0.64084
job_seeker: codez; similarity_score: 0.64084
job_seeker: prmobiledev; similarity_score: 0.64083
job_seeker: Danieru; similarity_score: 0.63636
job_seeker: ankeshanand; similarity_score: 0.63636
job_seeker: Blackthorn; similarity_score: 0.63636
job_seeker: nirajd; similarity_score: 0.63193
job_seeker: neilk; similarity_score: 0.62758
job_seeker: jayhuang; similarity_score: 0.62758
job_seeker: WasimBhai; similarity_score: 0.62757
job_seeker: athesyn; similarity_score: 0.62757
job_seeker: stevesunderland; similarity_score: 0.61904
job_seeker: howard941; similarity_score: 0.61486
job_seeker: mailshanx; similarity_score: 0.60264
job_seeker: fabulist; similarity_score: 0.60263
job_seeker: domador; similarity_score: 0.59868
job_seeker: hasbelkader; similarity_score: 0.59867
job_seeker: chrispecoraro; similarity_score: 0.59867
job_seeker: avyfain; similarity_score: 0.58709
job_seeker: erszcz; similarity_score: 0.58709
job_seeker: dizzystar; similarity_score: 0.58332
job_seeker: emilis_info; similarity_score: 0.57961
job_seeker: sidmitra; similarity_score: 0.57961
job_seeker: jorgeisraelp; similarity_score: 0.57232
job_seeker: osenar; similarity_score: 0.57232
job_seeker: ameen; similarity_score: 0.56874
job_seeker: jj57347; similarity_score: 0.56874
job_seeker: daleco; similarity_score: 0.56874
job_seeker: Hario; similarity_score: 0.56172
job_seeker: Daves; similarity_score: 0.56172
job_seeker: jrm2k6; similarity_score: 0.55487
job_seeker: davisr; similarity_score: 0.55487
job_seeker: tylermac1; similarity_score: 0.55487
job_seeker: lygi; similarity_score: 0.55151
job_seeker: hiddentao; similarity_score: 0.54166
job_seeker: tarwatirno; similarity_score: 0.53845
job_seeker: kristallizer1; similarity_score: 0.53529
job_seeker: randallsquared; similarity_score: 0.53216
job_seeker: giancarlostoro; similarity_score: 0.53215
job_seeker: hugovie; similarity_score: 0.52298
job_seeker: rabc; similarity_score: 0.51703
job_seeker: abathur; similarity_score: 0.49999
job_seeker: edgyswingset; similarity_score: 0.48924
job_seeker: 147; similarity_score: 0.48404
job_seeker: hireme01; similarity_score: 0.48403
job_seeker: seekinghire14; similarity_score: 0.48403
job_seeker: seansmccullough; similarity_score: 0.46192
job_seeker: vdaniuk; similarity_score: 0.45499
job_seeker: wyclif; similarity_score: 0.43540
job_seeker: rhexs; similarity_score: 0.43540
job_seeker: th1agofm; similarity_score: 0.42924
job_seeker: jbcrail; similarity_score: 0.41552
job_seeker: addisonj; similarity_score: 0.40806
job_seeker: dmunoz; similarity_score: 0.39564
job_seeker: laughfactory; similarity_score: 0.37915
job_seeker: doorty; similarity_score: 0.37602
job_seeker: astangl; similarity_score: 0.36545
job_seeker: thegrif; similarity_score: 0.36545
job_seeker: pookieinc; similarity_score: 0.35408
