job_seeker: EddyShure; similarity_score: 0.99530
job_seeker: nirajd; similarity_score: 0.81225
job_seeker: Danieru; similarity_score: 0.81225
job_seeker: nialo; similarity_score: 0.80915
job_seeker: jayhuang; similarity_score: 0.80915
job_seeker: athesyn; similarity_score: 0.80915
job_seeker: synesso; similarity_score: 0.80608
job_seeker: WasimBhai; similarity_score: 0.80608
job_seeker: Blackthorn; similarity_score: 0.80607
job_seeker: eshaham; similarity_score: 0.80607
job_seeker: neilk; similarity_score: 0.79999
job_seeker: prmobiledev; similarity_score: 0.79999
job_seeker: domador; similarity_score: 0.79699
job_seeker: avyfain; similarity_score: 0.79699
job_seeker: AndroidJedi; similarity_score: 0.79698
job_seeker: ameen; similarity_score: 0.78810
job_seeker: jj57347; similarity_score: 0.78809
job_seeker: erszcz; similarity_score: 0.78228
job_seeker: howard941; similarity_score: 0.78228
job_seeker: osenar; similarity_score: 0.78227
job_seeker: fabulist; similarity_score: 0.77940
job_seeker: chrispecoraro; similarity_score: 0.77940
job_seeker: hasbelkader; similarity_score: 0.77655
job_seeker: Hario; similarity_score: 0.77090
job_seeker: emilis_info; similarity_score: 0.77090
job_seeker: mailshanx; similarity_score: 0.77090
job_seeker: dizzystar; similarity_score: 0.76811
job_seeker: jorgeisraelp; similarity_score: 0.76811
job_seeker: sidmitra; similarity_score: 0.76811
job_seeker: Daves; similarity_score: 0.76258
job_seeker: davisr; similarity_score: 0.75176
job_seeker: daleco; similarity_score: 0.74646
job_seeker: tylermac1; similarity_score: 0.74385
job_seeker: tarwatirno; similarity_score: 0.74125
job_seeker: lygi; similarity_score: 0.74125
job_seeker: randallsquared; similarity_score: 0.73867
job_seeker: giancarlostoro; similarity_score: 0.73866
job_seeker: hiddentao; similarity_score: 0.73610
job_seeker: jrm2k6; similarity_score: 0.73356
job_seeker: kristallizer1; similarity_score: 0.73103
job_seeker: rabc; similarity_score: 0.72354
job_seeker: 147; similarity_score: 0.72107
job_seeker: hugovie; similarity_score: 0.71620
job_seeker: edgyswingset; similarity_score: 0.70197
job_seeker: hireme01; similarity_score: 0.69966
job_seeker: abathur; similarity_score: 0.69736
job_seeker: seekinghire14; similarity_score: 0.69055
job_seeker: vdaniuk; similarity_score: 0.67731
job_seeker: seansmccullough; similarity_score: 0.67087
job_seeker: rhexs; similarity_score: 0.66876
job_seeker: th1agofm; similarity_score: 0.65838
job_seeker: wyclif; similarity_score: 0.65431
job_seeker: addisonj; similarity_score: 0.62907
job_seeker: jbcrail; similarity_score: 0.61807
job_seeker: dmunoz; similarity_score: 0.61271
job_seeker: laughfactory; similarity_score: 0.60744
job_seeker: doorty; similarity_score: 0.59886
job_seeker: thegrif; similarity_score: 0.58888
job_seeker: astangl; similarity_score: 0.57608
job_seeker: pookieinc; similarity_score: 0.56835
