job_seeker: FiddlerClamp; similarity_score: 0.96197
job_seeker: nicopace; similarity_score: 0.89398
job_seeker: hiby007; similarity_score: 0.89398
job_seeker: rahulroy; similarity_score: 0.89084
job_seeker: baggachipz; similarity_score: 0.89084
job_seeker: japesinator; similarity_score: 0.89083
job_seeker: TapanilaT; similarity_score: 0.88771
job_seeker: Achshar; similarity_score: 0.88771
job_seeker: 32faction; similarity_score: 0.88461
job_seeker: pablokbs; similarity_score: 0.88461
job_seeker: apsdehal; similarity_score: 0.88460
job_seeker: kidsil; similarity_score: 0.88460
job_seeker: zachcowell; similarity_score: 0.88153
job_seeker: cpursley; similarity_score: 0.88153
job_seeker: codez; similarity_score: 0.88152
job_seeker: fvinci; similarity_score: 0.87846
job_seeker: bruticus; similarity_score: 0.87846
job_seeker: 2bluesc; similarity_score: 0.87846
job_seeker: lukasLansky; similarity_score: 0.87846
job_seeker: jecjec; similarity_score: 0.87543
job_seeker: cswelin; similarity_score: 0.87543
job_seeker: gsamm; similarity_score: 0.87542
job_seeker: Cyranix; similarity_score: 0.87542
job_seeker: sfteus; similarity_score: 0.87241
job_seeker: mtdavis; similarity_score: 0.87241
job_seeker: jan0e; similarity_score: 0.87240
job_seeker: beanmind; similarity_score: 0.86941
job_seeker: darsi; similarity_score: 0.86940
job_seeker: akama; similarity_score: 0.86643
job_seeker: yen223; similarity_score: 0.86642
job_seeker: keane; similarity_score: 0.86642
job_seeker: toddrew; similarity_score: 0.86642
job_seeker: J_Darnley; similarity_score: 0.86348
job_seeker: asethwright; similarity_score: 0.86348
job_seeker: keraj; similarity_score: 0.86347
job_seeker: Daves; similarity_score: 0.86347
job_seeker: hayolie; similarity_score: 0.86054
job_seeker: nt_tdc; similarity_score: 0.86054
job_seeker: paulojreis; similarity_score: 0.86054
job_seeker: ddebernardy; similarity_score: 0.86053
job_seeker: cday; similarity_score: 0.86053
job_seeker: ealeksandrov; similarity_score: 0.85472
job_seeker: BenderV; similarity_score: 0.85472
job_seeker: dyadic; similarity_score: 0.85472
job_seeker: csorrell; similarity_score: 0.85472
job_seeker: bluerobotcat; similarity_score: 0.85472
job_seeker: yzzxy; similarity_score: 0.84898
job_seeker: tomaskazemekas; similarity_score: 0.84898
job_seeker: gmoneynj2000; similarity_score: 0.84614
job_seeker: emillon; similarity_score: 0.84333
job_seeker: navait; similarity_score: 0.84333
job_seeker: jw989; similarity_score: 0.84052
job_seeker: schneidmaster; similarity_score: 0.84052
job_seeker: iN7h33nD; similarity_score: 0.83497
job_seeker: bcoates; similarity_score: 0.83223
job_seeker: 67726e; similarity_score: 0.83223
job_seeker: zwetan; similarity_score: 0.83223
job_seeker: Akkuma; similarity_score: 0.82950
job_seeker: btbuildem; similarity_score: 0.82950
job_seeker: Jarlakxen; similarity_score: 0.82678
job_seeker: domador; similarity_score: 0.82410
job_seeker: avyfain; similarity_score: 0.82142
job_seeker: kparaju; similarity_score: 0.81612
job_seeker: TheDom; similarity_score: 0.81612
job_seeker: majodev; similarity_score: 0.81349
job_seeker: sdernley; similarity_score: 0.81089
job_seeker: chrispecoraro; similarity_score: 0.81089
job_seeker: hereonbusiness; similarity_score: 0.80830
job_seeker: RickS; similarity_score: 0.80573
job_seeker: yoav; similarity_score: 0.80572
job_seeker: osenar; similarity_score: 0.80572
job_seeker: mike-cardwell; similarity_score: 0.80063
job_seeker: kirpekar; similarity_score: 0.80062
job_seeker: acharnou; similarity_score: 0.80062
job_seeker: siscia; similarity_score: 0.79810
job_seeker: eximius; similarity_score: 0.79809
job_seeker: valarauca1; similarity_score: 0.79559
job_seeker: sidmitra; similarity_score: 0.79558
job_seeker: joyofdata; similarity_score: 0.79310
job_seeker: jrm2k6; similarity_score: 0.79061
job_seeker: jamesbrewer; similarity_score: 0.78815
job_seeker: HamboneWilson; similarity_score: 0.78327
job_seeker: throwaway83; similarity_score: 0.77606
job_seeker: madprops; similarity_score: 0.77606
job_seeker: richardhoward; similarity_score: 0.77606
job_seeker: AlexNeoNomad; similarity_score: 0.77606
job_seeker: howard941; similarity_score: 0.77369
job_seeker: ryankevans; similarity_score: 0.75296
job_seeker: saiko-chriskun; similarity_score: 0.74851
job_seeker: Hario; similarity_score: 0.73121
job_seeker: orteipid; similarity_score: 0.72700
job_seeker: lechuckcaptain; similarity_score: 0.71267
job_seeker: wyclif; similarity_score: 0.70669
job_seeker: KTamasEnty; similarity_score: 0.68936
job_seeker: frazer; similarity_score: 0.66056
job_seeker: tehwalrus; similarity_score: 0.65885
job_seeker: astangl; similarity_score: 0.63249
job_seeker: chrisbennet; similarity_score: 0.62778
job_seeker: batbomb; similarity_score: 0.59952
