job_seeker: vdimarco; similarity_score: 0.91595
job_seeker: gothy; similarity_score: 0.78985
job_seeker: ucacian; similarity_score: 0.78984
job_seeker: ryanjanvier; similarity_score: 0.78417
job_seeker: ownagefool; similarity_score: 0.78416
job_seeker: waiquoo; similarity_score: 0.77857
job_seeker: claudiordgz; similarity_score: 0.77856
job_seeker: 3zzy; similarity_score: 0.77856
job_seeker: rogerbinns; similarity_score: 0.77304
job_seeker: japesinator; similarity_score: 0.77304
job_seeker: nicopace; similarity_score: 0.77304
job_seeker: 2close4comfort; similarity_score: 0.76760
job_seeker: 32faction; similarity_score: 0.76223
job_seeker: mateja; similarity_score: 0.76223
job_seeker: baggachipz; similarity_score: 0.76223
job_seeker: ryaneager; similarity_score: 0.76222
job_seeker: nubcakes; similarity_score: 0.75694
job_seeker: thomasfromcdnjs; similarity_score: 0.75694
job_seeker: zachcowell; similarity_score: 0.75693
job_seeker: Achshar; similarity_score: 0.75693
job_seeker: Grue3; similarity_score: 0.75693
job_seeker: rahulroy; similarity_score: 0.75693
job_seeker: philippnagel; similarity_score: 0.75693
job_seeker: apsdehal; similarity_score: 0.75171
job_seeker: 2bluesc; similarity_score: 0.74657
job_seeker: pablokbs; similarity_score: 0.74657
job_seeker: hiby007; similarity_score: 0.74656
job_seeker: asethwright; similarity_score: 0.74149
job_seeker: codez; similarity_score: 0.74148
job_seeker: cpursley; similarity_score: 0.73648
job_seeker: jecjec; similarity_score: 0.73154
job_seeker: Cyranix; similarity_score: 0.73153
job_seeker: Daves; similarity_score: 0.73153
job_seeker: kidsil; similarity_score: 0.73153
job_seeker: bruticus; similarity_score: 0.72666
job_seeker: beanmind; similarity_score: 0.72665
job_seeker: TapanilaT; similarity_score: 0.72665
job_seeker: keane; similarity_score: 0.72185
job_seeker: akama; similarity_score: 0.72185
job_seeker: darsi; similarity_score: 0.72184
job_seeker: lukasLansky; similarity_score: 0.71710
job_seeker: BenderV; similarity_score: 0.71709
job_seeker: toddrew; similarity_score: 0.71709
job_seeker: nt_tdc; similarity_score: 0.71709
job_seeker: jan0e; similarity_score: 0.71709
job_seeker: J_Darnley; similarity_score: 0.71241
job_seeker: yen223; similarity_score: 0.70779
job_seeker: sfteus; similarity_score: 0.70778
job_seeker: ddebernardy; similarity_score: 0.70778
job_seeker: fvinci; similarity_score: 0.70778
job_seeker: csorrell; similarity_score: 0.70322
job_seeker: cswelin; similarity_score: 0.70321
job_seeker: hayolie; similarity_score: 0.69871
job_seeker: cday; similarity_score: 0.69871
job_seeker: paulojreis; similarity_score: 0.69871
job_seeker: ealeksandrov; similarity_score: 0.69871
job_seeker: mtdavis; similarity_score: 0.69426
job_seeker: keraj; similarity_score: 0.69425
job_seeker: yzzxy; similarity_score: 0.68553
job_seeker: gsamm; similarity_score: 0.68552
job_seeker: emillon; similarity_score: 0.68552
job_seeker: dyadic; similarity_score: 0.68552
job_seeker: bluerobotcat; similarity_score: 0.68124
job_seeker: tomaskazemekas; similarity_score: 0.67701
job_seeker: gmoneynj2000; similarity_score: 0.66870
job_seeker: jw989; similarity_score: 0.66870
job_seeker: 67726e; similarity_score: 0.66463
job_seeker: schneidmaster; similarity_score: 0.66462
job_seeker: navait; similarity_score: 0.66462
job_seeker: Jarlakxen; similarity_score: 0.66059
job_seeker: bcoates; similarity_score: 0.65661
job_seeker: avyfain; similarity_score: 0.65269
job_seeker: zwetan; similarity_score: 0.64496
job_seeker: iN7h33nD; similarity_score: 0.64496
job_seeker: domador; similarity_score: 0.64117
job_seeker: Akkuma; similarity_score: 0.64116
job_seeker: chrispecoraro; similarity_score: 0.63371
job_seeker: kparaju; similarity_score: 0.63371
job_seeker: sdernley; similarity_score: 0.62643
job_seeker: yoav; similarity_score: 0.62642
job_seeker: kirpekar; similarity_score: 0.62642
job_seeker: TheDom; similarity_score: 0.62284
job_seeker: btbuildem; similarity_score: 0.62284
job_seeker: mike-cardwell; similarity_score: 0.61581
job_seeker: sidmitra; similarity_score: 0.61581
job_seeker: RickS; similarity_score: 0.61581
job_seeker: acharnou; similarity_score: 0.61235
job_seeker: valarauca1; similarity_score: 0.60220
job_seeker: siscia; similarity_score: 0.60220
job_seeker: joyofdata; similarity_score: 0.59889
job_seeker: majodev; similarity_score: 0.59889
job_seeker: hereonbusiness; similarity_score: 0.59238
job_seeker: AlexNeoNomad; similarity_score: 0.58918
job_seeker: throwaway83; similarity_score: 0.58288
job_seeker: jrm2k6; similarity_score: 0.58288
job_seeker: richardhoward; similarity_score: 0.58288
job_seeker: eximius; similarity_score: 0.57978
job_seeker: osenar; similarity_score: 0.57067
job_seeker: howard941; similarity_score: 0.56770
job_seeker: madprops; similarity_score: 0.56476
job_seeker: jamesbrewer; similarity_score: 0.56185
job_seeker: HamboneWilson; similarity_score: 0.55897
job_seeker: saiko-chriskun; similarity_score: 0.53431
job_seeker: ryankevans; similarity_score: 0.52152
job_seeker: orteipid; similarity_score: 0.50934
job_seeker: Hario; similarity_score: 0.48660
job_seeker: lechuckcaptain; similarity_score: 0.47597
job_seeker: KTamasEnty; similarity_score: 0.46186
job_seeker: wyclif; similarity_score: 0.45228
job_seeker: tehwalrus; similarity_score: 0.43425
job_seeker: frazer; similarity_score: 0.42247
job_seeker: astangl; similarity_score: 0.40369
job_seeker: chrisbennet; similarity_score: 0.39780
job_seeker: batbomb; similarity_score: 0.36576
