job_seeker: FiddlerClamp; similarity_score: 0.95967
job_seeker: gsamm; similarity_score: 0.86231
job_seeker: J_Darnley; similarity_score: 0.85919
job_seeker: asethwright; similarity_score: 0.85611
job_seeker: Daves; similarity_score: 0.85611
job_seeker: hayolie; similarity_score: 0.85611
job_seeker: darsi; similarity_score: 0.85611
job_seeker: dyadic; similarity_score: 0.85610
job_seeker: keraj; similarity_score: 0.85304
job_seeker: cday; similarity_score: 0.85304
job_seeker: fvinci; similarity_score: 0.85304
job_seeker: keane; similarity_score: 0.84999
job_seeker: nt_tdc; similarity_score: 0.84999
job_seeker: bluerobotcat; similarity_score: 0.84999
job_seeker: ddebernardy; similarity_score: 0.84999
job_seeker: emillon; similarity_score: 0.84999
job_seeker: jan0e; similarity_score: 0.84999
job_seeker: paulojreis; similarity_score: 0.84697
job_seeker: yen223; similarity_score: 0.84697
job_seeker: mtdavis; similarity_score: 0.84696
job_seeker: BenderV; similarity_score: 0.84396
job_seeker: yzzxy; similarity_score: 0.84396
job_seeker: csorrell; similarity_score: 0.84097
job_seeker: navait; similarity_score: 0.83802
job_seeker: tomaskazemekas; similarity_score: 0.83508
job_seeker: sfteus; similarity_score: 0.83508
job_seeker: schneidmaster; similarity_score: 0.83507
job_seeker: gmoneynj2000; similarity_score: 0.83216
job_seeker: iN7h33nD; similarity_score: 0.83216
job_seeker: jw989; similarity_score: 0.82638
job_seeker: kparaju; similarity_score: 0.82352
job_seeker: 67726e; similarity_score: 0.82068
job_seeker: Jarlakxen; similarity_score: 0.82068
job_seeker: bcoates; similarity_score: 0.81506
job_seeker: sdernley; similarity_score: 0.81228
job_seeker: avyfain; similarity_score: 0.81227
job_seeker: TheDom; similarity_score: 0.80952
job_seeker: zwetan; similarity_score: 0.80952
job_seeker: chrispecoraro; similarity_score: 0.80677
job_seeker: Akkuma; similarity_score: 0.80677
job_seeker: domador; similarity_score: 0.80677
job_seeker: btbuildem; similarity_score: 0.80405
job_seeker: hereonbusiness; similarity_score: 0.80134
job_seeker: kirpekar; similarity_score: 0.79864
job_seeker: RickS; similarity_score: 0.79069
job_seeker: sidmitra; similarity_score: 0.79068
job_seeker: siscia; similarity_score: 0.78807
job_seeker: joyofdata; similarity_score: 0.78807
job_seeker: majodev; similarity_score: 0.78547
job_seeker: mike-cardwell; similarity_score: 0.78547
job_seeker: jrm2k6; similarity_score: 0.78547
job_seeker: yoav; similarity_score: 0.78288
job_seeker: acharnou; similarity_score: 0.78032
job_seeker: osenar; similarity_score: 0.77272
job_seeker: madprops; similarity_score: 0.77272
job_seeker: valarauca1; similarity_score: 0.77272
job_seeker: richardhoward; similarity_score: 0.77272
job_seeker: AlexNeoNomad; similarity_score: 0.77271
job_seeker: HamboneWilson; similarity_score: 0.77022
job_seeker: eximius; similarity_score: 0.77022
job_seeker: howard941; similarity_score: 0.76527
job_seeker: throwaway83; similarity_score: 0.76037
job_seeker: jamesbrewer; similarity_score: 0.75078
job_seeker: ryankevans; similarity_score: 0.74374
job_seeker: saiko-chriskun; similarity_score: 0.73912
job_seeker: orteipid; similarity_score: 0.71903
job_seeker: Hario; similarity_score: 0.71043
job_seeker: lechuckcaptain; similarity_score: 0.70205
job_seeker: wyclif; similarity_score: 0.67231
job_seeker: KTamasEnty; similarity_score: 0.65927
job_seeker: tehwalrus; similarity_score: 0.63978
job_seeker: frazer; similarity_score: 0.63636
job_seeker: chrisbennet; similarity_score: 0.61657
job_seeker: astangl; similarity_score: 0.61657
job_seeker: batbomb; similarity_score: 0.58332
