job_seeker: trumbitta2; similarity_score: 0.99370
job_seeker: jayhuang; similarity_score: 0.76698
job_seeker: nialo; similarity_score: 0.76698
job_seeker: Blackthorn; similarity_score: 0.76327
job_seeker: prmobiledev; similarity_score: 0.75961
job_seeker: nirajd; similarity_score: 0.75961
job_seeker: ankeshanand; similarity_score: 0.75960
job_seeker: neilk; similarity_score: 0.75597
job_seeker: synesso; similarity_score: 0.75597
job_seeker: Danieru; similarity_score: 0.75597
job_seeker: athesyn; similarity_score: 0.75597
job_seeker: WasimBhai; similarity_score: 0.75237
job_seeker: codez; similarity_score: 0.75237
job_seeker: stevesunderland; similarity_score: 0.74881
job_seeker: eshaham; similarity_score: 0.74881
job_seeker: AndroidJedi; similarity_score: 0.74880
job_seeker: mailshanx; similarity_score: 0.73830
job_seeker: domador; similarity_score: 0.73488
job_seeker: howard941; similarity_score: 0.73488
job_seeker: erszcz; similarity_score: 0.73487
job_seeker: avyfain; similarity_score: 0.73487
job_seeker: hasbelkader; similarity_score: 0.73147
job_seeker: dizzystar; similarity_score: 0.72810
job_seeker: fabulist; similarity_score: 0.72476
job_seeker: sidmitra; similarity_score: 0.72476
job_seeker: chrispecoraro; similarity_score: 0.72476
job_seeker: emilis_info; similarity_score: 0.72145
job_seeker: jj57347; similarity_score: 0.72145
job_seeker: ameen; similarity_score: 0.71817
job_seeker: Hario; similarity_score: 0.71493
job_seeker: osenar; similarity_score: 0.71493
job_seeker: jorgeisraelp; similarity_score: 0.71492
job_seeker: kristallizer1; similarity_score: 0.71170
job_seeker: Daves; similarity_score: 0.70535
job_seeker: davisr; similarity_score: 0.69602
job_seeker: hiddentao; similarity_score: 0.69298
job_seeker: daleco; similarity_score: 0.69297
job_seeker: tylermac1; similarity_score: 0.68695
job_seeker: jrm2k6; similarity_score: 0.68695
job_seeker: tarwatirno; similarity_score: 0.68398
job_seeker: lygi; similarity_score: 0.68397
job_seeker: giancarlostoro; similarity_score: 0.67234
job_seeker: randallsquared; similarity_score: 0.67233
job_seeker: rabc; similarity_score: 0.65832
job_seeker: hugovie; similarity_score: 0.65832
job_seeker: abathur; similarity_score: 0.65288
job_seeker: 147; similarity_score: 0.65020
job_seeker: hireme01; similarity_score: 0.63967
job_seeker: seekinghire14; similarity_score: 0.63453
job_seeker: edgyswingset; similarity_score: 0.62449
job_seeker: seansmccullough; similarity_score: 0.60304
job_seeker: vdaniuk; similarity_score: 0.60075
job_seeker: rhexs; similarity_score: 0.58954
job_seeker: th1agofm; similarity_score: 0.58087
job_seeker: wyclif; similarity_score: 0.58087
job_seeker: jbcrail; similarity_score: 0.56427
job_seeker: addisonj; similarity_score: 0.55633
job_seeker: dmunoz; similarity_score: 0.54861
job_seeker: laughfactory; similarity_score: 0.53741
job_seeker: doorty; similarity_score: 0.52317
job_seeker: thegrif; similarity_score: 0.50967
job_seeker: astangl; similarity_score: 0.49684
job_seeker: pookieinc; similarity_score: 0.48764
