job_seeker: trumbitta2; similarity_score: 0.99476
job_seeker: mailshanx; similarity_score: 0.74802
job_seeker: avyfain; similarity_score: 0.74802
job_seeker: Hario; similarity_score: 0.74509
job_seeker: daleco; similarity_score: 0.74509
job_seeker: osenar; similarity_score: 0.74509
job_seeker: jorgeisraelp; similarity_score: 0.74508
job_seeker: sidmitra; similarity_score: 0.74217
job_seeker: jj57347; similarity_score: 0.73642
job_seeker: ameen; similarity_score: 0.73358
job_seeker: Daves; similarity_score: 0.73076
job_seeker: davisr; similarity_score: 0.72518
job_seeker: tarwatirno; similarity_score: 0.71697
job_seeker: jrm2k6; similarity_score: 0.71428
job_seeker: tylermac1; similarity_score: 0.71427
job_seeker: randallsquared; similarity_score: 0.71160
job_seeker: hiddentao; similarity_score: 0.70895
job_seeker: lygi; similarity_score: 0.70894
job_seeker: kristallizer1; similarity_score: 0.70369
job_seeker: giancarlostoro; similarity_score: 0.70110
job_seeker: rabc; similarity_score: 0.69342
job_seeker: hugovie; similarity_score: 0.69342
job_seeker: abathur; similarity_score: 0.68344
job_seeker: 147; similarity_score: 0.67375
job_seeker: edgyswingset; similarity_score: 0.66666
job_seeker: hireme01; similarity_score: 0.66201
job_seeker: seansmccullough; similarity_score: 0.65516
job_seeker: seekinghire14; similarity_score: 0.65516
job_seeker: vdaniuk; similarity_score: 0.65068
job_seeker: rhexs; similarity_score: 0.63122
job_seeker: wyclif; similarity_score: 0.62913
job_seeker: th1agofm; similarity_score: 0.60702
job_seeker: addisonj; similarity_score: 0.60125
job_seeker: jbcrail; similarity_score: 0.59936
job_seeker: dmunoz; similarity_score: 0.58281
job_seeker: laughfactory; similarity_score: 0.57926
job_seeker: doorty; similarity_score: 0.56715
job_seeker: thegrif; similarity_score: 0.56212
job_seeker: astangl; similarity_score: 0.54284
job_seeker: pookieinc; similarity_score: 0.54130
