job_seeker: EddyShure; similarity_score: 0.97825
job_seeker: zero-g; similarity_score: 0.51723
job_seeker: gierach; similarity_score: 0.51136
job_seeker: dsposito; similarity_score: 0.51136
job_seeker: andrewmatte; similarity_score: 0.51135
job_seeker: BrofessorWolf; similarity_score: 0.49999
job_seeker: mdturnerphys; similarity_score: 0.49999
job_seeker: jayrobin; similarity_score: 0.49999
job_seeker: yangchi; similarity_score: 0.49999
job_seeker: lordsheepy; similarity_score: 0.49999
job_seeker: J_Darnley; similarity_score: 0.49450
job_seeker: yen223; similarity_score: 0.48912
job_seeker: arenaninja; similarity_score: 0.48386
job_seeker: keraj; similarity_score: 0.48386
job_seeker: agilebyte; similarity_score: 0.47871
job_seeker: BenderV; similarity_score: 0.47368
job_seeker: brickmort; similarity_score: 0.46874
job_seeker: qute; similarity_score: 0.46391
job_seeker: asherdavidson; similarity_score: 0.46390
job_seeker: chroman; similarity_score: 0.45453
job_seeker: ankeshanand; similarity_score: 0.45453
job_seeker: codez; similarity_score: 0.44999
job_seeker: AndroidJedi; similarity_score: 0.44999
job_seeker: Danieru; similarity_score: 0.44117
job_seeker: eshaham; similarity_score: 0.44117
job_seeker: stevesunderland; similarity_score: 0.44116
job_seeker: jayhuang; similarity_score: 0.43268
job_seeker: synesso; similarity_score: 0.43268
job_seeker: neilk; similarity_score: 0.42857
job_seeker: athesyn; similarity_score: 0.42856
job_seeker: nialo; similarity_score: 0.42856
job_seeker: WasimBhai; similarity_score: 0.42856
job_seeker: howard941; similarity_score: 0.42452
job_seeker: Blackthorn; similarity_score: 0.42452
job_seeker: prmobiledev; similarity_score: 0.42452
job_seeker: nirajd; similarity_score: 0.42055
job_seeker: domador; similarity_score: 0.40908
job_seeker: emilis_info; similarity_score: 0.40908
job_seeker: erszcz; similarity_score: 0.40177
job_seeker: chrispecoraro; similarity_score: 0.39822
job_seeker: avyfain; similarity_score: 0.39822
job_seeker: hasbelkader; similarity_score: 0.39822
job_seeker: fabulist; similarity_score: 0.39822
job_seeker: mailshanx; similarity_score: 0.39473
job_seeker: dizzystar; similarity_score: 0.39473
job_seeker: sidmitra; similarity_score: 0.38792
job_seeker: jorgeisraelp; similarity_score: 0.38792
job_seeker: ameen; similarity_score: 0.38134
job_seeker: jj57347; similarity_score: 0.37814
job_seeker: osenar; similarity_score: 0.37499
job_seeker: Daves; similarity_score: 0.37499
job_seeker: daleco; similarity_score: 0.36884
job_seeker: Hario; similarity_score: 0.36584
job_seeker: davisr; similarity_score: 0.35999
job_seeker: hiddentao; similarity_score: 0.35713
job_seeker: tylermac1; similarity_score: 0.35432
job_seeker: randallsquared; similarity_score: 0.34883
job_seeker: jrm2k6; similarity_score: 0.34883
job_seeker: giancarlostoro; similarity_score: 0.34882
job_seeker: lygi; similarity_score: 0.34615
job_seeker: tarwatirno; similarity_score: 0.34090
job_seeker: kristallizer1; similarity_score: 0.33333
job_seeker: hugovie; similarity_score: 0.32846
job_seeker: rabc; similarity_score: 0.32373
job_seeker: abathur; similarity_score: 0.31689
job_seeker: hireme01; similarity_score: 0.30612
job_seeker: edgyswingset; similarity_score: 0.30200
job_seeker: seekinghire14; similarity_score: 0.29411
job_seeker: 147; similarity_score: 0.29220
job_seeker: vdaniuk; similarity_score: 0.28300
job_seeker: seansmccullough; similarity_score: 0.27607
job_seeker: rhexs; similarity_score: 0.26469
job_seeker: th1agofm; similarity_score: 0.25861
job_seeker: wyclif; similarity_score: 0.25280
job_seeker: jbcrail; similarity_score: 0.24861
job_seeker: addisonj; similarity_score: 0.23684
job_seeker: dmunoz; similarity_score: 0.22958
job_seeker: laughfactory; similarity_score: 0.22726
job_seeker: doorty; similarity_score: 0.21950
job_seeker: thegrif; similarity_score: 0.21226
job_seeker: astangl; similarity_score: 0.20546
job_seeker: pookieinc; similarity_score: 0.20178
