job_seeker: EddyShure; similarity_score: 0.99547
job_seeker: ameen; similarity_score: 0.78852
job_seeker: sidmitra; similarity_score: 0.78571
job_seeker: erszcz; similarity_score: 0.78570
job_seeker: dizzystar; similarity_score: 0.78570
job_seeker: osenar; similarity_score: 0.78290
job_seeker: jorgeisraelp; similarity_score: 0.78013
job_seeker: tarwatirno; similarity_score: 0.78013
job_seeker: Daves; similarity_score: 0.78013
job_seeker: emilis_info; similarity_score: 0.77737
job_seeker: davisr; similarity_score: 0.77737
job_seeker: daleco; similarity_score: 0.77464
job_seeker: lygi; similarity_score: 0.76654
job_seeker: tylermac1; similarity_score: 0.76654
job_seeker: hiddentao; similarity_score: 0.76388
job_seeker: kristallizer1; similarity_score: 0.76388
job_seeker: jrm2k6; similarity_score: 0.76388
job_seeker: giancarlostoro; similarity_score: 0.76123
job_seeker: randallsquared; similarity_score: 0.74829
job_seeker: hugovie; similarity_score: 0.74324
job_seeker: rabc; similarity_score: 0.73824
job_seeker: 147; similarity_score: 0.72847
job_seeker: abathur; similarity_score: 0.72368
job_seeker: edgyswingset; similarity_score: 0.71428
job_seeker: seekinghire14; similarity_score: 0.70738
job_seeker: hireme01; similarity_score: 0.70512
job_seeker: vdaniuk; similarity_score: 0.69620
job_seeker: seansmccullough; similarity_score: 0.69400
job_seeker: rhexs; similarity_score: 0.68322
job_seeker: wyclif; similarity_score: 0.66665
job_seeker: th1agofm; similarity_score: 0.66264
job_seeker: addisonj; similarity_score: 0.66066
job_seeker: jbcrail; similarity_score: 0.65088
job_seeker: dmunoz; similarity_score: 0.63036
job_seeker: laughfactory; similarity_score: 0.62499
job_seeker: thegrif; similarity_score: 0.60605
job_seeker: doorty; similarity_score: 0.60605
job_seeker: astangl; similarity_score: 0.59782
job_seeker: pookieinc; similarity_score: 0.58047
