job_seeker: FiddlerClamp; similarity_score: 0.97005
job_seeker: ownagefool; similarity_score: 0.92836
job_seeker: mariocesar; similarity_score: 0.92836
job_seeker: ryaneager; similarity_score: 0.92836
job_seeker: asfarley; similarity_score: 0.92836
job_seeker: Nullslash; similarity_score: 0.92835
job_seeker: claudiordgz; similarity_score: 0.92571
job_seeker: ryanjanvier; similarity_score: 0.92307
job_seeker: srpoder; similarity_score: 0.92306
job_seeker: rogerbinns; similarity_score: 0.92306
job_seeker: waiquoo; similarity_score: 0.92306
job_seeker: hiby007; similarity_score: 0.92045
job_seeker: baggachipz; similarity_score: 0.91784
job_seeker: nubcakes; similarity_score: 0.91783
job_seeker: japesinator; similarity_score: 0.91783
job_seeker: mateja; similarity_score: 0.91525
job_seeker: gothy; similarity_score: 0.91525
job_seeker: pablokbs; similarity_score: 0.91525
job_seeker: 2close4comfort; similarity_score: 0.91524
job_seeker: philippnagel; similarity_score: 0.91524
job_seeker: rahulroy; similarity_score: 0.91524
job_seeker: 32faction; similarity_score: 0.91524
job_seeker: bruticus; similarity_score: 0.91266
job_seeker: 2bluesc; similarity_score: 0.91266
job_seeker: Grue3; similarity_score: 0.91011
job_seeker: nicopace; similarity_score: 0.91010
job_seeker: Achshar; similarity_score: 0.90756
job_seeker: thomasfromcdnjs; similarity_score: 0.90756
job_seeker: kidsil; similarity_score: 0.90756
job_seeker: cpursley; similarity_score: 0.90755
job_seeker: ealeksandrov; similarity_score: 0.90755
job_seeker: apsdehal; similarity_score: 0.90755
job_seeker: sfteus; similarity_score: 0.90755
job_seeker: fvinci; similarity_score: 0.90502
job_seeker: zachcowell; similarity_score: 0.90502
job_seeker: Cyranix; similarity_score: 0.90502
job_seeker: keane; similarity_score: 0.90502
job_seeker: lukasLansky; similarity_score: 0.90502
job_seeker: jecjec; similarity_score: 0.90501
job_seeker: TapanilaT; similarity_score: 0.90501
job_seeker: cday; similarity_score: 0.90501
job_seeker: codez; similarity_score: 0.90250
job_seeker: beanmind; similarity_score: 0.90250
job_seeker: asethwright; similarity_score: 0.90250
job_seeker: gsamm; similarity_score: 0.89999
job_seeker: cswelin; similarity_score: 0.89999
job_seeker: csorrell; similarity_score: 0.89999
job_seeker: mtdavis; similarity_score: 0.89750
job_seeker: ddebernardy; similarity_score: 0.89749
job_seeker: toddrew; similarity_score: 0.89749
job_seeker: Daves; similarity_score: 0.89749
job_seeker: hayolie; similarity_score: 0.89502
job_seeker: J_Darnley; similarity_score: 0.89502
job_seeker: akama; similarity_score: 0.89502
job_seeker: jan0e; similarity_score: 0.89502
job_seeker: darsi; similarity_score: 0.89502
job_seeker: paulojreis; similarity_score: 0.89255
job_seeker: BenderV; similarity_score: 0.89255
job_seeker: keraj; similarity_score: 0.89010
job_seeker: nt_tdc; similarity_score: 0.89010
job_seeker: yen223; similarity_score: 0.88524
job_seeker: yzzxy; similarity_score: 0.88523
job_seeker: navait; similarity_score: 0.88282
job_seeker: tomaskazemekas; similarity_score: 0.88282
job_seeker: gmoneynj2000; similarity_score: 0.87804
job_seeker: bluerobotcat; similarity_score: 0.87804
job_seeker: schneidmaster; similarity_score: 0.87567
job_seeker: dyadic; similarity_score: 0.87567
job_seeker: Jarlakxen; similarity_score: 0.87566
job_seeker: jw989; similarity_score: 0.87331
job_seeker: emillon; similarity_score: 0.87331
job_seeker: bcoates; similarity_score: 0.86863
job_seeker: domador; similarity_score: 0.86862
job_seeker: sdernley; similarity_score: 0.86630
job_seeker: kparaju; similarity_score: 0.86630
job_seeker: iN7h33nD; similarity_score: 0.86630
job_seeker: 67726e; similarity_score: 0.86399
job_seeker: chrispecoraro; similarity_score: 0.86399
job_seeker: zwetan; similarity_score: 0.86169
job_seeker: majodev; similarity_score: 0.85941
job_seeker: hereonbusiness; similarity_score: 0.85714
job_seeker: btbuildem; similarity_score: 0.85713
job_seeker: Akkuma; similarity_score: 0.85488
job_seeker: yoav; similarity_score: 0.85487
job_seeker: TheDom; similarity_score: 0.85487
job_seeker: acharnou; similarity_score: 0.85262
job_seeker: avyfain; similarity_score: 0.85038
job_seeker: throwaway83; similarity_score: 0.84374
job_seeker: valarauca1; similarity_score: 0.84374
job_seeker: kirpekar; similarity_score: 0.84374
job_seeker: mike-cardwell; similarity_score: 0.83937
job_seeker: sidmitra; similarity_score: 0.83937
job_seeker: osenar; similarity_score: 0.83720
job_seeker: RickS; similarity_score: 0.83720
job_seeker: joyofdata; similarity_score: 0.83290
job_seeker: siscia; similarity_score: 0.83290
job_seeker: HamboneWilson; similarity_score: 0.83076
job_seeker: AlexNeoNomad; similarity_score: 0.83076
job_seeker: richardhoward; similarity_score: 0.82863
job_seeker: jrm2k6; similarity_score: 0.82441
job_seeker: jamesbrewer; similarity_score: 0.82233
job_seeker: ryankevans; similarity_score: 0.81612
job_seeker: eximius; similarity_score: 0.81611
job_seeker: howard941; similarity_score: 0.81406
job_seeker: madprops; similarity_score: 0.81406
job_seeker: saiko-chriskun; similarity_score: 0.79999
job_seeker: orteipid; similarity_score: 0.77884
job_seeker: Hario; similarity_score: 0.77697
job_seeker: lechuckcaptain; similarity_score: 0.76595
job_seeker: wyclif; similarity_score: 0.75173
job_seeker: KTamasEnty; similarity_score: 0.72972
job_seeker: tehwalrus; similarity_score: 0.71364
job_seeker: frazer; similarity_score: 0.70434
job_seeker: astangl; similarity_score: 0.70281
job_seeker: chrisbennet; similarity_score: 0.69676
job_seeker: batbomb; similarity_score: 0.66122
