job_seeker: EddyShure; similarity_score: 0.98590
job_seeker: dsposito; similarity_score: 0.63062
job_seeker: lordsheepy; similarity_score: 0.63062
job_seeker: mdturnerphys; similarity_score: 0.62499
job_seeker: yen223; similarity_score: 0.61946
job_seeker: arenaninja; similarity_score: 0.61402
job_seeker: chroman; similarity_score: 0.61402
job_seeker: J_Darnley; similarity_score: 0.60868
job_seeker: BenderV; similarity_score: 0.60868
job_seeker: brickmort; similarity_score: 0.60344
job_seeker: asherdavidson; similarity_score: 0.60344
job_seeker: agilebyte; similarity_score: 0.59321
job_seeker: keraj; similarity_score: 0.59321
job_seeker: qute; similarity_score: 0.58823
job_seeker: codez; similarity_score: 0.57850
job_seeker: jayhuang; similarity_score: 0.57376
job_seeker: stevesunderland; similarity_score: 0.56910
job_seeker: Danieru; similarity_score: 0.56910
job_seeker: ankeshanand; similarity_score: 0.56910
job_seeker: neilk; similarity_score: 0.56910
job_seeker: athesyn; similarity_score: 0.56909
job_seeker: prmobiledev; similarity_score: 0.56909
job_seeker: eshaham; similarity_score: 0.56450
job_seeker: nialo; similarity_score: 0.55999
job_seeker: AndroidJedi; similarity_score: 0.55999
job_seeker: nirajd; similarity_score: 0.55555
job_seeker: Blackthorn; similarity_score: 0.55118
job_seeker: WasimBhai; similarity_score: 0.55117
job_seeker: synesso; similarity_score: 0.54686
job_seeker: howard941; similarity_score: 0.54686
job_seeker: hasbelkader; similarity_score: 0.54263
job_seeker: domador; similarity_score: 0.53434
job_seeker: emilis_info; similarity_score: 0.52630
job_seeker: mailshanx; similarity_score: 0.52238
job_seeker: erszcz; similarity_score: 0.52237
job_seeker: jorgeisraelp; similarity_score: 0.51851
job_seeker: jj57347; similarity_score: 0.51851
job_seeker: fabulist; similarity_score: 0.51850
job_seeker: dizzystar; similarity_score: 0.51470
job_seeker: avyfain; similarity_score: 0.51469
job_seeker: sidmitra; similarity_score: 0.51094
job_seeker: ameen; similarity_score: 0.51094
job_seeker: chrispecoraro; similarity_score: 0.50723
job_seeker: Hario; similarity_score: 0.50359
job_seeker: Daves; similarity_score: 0.50359
job_seeker: osenar; similarity_score: 0.50358
job_seeker: davisr; similarity_score: 0.49294
job_seeker: daleco; similarity_score: 0.48950
job_seeker: hiddentao; similarity_score: 0.47944
job_seeker: lygi; similarity_score: 0.47618
job_seeker: tylermac1; similarity_score: 0.47296
job_seeker: randallsquared; similarity_score: 0.46979
job_seeker: jrm2k6; similarity_score: 0.46979
job_seeker: kristallizer1; similarity_score: 0.46356
job_seeker: giancarlostoro; similarity_score: 0.46052
job_seeker: tarwatirno; similarity_score: 0.46052
job_seeker: hugovie; similarity_score: 0.45454
job_seeker: rabc; similarity_score: 0.44585
job_seeker: seekinghire14; similarity_score: 0.43209
job_seeker: abathur; similarity_score: 0.42943
job_seeker: 147; similarity_score: 0.42682
job_seeker: edgyswingset; similarity_score: 0.41915
job_seeker: hireme01; similarity_score: 0.41419
job_seeker: vdaniuk; similarity_score: 0.38673
job_seeker: seansmccullough; similarity_score: 0.38460
job_seeker: rhexs; similarity_score: 0.38042
job_seeker: wyclif; similarity_score: 0.36269
job_seeker: th1agofm; similarity_score: 0.36081
job_seeker: addisonj; similarity_score: 0.35532
job_seeker: jbcrail; similarity_score: 0.34653
job_seeker: dmunoz; similarity_score: 0.33332
job_seeker: laughfactory; similarity_score: 0.32557
job_seeker: doorty; similarity_score: 0.31111
job_seeker: thegrif; similarity_score: 0.30042
job_seeker: astangl; similarity_score: 0.29786
job_seeker: pookieinc; similarity_score: 0.28571
