job_seeker: EddyShure; similarity_score: 0.99236
job_seeker: BrofessorWolf; similarity_score: 0.76022
job_seeker: jayrobin; similarity_score: 0.76022
job_seeker: arenaninja; similarity_score: 0.75580
job_seeker: J_Darnley; similarity_score: 0.75580
job_seeker: BenderV; similarity_score: 0.75143
job_seeker: brickmort; similarity_score: 0.74711
job_seeker: keraj; similarity_score: 0.74285
job_seeker: asherdavidson; similarity_score: 0.73863
job_seeker: chroman; similarity_score: 0.73862
job_seeker: agilebyte; similarity_score: 0.73862
job_seeker: codez; similarity_score: 0.73033
job_seeker: yen223; similarity_score: 0.72625
job_seeker: qute; similarity_score: 0.72221
job_seeker: neilk; similarity_score: 0.72221
job_seeker: nialo; similarity_score: 0.72221
job_seeker: eshaham; similarity_score: 0.71823
job_seeker: jayhuang; similarity_score: 0.71822
job_seeker: Danieru; similarity_score: 0.71822
job_seeker: athesyn; similarity_score: 0.71428
job_seeker: synesso; similarity_score: 0.71428
job_seeker: Blackthorn; similarity_score: 0.71427
job_seeker: WasimBhai; similarity_score: 0.71038
job_seeker: ankeshanand; similarity_score: 0.71038
job_seeker: AndroidJedi; similarity_score: 0.71037
job_seeker: stevesunderland; similarity_score: 0.69891
job_seeker: prmobiledev; similarity_score: 0.69518
job_seeker: howard941; similarity_score: 0.69148
job_seeker: fabulist; similarity_score: 0.68783
job_seeker: domador; similarity_score: 0.68421
job_seeker: mailshanx; similarity_score: 0.68420
job_seeker: jj57347; similarity_score: 0.68420
job_seeker: avyfain; similarity_score: 0.68062
job_seeker: sidmitra; similarity_score: 0.68062
job_seeker: hasbelkader; similarity_score: 0.67707
job_seeker: Hario; similarity_score: 0.67707
job_seeker: dizzystar; similarity_score: 0.67356
job_seeker: chrispecoraro; similarity_score: 0.67356
job_seeker: erszcz; similarity_score: 0.67009
job_seeker: osenar; similarity_score: 0.67009
job_seeker: lygi; similarity_score: 0.66326
job_seeker: emilis_info; similarity_score: 0.66325
job_seeker: ameen; similarity_score: 0.66325
job_seeker: jorgeisraelp; similarity_score: 0.65989
job_seeker: davisr; similarity_score: 0.65988
job_seeker: Daves; similarity_score: 0.64999
job_seeker: jrm2k6; similarity_score: 0.64039
job_seeker: daleco; similarity_score: 0.64038
job_seeker: tylermac1; similarity_score: 0.63725
job_seeker: randallsquared; similarity_score: 0.63724
job_seeker: hugovie; similarity_score: 0.63105
job_seeker: tarwatirno; similarity_score: 0.62801
job_seeker: hiddentao; similarity_score: 0.62801
job_seeker: kristallizer1; similarity_score: 0.62499
job_seeker: giancarlostoro; similarity_score: 0.61904
job_seeker: rabc; similarity_score: 0.60464
job_seeker: 147; similarity_score: 0.60185
job_seeker: abathur; similarity_score: 0.59907
job_seeker: edgyswingset; similarity_score: 0.58295
job_seeker: hireme01; similarity_score: 0.58034
job_seeker: seekinghire14; similarity_score: 0.57521
job_seeker: seansmccullough; similarity_score: 0.55318
job_seeker: vdaniuk; similarity_score: 0.55318
job_seeker: rhexs; similarity_score: 0.53941
job_seeker: wyclif; similarity_score: 0.53497
job_seeker: th1agofm; similarity_score: 0.52630
job_seeker: addisonj; similarity_score: 0.50980
job_seeker: jbcrail; similarity_score: 0.50780
job_seeker: dmunoz; similarity_score: 0.48326
job_seeker: laughfactory; similarity_score: 0.47618
job_seeker: doorty; similarity_score: 0.46427
job_seeker: thegrif; similarity_score: 0.46262
job_seeker: astangl; similarity_score: 0.45774
job_seeker: pookieinc; similarity_score: 0.43623
