job_seeker: trumbitta2; similarity_score: 0.98717
job_seeker: stevesunderland; similarity_score: 0.57462
job_seeker: prmobiledev; similarity_score: 0.57462
job_seeker: nirajd; similarity_score: 0.57461
job_seeker: nialo; similarity_score: 0.57036
job_seeker: Blackthorn; similarity_score: 0.57036
job_seeker: howard941; similarity_score: 0.56617
job_seeker: WasimBhai; similarity_score: 0.56617
job_seeker: hasbelkader; similarity_score: 0.55395
job_seeker: erszcz; similarity_score: 0.54999
job_seeker: fabulist; similarity_score: 0.54609
job_seeker: emilis_info; similarity_score: 0.54609
job_seeker: avyfain; similarity_score: 0.54225
job_seeker: domador; similarity_score: 0.54224
job_seeker: mailshanx; similarity_score: 0.53845
job_seeker: chrispecoraro; similarity_score: 0.53845
job_seeker: jorgeisraelp; similarity_score: 0.53471
job_seeker: jj57347; similarity_score: 0.53471
job_seeker: dizzystar; similarity_score: 0.53471
job_seeker: sidmitra; similarity_score: 0.53102
job_seeker: ameen; similarity_score: 0.52380
job_seeker: Daves; similarity_score: 0.51677
job_seeker: osenar; similarity_score: 0.51332
job_seeker: lygi; similarity_score: 0.51332
job_seeker: Hario; similarity_score: 0.50993
job_seeker: davisr; similarity_score: 0.50656
job_seeker: daleco; similarity_score: 0.50326
job_seeker: randallsquared; similarity_score: 0.49044
job_seeker: tylermac1; similarity_score: 0.49044
job_seeker: hiddentao; similarity_score: 0.49043
job_seeker: giancarlostoro; similarity_score: 0.48733
job_seeker: tarwatirno; similarity_score: 0.48124
job_seeker: kristallizer1; similarity_score: 0.48124
job_seeker: jrm2k6; similarity_score: 0.48124
job_seeker: hugovie; similarity_score: 0.46384
job_seeker: edgyswingset; similarity_score: 0.45293
job_seeker: rabc; similarity_score: 0.45029
job_seeker: abathur; similarity_score: 0.44252
job_seeker: 147; similarity_score: 0.44252
job_seeker: hireme01; similarity_score: 0.43999
job_seeker: seekinghire14; similarity_score: 0.43257
job_seeker: vdaniuk; similarity_score: 0.40740
job_seeker: seansmccullough; similarity_score: 0.40313
job_seeker: rhexs; similarity_score: 0.39690
job_seeker: wyclif; similarity_score: 0.39085
job_seeker: th1agofm; similarity_score: 0.38499
job_seeker: addisonj; similarity_score: 0.35980
job_seeker: jbcrail; similarity_score: 0.35813
job_seeker: dmunoz; similarity_score: 0.34683
job_seeker: laughfactory; similarity_score: 0.34529
job_seeker: doorty; similarity_score: 0.32352
job_seeker: thegrif; similarity_score: 0.32082
job_seeker: astangl; similarity_score: 0.31556
job_seeker: pookieinc; similarity_score: 0.30554
