job_seeker: FiddlerClamp; similarity_score: 0.96794
job_seeker: yoav; similarity_score: 0.84593
job_seeker: richardhoward; similarity_score: 0.84593
job_seeker: avyfain; similarity_score: 0.84592
job_seeker: kirpekar; similarity_score: 0.84357
job_seeker: RickS; similarity_score: 0.84356
job_seeker: TheDom; similarity_score: 0.84356
job_seeker: joyofdata; similarity_score: 0.84121
job_seeker: valarauca1; similarity_score: 0.83888
job_seeker: majodev; similarity_score: 0.83888
job_seeker: sidmitra; similarity_score: 0.83656
job_seeker: chrispecoraro; similarity_score: 0.83656
job_seeker: siscia; similarity_score: 0.83425
job_seeker: osenar; similarity_score: 0.83194
job_seeker: mike-cardwell; similarity_score: 0.83194
job_seeker: AlexNeoNomad; similarity_score: 0.82288
job_seeker: throwaway83; similarity_score: 0.82288
job_seeker: HamboneWilson; similarity_score: 0.82065
job_seeker: eximius; similarity_score: 0.82065
job_seeker: madprops; similarity_score: 0.81842
job_seeker: jrm2k6; similarity_score: 0.81621
job_seeker: acharnou; similarity_score: 0.81621
job_seeker: jamesbrewer; similarity_score: 0.81182
job_seeker: howard941; similarity_score: 0.80964
job_seeker: ryankevans; similarity_score: 0.80318
job_seeker: saiko-chriskun; similarity_score: 0.79894
job_seeker: orteipid; similarity_score: 0.78238
job_seeker: lechuckcaptain; similarity_score: 0.76455
job_seeker: Hario; similarity_score: 0.75688
job_seeker: KTamasEnty; similarity_score: 0.74567
job_seeker: wyclif; similarity_score: 0.73657
job_seeker: tehwalrus; similarity_score: 0.72946
job_seeker: astangl; similarity_score: 0.70396
job_seeker: frazer; similarity_score: 0.69584
job_seeker: chrisbennet; similarity_score: 0.68479
job_seeker: batbomb; similarity_score: 0.66082
