job_seeker: EddyShure; similarity_score: 0.99718
job_seeker: athesyn; similarity_score: 0.88528
job_seeker: Danieru; similarity_score: 0.88307
job_seeker: dizzystar; similarity_score: 0.88088
job_seeker: avyfain; similarity_score: 0.87871
job_seeker: mailshanx; similarity_score: 0.87870
job_seeker: jayhuang; similarity_score: 0.87870
job_seeker: Hario; similarity_score: 0.87653
job_seeker: stevesunderland; similarity_score: 0.87437
job_seeker: chrispecoraro; similarity_score: 0.87223
job_seeker: osenar; similarity_score: 0.87223
job_seeker: jorgeisraelp; similarity_score: 0.87223
job_seeker: erszcz; similarity_score: 0.87222
job_seeker: howard941; similarity_score: 0.87009
job_seeker: kristallizer1; similarity_score: 0.86796
job_seeker: davisr; similarity_score: 0.86585
job_seeker: hasbelkader; similarity_score: 0.86585
job_seeker: Daves; similarity_score: 0.86164
job_seeker: jj57347; similarity_score: 0.86164
job_seeker: emilis_info; similarity_score: 0.85748
job_seeker: lygi; similarity_score: 0.85748
job_seeker: ameen; similarity_score: 0.85748
job_seeker: tylermac1; similarity_score: 0.85541
job_seeker: giancarlostoro; similarity_score: 0.85336
job_seeker: hiddentao; similarity_score: 0.85336
job_seeker: jrm2k6; similarity_score: 0.85335
job_seeker: sidmitra; similarity_score: 0.85131
job_seeker: hugovie; similarity_score: 0.85131
job_seeker: randallsquared; similarity_score: 0.84725
job_seeker: 147; similarity_score: 0.84725
job_seeker: daleco; similarity_score: 0.84523
job_seeker: tarwatirno; similarity_score: 0.84522
job_seeker: rabc; similarity_score: 0.83923
job_seeker: seekinghire14; similarity_score: 0.83725
job_seeker: abathur; similarity_score: 0.82558
job_seeker: edgyswingset; similarity_score: 0.81986
job_seeker: hireme01; similarity_score: 0.81421
job_seeker: wyclif; similarity_score: 0.80498
job_seeker: seansmccullough; similarity_score: 0.80498
job_seeker: vdaniuk; similarity_score: 0.80134
job_seeker: rhexs; similarity_score: 0.80134
job_seeker: th1agofm; similarity_score: 0.79954
job_seeker: addisonj; similarity_score: 0.78021
job_seeker: dmunoz; similarity_score: 0.76507
job_seeker: jbcrail; similarity_score: 0.75211
job_seeker: laughfactory; similarity_score: 0.74422
job_seeker: thegrif; similarity_score: 0.73498
job_seeker: astangl; similarity_score: 0.73346
job_seeker: doorty; similarity_score: 0.72894
job_seeker: pookieinc; similarity_score: 0.71285
