job_seeker: EddyShure; similarity_score: 0.98947
job_seeker: andrewmatte; similarity_score: 0.73436
job_seeker: mickt; similarity_score: 0.72868
job_seeker: zero-g; similarity_score: 0.72868
job_seeker: dsposito; similarity_score: 0.72867
job_seeker: Widow; similarity_score: 0.72867
job_seeker: chrisbrueck; similarity_score: 0.72867
job_seeker: hiby007; similarity_score: 0.72307
job_seeker: gierach; similarity_score: 0.72306
job_seeker: jecjec; similarity_score: 0.71212
job_seeker: dmaffett; similarity_score: 0.71211
job_seeker: mdturnerphys; similarity_score: 0.71211
job_seeker: yangchi; similarity_score: 0.70676
job_seeker: yen223; similarity_score: 0.70148
job_seeker: jayrobin; similarity_score: 0.69629
job_seeker: lordsheepy; similarity_score: 0.69117
job_seeker: BrofessorWolf; similarity_score: 0.69117
job_seeker: arenaninja; similarity_score: 0.68613
job_seeker: J_Darnley; similarity_score: 0.68612
job_seeker: keraj; similarity_score: 0.68612
job_seeker: BenderV; similarity_score: 0.68612
job_seeker: asherdavidson; similarity_score: 0.68115
job_seeker: chroman; similarity_score: 0.67142
job_seeker: agilebyte; similarity_score: 0.66666
job_seeker: ankeshanand; similarity_score: 0.65734
job_seeker: qute; similarity_score: 0.65733
job_seeker: brickmort; similarity_score: 0.65733
job_seeker: WasimBhai; similarity_score: 0.65277
job_seeker: Danieru; similarity_score: 0.64826
job_seeker: nialo; similarity_score: 0.64826
job_seeker: AndroidJedi; similarity_score: 0.64383
job_seeker: codez; similarity_score: 0.64382
job_seeker: Blackthorn; similarity_score: 0.63945
job_seeker: nirajd; similarity_score: 0.63945
job_seeker: neilk; similarity_score: 0.63945
job_seeker: athesyn; similarity_score: 0.63512
job_seeker: eshaham; similarity_score: 0.63087
job_seeker: jayhuang; similarity_score: 0.63086
job_seeker: prmobiledev; similarity_score: 0.63086
job_seeker: howard941; similarity_score: 0.62666
job_seeker: stevesunderland; similarity_score: 0.62665
job_seeker: synesso; similarity_score: 0.62665
job_seeker: fabulist; similarity_score: 0.62251
job_seeker: hasbelkader; similarity_score: 0.61437
job_seeker: erszcz; similarity_score: 0.61437
job_seeker: avyfain; similarity_score: 0.61038
job_seeker: mailshanx; similarity_score: 0.61038
job_seeker: dizzystar; similarity_score: 0.60255
job_seeker: chrispecoraro; similarity_score: 0.59493
job_seeker: emilis_info; similarity_score: 0.59119
job_seeker: Hario; similarity_score: 0.59118
job_seeker: domador; similarity_score: 0.59118
job_seeker: jorgeisraelp; similarity_score: 0.58384
job_seeker: sidmitra; similarity_score: 0.58384
job_seeker: osenar; similarity_score: 0.58384
job_seeker: jj57347; similarity_score: 0.57316
job_seeker: daleco; similarity_score: 0.57316
job_seeker: davisr; similarity_score: 0.56626
job_seeker: ameen; similarity_score: 0.56625
job_seeker: Daves; similarity_score: 0.56625
job_seeker: tylermac1; similarity_score: 0.55951
job_seeker: jrm2k6; similarity_score: 0.55620
job_seeker: tarwatirno; similarity_score: 0.55293
job_seeker: giancarlostoro; similarity_score: 0.55293
job_seeker: lygi; similarity_score: 0.54970
job_seeker: kristallizer1; similarity_score: 0.54970
job_seeker: randallsquared; similarity_score: 0.54650
job_seeker: hiddentao; similarity_score: 0.54650
job_seeker: rabc; similarity_score: 0.53106
job_seeker: hugovie; similarity_score: 0.52222
job_seeker: abathur; similarity_score: 0.51365
job_seeker: edgyswingset; similarity_score: 0.50810
job_seeker: 147; similarity_score: 0.50810
job_seeker: hireme01; similarity_score: 0.48704
job_seeker: seekinghire14; similarity_score: 0.47958
job_seeker: vdaniuk; similarity_score: 0.47236
job_seeker: seansmccullough; similarity_score: 0.46304
job_seeker: rhexs; similarity_score: 0.45410
job_seeker: wyclif; similarity_score: 0.44130
job_seeker: th1agofm; similarity_score: 0.43517
job_seeker: jbcrail; similarity_score: 0.41776
job_seeker: addisonj; similarity_score: 0.41408
job_seeker: dmunoz; similarity_score: 0.40691
job_seeker: laughfactory; similarity_score: 0.40170
job_seeker: doorty; similarity_score: 0.37750
job_seeker: thegrif; similarity_score: 0.37449
job_seeker: astangl; similarity_score: 0.36575
job_seeker: pookieinc; similarity_score: 0.35740
