job_seeker: trumbitta2; similarity_score: 0.99158
job_seeker: abathur; similarity_score: 0.56730
job_seeker: edgyswingset; similarity_score: 0.56458
job_seeker: seekinghire14; similarity_score: 0.55140
job_seeker: hireme01; similarity_score: 0.54883
job_seeker: vdaniuk; similarity_score: 0.53152
job_seeker: seansmccullough; similarity_score: 0.51982
job_seeker: rhexs; similarity_score: 0.51527
job_seeker: th1agofm; similarity_score: 0.51081
job_seeker: wyclif; similarity_score: 0.50427
job_seeker: addisonj; similarity_score: 0.49166
job_seeker: jbcrail; similarity_score: 0.47772
job_seeker: dmunoz; similarity_score: 0.46825
job_seeker: laughfactory; similarity_score: 0.45914
job_seeker: thegrif; similarity_score: 0.44029
job_seeker: doorty; similarity_score: 0.43865
job_seeker: astangl; similarity_score: 0.42599
job_seeker: pookieinc; similarity_score: 0.41548
