job_seeker: EddyShure; similarity_score: 0.98147
job_seeker: tarwatirno; similarity_score: 0.38685
job_seeker: tylermac1; similarity_score: 0.38685
job_seeker: davisr; similarity_score: 0.38685
job_seeker: lygi; similarity_score: 0.38685
job_seeker: hiddentao; similarity_score: 0.38128
job_seeker: jrm2k6; similarity_score: 0.37856
job_seeker: kristallizer1; similarity_score: 0.36805
job_seeker: rabc; similarity_score: 0.35810
job_seeker: hugovie; similarity_score: 0.35809
job_seeker: abathur; similarity_score: 0.35099
job_seeker: hireme01; similarity_score: 0.34193
job_seeker: 147; similarity_score: 0.33974
job_seeker: edgyswingset; similarity_score: 0.33757
job_seeker: seekinghire14; similarity_score: 0.32716
job_seeker: vdaniuk; similarity_score: 0.31360
job_seeker: seansmccullough; similarity_score: 0.31175
job_seeker: rhexs; similarity_score: 0.29775
job_seeker: th1agofm; similarity_score: 0.29281
job_seeker: wyclif; similarity_score: 0.28803
job_seeker: jbcrail; similarity_score: 0.27604
job_seeker: addisonj; similarity_score: 0.26902
job_seeker: dmunoz; similarity_score: 0.26107
job_seeker: laughfactory; similarity_score: 0.25979
job_seeker: doorty; similarity_score: 0.24766
job_seeker: thegrif; similarity_score: 0.24423
job_seeker: astangl; similarity_score: 0.23347
job_seeker: pookieinc; similarity_score: 0.22552
