job_seeker: EddyShure; similarity_score: 0.98888
job_seeker: qute; similarity_score: 0.64028
job_seeker: nirajd; similarity_score: 0.63571
job_seeker: codez; similarity_score: 0.63571
job_seeker: Danieru; similarity_score: 0.63571
job_seeker: jayhuang; similarity_score: 0.63571
job_seeker: brickmort; similarity_score: 0.63570
job_seeker: nialo; similarity_score: 0.63120
job_seeker: athesyn; similarity_score: 0.63120
job_seeker: AndroidJedi; similarity_score: 0.62675
job_seeker: eshaham; similarity_score: 0.62675
job_seeker: ankeshanand; similarity_score: 0.62236
job_seeker: synesso; similarity_score: 0.61805
job_seeker: neilk; similarity_score: 0.61805
job_seeker: Blackthorn; similarity_score: 0.61804
job_seeker: WasimBhai; similarity_score: 0.61378
job_seeker: stevesunderland; similarity_score: 0.60958
job_seeker: prmobiledev; similarity_score: 0.60958
job_seeker: howard941; similarity_score: 0.60134
job_seeker: hasbelkader; similarity_score: 0.59333
job_seeker: domador; similarity_score: 0.59333
job_seeker: erszcz; similarity_score: 0.59332
job_seeker: avyfain; similarity_score: 0.58551
job_seeker: fabulist; similarity_score: 0.58169
job_seeker: emilis_info; similarity_score: 0.57791
job_seeker: chrispecoraro; similarity_score: 0.57419
job_seeker: dizzystar; similarity_score: 0.57418
job_seeker: sidmitra; similarity_score: 0.57418
job_seeker: jj57347; similarity_score: 0.57050
job_seeker: mailshanx; similarity_score: 0.57050
job_seeker: jorgeisraelp; similarity_score: 0.57050
job_seeker: osenar; similarity_score: 0.57050
job_seeker: Hario; similarity_score: 0.56687
job_seeker: ameen; similarity_score: 0.56687
job_seeker: kristallizer1; similarity_score: 0.55974
job_seeker: daleco; similarity_score: 0.55279
job_seeker: Daves; similarity_score: 0.55278
job_seeker: davisr; similarity_score: 0.54267
job_seeker: lygi; similarity_score: 0.54267
job_seeker: tylermac1; similarity_score: 0.53614
job_seeker: giancarlostoro; similarity_score: 0.53613
job_seeker: jrm2k6; similarity_score: 0.53292
job_seeker: hiddentao; similarity_score: 0.52975
job_seeker: randallsquared; similarity_score: 0.52352
job_seeker: tarwatirno; similarity_score: 0.52045
job_seeker: rabc; similarity_score: 0.50857
job_seeker: hugovie; similarity_score: 0.50567
job_seeker: edgyswingset; similarity_score: 0.49170
job_seeker: abathur; similarity_score: 0.49170
job_seeker: 147; similarity_score: 0.48901
job_seeker: seekinghire14; similarity_score: 0.48107
job_seeker: hireme01; similarity_score: 0.47089
job_seeker: vdaniuk; similarity_score: 0.45177
job_seeker: seansmccullough; similarity_score: 0.44948
job_seeker: rhexs; similarity_score: 0.44499
job_seeker: th1agofm; similarity_score: 0.42380
job_seeker: wyclif; similarity_score: 0.42179
job_seeker: jbcrail; similarity_score: 0.40824
job_seeker: addisonj; similarity_score: 0.40639
job_seeker: dmunoz; similarity_score: 0.38864
job_seeker: laughfactory; similarity_score: 0.38033
job_seeker: doorty; similarity_score: 0.36928
job_seeker: thegrif; similarity_score: 0.35886
job_seeker: astangl; similarity_score: 0.35317
job_seeker: pookieinc; similarity_score: 0.34765
