job_seeker: hannes2000; similarity_score: 0.93589
job_seeker: valarauca1; similarity_score: 0.67906
job_seeker: acharnou; similarity_score: 0.67906
job_seeker: jrm2k6; similarity_score: 0.67591
job_seeker: HamboneWilson; similarity_score: 0.67280
job_seeker: eximius; similarity_score: 0.66363
job_seeker: howard941; similarity_score: 0.66362
job_seeker: throwaway83; similarity_score: 0.65470
job_seeker: jamesbrewer; similarity_score: 0.64316
job_seeker: madprops; similarity_score: 0.64316
job_seeker: saiko-chriskun; similarity_score: 0.63202
job_seeker: ryankevans; similarity_score: 0.60330
job_seeker: Hario; similarity_score: 0.60329
job_seeker: orteipid; similarity_score: 0.59349
job_seeker: lechuckcaptain; similarity_score: 0.57706
job_seeker: wyclif; similarity_score: 0.54887
job_seeker: KTamasEnty; similarity_score: 0.54680
job_seeker: tehwalrus; similarity_score: 0.52329
job_seeker: frazer; similarity_score: 0.51048
job_seeker: chrisbennet; similarity_score: 0.48666
job_seeker: astangl; similarity_score: 0.48343
job_seeker: batbomb; similarity_score: 0.44647
