job_seeker: EddyShure; similarity_score: 0.99470
job_seeker: seekinghire14; similarity_score: 0.67382
job_seeker: seansmccullough; similarity_score: 0.65504
job_seeker: vdaniuk; similarity_score: 0.65051
job_seeker: rhexs; similarity_score: 0.64382
job_seeker: wyclif; similarity_score: 0.63512
job_seeker: th1agofm; similarity_score: 0.62250
job_seeker: addisonj; similarity_score: 0.60841
job_seeker: jbcrail; similarity_score: 0.59305
job_seeker: dmunoz; similarity_score: 0.58749
job_seeker: laughfactory; similarity_score: 0.57668
job_seeker: doorty; similarity_score: 0.56286
job_seeker: thegrif; similarity_score: 0.55951
job_seeker: astangl; similarity_score: 0.54334
job_seeker: pookieinc; similarity_score: 0.53867
