job_seeker: trumbitta2; similarity_score: 0.88888
job_seeker: athesyn; similarity_score: 0.11111
job_seeker: WasimBhai; similarity_score: 0.10958
job_seeker: Blackthorn; similarity_score: 0.10958
job_seeker: neilk; similarity_score: 0.10810
job_seeker: nirajd; similarity_score: 0.10810
job_seeker: prmobiledev; similarity_score: 0.10809
job_seeker: howard941; similarity_score: 0.10666
job_seeker: synesso; similarity_score: 0.10666
job_seeker: nialo; similarity_score: 0.10389
job_seeker: emilis_info; similarity_score: 0.10255
job_seeker: erszcz; similarity_score: 0.09999
job_seeker: domador; similarity_score: 0.09999
job_seeker: chrispecoraro; similarity_score: 0.09755
job_seeker: hasbelkader; similarity_score: 0.09755
job_seeker: dizzystar; similarity_score: 0.09638
job_seeker: avyfain; similarity_score: 0.09523
job_seeker: sidmitra; similarity_score: 0.09523
job_seeker: fabulist; similarity_score: 0.09411
job_seeker: jorgeisraelp; similarity_score: 0.09302
job_seeker: mailshanx; similarity_score: 0.09301
job_seeker: jj57347; similarity_score: 0.09301
job_seeker: osenar; similarity_score: 0.09090
job_seeker: ameen; similarity_score: 0.08987
job_seeker: Daves; similarity_score: 0.08888
job_seeker: Hario; similarity_score: 0.08694
job_seeker: daleco; similarity_score: 0.08510
job_seeker: davisr; similarity_score: 0.08246
job_seeker: tylermac1; similarity_score: 0.08162
job_seeker: hiddentao; similarity_score: 0.08162
job_seeker: lygi; similarity_score: 0.08080
job_seeker: giancarlostoro; similarity_score: 0.08080
job_seeker: jrm2k6; similarity_score: 0.07920
job_seeker: randallsquared; similarity_score: 0.07920
job_seeker: tarwatirno; similarity_score: 0.07920
job_seeker: kristallizer1; similarity_score: 0.07406
job_seeker: hugovie; similarity_score: 0.07206
job_seeker: rabc; similarity_score: 0.07142
job_seeker: abathur; similarity_score: 0.07016
job_seeker: hireme01; similarity_score: 0.06779
job_seeker: edgyswingset; similarity_score: 0.06665
job_seeker: 147; similarity_score: 0.06450
job_seeker: seekinghire14; similarity_score: 0.06349
job_seeker: vdaniuk; similarity_score: 0.06014
job_seeker: seansmccullough; similarity_score: 0.05881
job_seeker: rhexs; similarity_score: 0.05713
job_seeker: th1agofm; similarity_score: 0.05369
job_seeker: wyclif; similarity_score: 0.05332
job_seeker: jbcrail; similarity_score: 0.05194
job_seeker: addisonj; similarity_score: 0.04877
job_seeker: dmunoz; similarity_score: 0.04761
job_seeker: laughfactory; similarity_score: 0.04705
job_seeker: doorty; similarity_score: 0.04469
job_seeker: thegrif; similarity_score: 0.04323
job_seeker: astangl; similarity_score: 0.04144
job_seeker: pookieinc; similarity_score: 0.04040
