job_seeker: trumbitta2; similarity_score: 0.99073
job_seeker: avyfain; similarity_score: 0.64070
job_seeker: howard941; similarity_score: 0.63690
job_seeker: hasbelkader; similarity_score: 0.63312
job_seeker: emilis_info; similarity_score: 0.63312
job_seeker: mailshanx; similarity_score: 0.62941
job_seeker: chrispecoraro; similarity_score: 0.62209
job_seeker: sidmitra; similarity_score: 0.62208
job_seeker: dizzystar; similarity_score: 0.61849
job_seeker: osenar; similarity_score: 0.61849
job_seeker: jj57347; similarity_score: 0.61848
job_seeker: erszcz; similarity_score: 0.61494
job_seeker: fabulist; similarity_score: 0.61493
job_seeker: jorgeisraelp; similarity_score: 0.61142
job_seeker: ameen; similarity_score: 0.60794
job_seeker: daleco; similarity_score: 0.60451
job_seeker: Daves; similarity_score: 0.60451
job_seeker: Hario; similarity_score: 0.59775
job_seeker: hiddentao; similarity_score: 0.59444
job_seeker: tylermac1; similarity_score: 0.58791
job_seeker: davisr; similarity_score: 0.58151
job_seeker: giancarlostoro; similarity_score: 0.57837
job_seeker: lygi; similarity_score: 0.57526
job_seeker: jrm2k6; similarity_score: 0.57526
job_seeker: tarwatirno; similarity_score: 0.57218
job_seeker: randallsquared; similarity_score: 0.56315
job_seeker: kristallizer1; similarity_score: 0.56020
job_seeker: rabc; similarity_score: 0.55154
job_seeker: hugovie; similarity_score: 0.55154
job_seeker: hireme01; similarity_score: 0.53233
job_seeker: abathur; similarity_score: 0.52708
job_seeker: 147; similarity_score: 0.52194
job_seeker: seekinghire14; similarity_score: 0.51941
job_seeker: edgyswingset; similarity_score: 0.51940
job_seeker: vdaniuk; similarity_score: 0.49536
job_seeker: seansmccullough; similarity_score: 0.49081
job_seeker: rhexs; similarity_score: 0.47555
job_seeker: th1agofm; similarity_score: 0.47136
job_seeker: wyclif; similarity_score: 0.46119
job_seeker: addisonj; similarity_score: 0.45338
job_seeker: jbcrail; similarity_score: 0.44582
job_seeker: dmunoz; similarity_score: 0.42459
job_seeker: laughfactory; similarity_score: 0.41959
job_seeker: doorty; similarity_score: 0.40684
job_seeker: thegrif; similarity_score: 0.40377
job_seeker: astangl; similarity_score: 0.39050
job_seeker: pookieinc; similarity_score: 0.37942
