job_seeker: EddyShure; similarity_score: 0.98436
job_seeker: ankeshanand; similarity_score: 0.55262
job_seeker: AndroidJedi; similarity_score: 0.55262
job_seeker: brickmort; similarity_score: 0.55262
job_seeker: jayhuang; similarity_score: 0.54782
job_seeker: qute; similarity_score: 0.54781
job_seeker: stevesunderland; similarity_score: 0.53845
job_seeker: nirajd; similarity_score: 0.53389
job_seeker: codez; similarity_score: 0.53389
job_seeker: eshaham; similarity_score: 0.53388
job_seeker: Blackthorn; similarity_score: 0.52941
job_seeker: athesyn; similarity_score: 0.52940
job_seeker: Danieru; similarity_score: 0.52940
job_seeker: prmobiledev; similarity_score: 0.52499
job_seeker: nialo; similarity_score: 0.52065
job_seeker: WasimBhai; similarity_score: 0.52065
job_seeker: synesso; similarity_score: 0.52065
job_seeker: neilk; similarity_score: 0.51639
job_seeker: howard941; similarity_score: 0.51219
job_seeker: hasbelkader; similarity_score: 0.49218
job_seeker: emilis_info; similarity_score: 0.49218
job_seeker: erszcz; similarity_score: 0.49217
job_seeker: domador; similarity_score: 0.48837
job_seeker: fabulist; similarity_score: 0.48460
job_seeker: chrispecoraro; similarity_score: 0.48460
job_seeker: sidmitra; similarity_score: 0.47727
job_seeker: dizzystar; similarity_score: 0.47726
job_seeker: avyfain; similarity_score: 0.47726
job_seeker: jj57347; similarity_score: 0.47368
job_seeker: mailshanx; similarity_score: 0.47368
job_seeker: jorgeisraelp; similarity_score: 0.47014
job_seeker: osenar; similarity_score: 0.46666
job_seeker: Hario; similarity_score: 0.46666
job_seeker: daleco; similarity_score: 0.45985
job_seeker: Daves; similarity_score: 0.45984
job_seeker: ameen; similarity_score: 0.45984
job_seeker: tylermac1; similarity_score: 0.44680
job_seeker: lygi; similarity_score: 0.44366
job_seeker: davisr; similarity_score: 0.44055
job_seeker: giancarlostoro; similarity_score: 0.43749
job_seeker: randallsquared; similarity_score: 0.43448
job_seeker: jrm2k6; similarity_score: 0.43447
job_seeker: hiddentao; similarity_score: 0.43447
job_seeker: tarwatirno; similarity_score: 0.42857
job_seeker: kristallizer1; similarity_score: 0.41721
job_seeker: rabc; similarity_score: 0.41720
job_seeker: hugovie; similarity_score: 0.40126
job_seeker: abathur; similarity_score: 0.39873
job_seeker: edgyswingset; similarity_score: 0.38888
job_seeker: hireme01; similarity_score: 0.38181
job_seeker: 147; similarity_score: 0.37951
job_seeker: seekinghire14; similarity_score: 0.37723
job_seeker: vdaniuk; similarity_score: 0.35392
job_seeker: seansmccullough; similarity_score: 0.35392
job_seeker: rhexs; similarity_score: 0.34614
job_seeker: wyclif; similarity_score: 0.32811
job_seeker: th1agofm; similarity_score: 0.32811
job_seeker: jbcrail; similarity_score: 0.31979
job_seeker: addisonj; similarity_score: 0.30582
job_seeker: dmunoz; similarity_score: 0.30287
job_seeker: laughfactory; similarity_score: 0.29165
job_seeker: doorty; similarity_score: 0.28635
job_seeker: thegrif; similarity_score: 0.27630
job_seeker: astangl; similarity_score: 0.27038
job_seeker: pookieinc; similarity_score: 0.26469
