hiring_manager: vseloved; similarity_score: 0.95651
hiring_manager: kdavari; similarity_score: 0.34374
hiring_manager: ben336; similarity_score: 0.34374
hiring_manager: geori; similarity_score: 0.34108
hiring_manager: jsnook; similarity_score: 0.33845
hiring_manager: StefanBill; similarity_score: 0.33587
hiring_manager: pallinder; similarity_score: 0.33586
hiring_manager: trentellingsen; similarity_score: 0.33332
hiring_manager: Renat; similarity_score: 0.33332
hiring_manager: erichurkman; similarity_score: 0.33081
hiring_manager: calpaterson; similarity_score: 0.32835
hiring_manager: tylersakats; similarity_score: 0.32835
hiring_manager: RaizlabsTalent; similarity_score: 0.32592
hiring_manager: machinezone; similarity_score: 0.32592
hiring_manager: madjack74; similarity_score: 0.32352
hiring_manager: ebildsten; similarity_score: 0.32352
hiring_manager: marybheine; similarity_score: 0.32116
hiring_manager: samirez; similarity_score: 0.32115
hiring_manager: bacheson1293; similarity_score: 0.31883
hiring_manager: rememberlenny; similarity_score: 0.31653
hiring_manager: davidknezevic; similarity_score: 0.31428
hiring_manager: SendGrid; similarity_score: 0.31428
hiring_manager: zacharypinter; similarity_score: 0.31427
hiring_manager: bladedawg; similarity_score: 0.31205
hiring_manager: egillie; similarity_score: 0.31205
hiring_manager: PhantomPhreak; similarity_score: 0.31204
hiring_manager: gshx; similarity_score: 0.30985
hiring_manager: THSK; similarity_score: 0.30768
hiring_manager: jonhearty; similarity_score: 0.30555
hiring_manager: ssk2; similarity_score: 0.30555
hiring_manager: BornInTheUSSR; similarity_score: 0.30554
hiring_manager: raxnet; similarity_score: 0.30344
hiring_manager: tyoung; similarity_score: 0.30344
hiring_manager: chrisconley; similarity_score: 0.30136
hiring_manager: mac14; similarity_score: 0.29931
hiring_manager: agazso; similarity_score: 0.29931
hiring_manager: pashabitz; similarity_score: 0.29729
hiring_manager: asolove; similarity_score: 0.29729
hiring_manager: sam; similarity_score: 0.29729
hiring_manager: gsiener; similarity_score: 0.29728
hiring_manager: escherize; similarity_score: 0.29530
hiring_manager: meaydinli; similarity_score: 0.29529
hiring_manager: Theranos; similarity_score: 0.29333
hiring_manager: rskinner; similarity_score: 0.29332
hiring_manager: malyk; similarity_score: 0.29138
hiring_manager: TEVO_throwaway; similarity_score: 0.29138
hiring_manager: knowtheory; similarity_score: 0.28758
hiring_manager: mariusz331; similarity_score: 0.28758
hiring_manager: swilson7; similarity_score: 0.28757
hiring_manager: FreshPuzzles; similarity_score: 0.28757
hiring_manager: DenisM; similarity_score: 0.28570
hiring_manager: doctoboggan; similarity_score: 0.28570
hiring_manager: cj; similarity_score: 0.28570
hiring_manager: temuze; similarity_score: 0.28386
hiring_manager: evaneykelen; similarity_score: 0.28204
hiring_manager: hywel; similarity_score: 0.28204
hiring_manager: sinak; similarity_score: 0.28204
hiring_manager: jdawe; similarity_score: 0.28204
hiring_manager: olivercameron; similarity_score: 0.28025
hiring_manager: kevinschumacher; similarity_score: 0.28025
hiring_manager: jtoberon; similarity_score: 0.28025
hiring_manager: squirrel; similarity_score: 0.28024
hiring_manager: masylum; similarity_score: 0.27847
hiring_manager: jluan; similarity_score: 0.27672
hiring_manager: mdu; similarity_score: 0.27672
hiring_manager: Peroni; similarity_score: 0.27499
hiring_manager: purephase; similarity_score: 0.27499
hiring_manager: Jobsatgraze; similarity_score: 0.27499
hiring_manager: mandoescamilla; similarity_score: 0.27499
hiring_manager: lrc1717; similarity_score: 0.27499
hiring_manager: jamieiles; similarity_score: 0.27328
hiring_manager: vinceguidry; similarity_score: 0.27328
hiring_manager: wbobeirne; similarity_score: 0.27328
hiring_manager: sv123; similarity_score: 0.27328
hiring_manager: alexose; similarity_score: 0.27160
hiring_manager: yjkogan; similarity_score: 0.27160
hiring_manager: nilsbunger; similarity_score: 0.27159
hiring_manager: martian; similarity_score: 0.26993
hiring_manager: twymer; similarity_score: 0.26993
hiring_manager: alain_gilbert; similarity_score: 0.26829
hiring_manager: olegp; similarity_score: 0.26828
hiring_manager: wdewind; similarity_score: 0.26828
hiring_manager: Sarean; similarity_score: 0.26665
hiring_manager: manoa; similarity_score: 0.26505
hiring_manager: MattfromHall; similarity_score: 0.26505
hiring_manager: grigory; similarity_score: 0.26505
hiring_manager: jeffdn; similarity_score: 0.26505
hiring_manager: zmillman; similarity_score: 0.26505
hiring_manager: adamwiggins; similarity_score: 0.26347
hiring_manager: bgriggs1; similarity_score: 0.26347
hiring_manager: luisrudge; similarity_score: 0.26346
hiring_manager: diggan; similarity_score: 0.26189
hiring_manager: jasoncrawford; similarity_score: 0.26189
hiring_manager: eugeneiiim; similarity_score: 0.26189
hiring_manager: Jeffrey903; similarity_score: 0.26189
hiring_manager: uwemaurer; similarity_score: 0.26035
hiring_manager: nschuett; similarity_score: 0.26035
hiring_manager: illscience; similarity_score: 0.26035
hiring_manager: VicinitasTech; similarity_score: 0.26035
hiring_manager: infer; similarity_score: 0.26034
hiring_manager: StackCommerce; similarity_score: 0.25882
hiring_manager: sstevens13; similarity_score: 0.25881
hiring_manager: Andrew_Metail; similarity_score: 0.25730
hiring_manager: brendan_gill; similarity_score: 0.25730
hiring_manager: hafabnew; similarity_score: 0.25433
hiring_manager: blo; similarity_score: 0.25432
hiring_manager: Jhaney34; similarity_score: 0.25432
hiring_manager: FLGMwt; similarity_score: 0.25286
hiring_manager: joshyeager; similarity_score: 0.25142
hiring_manager: thethimble; similarity_score: 0.25142
hiring_manager: dale-ssc; similarity_score: 0.25142
hiring_manager: rs; similarity_score: 0.25141
hiring_manager: DLarsen; similarity_score: 0.24999
hiring_manager: krambs; similarity_score: 0.24999
hiring_manager: button; similarity_score: 0.24999
hiring_manager: eli; similarity_score: 0.24858
hiring_manager: natgordon; similarity_score: 0.24858
hiring_manager: lipsmack; similarity_score: 0.24718
hiring_manager: wtvanhest; similarity_score: 0.24718
hiring_manager: nickbaum; similarity_score: 0.24580
hiring_manager: scalesolved; similarity_score: 0.24580
hiring_manager: carterbrutschy; similarity_score: 0.24443
hiring_manager: fasteddie; similarity_score: 0.24308
hiring_manager: kmerritt; similarity_score: 0.24308
hiring_manager: millchristian; similarity_score: 0.24308
hiring_manager: mburnett; similarity_score: 0.24175
hiring_manager: abuggia; similarity_score: 0.24175
hiring_manager: gokulkumark; similarity_score: 0.24175
hiring_manager: AndrewKemendo; similarity_score: 0.24175
hiring_manager: gsmoore; similarity_score: 0.24042
hiring_manager: wwarren; similarity_score: 0.23912
hiring_manager: antoviaque; similarity_score: 0.23912
hiring_manager: JayNeely; similarity_score: 0.23783
hiring_manager: jonbischke; similarity_score: 0.23655
hiring_manager: akhudek; similarity_score: 0.23655
hiring_manager: mikebabineau; similarity_score: 0.23655
hiring_manager: villosil; similarity_score: 0.23529
hiring_manager: d0m; similarity_score: 0.23529
hiring_manager: svec; similarity_score: 0.23529
hiring_manager: rcodesmith; similarity_score: 0.23528
hiring_manager: ig1; similarity_score: 0.23403
hiring_manager: jgadbois; similarity_score: 0.23280
hiring_manager: jakestein; similarity_score: 0.23157
hiring_manager: jedanbik; similarity_score: 0.23157
hiring_manager: Mynar; similarity_score: 0.23157
hiring_manager: frd91gt; similarity_score: 0.23157
hiring_manager: tj_dstillery; similarity_score: 0.23035
hiring_manager: gvaldes; similarity_score: 0.22916
hiring_manager: robvolk; similarity_score: 0.22797
hiring_manager: AlexWest; similarity_score: 0.22797
hiring_manager: rholdy; similarity_score: 0.22797
hiring_manager: awongh; similarity_score: 0.22797
hiring_manager: meritt; similarity_score: 0.22680
hiring_manager: EmilLondon; similarity_score: 0.22679
hiring_manager: d4mi3n; similarity_score: 0.22679
hiring_manager: summerville; similarity_score: 0.22564
hiring_manager: isojon; similarity_score: 0.22563
hiring_manager: abadmeows; similarity_score: 0.22334
hiring_manager: amitkumar01; similarity_score: 0.22334
hiring_manager: Michael_Docker; similarity_score: 0.22334
hiring_manager: JPMorganAthena; similarity_score: 0.22334
hiring_manager: fheisler; similarity_score: 0.22222
hiring_manager: samuelbrin; similarity_score: 0.22221
hiring_manager: kennon42; similarity_score: 0.22221
hiring_manager: tjicc; similarity_score: 0.22221
hiring_manager: mfontani; similarity_score: 0.22221
hiring_manager: capkutay; similarity_score: 0.21999
hiring_manager: Airphrame; similarity_score: 0.21999
hiring_manager: ashleyjohn; similarity_score: 0.21999
hiring_manager: speek; similarity_score: 0.21999
hiring_manager: JimiofEden; similarity_score: 0.21999
hiring_manager: jason_dstillery; similarity_score: 0.21890
hiring_manager: arobbins; similarity_score: 0.21890
hiring_manager: Clairesheng; similarity_score: 0.21889
hiring_manager: sparkman55; similarity_score: 0.21889
hiring_manager: devinfoley; similarity_score: 0.21889
hiring_manager: JJMalina; similarity_score: 0.21781
hiring_manager: Stealx; similarity_score: 0.21674
hiring_manager: oebs; similarity_score: 0.21674
hiring_manager: jarmitage; similarity_score: 0.21568
hiring_manager: spicyj; similarity_score: 0.21568
hiring_manager: jhdavids8; similarity_score: 0.21462
hiring_manager: ILIKEPONIES; similarity_score: 0.21462
hiring_manager: bostik; similarity_score: 0.21255
hiring_manager: royrusso; similarity_score: 0.21255
hiring_manager: gumby; similarity_score: 0.21153
hiring_manager: michaelhoffman; similarity_score: 0.21052
hiring_manager: zgm; similarity_score: 0.20951
hiring_manager: taggartbg; similarity_score: 0.20951
hiring_manager: cce_; similarity_score: 0.20951
hiring_manager: mikepk; similarity_score: 0.20853
hiring_manager: samelawrence; similarity_score: 0.20852
hiring_manager: cliftonk; similarity_score: 0.20852
hiring_manager: tripadvisor; similarity_score: 0.20754
hiring_manager: bijanv; similarity_score: 0.20754
hiring_manager: cairo140; similarity_score: 0.20656
hiring_manager: ddtruong17; similarity_score: 0.20465
hiring_manager: okhudeira; similarity_score: 0.20464
hiring_manager: ellego; similarity_score: 0.20370
hiring_manager: zaidos; similarity_score: 0.20276
hiring_manager: itsdrewmiller; similarity_score: 0.20276
hiring_manager: andrewforee; similarity_score: 0.20183
hiring_manager: bbeck; similarity_score: 0.20182
hiring_manager: sir_akshay; similarity_score: 0.20091
hiring_manager: chollida1; similarity_score: 0.19909
hiring_manager: Synergyse; similarity_score: 0.19908
hiring_manager: the_gigi; similarity_score: 0.19908
hiring_manager: mmattax; similarity_score: 0.19819
hiring_manager: tharshan09; similarity_score: 0.19818
hiring_manager: lightningstorm; similarity_score: 0.19730
hiring_manager: bradfa; similarity_score: 0.19382
hiring_manager: mightybyte; similarity_score: 0.19382
hiring_manager: JimboOmega; similarity_score: 0.19382
hiring_manager: sb_ba; similarity_score: 0.19382
hiring_manager: techwraith; similarity_score: 0.19297
hiring_manager: jerrythompson; similarity_score: 0.18883
hiring_manager: kmano8; similarity_score: 0.18883
hiring_manager: snowmaker; similarity_score: 0.18802
hiring_manager: twog; similarity_score: 0.18802
hiring_manager: azth; similarity_score: 0.18722
hiring_manager: brandicmt; similarity_score: 0.18409
hiring_manager: rchiba; similarity_score: 0.18332
hiring_manager: radex; similarity_score: 0.18256
hiring_manager: matm; similarity_score: 0.18256
hiring_manager: cwhiten; similarity_score: 0.18106
hiring_manager: calebelston; similarity_score: 0.18031
hiring_manager: scotchio; similarity_score: 0.17959
hiring_manager: meric; similarity_score: 0.17813
hiring_manager: jumby; similarity_score: 0.17812
hiring_manager: boyd; similarity_score: 0.17741
hiring_manager: andrem; similarity_score: 0.17741
hiring_manager: daryn00; similarity_score: 0.17599
hiring_manager: jsfour; similarity_score: 0.17599
hiring_manager: jyrani; similarity_score: 0.17529
hiring_manager: karlwmacmillan; similarity_score: 0.17254
hiring_manager: interurban; similarity_score: 0.17120
hiring_manager: karenkuhn; similarity_score: 0.17120
hiring_manager: a_bergie; similarity_score: 0.17119
hiring_manager: ricaurte; similarity_score: 0.16988
hiring_manager: hectorals; similarity_score: 0.16857
hiring_manager: ejdyksen; similarity_score: 0.16793
hiring_manager: Fr4ncis; similarity_score: 0.16665
hiring_manager: ssc-tech; similarity_score: 0.16665
hiring_manager: channel4; similarity_score: 0.16417
hiring_manager: conorgil145; similarity_score: 0.16416
hiring_manager: adamdingle; similarity_score: 0.16416
hiring_manager: blakeweb; similarity_score: 0.16356
hiring_manager: jdotjdot; similarity_score: 0.16236
hiring_manager: dalys; similarity_score: 0.15941
hiring_manager: jjarmoc; similarity_score: 0.15883
hiring_manager: erex78; similarity_score: 0.15492
hiring_manager: dford87; similarity_score: 0.15492
hiring_manager: ninetax; similarity_score: 0.15277
hiring_manager: chris_webster75; similarity_score: 0.15224
hiring_manager: kedargj; similarity_score: 0.15016
hiring_manager: e0m; similarity_score: 0.14965
hiring_manager: diafygi; similarity_score: 0.14472
hiring_manager: krisneuharth; similarity_score: 0.14057
hiring_manager: UnderTheRadarKS; similarity_score: 0.13967
hiring_manager: greattypo; similarity_score: 0.13879
hiring_manager: alexthornton; similarity_score: 0.13792
hiring_manager: rkpzero; similarity_score: 0.13580
hiring_manager: adambratt; similarity_score: 0.13538
hiring_manager: pensieri; similarity_score: 0.13496
hiring_manager: PJDK; similarity_score: 0.13213
hiring_manager: samidalouche; similarity_score: 0.13172
hiring_manager: voleon; similarity_score: 0.13017
hiring_manager: theflyingkiwi42; similarity_score: 0.12535
hiring_manager: nixy; similarity_score: 0.12428
hiring_manager: vonnik; similarity_score: 0.12153
hiring_manager: BWStearns; similarity_score: 0.11732
hiring_manager: aj_icracked; similarity_score: 0.11608
hiring_manager: aglp2010; similarity_score: 0.10999
hiring_manager: aghuwalewala; similarity_score: 0.10550
hiring_manager: jamalex; similarity_score: 0.09461
hiring_manager: sophiestrap; similarity_score: 0.08942
