hiring_manager: chad_strategic; similarity_score: 0.96428
hiring_manager: pierreant_p; similarity_score: 0.50943
hiring_manager: martidumas; similarity_score: 0.50942
hiring_manager: chrisdl; similarity_score: 0.50466
hiring_manager: scanr; similarity_score: 0.49999
hiring_manager: AndroidJedi; similarity_score: 0.49999
hiring_manager: westi; similarity_score: 0.49540
hiring_manager: mazzarello; similarity_score: 0.49540
hiring_manager: logotype; similarity_score: 0.48647
hiring_manager: mazerj; similarity_score: 0.48214
hiring_manager: ptlkitccat; similarity_score: 0.48213
hiring_manager: kevinmchugh; similarity_score: 0.47787
hiring_manager: qwerpoiuty; similarity_score: 0.47786
hiring_manager: vimeojobs; similarity_score: 0.47368
hiring_manager: frb; similarity_score: 0.47368
hiring_manager: QTtech; similarity_score: 0.47368
hiring_manager: martinlanden; similarity_score: 0.47368
hiring_manager: peawee; similarity_score: 0.47367
hiring_manager: yegg; similarity_score: 0.46956
hiring_manager: robertpohl; similarity_score: 0.46551
hiring_manager: kiyoto; similarity_score: 0.46550
hiring_manager: arthurgibson; similarity_score: 0.46153
hiring_manager: lamplightr; similarity_score: 0.46153
hiring_manager: margiexu; similarity_score: 0.46152
hiring_manager: jscalisi; similarity_score: 0.45762
hiring_manager: hazzadous; similarity_score: 0.45762
hiring_manager: jconnolly; similarity_score: 0.45378
hiring_manager: feverishaaron; similarity_score: 0.45377
hiring_manager: morgante; similarity_score: 0.44999
hiring_manager: nahidalam; similarity_score: 0.44999
hiring_manager: lennies; similarity_score: 0.44627
hiring_manager: drc37; similarity_score: 0.44627
hiring_manager: kenrose; similarity_score: 0.44627
hiring_manager: a5huynh; similarity_score: 0.44627
hiring_manager: austinhallock; similarity_score: 0.44262
hiring_manager: workmarket; similarity_score: 0.44262
hiring_manager: scidev; similarity_score: 0.44261
hiring_manager: andrewlin; similarity_score: 0.43901
hiring_manager: allbombs; similarity_score: 0.43901
hiring_manager: demac; similarity_score: 0.43901
hiring_manager: saucelabs; similarity_score: 0.43901
hiring_manager: joekur; similarity_score: 0.43547
hiring_manager: Rodi; similarity_score: 0.43199
hiring_manager: ryan_f; similarity_score: 0.43199
hiring_manager: pzearfoss; similarity_score: 0.43199
hiring_manager: johnballjibe; similarity_score: 0.43199
hiring_manager: adamalix; similarity_score: 0.43199
hiring_manager: cpenner461; similarity_score: 0.42856
hiring_manager: transitorykris; similarity_score: 0.42519
hiring_manager: pkrein; similarity_score: 0.42186
hiring_manager: USNetizen; similarity_score: 0.41860
hiring_manager: joe_fro; similarity_score: 0.41860
hiring_manager: dmritard96; similarity_score: 0.41859
hiring_manager: wittedhaddock; similarity_score: 0.41538
hiring_manager: jasoncartwright; similarity_score: 0.41537
hiring_manager: drp; similarity_score: 0.41221
hiring_manager: sadadar; similarity_score: 0.40908
hiring_manager: wadenick; similarity_score: 0.40908
hiring_manager: tristanz; similarity_score: 0.40908
hiring_manager: salar; similarity_score: 0.40908
hiring_manager: ben-deskpro; similarity_score: 0.40601
hiring_manager: chris_raptr; similarity_score: 0.40601
hiring_manager: robg; similarity_score: 0.40297
hiring_manager: mrw34; similarity_score: 0.39999
hiring_manager: hmpc; similarity_score: 0.39705
hiring_manager: kdavari; similarity_score: 0.39415
hiring_manager: ben336; similarity_score: 0.39415
hiring_manager: trentellingsen; similarity_score: 0.39415
hiring_manager: madjack74; similarity_score: 0.39129
hiring_manager: jsnook; similarity_score: 0.38571
hiring_manager: erichurkman; similarity_score: 0.38570
hiring_manager: geori; similarity_score: 0.38296
hiring_manager: Renat; similarity_score: 0.38296
hiring_manager: machinezone; similarity_score: 0.37762
hiring_manager: tylersakats; similarity_score: 0.37761
hiring_manager: calpaterson; similarity_score: 0.37499
hiring_manager: marybheine; similarity_score: 0.37499
hiring_manager: StefanBill; similarity_score: 0.37499
hiring_manager: RaizlabsTalent; similarity_score: 0.37499
hiring_manager: ebildsten; similarity_score: 0.37241
hiring_manager: pallinder; similarity_score: 0.37240
hiring_manager: samirez; similarity_score: 0.37240
hiring_manager: zacharypinter; similarity_score: 0.36733
hiring_manager: THSK; similarity_score: 0.36485
hiring_manager: PhantomPhreak; similarity_score: 0.36485
hiring_manager: rememberlenny; similarity_score: 0.36485
hiring_manager: SendGrid; similarity_score: 0.36241
hiring_manager: gshx; similarity_score: 0.36240
hiring_manager: bacheson1293; similarity_score: 0.35999
hiring_manager: agazso; similarity_score: 0.35999
hiring_manager: davidknezevic; similarity_score: 0.35999
hiring_manager: tyoung; similarity_score: 0.35760
hiring_manager: ssk2; similarity_score: 0.35526
hiring_manager: bladedawg; similarity_score: 0.35294
hiring_manager: egillie; similarity_score: 0.35293
hiring_manager: raxnet; similarity_score: 0.35293
hiring_manager: BornInTheUSSR; similarity_score: 0.35064
hiring_manager: chrisconley; similarity_score: 0.34838
hiring_manager: mac14; similarity_score: 0.34838
hiring_manager: jonhearty; similarity_score: 0.34838
hiring_manager: swilson7; similarity_score: 0.34838
hiring_manager: asolove; similarity_score: 0.34394
hiring_manager: pashabitz; similarity_score: 0.34176
hiring_manager: malyk; similarity_score: 0.34176
hiring_manager: escherize; similarity_score: 0.34176
hiring_manager: sam; similarity_score: 0.34176
hiring_manager: meaydinli; similarity_score: 0.34176
hiring_manager: gsiener; similarity_score: 0.33962
hiring_manager: knowtheory; similarity_score: 0.33961
hiring_manager: Theranos; similarity_score: 0.33749
hiring_manager: jdawe; similarity_score: 0.33540
hiring_manager: TEVO_throwaway; similarity_score: 0.33540
hiring_manager: doctoboggan; similarity_score: 0.33539
hiring_manager: rskinner; similarity_score: 0.33539
hiring_manager: mariusz331; similarity_score: 0.33332
hiring_manager: DenisM; similarity_score: 0.33332
hiring_manager: jtoberon; similarity_score: 0.33128
hiring_manager: cj; similarity_score: 0.33128
hiring_manager: evaneykelen; similarity_score: 0.32926
hiring_manager: FreshPuzzles; similarity_score: 0.32926
hiring_manager: olivercameron; similarity_score: 0.32926
hiring_manager: hywel; similarity_score: 0.32926
hiring_manager: purephase; similarity_score: 0.32925
hiring_manager: masylum; similarity_score: 0.32925
hiring_manager: kevinschumacher; similarity_score: 0.32726
hiring_manager: jluan; similarity_score: 0.32726
hiring_manager: sv123; similarity_score: 0.32529
hiring_manager: squirrel; similarity_score: 0.32529
hiring_manager: mandoescamilla; similarity_score: 0.32529
hiring_manager: sinak; similarity_score: 0.32529
hiring_manager: temuze; similarity_score: 0.32334
hiring_manager: jamieiles; similarity_score: 0.32334
hiring_manager: lrc1717; similarity_score: 0.32142
hiring_manager: Peroni; similarity_score: 0.32142
hiring_manager: mdu; similarity_score: 0.32141
hiring_manager: Sarean; similarity_score: 0.31952
hiring_manager: twymer; similarity_score: 0.31952
hiring_manager: wbobeirne; similarity_score: 0.31951
hiring_manager: martian; similarity_score: 0.31951
hiring_manager: Jobsatgraze; similarity_score: 0.31951
hiring_manager: yjkogan; similarity_score: 0.31764
hiring_manager: manoa; similarity_score: 0.31763
hiring_manager: adamwiggins; similarity_score: 0.31578
hiring_manager: jeffdn; similarity_score: 0.31578
hiring_manager: nilsbunger; similarity_score: 0.31578
hiring_manager: vinceguidry; similarity_score: 0.31578
hiring_manager: alexose; similarity_score: 0.31394
hiring_manager: diggan; similarity_score: 0.31213
hiring_manager: bgriggs1; similarity_score: 0.31213
hiring_manager: luisrudge; similarity_score: 0.31034
hiring_manager: wdewind; similarity_score: 0.31033
hiring_manager: olegp; similarity_score: 0.31033
hiring_manager: Jeffrey903; similarity_score: 0.30857
hiring_manager: jasoncrawford; similarity_score: 0.30856
hiring_manager: alain_gilbert; similarity_score: 0.30856
hiring_manager: eugeneiiim; similarity_score: 0.30856
hiring_manager: grigory; similarity_score: 0.30856
hiring_manager: uwemaurer; similarity_score: 0.30680
hiring_manager: illscience; similarity_score: 0.30508
hiring_manager: MattfromHall; similarity_score: 0.30508
hiring_manager: brendan_gill; similarity_score: 0.30337
hiring_manager: nschuett; similarity_score: 0.30336
hiring_manager: sstevens13; similarity_score: 0.30167
hiring_manager: dale-ssc; similarity_score: 0.30167
hiring_manager: krambs; similarity_score: 0.30166
hiring_manager: Jhaney34; similarity_score: 0.30166
hiring_manager: Andrew_Metail; similarity_score: 0.29999
hiring_manager: FLGMwt; similarity_score: 0.29999
hiring_manager: zmillman; similarity_score: 0.29833
hiring_manager: VicinitasTech; similarity_score: 0.29670
hiring_manager: joshyeager; similarity_score: 0.29669
hiring_manager: hafabnew; similarity_score: 0.29669
hiring_manager: natgordon; similarity_score: 0.29669
hiring_manager: StackCommerce; similarity_score: 0.29507
hiring_manager: rs; similarity_score: 0.29507
hiring_manager: blo; similarity_score: 0.29507
hiring_manager: millchristian; similarity_score: 0.29507
hiring_manager: infer; similarity_score: 0.29507
hiring_manager: DLarsen; similarity_score: 0.29347
hiring_manager: eli; similarity_score: 0.29347
hiring_manager: button; similarity_score: 0.29347
hiring_manager: lipsmack; similarity_score: 0.29189
hiring_manager: thethimble; similarity_score: 0.29189
hiring_manager: wtvanhest; similarity_score: 0.29188
hiring_manager: scalesolved; similarity_score: 0.29188
hiring_manager: nickbaum; similarity_score: 0.29188
hiring_manager: AndrewKemendo; similarity_score: 0.28876
hiring_manager: fasteddie; similarity_score: 0.28723
hiring_manager: antoviaque; similarity_score: 0.28722
hiring_manager: carterbrutschy; similarity_score: 0.28570
hiring_manager: wwarren; similarity_score: 0.28420
hiring_manager: d0m; similarity_score: 0.28420
hiring_manager: svec; similarity_score: 0.28420
hiring_manager: gsmoore; similarity_score: 0.28272
hiring_manager: abuggia; similarity_score: 0.28271
hiring_manager: akhudek; similarity_score: 0.28271
hiring_manager: mburnett; similarity_score: 0.28271
hiring_manager: JayNeely; similarity_score: 0.28124
hiring_manager: gokulkumark; similarity_score: 0.28124
hiring_manager: mikebabineau; similarity_score: 0.27978
hiring_manager: rcodesmith; similarity_score: 0.27834
hiring_manager: kmerritt; similarity_score: 0.27691
hiring_manager: ig1; similarity_score: 0.27550
hiring_manager: tj_dstillery; similarity_score: 0.27550
hiring_manager: jedanbik; similarity_score: 0.27550
hiring_manager: frd91gt; similarity_score: 0.27550
hiring_manager: jakestein; similarity_score: 0.27272
hiring_manager: jonbischke; similarity_score: 0.27272
hiring_manager: Mynar; similarity_score: 0.27271
hiring_manager: villosil; similarity_score: 0.27135
hiring_manager: awongh; similarity_score: 0.27135
hiring_manager: Michael_Docker; similarity_score: 0.27135
hiring_manager: gvaldes; similarity_score: 0.27134
hiring_manager: rholdy; similarity_score: 0.27134
hiring_manager: jgadbois; similarity_score: 0.26999
hiring_manager: mfontani; similarity_score: 0.26999
hiring_manager: EmilLondon; similarity_score: 0.26865
hiring_manager: samuelbrin; similarity_score: 0.26732
hiring_manager: arobbins; similarity_score: 0.26600
hiring_manager: d4mi3n; similarity_score: 0.26600
hiring_manager: kennon42; similarity_score: 0.26600
hiring_manager: AlexWest; similarity_score: 0.26600
hiring_manager: JPMorganAthena; similarity_score: 0.26600
hiring_manager: meritt; similarity_score: 0.26470
hiring_manager: amitkumar01; similarity_score: 0.26470
hiring_manager: robvolk; similarity_score: 0.26470
hiring_manager: summerville; similarity_score: 0.26470
hiring_manager: abadmeows; similarity_score: 0.26469
hiring_manager: sparkman55; similarity_score: 0.26341
hiring_manager: fheisler; similarity_score: 0.26341
hiring_manager: spicyj; similarity_score: 0.26341
hiring_manager: capkutay; similarity_score: 0.26340
hiring_manager: tjicc; similarity_score: 0.26213
hiring_manager: Clairesheng; similarity_score: 0.26212
hiring_manager: ashleyjohn; similarity_score: 0.26212
hiring_manager: JJMalina; similarity_score: 0.26086
hiring_manager: Stealx; similarity_score: 0.26086
hiring_manager: isojon; similarity_score: 0.26085
hiring_manager: devinfoley; similarity_score: 0.25961
hiring_manager: jason_dstillery; similarity_score: 0.25961
hiring_manager: JimiofEden; similarity_score: 0.25836
hiring_manager: oebs; similarity_score: 0.25713
hiring_manager: jhdavids8; similarity_score: 0.25713
hiring_manager: jarmitage; similarity_score: 0.25713
hiring_manager: Airphrame; similarity_score: 0.25471
hiring_manager: gumby; similarity_score: 0.25352
hiring_manager: speek; similarity_score: 0.25351
hiring_manager: ILIKEPONIES; similarity_score: 0.25351
hiring_manager: royrusso; similarity_score: 0.25116
hiring_manager: bostik; similarity_score: 0.25116
hiring_manager: tripadvisor; similarity_score: 0.25115
hiring_manager: cliftonk; similarity_score: 0.24999
hiring_manager: mikepk; similarity_score: 0.24884
hiring_manager: samelawrence; similarity_score: 0.24770
hiring_manager: bijanv; similarity_score: 0.24656
hiring_manager: zaidos; similarity_score: 0.24545
hiring_manager: ellego; similarity_score: 0.24545
hiring_manager: taggartbg; similarity_score: 0.24545
hiring_manager: zgm; similarity_score: 0.24544
hiring_manager: michaelhoffman; similarity_score: 0.24544
hiring_manager: cce_; similarity_score: 0.24434
hiring_manager: itsdrewmiller; similarity_score: 0.24106
hiring_manager: cairo140; similarity_score: 0.24106
hiring_manager: sir_akshay; similarity_score: 0.23999
hiring_manager: tharshan09; similarity_score: 0.23999
hiring_manager: mmattax; similarity_score: 0.23999
hiring_manager: okhudeira; similarity_score: 0.23788
hiring_manager: lightningstorm; similarity_score: 0.23684
hiring_manager: ddtruong17; similarity_score: 0.23683
hiring_manager: chollida1; similarity_score: 0.23683
hiring_manager: bbeck; similarity_score: 0.23683
hiring_manager: andrewforee; similarity_score: 0.23683
hiring_manager: Synergyse; similarity_score: 0.23579
hiring_manager: the_gigi; similarity_score: 0.23579
hiring_manager: techwraith; similarity_score: 0.23275
hiring_manager: mightybyte; similarity_score: 0.22978
hiring_manager: JimboOmega; similarity_score: 0.22978
hiring_manager: bradfa; similarity_score: 0.22978
hiring_manager: kmano8; similarity_score: 0.22880
hiring_manager: sb_ba; similarity_score: 0.22688
hiring_manager: twog; similarity_score: 0.22593
hiring_manager: jerrythompson; similarity_score: 0.22499
hiring_manager: snowmaker; similarity_score: 0.22499
hiring_manager: azth; similarity_score: 0.22130
hiring_manager: matm; similarity_score: 0.22130
hiring_manager: radex; similarity_score: 0.21951
hiring_manager: brandicmt; similarity_score: 0.21951
hiring_manager: scotchio; similarity_score: 0.21950
hiring_manager: cwhiten; similarity_score: 0.21686
hiring_manager: andrem; similarity_score: 0.21686
hiring_manager: rchiba; similarity_score: 0.21685
hiring_manager: calebelston; similarity_score: 0.21513
hiring_manager: jumby; similarity_score: 0.21343
hiring_manager: meric; similarity_score: 0.21342
hiring_manager: boyd; similarity_score: 0.21011
hiring_manager: daryn00; similarity_score: 0.21010
hiring_manager: jyrani; similarity_score: 0.20929
hiring_manager: jsfour; similarity_score: 0.20768
hiring_manager: interurban; similarity_score: 0.20768
hiring_manager: karlwmacmillan; similarity_score: 0.20453
hiring_manager: karenkuhn; similarity_score: 0.20453
hiring_manager: a_bergie; similarity_score: 0.20300
hiring_manager: hectorals; similarity_score: 0.20300
hiring_manager: ejdyksen; similarity_score: 0.20074
hiring_manager: ricaurte; similarity_score: 0.19999
hiring_manager: Fr4ncis; similarity_score: 0.19852
hiring_manager: ssc-tech; similarity_score: 0.19852
hiring_manager: conorgil145; similarity_score: 0.19852
hiring_manager: adamdingle; similarity_score: 0.19636
hiring_manager: dalys; similarity_score: 0.19635
hiring_manager: jdotjdot; similarity_score: 0.19493
hiring_manager: blakeweb; similarity_score: 0.19354
hiring_manager: jjarmoc; similarity_score: 0.19216
hiring_manager: channel4; similarity_score: 0.19148
hiring_manager: erex78; similarity_score: 0.18881
hiring_manager: dford87; similarity_score: 0.18749
hiring_manager: ninetax; similarity_score: 0.18555
hiring_manager: chris_webster75; similarity_score: 0.18180
hiring_manager: kedargj; similarity_score: 0.18120
hiring_manager: e0m; similarity_score: 0.17999
hiring_manager: diafygi; similarity_score: 0.17762
hiring_manager: UnderTheRadarKS; similarity_score: 0.17033
hiring_manager: krisneuharth; similarity_score: 0.16665
hiring_manager: alexthornton; similarity_score: 0.16614
hiring_manager: pensieri; similarity_score: 0.16513
hiring_manager: greattypo; similarity_score: 0.16462
hiring_manager: rkpzero; similarity_score: 0.16216
hiring_manager: adambratt; similarity_score: 0.16166
hiring_manager: PJDK; similarity_score: 0.16119
hiring_manager: samidalouche; similarity_score: 0.15882
hiring_manager: voleon; similarity_score: 0.15427
hiring_manager: theflyingkiwi42; similarity_score: 0.15211
hiring_manager: nixy; similarity_score: 0.15083
hiring_manager: vonnik; similarity_score: 0.14515
hiring_manager: BWStearns; similarity_score: 0.14437
hiring_manager: aj_icracked; similarity_score: 0.13916
hiring_manager: aglp2010; similarity_score: 0.13300
hiring_manager: aghuwalewala; similarity_score: 0.12735
hiring_manager: jamalex; similarity_score: 0.11440
hiring_manager: sophiestrap; similarity_score: 0.11064
