hiring_manager: chad_strategic; similarity_score: 0.96773
hiring_manager: chollida1; similarity_score: 0.25531
hiring_manager: Synergyse; similarity_score: 0.25315
hiring_manager: lightningstorm; similarity_score: 0.25315
hiring_manager: bbeck; similarity_score: 0.25315
hiring_manager: mightybyte; similarity_score: 0.25104
hiring_manager: tharshan09; similarity_score: 0.25103
hiring_manager: bradfa; similarity_score: 0.24999
hiring_manager: kmano8; similarity_score: 0.24999
hiring_manager: sb_ba; similarity_score: 0.24896
hiring_manager: techwraith; similarity_score: 0.24792
hiring_manager: JimboOmega; similarity_score: 0.24389
hiring_manager: azth; similarity_score: 0.24291
hiring_manager: jerrythompson; similarity_score: 0.24095
hiring_manager: snowmaker; similarity_score: 0.23904
hiring_manager: twog; similarity_score: 0.23903
hiring_manager: brandicmt; similarity_score: 0.23714
hiring_manager: matm; similarity_score: 0.23621
hiring_manager: calebelston; similarity_score: 0.23255
hiring_manager: andrem; similarity_score: 0.23255
hiring_manager: radex; similarity_score: 0.23165
hiring_manager: jumby; similarity_score: 0.23165
hiring_manager: cwhiten; similarity_score: 0.23076
hiring_manager: scotchio; similarity_score: 0.23076
hiring_manager: rchiba; similarity_score: 0.23076
hiring_manager: meric; similarity_score: 0.22900
hiring_manager: boyd; similarity_score: 0.22900
hiring_manager: jyrani; similarity_score: 0.22726
hiring_manager: daryn00; similarity_score: 0.22556
hiring_manager: jsfour; similarity_score: 0.22555
hiring_manager: interurban; similarity_score: 0.22222
hiring_manager: karlwmacmillan; similarity_score: 0.22221
hiring_manager: ricaurte; similarity_score: 0.22139
hiring_manager: ejdyksen; similarity_score: 0.21978
hiring_manager: a_bergie; similarity_score: 0.21977
hiring_manager: karenkuhn; similarity_score: 0.21897
hiring_manager: hectorals; similarity_score: 0.21659
hiring_manager: ssc-tech; similarity_score: 0.21505
hiring_manager: Fr4ncis; similarity_score: 0.21428
hiring_manager: conorgil145; similarity_score: 0.21351
hiring_manager: adamdingle; similarity_score: 0.21275
hiring_manager: channel4; similarity_score: 0.21201
hiring_manager: dalys; similarity_score: 0.20979
hiring_manager: blakeweb; similarity_score: 0.20978
hiring_manager: jjarmoc; similarity_score: 0.20833
hiring_manager: jdotjdot; similarity_score: 0.20760
hiring_manager: erex78; similarity_score: 0.20270
hiring_manager: ninetax; similarity_score: 0.19999
hiring_manager: dford87; similarity_score: 0.19999
hiring_manager: chris_webster75; similarity_score: 0.19671
hiring_manager: kedargj; similarity_score: 0.19671
hiring_manager: e0m; similarity_score: 0.19606
hiring_manager: diafygi; similarity_score: 0.19107
hiring_manager: UnderTheRadarKS; similarity_score: 0.18404
hiring_manager: krisneuharth; similarity_score: 0.18126
hiring_manager: alexthornton; similarity_score: 0.18126
hiring_manager: pensieri; similarity_score: 0.17909
hiring_manager: greattypo; similarity_score: 0.17856
hiring_manager: adambratt; similarity_score: 0.17750
hiring_manager: rkpzero; similarity_score: 0.17698
hiring_manager: PJDK; similarity_score: 0.17340
hiring_manager: samidalouche; similarity_score: 0.17191
hiring_manager: voleon; similarity_score: 0.16901
hiring_manager: theflyingkiwi42; similarity_score: 0.16483
hiring_manager: nixy; similarity_score: 0.16171
hiring_manager: vonnik; similarity_score: 0.15789
hiring_manager: BWStearns; similarity_score: 0.15503
hiring_manager: aj_icracked; similarity_score: 0.15112
hiring_manager: aglp2010; similarity_score: 0.14457
hiring_manager: aghuwalewala; similarity_score: 0.13952
hiring_manager: jamalex; similarity_score: 0.12473
hiring_manager: sophiestrap; similarity_score: 0.12095
