hiring_manager: chad_strategic; similarity_score: 0.96825
hiring_manager: Andrew_Metail; similarity_score: 0.33333
hiring_manager: MattfromHall; similarity_score: 0.33332
hiring_manager: brendan_gill; similarity_score: 0.33151
hiring_manager: VicinitasTech; similarity_score: 0.32972
hiring_manager: krambs; similarity_score: 0.32972
hiring_manager: Jhaney34; similarity_score: 0.32972
hiring_manager: button; similarity_score: 0.32972
hiring_manager: uwemaurer; similarity_score: 0.32795
hiring_manager: infer; similarity_score: 0.32795
hiring_manager: sstevens13; similarity_score: 0.32795
hiring_manager: hafabnew; similarity_score: 0.32620
hiring_manager: StackCommerce; similarity_score: 0.32620
hiring_manager: zmillman; similarity_score: 0.32619
hiring_manager: millchristian; similarity_score: 0.32446
hiring_manager: lipsmack; similarity_score: 0.32446
hiring_manager: DLarsen; similarity_score: 0.32446
hiring_manager: blo; similarity_score: 0.32446
hiring_manager: eli; similarity_score: 0.32445
hiring_manager: joshyeager; similarity_score: 0.32274
hiring_manager: dale-ssc; similarity_score: 0.32274
hiring_manager: wtvanhest; similarity_score: 0.32274
hiring_manager: natgordon; similarity_score: 0.32274
hiring_manager: FLGMwt; similarity_score: 0.32105
hiring_manager: thethimble; similarity_score: 0.32105
hiring_manager: AndrewKemendo; similarity_score: 0.31936
hiring_manager: rs; similarity_score: 0.31770
hiring_manager: nickbaum; similarity_score: 0.31605
hiring_manager: scalesolved; similarity_score: 0.31443
hiring_manager: mburnett; similarity_score: 0.31443
hiring_manager: fasteddie; similarity_score: 0.31442
hiring_manager: carterbrutschy; similarity_score: 0.31281
hiring_manager: gsmoore; similarity_score: 0.31281
hiring_manager: mikebabineau; similarity_score: 0.31122
hiring_manager: svec; similarity_score: 0.30964
hiring_manager: gokulkumark; similarity_score: 0.30964
hiring_manager: abuggia; similarity_score: 0.30807
hiring_manager: wwarren; similarity_score: 0.30807
hiring_manager: rcodesmith; similarity_score: 0.30653
hiring_manager: akhudek; similarity_score: 0.30652
hiring_manager: antoviaque; similarity_score: 0.30652
hiring_manager: jedanbik; similarity_score: 0.30348
hiring_manager: d0m; similarity_score: 0.30347
hiring_manager: kmerritt; similarity_score: 0.30347
hiring_manager: ig1; similarity_score: 0.30347
hiring_manager: JayNeely; similarity_score: 0.30347
hiring_manager: Mynar; similarity_score: 0.30197
hiring_manager: villosil; similarity_score: 0.30197
hiring_manager: d4mi3n; similarity_score: 0.30049
hiring_manager: EmilLondon; similarity_score: 0.29901
hiring_manager: awongh; similarity_score: 0.29901
hiring_manager: frd91gt; similarity_score: 0.29901
hiring_manager: jakestein; similarity_score: 0.29901
hiring_manager: jgadbois; similarity_score: 0.29755
hiring_manager: rholdy; similarity_score: 0.29755
hiring_manager: gvaldes; similarity_score: 0.29755
hiring_manager: Michael_Docker; similarity_score: 0.29611
hiring_manager: summerville; similarity_score: 0.29611
hiring_manager: tj_dstillery; similarity_score: 0.29468
hiring_manager: samuelbrin; similarity_score: 0.29468
hiring_manager: jonbischke; similarity_score: 0.29326
hiring_manager: kennon42; similarity_score: 0.29325
hiring_manager: abadmeows; similarity_score: 0.29186
hiring_manager: JPMorganAthena; similarity_score: 0.28909
hiring_manager: robvolk; similarity_score: 0.28909
hiring_manager: meritt; similarity_score: 0.28909
hiring_manager: sparkman55; similarity_score: 0.28772
hiring_manager: Clairesheng; similarity_score: 0.28772
hiring_manager: ashleyjohn; similarity_score: 0.28772
hiring_manager: AlexWest; similarity_score: 0.28772
hiring_manager: isojon; similarity_score: 0.28772
hiring_manager: amitkumar01; similarity_score: 0.28638
hiring_manager: mfontani; similarity_score: 0.28638
hiring_manager: spicyj; similarity_score: 0.28637
hiring_manager: arobbins; similarity_score: 0.28637
hiring_manager: JimiofEden; similarity_score: 0.28637
hiring_manager: Stealx; similarity_score: 0.28504
hiring_manager: fheisler; similarity_score: 0.28503
hiring_manager: devinfoley; similarity_score: 0.28371
hiring_manager: tjicc; similarity_score: 0.28371
hiring_manager: Airphrame; similarity_score: 0.28371
hiring_manager: jhdavids8; similarity_score: 0.28240
hiring_manager: speek; similarity_score: 0.28240
hiring_manager: jason_dstillery; similarity_score: 0.28240
hiring_manager: oebs; similarity_score: 0.28240
hiring_manager: capkutay; similarity_score: 0.28239
hiring_manager: JJMalina; similarity_score: 0.27981
hiring_manager: ILIKEPONIES; similarity_score: 0.27853
hiring_manager: gumby; similarity_score: 0.27853
hiring_manager: jarmitage; similarity_score: 0.27853
hiring_manager: royrusso; similarity_score: 0.27601
hiring_manager: samelawrence; similarity_score: 0.27476
hiring_manager: zgm; similarity_score: 0.27354
hiring_manager: bostik; similarity_score: 0.27353
hiring_manager: mikepk; similarity_score: 0.27353
hiring_manager: ellego; similarity_score: 0.27232
hiring_manager: cce_; similarity_score: 0.27110
hiring_manager: cliftonk; similarity_score: 0.27110
hiring_manager: michaelhoffman; similarity_score: 0.27110
hiring_manager: taggartbg; similarity_score: 0.26871
hiring_manager: tripadvisor; similarity_score: 0.26871
hiring_manager: bijanv; similarity_score: 0.26871
hiring_manager: cairo140; similarity_score: 0.26753
hiring_manager: andrewforee; similarity_score: 0.26521
hiring_manager: the_gigi; similarity_score: 0.26520
hiring_manager: sir_akshay; similarity_score: 0.26406
hiring_manager: zaidos; similarity_score: 0.26292
hiring_manager: itsdrewmiller; similarity_score: 0.26179
hiring_manager: mmattax; similarity_score: 0.26179
hiring_manager: tharshan09; similarity_score: 0.26179
hiring_manager: okhudeira; similarity_score: 0.26179
hiring_manager: bbeck; similarity_score: 0.25957
hiring_manager: ddtruong17; similarity_score: 0.25956
hiring_manager: Synergyse; similarity_score: 0.25956
hiring_manager: lightningstorm; similarity_score: 0.25629
hiring_manager: chollida1; similarity_score: 0.25629
hiring_manager: sb_ba; similarity_score: 0.25522
hiring_manager: bradfa; similarity_score: 0.25416
hiring_manager: techwraith; similarity_score: 0.25310
hiring_manager: mightybyte; similarity_score: 0.25102
hiring_manager: jerrythompson; similarity_score: 0.24999
hiring_manager: twog; similarity_score: 0.24897
hiring_manager: kmano8; similarity_score: 0.24796
hiring_manager: azth; similarity_score: 0.24796
hiring_manager: JimboOmega; similarity_score: 0.24695
hiring_manager: snowmaker; similarity_score: 0.24497
hiring_manager: brandicmt; similarity_score: 0.24205
hiring_manager: matm; similarity_score: 0.24110
hiring_manager: scotchio; similarity_score: 0.24015
hiring_manager: radex; similarity_score: 0.23920
hiring_manager: cwhiten; similarity_score: 0.23920
hiring_manager: andrem; similarity_score: 0.23920
hiring_manager: jumby; similarity_score: 0.23827
hiring_manager: calebelston; similarity_score: 0.23735
hiring_manager: rchiba; similarity_score: 0.23643
hiring_manager: meric; similarity_score: 0.23551
hiring_manager: jyrani; similarity_score: 0.23461
hiring_manager: boyd; similarity_score: 0.23371
hiring_manager: daryn00; similarity_score: 0.23282
hiring_manager: jsfour; similarity_score: 0.23105
hiring_manager: interurban; similarity_score: 0.22676
hiring_manager: karenkuhn; similarity_score: 0.22591
hiring_manager: karlwmacmillan; similarity_score: 0.22591
hiring_manager: ejdyksen; similarity_score: 0.22508
hiring_manager: a_bergie; similarity_score: 0.22344
hiring_manager: hectorals; similarity_score: 0.22343
hiring_manager: ricaurte; similarity_score: 0.22343
hiring_manager: ssc-tech; similarity_score: 0.21941
hiring_manager: adamdingle; similarity_score: 0.21863
hiring_manager: conorgil145; similarity_score: 0.21707
hiring_manager: channel4; similarity_score: 0.21631
hiring_manager: Fr4ncis; similarity_score: 0.21630
hiring_manager: jdotjdot; similarity_score: 0.21554
hiring_manager: blakeweb; similarity_score: 0.21554
hiring_manager: jjarmoc; similarity_score: 0.21253
hiring_manager: dalys; similarity_score: 0.21179
hiring_manager: erex78; similarity_score: 0.20961
hiring_manager: dford87; similarity_score: 0.20468
hiring_manager: ninetax; similarity_score: 0.20401
hiring_manager: chris_webster75; similarity_score: 0.20198
hiring_manager: e0m; similarity_score: 0.20064
hiring_manager: kedargj; similarity_score: 0.19999
hiring_manager: diafygi; similarity_score: 0.19425
hiring_manager: UnderTheRadarKS; similarity_score: 0.18885
hiring_manager: krisneuharth; similarity_score: 0.18540
hiring_manager: pensieri; similarity_score: 0.18428
hiring_manager: greattypo; similarity_score: 0.18318
hiring_manager: alexthornton; similarity_score: 0.18317
hiring_manager: rkpzero; similarity_score: 0.18208
hiring_manager: adambratt; similarity_score: 0.18046
hiring_manager: PJDK; similarity_score: 0.17993
hiring_manager: samidalouche; similarity_score: 0.17578
hiring_manager: voleon; similarity_score: 0.17230
hiring_manager: theflyingkiwi42; similarity_score: 0.16804
hiring_manager: nixy; similarity_score: 0.16666
hiring_manager: vonnik; similarity_score: 0.16223
hiring_manager: BWStearns; similarity_score: 0.15884
hiring_manager: aj_icracked; similarity_score: 0.15481
hiring_manager: aglp2010; similarity_score: 0.14841
hiring_manager: aghuwalewala; similarity_score: 0.14285
hiring_manager: jamalex; similarity_score: 0.12814
hiring_manager: sophiestrap; similarity_score: 0.12322
