hiring_manager: chad_strategic; similarity_score: 0.96825
hiring_manager: lipsmack; similarity_score: 0.33151
hiring_manager: natgordon; similarity_score: 0.32972
hiring_manager: millchristian; similarity_score: 0.32972
hiring_manager: eli; similarity_score: 0.32972
hiring_manager: nickbaum; similarity_score: 0.32972
hiring_manager: button; similarity_score: 0.32972
hiring_manager: FLGMwt; similarity_score: 0.32972
hiring_manager: carterbrutschy; similarity_score: 0.32620
hiring_manager: wtvanhest; similarity_score: 0.32619
hiring_manager: fasteddie; similarity_score: 0.32446
hiring_manager: joshyeager; similarity_score: 0.32446
hiring_manager: thethimble; similarity_score: 0.32446
hiring_manager: scalesolved; similarity_score: 0.32446
hiring_manager: akhudek; similarity_score: 0.32446
hiring_manager: mburnett; similarity_score: 0.32274
hiring_manager: AndrewKemendo; similarity_score: 0.32104
hiring_manager: abuggia; similarity_score: 0.31937
hiring_manager: DLarsen; similarity_score: 0.31936
hiring_manager: rcodesmith; similarity_score: 0.31770
hiring_manager: wwarren; similarity_score: 0.31770
hiring_manager: gokulkumark; similarity_score: 0.31770
hiring_manager: gsmoore; similarity_score: 0.31770
hiring_manager: antoviaque; similarity_score: 0.31605
hiring_manager: frd91gt; similarity_score: 0.31605
hiring_manager: jakestein; similarity_score: 0.31281
hiring_manager: JayNeely; similarity_score: 0.31281
hiring_manager: ig1; similarity_score: 0.31281
hiring_manager: awongh; similarity_score: 0.31121
hiring_manager: kmerritt; similarity_score: 0.31121
hiring_manager: d0m; similarity_score: 0.30963
hiring_manager: villosil; similarity_score: 0.30963
hiring_manager: jedanbik; similarity_score: 0.30963
hiring_manager: jgadbois; similarity_score: 0.30963
hiring_manager: mikebabineau; similarity_score: 0.30807
hiring_manager: Mynar; similarity_score: 0.30807
hiring_manager: svec; similarity_score: 0.30807
hiring_manager: gvaldes; similarity_score: 0.30652
hiring_manager: d4mi3n; similarity_score: 0.30347
hiring_manager: samuelbrin; similarity_score: 0.30347
hiring_manager: jonbischke; similarity_score: 0.30347
hiring_manager: summerville; similarity_score: 0.30197
hiring_manager: Michael_Docker; similarity_score: 0.30197
hiring_manager: tj_dstillery; similarity_score: 0.30197
hiring_manager: isojon; similarity_score: 0.30048
hiring_manager: JPMorganAthena; similarity_score: 0.30048
hiring_manager: rholdy; similarity_score: 0.30048
hiring_manager: amitkumar01; similarity_score: 0.29901
hiring_manager: mfontani; similarity_score: 0.29901
hiring_manager: meritt; similarity_score: 0.29755
hiring_manager: ashleyjohn; similarity_score: 0.29755
hiring_manager: EmilLondon; similarity_score: 0.29755
hiring_manager: AlexWest; similarity_score: 0.29611
hiring_manager: robvolk; similarity_score: 0.29611
hiring_manager: abadmeows; similarity_score: 0.29468
hiring_manager: Stealx; similarity_score: 0.29468
hiring_manager: tjicc; similarity_score: 0.29468
hiring_manager: arobbins; similarity_score: 0.29326
hiring_manager: kennon42; similarity_score: 0.29326
hiring_manager: fheisler; similarity_score: 0.29047
hiring_manager: capkutay; similarity_score: 0.29047
hiring_manager: JimiofEden; similarity_score: 0.29047
hiring_manager: oebs; similarity_score: 0.28909
hiring_manager: sparkman55; similarity_score: 0.28909
hiring_manager: spicyj; similarity_score: 0.28909
hiring_manager: Airphrame; similarity_score: 0.28909
hiring_manager: jason_dstillery; similarity_score: 0.28909
hiring_manager: royrusso; similarity_score: 0.28773
hiring_manager: Clairesheng; similarity_score: 0.28773
hiring_manager: devinfoley; similarity_score: 0.28638
hiring_manager: ILIKEPONIES; similarity_score: 0.28372
hiring_manager: JJMalina; similarity_score: 0.28371
hiring_manager: gumby; similarity_score: 0.28371
hiring_manager: bostik; similarity_score: 0.28240
hiring_manager: cliftonk; similarity_score: 0.28110
hiring_manager: jhdavids8; similarity_score: 0.28110
hiring_manager: speek; similarity_score: 0.27981
hiring_manager: taggartbg; similarity_score: 0.27980
hiring_manager: mikepk; similarity_score: 0.27980
hiring_manager: jarmitage; similarity_score: 0.27980
hiring_manager: cce_; similarity_score: 0.27726
hiring_manager: michaelhoffman; similarity_score: 0.27601
hiring_manager: samelawrence; similarity_score: 0.27601
hiring_manager: tripadvisor; similarity_score: 0.27601
hiring_manager: zgm; similarity_score: 0.27477
hiring_manager: bijanv; similarity_score: 0.27353
hiring_manager: sir_akshay; similarity_score: 0.27353
hiring_manager: zaidos; similarity_score: 0.27353
hiring_manager: ellego; similarity_score: 0.27231
hiring_manager: cairo140; similarity_score: 0.27231
hiring_manager: the_gigi; similarity_score: 0.27110
hiring_manager: tharshan09; similarity_score: 0.27110
hiring_manager: lightningstorm; similarity_score: 0.26871
hiring_manager: ddtruong17; similarity_score: 0.26871
hiring_manager: andrewforee; similarity_score: 0.26871
hiring_manager: Synergyse; similarity_score: 0.26754
hiring_manager: bbeck; similarity_score: 0.26753
hiring_manager: okhudeira; similarity_score: 0.26521
hiring_manager: mmattax; similarity_score: 0.26521
hiring_manager: chollida1; similarity_score: 0.26406
hiring_manager: itsdrewmiller; similarity_score: 0.26406
hiring_manager: sb_ba; similarity_score: 0.26068
hiring_manager: mightybyte; similarity_score: 0.26067
hiring_manager: jerrythompson; similarity_score: 0.25847
hiring_manager: techwraith; similarity_score: 0.25846
hiring_manager: bradfa; similarity_score: 0.25846
hiring_manager: kmano8; similarity_score: 0.25629
hiring_manager: twog; similarity_score: 0.25522
hiring_manager: snowmaker; similarity_score: 0.25310
hiring_manager: JimboOmega; similarity_score: 0.25310
hiring_manager: azth; similarity_score: 0.25310
hiring_manager: matm; similarity_score: 0.24897
hiring_manager: brandicmt; similarity_score: 0.24695
hiring_manager: cwhiten; similarity_score: 0.24596
hiring_manager: calebelston; similarity_score: 0.24497
hiring_manager: scotchio; similarity_score: 0.24497
hiring_manager: radex; similarity_score: 0.24399
hiring_manager: andrem; similarity_score: 0.24399
hiring_manager: jumby; similarity_score: 0.24302
hiring_manager: rchiba; similarity_score: 0.24301
hiring_manager: meric; similarity_score: 0.23921
hiring_manager: jsfour; similarity_score: 0.23642
hiring_manager: boyd; similarity_score: 0.23551
hiring_manager: jyrani; similarity_score: 0.23371
hiring_manager: daryn00; similarity_score: 0.23370
hiring_manager: karlwmacmillan; similarity_score: 0.23193
hiring_manager: interurban; similarity_score: 0.23105
hiring_manager: a_bergie; similarity_score: 0.23018
hiring_manager: karenkuhn; similarity_score: 0.22846
hiring_manager: ricaurte; similarity_score: 0.22846
hiring_manager: ejdyksen; similarity_score: 0.22676
hiring_manager: ssc-tech; similarity_score: 0.22675
hiring_manager: hectorals; similarity_score: 0.22508
hiring_manager: adamdingle; similarity_score: 0.22426
hiring_manager: conorgil145; similarity_score: 0.22425
hiring_manager: Fr4ncis; similarity_score: 0.22101
hiring_manager: jdotjdot; similarity_score: 0.22100
hiring_manager: channel4; similarity_score: 0.21785
hiring_manager: dalys; similarity_score: 0.21785
hiring_manager: blakeweb; similarity_score: 0.21707
hiring_manager: jjarmoc; similarity_score: 0.21403
hiring_manager: erex78; similarity_score: 0.21254
hiring_manager: dford87; similarity_score: 0.21106
hiring_manager: ninetax; similarity_score: 0.20889
hiring_manager: chris_webster75; similarity_score: 0.20677
hiring_manager: kedargj; similarity_score: 0.20538
hiring_manager: e0m; similarity_score: 0.20333
hiring_manager: diafygi; similarity_score: 0.19804
hiring_manager: krisneuharth; similarity_score: 0.18884
hiring_manager: alexthornton; similarity_score: 0.18827
hiring_manager: UnderTheRadarKS; similarity_score: 0.18826
hiring_manager: greattypo; similarity_score: 0.18597
hiring_manager: rkpzero; similarity_score: 0.18597
hiring_manager: pensieri; similarity_score: 0.18263
hiring_manager: adambratt; similarity_score: 0.18154
hiring_manager: PJDK; similarity_score: 0.18047
hiring_manager: samidalouche; similarity_score: 0.17835
hiring_manager: voleon; similarity_score: 0.17478
hiring_manager: theflyingkiwi42; similarity_score: 0.17183
hiring_manager: nixy; similarity_score: 0.16943
hiring_manager: vonnik; similarity_score: 0.16530
hiring_manager: BWStearns; similarity_score: 0.16222
hiring_manager: aj_icracked; similarity_score: 0.15640
hiring_manager: aglp2010; similarity_score: 0.15135
hiring_manager: aghuwalewala; similarity_score: 0.14523
hiring_manager: jamalex; similarity_score: 0.13005
hiring_manager: sophiestrap; similarity_score: 0.12499
