hiring_manager: papaonlegs; similarity_score: 0.96922
hiring_manager: xiongww; similarity_score: 0.32812
hiring_manager: astralship; similarity_score: 0.32642
hiring_manager: thethimble; similarity_score: 0.32474
hiring_manager: rprovey; similarity_score: 0.32474
hiring_manager: pashabitz; similarity_score: 0.32473
hiring_manager: sethbannon; similarity_score: 0.32142
hiring_manager: ndonnellan; similarity_score: 0.32141
hiring_manager: djyoo; similarity_score: 0.31979
hiring_manager: mikebabineau; similarity_score: 0.31818
hiring_manager: santiycr; similarity_score: 0.31817
hiring_manager: blo; similarity_score: 0.31817
hiring_manager: noobuser123; similarity_score: 0.31817
hiring_manager: tharshan09; similarity_score: 0.31817
hiring_manager: pandamcbonesaw; similarity_score: 0.31657
hiring_manager: tobinharris; similarity_score: 0.31657
hiring_manager: antoviaque; similarity_score: 0.31499
hiring_manager: tianyicui; similarity_score: 0.31499
hiring_manager: fheisler; similarity_score: 0.31343
hiring_manager: hseikaly; similarity_score: 0.31188
hiring_manager: Clairesheng; similarity_score: 0.31187
hiring_manager: jakestein; similarity_score: 0.31187
hiring_manager: bambootalent; similarity_score: 0.31033
hiring_manager: dh0913; similarity_score: 0.30882
hiring_manager: sian_OK; similarity_score: 0.30881
hiring_manager: zeiler; similarity_score: 0.30881
hiring_manager: JJMalina; similarity_score: 0.30582
hiring_manager: AaronLasseigne; similarity_score: 0.30581
hiring_manager: Synergyse; similarity_score: 0.30581
hiring_manager: sinak; similarity_score: 0.30581
hiring_manager: Bahamut; similarity_score: 0.30434
hiring_manager: martinshen; similarity_score: 0.30434
hiring_manager: svec; similarity_score: 0.30288
hiring_manager: jonbischke; similarity_score: 0.30288
hiring_manager: scottaj2; similarity_score: 0.30288
hiring_manager: AlexWest; similarity_score: 0.30143
hiring_manager: joshuamcginnis; similarity_score: 0.30142
hiring_manager: brandonthejames; similarity_score: 0.29999
hiring_manager: JimiofEden; similarity_score: 0.29999
hiring_manager: diego; similarity_score: 0.29857
hiring_manager: sqs; similarity_score: 0.29716
hiring_manager: azinman2; similarity_score: 0.29577
hiring_manager: alexchantastic; similarity_score: 0.29577
hiring_manager: bjelkeman-again; similarity_score: 0.29439
hiring_manager: EmilLondon; similarity_score: 0.29438
hiring_manager: fortpoint; similarity_score: 0.29301
hiring_manager: jarmitage; similarity_score: 0.29301
hiring_manager: jontonsoup; similarity_score: 0.29301
hiring_manager: arobbins; similarity_score: 0.29165
hiring_manager: kcrossisec; similarity_score: 0.29165
hiring_manager: _br; similarity_score: 0.29032
hiring_manager: sparkman55; similarity_score: 0.29031
hiring_manager: bostik; similarity_score: 0.28635
hiring_manager: waseems; similarity_score: 0.28250
hiring_manager: ILIKEPONIES; similarity_score: 0.28124
hiring_manager: noahbrier; similarity_score: 0.27999
hiring_manager: cgilboy; similarity_score: 0.27999
hiring_manager: paulc; similarity_score: 0.27999
hiring_manager: georgespencer; similarity_score: 0.27875
hiring_manager: cairo140; similarity_score: 0.27753
hiring_manager: oms1005; similarity_score: 0.27631
hiring_manager: gsastry; similarity_score: 0.27631
hiring_manager: gnidan; similarity_score: 0.27510
hiring_manager: andrewforee; similarity_score: 0.27390
hiring_manager: bbeck; similarity_score: 0.27272
hiring_manager: shedd; similarity_score: 0.27272
hiring_manager: michaelhoffman; similarity_score: 0.27271
hiring_manager: the_gigi; similarity_score: 0.27154
hiring_manager: tqn; similarity_score: 0.27037
hiring_manager: mapdock; similarity_score: 0.27037
hiring_manager: tair; similarity_score: 0.27037
hiring_manager: lightningstorm; similarity_score: 0.26808
hiring_manager: zaidos; similarity_score: 0.26807
hiring_manager: daveoflynn; similarity_score: 0.26694
hiring_manager: swampthing; similarity_score: 0.26694
hiring_manager: jennifer_scroll; similarity_score: 0.26581
hiring_manager: frisco; similarity_score: 0.26581
hiring_manager: samuelbrin; similarity_score: 0.26470
hiring_manager: woodhull; similarity_score: 0.26469
hiring_manager: ameryz07; similarity_score: 0.26359
hiring_manager: arach; similarity_score: 0.26359
hiring_manager: mbesto; similarity_score: 0.26358
hiring_manager: meritt; similarity_score: 0.26032
hiring_manager: sb_ba; similarity_score: 0.25925
hiring_manager: kmano8; similarity_score: 0.25925
hiring_manager: dalys; similarity_score: 0.25925
hiring_manager: iis_zephyr; similarity_score: 0.25818
hiring_manager: JimboOmega; similarity_score: 0.25713
hiring_manager: jnenglish; similarity_score: 0.25609
hiring_manager: azth; similarity_score: 0.25505
hiring_manager: vaxtrac; similarity_score: 0.25199
hiring_manager: alexthornton; similarity_score: 0.25199
hiring_manager: ncbk12; similarity_score: 0.25099
hiring_manager: cwhiten; similarity_score: 0.24802
hiring_manager: matm; similarity_score: 0.24609
hiring_manager: snowmaker; similarity_score: 0.24608
hiring_manager: bsnyder; similarity_score: 0.24608
hiring_manager: jasonparekh; similarity_score: 0.24418
hiring_manager: jhdavids8; similarity_score: 0.24323
hiring_manager: minichate; similarity_score: 0.24137
hiring_manager: rchiba; similarity_score: 0.24044
hiring_manager: JangoSteve; similarity_score: 0.23683
hiring_manager: boyd; similarity_score: 0.23506
hiring_manager: jsfour; similarity_score: 0.23332
hiring_manager: jspiral; similarity_score: 0.23161
hiring_manager: blakeweb; similarity_score: 0.22908
hiring_manager: ejdyksen; similarity_score: 0.22908
hiring_manager: capkutay; similarity_score: 0.22825
hiring_manager: kedargj; similarity_score: 0.22661
hiring_manager: ninetax; similarity_score: 0.22499
hiring_manager: michaelrstubbs; similarity_score: 0.22419
hiring_manager: conorgil145; similarity_score: 0.22418
hiring_manager: maxneu; similarity_score: 0.22260
hiring_manager: bitcrusher; similarity_score: 0.21501
hiring_manager: jjarmoc; similarity_score: 0.21428
hiring_manager: courtneypowell; similarity_score: 0.21283
hiring_manager: spang; similarity_score: 0.21211
hiring_manager: atto; similarity_score: 0.20587
hiring_manager: chrchr; similarity_score: 0.20587
hiring_manager: helloshow; similarity_score: 0.19999
hiring_manager: ehberger; similarity_score: 0.19443
hiring_manager: greattypo; similarity_score: 0.18367
hiring_manager: pensieri; similarity_score: 0.18367
hiring_manager: ddtruong17; similarity_score: 0.17947
hiring_manager: BWStearns; similarity_score: 0.16070
hiring_manager: makmanalp; similarity_score: 0.15948
hiring_manager: fh2210; similarity_score: 0.15593
hiring_manager: brendankemp; similarity_score: 0.14964
hiring_manager: frabrunelle; similarity_score: 0.10714
