hiring_manager: chad_strategic; similarity_score: 0.97296
hiring_manager: scanr; similarity_score: 0.57599
hiring_manager: mazerj; similarity_score: 0.57599
hiring_manager: chrisdl; similarity_score: 0.57599
hiring_manager: samingrassia; similarity_score: 0.57142
hiring_manager: kevinmchugh; similarity_score: 0.57142
hiring_manager: martidumas; similarity_score: 0.57141
hiring_manager: pierreant_p; similarity_score: 0.56249
hiring_manager: ptlkitccat; similarity_score: 0.55813
hiring_manager: peawee; similarity_score: 0.55384
hiring_manager: frb; similarity_score: 0.54961
hiring_manager: vimeojobs; similarity_score: 0.54961
hiring_manager: logotype; similarity_score: 0.54545
hiring_manager: qwerpoiuty; similarity_score: 0.54544
hiring_manager: nahidalam; similarity_score: 0.54135
hiring_manager: yegg; similarity_score: 0.54134
hiring_manager: QTtech; similarity_score: 0.53731
hiring_manager: margiexu; similarity_score: 0.53731
hiring_manager: westi; similarity_score: 0.53731
hiring_manager: kiyoto; similarity_score: 0.53332
hiring_manager: robertpohl; similarity_score: 0.52940
hiring_manager: martinlanden; similarity_score: 0.52940
hiring_manager: saucelabs; similarity_score: 0.52940
hiring_manager: feverishaaron; similarity_score: 0.52553
hiring_manager: lamplightr; similarity_score: 0.52173
hiring_manager: lennies; similarity_score: 0.52173
hiring_manager: morgante; similarity_score: 0.52173
hiring_manager: scidev; similarity_score: 0.52173
hiring_manager: demac; similarity_score: 0.52173
hiring_manager: jconnolly; similarity_score: 0.52173
hiring_manager: a5huynh; similarity_score: 0.52173
hiring_manager: kenrose; similarity_score: 0.52173
hiring_manager: hazzadous; similarity_score: 0.51798
hiring_manager: arthurgibson; similarity_score: 0.51797
hiring_manager: ryan_f; similarity_score: 0.51797
hiring_manager: andrewlin; similarity_score: 0.51428
hiring_manager: jscalisi; similarity_score: 0.51427
hiring_manager: Rodi; similarity_score: 0.51063
hiring_manager: johnballjibe; similarity_score: 0.51063
hiring_manager: USNetizen; similarity_score: 0.51062
hiring_manager: allbombs; similarity_score: 0.50704
hiring_manager: austinhallock; similarity_score: 0.50704
hiring_manager: joekur; similarity_score: 0.50704
hiring_manager: drc37; similarity_score: 0.50703
hiring_manager: cpenner461; similarity_score: 0.50703
hiring_manager: workmarket; similarity_score: 0.50349
hiring_manager: pzearfoss; similarity_score: 0.50349
hiring_manager: joe_fro; similarity_score: 0.50348
hiring_manager: pkrein; similarity_score: 0.49655
hiring_manager: wittedhaddock; similarity_score: 0.49654
hiring_manager: adamalix; similarity_score: 0.49654
hiring_manager: transitorykris; similarity_score: 0.49654
hiring_manager: salar; similarity_score: 0.48979
hiring_manager: jasoncartwright; similarity_score: 0.48979
hiring_manager: ben-deskpro; similarity_score: 0.48979
hiring_manager: dmritard96; similarity_score: 0.48648
hiring_manager: chris_raptr; similarity_score: 0.48322
hiring_manager: mrw34; similarity_score: 0.48321
hiring_manager: drp; similarity_score: 0.48321
hiring_manager: tristanz; similarity_score: 0.47999
hiring_manager: ben336; similarity_score: 0.47681
hiring_manager: hmpc; similarity_score: 0.47681
hiring_manager: sadadar; similarity_score: 0.47368
hiring_manager: wadenick; similarity_score: 0.47367
hiring_manager: kdavari; similarity_score: 0.47058
hiring_manager: robg; similarity_score: 0.47058
hiring_manager: geori; similarity_score: 0.46153
hiring_manager: madjack74; similarity_score: 0.45858
hiring_manager: jsnook; similarity_score: 0.45282
hiring_manager: PhantomPhreak; similarity_score: 0.45282
hiring_manager: trentellingsen; similarity_score: 0.45282
hiring_manager: RaizlabsTalent; similarity_score: 0.44999
hiring_manager: ebildsten; similarity_score: 0.44999
hiring_manager: tylersakats; similarity_score: 0.44999
hiring_manager: erichurkman; similarity_score: 0.44999
hiring_manager: pallinder; similarity_score: 0.44720
hiring_manager: marybheine; similarity_score: 0.44719
hiring_manager: machinezone; similarity_score: 0.44444
hiring_manager: bacheson1293; similarity_score: 0.44444
hiring_manager: calpaterson; similarity_score: 0.44443
hiring_manager: StefanBill; similarity_score: 0.44443
hiring_manager: Renat; similarity_score: 0.44443
hiring_manager: davidknezevic; similarity_score: 0.44170
hiring_manager: samirez; similarity_score: 0.43901
hiring_manager: bladedawg; similarity_score: 0.43636
hiring_manager: zacharypinter; similarity_score: 0.43636
hiring_manager: rememberlenny; similarity_score: 0.43635
hiring_manager: egillie; similarity_score: 0.43113
hiring_manager: mac14; similarity_score: 0.42857
hiring_manager: THSK; similarity_score: 0.42856
hiring_manager: BornInTheUSSR; similarity_score: 0.42856
hiring_manager: SendGrid; similarity_score: 0.42602
hiring_manager: jonhearty; similarity_score: 0.42352
hiring_manager: ssk2; similarity_score: 0.42352
hiring_manager: tyoung; similarity_score: 0.42352
hiring_manager: gshx; similarity_score: 0.42352
hiring_manager: agazso; similarity_score: 0.42104
hiring_manager: meaydinli; similarity_score: 0.42104
hiring_manager: chrisconley; similarity_score: 0.41859
hiring_manager: sam; similarity_score: 0.41859
hiring_manager: raxnet; similarity_score: 0.41859
hiring_manager: rskinner; similarity_score: 0.41618
hiring_manager: gsiener; similarity_score: 0.41617
hiring_manager: pashabitz; similarity_score: 0.41142
hiring_manager: malyk; similarity_score: 0.41142
hiring_manager: mariusz331; similarity_score: 0.40908
hiring_manager: asolove; similarity_score: 0.40908
hiring_manager: escherize; similarity_score: 0.40677
hiring_manager: doctoboggan; similarity_score: 0.40677
hiring_manager: swilson7; similarity_score: 0.40677
hiring_manager: FreshPuzzles; similarity_score: 0.40448
hiring_manager: Theranos; similarity_score: 0.40448
hiring_manager: olivercameron; similarity_score: 0.40222
hiring_manager: DenisM; similarity_score: 0.39999
hiring_manager: jdawe; similarity_score: 0.39999
hiring_manager: TEVO_throwaway; similarity_score: 0.39999
hiring_manager: knowtheory; similarity_score: 0.39999
hiring_manager: cj; similarity_score: 0.39778
hiring_manager: temuze; similarity_score: 0.39560
hiring_manager: evaneykelen; similarity_score: 0.39559
hiring_manager: purephase; similarity_score: 0.39559
hiring_manager: hywel; similarity_score: 0.39559
hiring_manager: mdu; similarity_score: 0.39343
hiring_manager: kevinschumacher; similarity_score: 0.39343
hiring_manager: squirrel; similarity_score: 0.39343
hiring_manager: sinak; similarity_score: 0.39343
hiring_manager: jluan; similarity_score: 0.39130
hiring_manager: sv123; similarity_score: 0.39129
hiring_manager: jtoberon; similarity_score: 0.39129
hiring_manager: nilsbunger; similarity_score: 0.38918
hiring_manager: mandoescamilla; similarity_score: 0.38918
hiring_manager: lrc1717; similarity_score: 0.38709
hiring_manager: jamieiles; similarity_score: 0.38502
hiring_manager: vinceguidry; similarity_score: 0.38502
hiring_manager: masylum; similarity_score: 0.38501
hiring_manager: Jobsatgraze; similarity_score: 0.38297
hiring_manager: martian; similarity_score: 0.38297
hiring_manager: alexose; similarity_score: 0.38094
hiring_manager: Peroni; similarity_score: 0.37894
hiring_manager: Sarean; similarity_score: 0.37894
hiring_manager: jasoncrawford; similarity_score: 0.37894
hiring_manager: twymer; similarity_score: 0.37893
hiring_manager: yjkogan; similarity_score: 0.37893
hiring_manager: jeffdn; similarity_score: 0.37695
hiring_manager: wbobeirne; similarity_score: 0.37695
hiring_manager: adamwiggins; similarity_score: 0.37695
hiring_manager: eugeneiiim; similarity_score: 0.37499
hiring_manager: Jeffrey903; similarity_score: 0.37499
hiring_manager: olegp; similarity_score: 0.37499
hiring_manager: grigory; similarity_score: 0.37305
hiring_manager: luisrudge; similarity_score: 0.37305
hiring_manager: manoa; similarity_score: 0.37305
hiring_manager: uwemaurer; similarity_score: 0.37305
hiring_manager: MattfromHall; similarity_score: 0.37305
hiring_manager: alain_gilbert; similarity_score: 0.37305
hiring_manager: bgriggs1; similarity_score: 0.37304
hiring_manager: diggan; similarity_score: 0.37113
hiring_manager: wdewind; similarity_score: 0.37113
hiring_manager: brendan_gill; similarity_score: 0.36922
hiring_manager: Jhaney34; similarity_score: 0.36922
hiring_manager: Andrew_Metail; similarity_score: 0.36734
hiring_manager: dale-ssc; similarity_score: 0.36734
hiring_manager: illscience; similarity_score: 0.36734
hiring_manager: rs; similarity_score: 0.36733
hiring_manager: nschuett; similarity_score: 0.36548
hiring_manager: VicinitasTech; similarity_score: 0.36548
hiring_manager: hafabnew; similarity_score: 0.36548
hiring_manager: infer; similarity_score: 0.36547
hiring_manager: zmillman; similarity_score: 0.36547
hiring_manager: StackCommerce; similarity_score: 0.36362
hiring_manager: blo; similarity_score: 0.36180
hiring_manager: sstevens13; similarity_score: 0.36179
hiring_manager: FLGMwt; similarity_score: 0.35999
hiring_manager: krambs; similarity_score: 0.35999
hiring_manager: natgordon; similarity_score: 0.35820
hiring_manager: joshyeager; similarity_score: 0.35820
hiring_manager: button; similarity_score: 0.35643
hiring_manager: eli; similarity_score: 0.35642
hiring_manager: wtvanhest; similarity_score: 0.35467
hiring_manager: lipsmack; similarity_score: 0.35467
hiring_manager: scalesolved; similarity_score: 0.35467
hiring_manager: millchristian; similarity_score: 0.35467
hiring_manager: thethimble; similarity_score: 0.35294
hiring_manager: AndrewKemendo; similarity_score: 0.35293
hiring_manager: nickbaum; similarity_score: 0.35293
hiring_manager: DLarsen; similarity_score: 0.35121
hiring_manager: carterbrutschy; similarity_score: 0.35121
hiring_manager: rcodesmith; similarity_score: 0.34951
hiring_manager: mburnett; similarity_score: 0.34950
hiring_manager: antoviaque; similarity_score: 0.34950
hiring_manager: jedanbik; similarity_score: 0.34782
hiring_manager: fasteddie; similarity_score: 0.34781
hiring_manager: akhudek; similarity_score: 0.34781
hiring_manager: gokulkumark; similarity_score: 0.34781
hiring_manager: abuggia; similarity_score: 0.34615
hiring_manager: kmerritt; similarity_score: 0.34615
hiring_manager: gsmoore; similarity_score: 0.34449
hiring_manager: svec; similarity_score: 0.34449
hiring_manager: wwarren; similarity_score: 0.34449
hiring_manager: d0m; similarity_score: 0.34285
hiring_manager: ig1; similarity_score: 0.34285
hiring_manager: JayNeely; similarity_score: 0.34123
hiring_manager: Mynar; similarity_score: 0.34122
hiring_manager: jakestein; similarity_score: 0.34122
hiring_manager: mikebabineau; similarity_score: 0.33961
hiring_manager: villosil; similarity_score: 0.33961
hiring_manager: jgadbois; similarity_score: 0.33961
hiring_manager: frd91gt; similarity_score: 0.33802
hiring_manager: Michael_Docker; similarity_score: 0.33488
hiring_manager: robvolk; similarity_score: 0.33488
hiring_manager: awongh; similarity_score: 0.33487
hiring_manager: rholdy; similarity_score: 0.33487
hiring_manager: isojon; similarity_score: 0.33178
hiring_manager: meritt; similarity_score: 0.33027
hiring_manager: jonbischke; similarity_score: 0.33026
hiring_manager: mfontani; similarity_score: 0.33026
hiring_manager: d4mi3n; similarity_score: 0.32876
hiring_manager: tjicc; similarity_score: 0.32876
hiring_manager: gvaldes; similarity_score: 0.32876
hiring_manager: summerville; similarity_score: 0.32875
hiring_manager: EmilLondon; similarity_score: 0.32727
hiring_manager: AlexWest; similarity_score: 0.32726
hiring_manager: tj_dstillery; similarity_score: 0.32578
hiring_manager: samuelbrin; similarity_score: 0.32578
hiring_manager: abadmeows; similarity_score: 0.32432
hiring_manager: kennon42; similarity_score: 0.32432
hiring_manager: JimiofEden; similarity_score: 0.32431
hiring_manager: JPMorganAthena; similarity_score: 0.32431
hiring_manager: fheisler; similarity_score: 0.32286
hiring_manager: sparkman55; similarity_score: 0.32286
hiring_manager: amitkumar01; similarity_score: 0.32286
hiring_manager: Stealx; similarity_score: 0.32286
hiring_manager: Clairesheng; similarity_score: 0.32142
hiring_manager: ashleyjohn; similarity_score: 0.32142
hiring_manager: oebs; similarity_score: 0.32142
hiring_manager: jason_dstillery; similarity_score: 0.31999
hiring_manager: arobbins; similarity_score: 0.31999
hiring_manager: Airphrame; similarity_score: 0.31857
hiring_manager: royrusso; similarity_score: 0.31717
hiring_manager: JJMalina; similarity_score: 0.31717
hiring_manager: capkutay; similarity_score: 0.31717
hiring_manager: spicyj; similarity_score: 0.31578
hiring_manager: speek; similarity_score: 0.31440
hiring_manager: jarmitage; similarity_score: 0.31304
hiring_manager: ILIKEPONIES; similarity_score: 0.31303
hiring_manager: gumby; similarity_score: 0.31168
hiring_manager: bostik; similarity_score: 0.31168
hiring_manager: devinfoley; similarity_score: 0.31168
hiring_manager: jhdavids8; similarity_score: 0.31167
hiring_manager: zgm; similarity_score: 0.30900
hiring_manager: tripadvisor; similarity_score: 0.30900
hiring_manager: mikepk; similarity_score: 0.30900
hiring_manager: bijanv; similarity_score: 0.30769
hiring_manager: cce_; similarity_score: 0.30637
hiring_manager: taggartbg; similarity_score: 0.30508
hiring_manager: samelawrence; similarity_score: 0.30507
hiring_manager: cairo140; similarity_score: 0.30379
hiring_manager: cliftonk; similarity_score: 0.30379
hiring_manager: ellego; similarity_score: 0.30378
hiring_manager: andrewforee; similarity_score: 0.30124
hiring_manager: zaidos; similarity_score: 0.30124
hiring_manager: sir_akshay; similarity_score: 0.29999
hiring_manager: tharshan09; similarity_score: 0.29874
hiring_manager: michaelhoffman; similarity_score: 0.29874
hiring_manager: itsdrewmiller; similarity_score: 0.29874
hiring_manager: lightningstorm; similarity_score: 0.29752
hiring_manager: chollida1; similarity_score: 0.29751
hiring_manager: okhudeira; similarity_score: 0.29751
hiring_manager: Synergyse; similarity_score: 0.29629
hiring_manager: bbeck; similarity_score: 0.29629
hiring_manager: mmattax; similarity_score: 0.29507
hiring_manager: the_gigi; similarity_score: 0.29507
hiring_manager: ddtruong17; similarity_score: 0.29267
hiring_manager: sb_ba; similarity_score: 0.28915
hiring_manager: JimboOmega; similarity_score: 0.28685
hiring_manager: bradfa; similarity_score: 0.28570
hiring_manager: mightybyte; similarity_score: 0.28458
hiring_manager: techwraith; similarity_score: 0.28346
hiring_manager: jerrythompson; similarity_score: 0.28346
hiring_manager: kmano8; similarity_score: 0.28234
hiring_manager: azth; similarity_score: 0.28124
hiring_manager: twog; similarity_score: 0.27906
hiring_manager: matm; similarity_score: 0.27906
hiring_manager: snowmaker; similarity_score: 0.27798
hiring_manager: scotchio; similarity_score: 0.27480
hiring_manager: rchiba; similarity_score: 0.27480
hiring_manager: radex; similarity_score: 0.27376
hiring_manager: cwhiten; similarity_score: 0.27169
hiring_manager: andrem; similarity_score: 0.27169
hiring_manager: brandicmt; similarity_score: 0.27169
hiring_manager: jumby; similarity_score: 0.27066
hiring_manager: calebelston; similarity_score: 0.26966
hiring_manager: meric; similarity_score: 0.26865
hiring_manager: daryn00; similarity_score: 0.26765
hiring_manager: jsfour; similarity_score: 0.26276
hiring_manager: jyrani; similarity_score: 0.26086
hiring_manager: boyd; similarity_score: 0.26086
hiring_manager: a_bergie; similarity_score: 0.25806
hiring_manager: karlwmacmillan; similarity_score: 0.25806
hiring_manager: interurban; similarity_score: 0.25713
hiring_manager: hectorals; similarity_score: 0.25621
hiring_manager: karenkuhn; similarity_score: 0.25531
hiring_manager: ejdyksen; similarity_score: 0.25531
hiring_manager: ricaurte; similarity_score: 0.25531
hiring_manager: ssc-tech; similarity_score: 0.25440
hiring_manager: adamdingle; similarity_score: 0.24999
hiring_manager: conorgil145; similarity_score: 0.24572
hiring_manager: jdotjdot; similarity_score: 0.24572
hiring_manager: blakeweb; similarity_score: 0.24489
hiring_manager: Fr4ncis; similarity_score: 0.24406
hiring_manager: jjarmoc; similarity_score: 0.24324
hiring_manager: dalys; similarity_score: 0.24080
hiring_manager: channel4; similarity_score: 0.23999
hiring_manager: dford87; similarity_score: 0.23452
hiring_manager: erex78; similarity_score: 0.23376
hiring_manager: ninetax; similarity_score: 0.23002
hiring_manager: chris_webster75; similarity_score: 0.23002
hiring_manager: kedargj; similarity_score: 0.22856
hiring_manager: e0m; similarity_score: 0.22783
hiring_manager: diafygi; similarity_score: 0.22085
hiring_manager: UnderTheRadarKS; similarity_score: 0.21556
hiring_manager: krisneuharth; similarity_score: 0.21238
hiring_manager: alexthornton; similarity_score: 0.21176
hiring_manager: greattypo; similarity_score: 0.21052
hiring_manager: pensieri; similarity_score: 0.20990
hiring_manager: adambratt; similarity_score: 0.20748
hiring_manager: rkpzero; similarity_score: 0.20748
hiring_manager: PJDK; similarity_score: 0.20512
hiring_manager: samidalouche; similarity_score: 0.20395
hiring_manager: voleon; similarity_score: 0.19725
hiring_manager: theflyingkiwi42; similarity_score: 0.19406
hiring_manager: nixy; similarity_score: 0.19301
hiring_manager: vonnik; similarity_score: 0.18749
hiring_manager: BWStearns; similarity_score: 0.18413
hiring_manager: aj_icracked; similarity_score: 0.17999
hiring_manager: aglp2010; similarity_score: 0.17265
hiring_manager: aghuwalewala; similarity_score: 0.16704
hiring_manager: jamalex; similarity_score: 0.14844
hiring_manager: sophiestrap; similarity_score: 0.14313
