hiring_manager: chad_strategic; similarity_score: 0.99447
hiring_manager: bgriggs1; similarity_score: 0.62716
hiring_manager: mandoescamilla; similarity_score: 0.62716
hiring_manager: olegp; similarity_score: 0.62716
hiring_manager: nilsbunger; similarity_score: 0.62499
hiring_manager: adamwiggins; similarity_score: 0.62499
hiring_manager: martian; similarity_score: 0.62499
hiring_manager: alexose; similarity_score: 0.62499
hiring_manager: jamieiles; similarity_score: 0.62499
hiring_manager: vinceguidry; similarity_score: 0.62499
hiring_manager: wdewind; similarity_score: 0.62499
hiring_manager: Sarean; similarity_score: 0.62499
hiring_manager: diggan; similarity_score: 0.62283
hiring_manager: purephase; similarity_score: 0.62283
hiring_manager: jeffdn; similarity_score: 0.62068
hiring_manager: yjkogan; similarity_score: 0.62068
hiring_manager: MattfromHall; similarity_score: 0.62068
hiring_manager: Peroni; similarity_score: 0.61855
hiring_manager: illscience; similarity_score: 0.61854
hiring_manager: Jeffrey903; similarity_score: 0.61854
hiring_manager: uwemaurer; similarity_score: 0.61643
hiring_manager: brendan_gill; similarity_score: 0.61643
hiring_manager: Jobsatgraze; similarity_score: 0.61643
hiring_manager: eugeneiiim; similarity_score: 0.61433
hiring_manager: krambs; similarity_score: 0.61432
hiring_manager: twymer; similarity_score: 0.61224
hiring_manager: VicinitasTech; similarity_score: 0.61224
hiring_manager: alain_gilbert; similarity_score: 0.61223
hiring_manager: luisrudge; similarity_score: 0.61223
hiring_manager: Andrew_Metail; similarity_score: 0.61016
hiring_manager: hafabnew; similarity_score: 0.61016
hiring_manager: nschuett; similarity_score: 0.61016
hiring_manager: sstevens13; similarity_score: 0.60810
hiring_manager: dale-ssc; similarity_score: 0.60810
hiring_manager: grigory; similarity_score: 0.60810
hiring_manager: button; similarity_score: 0.60605
hiring_manager: joshyeager; similarity_score: 0.60605
hiring_manager: Jhaney34; similarity_score: 0.60605
hiring_manager: eli; similarity_score: 0.60605
hiring_manager: thethimble; similarity_score: 0.60605
hiring_manager: zmillman; similarity_score: 0.60402
hiring_manager: rs; similarity_score: 0.60401
hiring_manager: FLGMwt; similarity_score: 0.60200
hiring_manager: lipsmack; similarity_score: 0.60200
hiring_manager: blo; similarity_score: 0.60199
hiring_manager: nickbaum; similarity_score: 0.59999
hiring_manager: scalesolved; similarity_score: 0.59999
hiring_manager: infer; similarity_score: 0.59800
hiring_manager: wtvanhest; similarity_score: 0.59800
hiring_manager: natgordon; similarity_score: 0.59800
hiring_manager: StackCommerce; similarity_score: 0.59799
hiring_manager: DLarsen; similarity_score: 0.59799
hiring_manager: AndrewKemendo; similarity_score: 0.59602
hiring_manager: millchristian; similarity_score: 0.59602
hiring_manager: antoviaque; similarity_score: 0.59405
hiring_manager: svec; similarity_score: 0.59209
hiring_manager: mburnett; similarity_score: 0.59015
hiring_manager: fasteddie; similarity_score: 0.58823
hiring_manager: akhudek; similarity_score: 0.58631
hiring_manager: rcodesmith; similarity_score: 0.58631
hiring_manager: gsmoore; similarity_score: 0.58630
hiring_manager: gokulkumark; similarity_score: 0.58441
hiring_manager: ig1; similarity_score: 0.58441
hiring_manager: wwarren; similarity_score: 0.58440
hiring_manager: d0m; similarity_score: 0.58440
hiring_manager: abuggia; similarity_score: 0.58251
hiring_manager: carterbrutschy; similarity_score: 0.58064
hiring_manager: jedanbik; similarity_score: 0.58063
hiring_manager: kmerritt; similarity_score: 0.58063
hiring_manager: mikebabineau; similarity_score: 0.58063
hiring_manager: awongh; similarity_score: 0.57877
hiring_manager: Mynar; similarity_score: 0.57877
hiring_manager: villosil; similarity_score: 0.57692
hiring_manager: JayNeely; similarity_score: 0.57691
hiring_manager: frd91gt; similarity_score: 0.57691
hiring_manager: robvolk; similarity_score: 0.57142
hiring_manager: d4mi3n; similarity_score: 0.57142
hiring_manager: jgadbois; similarity_score: 0.57142
hiring_manager: tj_dstillery; similarity_score: 0.56961
hiring_manager: Michael_Docker; similarity_score: 0.56961
hiring_manager: abadmeows; similarity_score: 0.56961
hiring_manager: sparkman55; similarity_score: 0.56782
hiring_manager: gvaldes; similarity_score: 0.56781
hiring_manager: jonbischke; similarity_score: 0.56781
hiring_manager: summerville; similarity_score: 0.56781
hiring_manager: jakestein; similarity_score: 0.56603
hiring_manager: rholdy; similarity_score: 0.56603
hiring_manager: arobbins; similarity_score: 0.56602
hiring_manager: kennon42; similarity_score: 0.56602
hiring_manager: oebs; similarity_score: 0.56425
hiring_manager: amitkumar01; similarity_score: 0.56425
hiring_manager: spicyj; similarity_score: 0.56425
hiring_manager: meritt; similarity_score: 0.56425
hiring_manager: tjicc; similarity_score: 0.56249
hiring_manager: samuelbrin; similarity_score: 0.56249
hiring_manager: EmilLondon; similarity_score: 0.56073
hiring_manager: jason_dstillery; similarity_score: 0.55900
hiring_manager: JPMorganAthena; similarity_score: 0.55900
hiring_manager: Clairesheng; similarity_score: 0.55899
hiring_manager: Airphrame; similarity_score: 0.55727
hiring_manager: isojon; similarity_score: 0.55727
hiring_manager: AlexWest; similarity_score: 0.55727
hiring_manager: mfontani; similarity_score: 0.55727
hiring_manager: capkutay; similarity_score: 0.55726
hiring_manager: ILIKEPONIES; similarity_score: 0.55555
hiring_manager: JJMalina; similarity_score: 0.55555
hiring_manager: JimiofEden; similarity_score: 0.55554
hiring_manager: royrusso; similarity_score: 0.55384
hiring_manager: devinfoley; similarity_score: 0.55384
hiring_manager: mikepk; similarity_score: 0.55214
hiring_manager: tripadvisor; similarity_score: 0.55214
hiring_manager: speek; similarity_score: 0.55213
hiring_manager: ashleyjohn; similarity_score: 0.55045
hiring_manager: fheisler; similarity_score: 0.55045
hiring_manager: jarmitage; similarity_score: 0.54877
hiring_manager: Stealx; similarity_score: 0.54877
hiring_manager: gumby; similarity_score: 0.54710
hiring_manager: samelawrence; similarity_score: 0.54544
hiring_manager: jhdavids8; similarity_score: 0.54544
hiring_manager: bostik; similarity_score: 0.54380
hiring_manager: cliftonk; similarity_score: 0.53891
hiring_manager: ellego; similarity_score: 0.53891
hiring_manager: sir_akshay; similarity_score: 0.53891
hiring_manager: bijanv; similarity_score: 0.53731
hiring_manager: cairo140; similarity_score: 0.53731
hiring_manager: taggartbg; similarity_score: 0.53731
hiring_manager: tharshan09; similarity_score: 0.53730
hiring_manager: zaidos; similarity_score: 0.53571
hiring_manager: michaelhoffman; similarity_score: 0.53570
hiring_manager: zgm; similarity_score: 0.53411
hiring_manager: the_gigi; similarity_score: 0.53253
hiring_manager: cce_; similarity_score: 0.53097
hiring_manager: chollida1; similarity_score: 0.53096
hiring_manager: bbeck; similarity_score: 0.52941
hiring_manager: andrewforee; similarity_score: 0.52785
hiring_manager: itsdrewmiller; similarity_score: 0.52631
hiring_manager: Synergyse; similarity_score: 0.52630
hiring_manager: okhudeira; similarity_score: 0.52477
hiring_manager: mmattax; similarity_score: 0.52325
hiring_manager: ddtruong17; similarity_score: 0.52324
hiring_manager: sb_ba; similarity_score: 0.52023
hiring_manager: mightybyte; similarity_score: 0.51872
hiring_manager: lightningstorm; similarity_score: 0.51723
hiring_manager: techwraith; similarity_score: 0.51723
hiring_manager: JimboOmega; similarity_score: 0.51723
hiring_manager: kmano8; similarity_score: 0.51427
hiring_manager: bradfa; similarity_score: 0.51135
hiring_manager: twog; similarity_score: 0.50847
hiring_manager: matm; similarity_score: 0.50846
hiring_manager: radex; similarity_score: 0.50703
hiring_manager: azth; similarity_score: 0.50561
hiring_manager: snowmaker; similarity_score: 0.50419
hiring_manager: jerrythompson; similarity_score: 0.50419
hiring_manager: cwhiten; similarity_score: 0.50278
hiring_manager: andrem; similarity_score: 0.50138
hiring_manager: scotchio; similarity_score: 0.49723
hiring_manager: rchiba; similarity_score: 0.49586
hiring_manager: brandicmt; similarity_score: 0.49586
hiring_manager: jumby; similarity_score: 0.49585
hiring_manager: meric; similarity_score: 0.49180
hiring_manager: jsfour; similarity_score: 0.49046
hiring_manager: calebelston; similarity_score: 0.49045
hiring_manager: boyd; similarity_score: 0.48912
hiring_manager: daryn00; similarity_score: 0.48386
hiring_manager: ejdyksen; similarity_score: 0.48386
hiring_manager: jyrani; similarity_score: 0.48386
hiring_manager: interurban; similarity_score: 0.48257
hiring_manager: karlwmacmillan; similarity_score: 0.47999
hiring_manager: hectorals; similarity_score: 0.47999
hiring_manager: a_bergie; similarity_score: 0.47618
hiring_manager: ricaurte; similarity_score: 0.47618
hiring_manager: karenkuhn; similarity_score: 0.47618
hiring_manager: ssc-tech; similarity_score: 0.47119
hiring_manager: adamdingle; similarity_score: 0.46874
hiring_manager: Fr4ncis; similarity_score: 0.46631
hiring_manager: jdotjdot; similarity_score: 0.46631
hiring_manager: conorgil145; similarity_score: 0.46511
hiring_manager: dalys; similarity_score: 0.46391
hiring_manager: jjarmoc; similarity_score: 0.45917
hiring_manager: channel4; similarity_score: 0.45917
hiring_manager: blakeweb; similarity_score: 0.45800
hiring_manager: chris_webster75; similarity_score: 0.45339
hiring_manager: erex78; similarity_score: 0.44999
hiring_manager: dford87; similarity_score: 0.44664
hiring_manager: ninetax; similarity_score: 0.44664
hiring_manager: e0m; similarity_score: 0.43795
hiring_manager: diafygi; similarity_score: 0.43477
hiring_manager: kedargj; similarity_score: 0.43372
hiring_manager: UnderTheRadarKS; similarity_score: 0.42754
hiring_manager: pensieri; similarity_score: 0.41860
hiring_manager: greattypo; similarity_score: 0.41762
hiring_manager: krisneuharth; similarity_score: 0.41379
hiring_manager: alexthornton; similarity_score: 0.41378
hiring_manager: rkpzero; similarity_score: 0.41189
hiring_manager: PJDK; similarity_score: 0.40816
hiring_manager: adambratt; similarity_score: 0.40722
hiring_manager: samidalouche; similarity_score: 0.40448
hiring_manager: voleon; similarity_score: 0.39044
hiring_manager: nixy; similarity_score: 0.38709
hiring_manager: theflyingkiwi42; similarity_score: 0.38543
hiring_manager: BWStearns; similarity_score: 0.38297
hiring_manager: vonnik; similarity_score: 0.37894
hiring_manager: aj_icracked; similarity_score: 0.36217
hiring_manager: aglp2010; similarity_score: 0.35225
hiring_manager: aghuwalewala; similarity_score: 0.33770
hiring_manager: jamalex; similarity_score: 0.31412
hiring_manager: sophiestrap; similarity_score: 0.30404
