hiring_manager: vseloved; similarity_score: 0.96609
hiring_manager: Tarang; similarity_score: 0.51350
hiring_manager: mazerj; similarity_score: 0.50892
hiring_manager: chrisdl; similarity_score: 0.50892
hiring_manager: logotype; similarity_score: 0.49565
hiring_manager: ptlkitccat; similarity_score: 0.49565
hiring_manager: peawee; similarity_score: 0.49564
hiring_manager: kevinmchugh; similarity_score: 0.49564
hiring_manager: qwerpoiuty; similarity_score: 0.49564
hiring_manager: frb; similarity_score: 0.49137
hiring_manager: yegg; similarity_score: 0.49137
hiring_manager: vimeojobs; similarity_score: 0.48717
hiring_manager: QTtech; similarity_score: 0.48304
hiring_manager: arthurgibson; similarity_score: 0.48304
hiring_manager: kiyoto; similarity_score: 0.48304
hiring_manager: martinlanden; similarity_score: 0.47898
hiring_manager: robertpohl; similarity_score: 0.47898
hiring_manager: westi; similarity_score: 0.47898
hiring_manager: nahidalam; similarity_score: 0.47898
hiring_manager: lamplightr; similarity_score: 0.47499
hiring_manager: scidev; similarity_score: 0.47107
hiring_manager: margiexu; similarity_score: 0.47106
hiring_manager: lennies; similarity_score: 0.46721
hiring_manager: workmarket; similarity_score: 0.46720
hiring_manager: hazzadous; similarity_score: 0.46720
hiring_manager: jconnolly; similarity_score: 0.46720
hiring_manager: feverishaaron; similarity_score: 0.46341
hiring_manager: kenrose; similarity_score: 0.46341
hiring_manager: johnballjibe; similarity_score: 0.45967
hiring_manager: morgante; similarity_score: 0.45967
hiring_manager: demac; similarity_score: 0.45967
hiring_manager: a5huynh; similarity_score: 0.45966
hiring_manager: saucelabs; similarity_score: 0.45599
hiring_manager: jscalisi; similarity_score: 0.45237
hiring_manager: ryan_f; similarity_score: 0.45237
hiring_manager: drc37; similarity_score: 0.44881
hiring_manager: joekur; similarity_score: 0.44881
hiring_manager: pzearfoss; similarity_score: 0.44881
hiring_manager: austinhallock; similarity_score: 0.44881
hiring_manager: andrewlin; similarity_score: 0.44880
hiring_manager: allbombs; similarity_score: 0.44530
hiring_manager: transitorykris; similarity_score: 0.44185
hiring_manager: cpenner461; similarity_score: 0.44185
hiring_manager: Rodi; similarity_score: 0.44185
hiring_manager: joe_fro; similarity_score: 0.44185
hiring_manager: ben-deskpro; similarity_score: 0.43511
hiring_manager: jasoncartwright; similarity_score: 0.43511
hiring_manager: USNetizen; similarity_score: 0.43510
hiring_manager: pkrein; similarity_score: 0.42856
hiring_manager: mrw34; similarity_score: 0.42221
hiring_manager: wittedhaddock; similarity_score: 0.42221
hiring_manager: adamalix; similarity_score: 0.42221
hiring_manager: dmritard96; similarity_score: 0.41911
hiring_manager: wadenick; similarity_score: 0.41911
hiring_manager: chris_raptr; similarity_score: 0.41911
hiring_manager: drp; similarity_score: 0.41911
hiring_manager: salar; similarity_score: 0.41605
hiring_manager: kdavari; similarity_score: 0.41605
hiring_manager: tristanz; similarity_score: 0.41605
hiring_manager: hmpc; similarity_score: 0.41605
hiring_manager: sadadar; similarity_score: 0.41303
hiring_manager: robg; similarity_score: 0.41303
hiring_manager: StefanBill; similarity_score: 0.41006
hiring_manager: jsnook; similarity_score: 0.40425
hiring_manager: ben336; similarity_score: 0.40424
hiring_manager: trentellingsen; similarity_score: 0.40424
hiring_manager: geori; similarity_score: 0.39859
hiring_manager: erichurkman; similarity_score: 0.39859
hiring_manager: Renat; similarity_score: 0.39582
hiring_manager: ebildsten; similarity_score: 0.39309
hiring_manager: RaizlabsTalent; similarity_score: 0.39309
hiring_manager: machinezone; similarity_score: 0.39040
hiring_manager: tylersakats; similarity_score: 0.39040
hiring_manager: pallinder; similarity_score: 0.38775
hiring_manager: PhantomPhreak; similarity_score: 0.38774
hiring_manager: calpaterson; similarity_score: 0.38774
hiring_manager: marybheine; similarity_score: 0.38513
hiring_manager: zacharypinter; similarity_score: 0.38512
hiring_manager: madjack74; similarity_score: 0.38254
hiring_manager: THSK; similarity_score: 0.37999
hiring_manager: SendGrid; similarity_score: 0.37499
hiring_manager: BornInTheUSSR; similarity_score: 0.37499
hiring_manager: samirez; similarity_score: 0.37254
hiring_manager: davidknezevic; similarity_score: 0.37254
hiring_manager: gshx; similarity_score: 0.37254
hiring_manager: egillie; similarity_score: 0.37012
hiring_manager: bacheson1293; similarity_score: 0.37012
hiring_manager: rememberlenny; similarity_score: 0.36774
hiring_manager: bladedawg; similarity_score: 0.36773
hiring_manager: tyoung; similarity_score: 0.36537
hiring_manager: raxnet; similarity_score: 0.36305
hiring_manager: jonhearty; similarity_score: 0.36305
hiring_manager: agazso; similarity_score: 0.36304
hiring_manager: ssk2; similarity_score: 0.36304
hiring_manager: gsiener; similarity_score: 0.36075
hiring_manager: malyk; similarity_score: 0.36075
hiring_manager: chrisconley; similarity_score: 0.35848
hiring_manager: meaydinli; similarity_score: 0.35848
hiring_manager: mac14; similarity_score: 0.35848
hiring_manager: sam; similarity_score: 0.35624
hiring_manager: rskinner; similarity_score: 0.35403
hiring_manager: asolove; similarity_score: 0.35403
hiring_manager: pashabitz; similarity_score: 0.35402
hiring_manager: escherize; similarity_score: 0.35402
hiring_manager: doctoboggan; similarity_score: 0.35185
hiring_manager: knowtheory; similarity_score: 0.34969
hiring_manager: Theranos; similarity_score: 0.34968
hiring_manager: TEVO_throwaway; similarity_score: 0.34968
hiring_manager: swilson7; similarity_score: 0.34756
hiring_manager: FreshPuzzles; similarity_score: 0.34544
hiring_manager: mariusz331; similarity_score: 0.34336
hiring_manager: jtoberon; similarity_score: 0.34131
hiring_manager: lrc1717; similarity_score: 0.34131
hiring_manager: kevinschumacher; similarity_score: 0.34131
hiring_manager: cj; similarity_score: 0.34131
hiring_manager: olivercameron; similarity_score: 0.33927
hiring_manager: DenisM; similarity_score: 0.33727
hiring_manager: hywel; similarity_score: 0.33727
hiring_manager: squirrel; similarity_score: 0.33727
hiring_manager: temuze; similarity_score: 0.33726
hiring_manager: evaneykelen; similarity_score: 0.33726
hiring_manager: mdu; similarity_score: 0.33726
hiring_manager: jdawe; similarity_score: 0.33726
hiring_manager: Peroni; similarity_score: 0.33529
hiring_manager: sinak; similarity_score: 0.33332
hiring_manager: masylum; similarity_score: 0.33332
hiring_manager: purephase; similarity_score: 0.33139
hiring_manager: jamieiles; similarity_score: 0.33139
hiring_manager: sv123; similarity_score: 0.32947
hiring_manager: Jobsatgraze; similarity_score: 0.32947
hiring_manager: twymer; similarity_score: 0.32758
hiring_manager: mandoescamilla; similarity_score: 0.32758
hiring_manager: nilsbunger; similarity_score: 0.32758
hiring_manager: wbobeirne; similarity_score: 0.32758
hiring_manager: martian; similarity_score: 0.32758
hiring_manager: vinceguidry; similarity_score: 0.32757
hiring_manager: olegp; similarity_score: 0.32571
hiring_manager: jluan; similarity_score: 0.32570
hiring_manager: alexose; similarity_score: 0.32570
hiring_manager: Sarean; similarity_score: 0.32386
hiring_manager: yjkogan; similarity_score: 0.32385
hiring_manager: Jeffrey903; similarity_score: 0.32385
hiring_manager: grigory; similarity_score: 0.32203
hiring_manager: eugeneiiim; similarity_score: 0.32203
hiring_manager: alain_gilbert; similarity_score: 0.32202
hiring_manager: diggan; similarity_score: 0.32202
hiring_manager: wdewind; similarity_score: 0.32202
hiring_manager: jeffdn; similarity_score: 0.32022
hiring_manager: manoa; similarity_score: 0.32021
hiring_manager: luisrudge; similarity_score: 0.31843
hiring_manager: nschuett; similarity_score: 0.31666
hiring_manager: MattfromHall; similarity_score: 0.31666
hiring_manager: adamwiggins; similarity_score: 0.31666
hiring_manager: jasoncrawford; similarity_score: 0.31666
hiring_manager: bgriggs1; similarity_score: 0.31665
hiring_manager: rs; similarity_score: 0.31491
hiring_manager: infer; similarity_score: 0.31491
hiring_manager: hafabnew; similarity_score: 0.31318
hiring_manager: Jhaney34; similarity_score: 0.31318
hiring_manager: sstevens13; similarity_score: 0.31317
hiring_manager: uwemaurer; similarity_score: 0.31317
hiring_manager: illscience; similarity_score: 0.31317
hiring_manager: dale-ssc; similarity_score: 0.31146
hiring_manager: Andrew_Metail; similarity_score: 0.31146
hiring_manager: brendan_gill; similarity_score: 0.30977
hiring_manager: zmillman; similarity_score: 0.30977
hiring_manager: button; similarity_score: 0.30810
hiring_manager: krambs; similarity_score: 0.30810
hiring_manager: lipsmack; similarity_score: 0.30810
hiring_manager: blo; similarity_score: 0.30481
hiring_manager: VicinitasTech; similarity_score: 0.30480
hiring_manager: StackCommerce; similarity_score: 0.30318
hiring_manager: FLGMwt; similarity_score: 0.30318
hiring_manager: joshyeager; similarity_score: 0.30158
hiring_manager: antoviaque; similarity_score: 0.29999
hiring_manager: thethimble; similarity_score: 0.29999
hiring_manager: eli; similarity_score: 0.29999
hiring_manager: natgordon; similarity_score: 0.29842
hiring_manager: millchristian; similarity_score: 0.29842
hiring_manager: scalesolved; similarity_score: 0.29842
hiring_manager: wtvanhest; similarity_score: 0.29842
hiring_manager: fasteddie; similarity_score: 0.29842
hiring_manager: nickbaum; similarity_score: 0.29842
hiring_manager: DLarsen; similarity_score: 0.29841
hiring_manager: carterbrutschy; similarity_score: 0.29687
hiring_manager: AndrewKemendo; similarity_score: 0.29533
hiring_manager: mburnett; similarity_score: 0.29532
hiring_manager: akhudek; similarity_score: 0.29380
hiring_manager: gokulkumark; similarity_score: 0.29230
hiring_manager: gsmoore; similarity_score: 0.29230
hiring_manager: abuggia; similarity_score: 0.29230
hiring_manager: wwarren; similarity_score: 0.29081
hiring_manager: kmerritt; similarity_score: 0.29081
hiring_manager: d0m; similarity_score: 0.28787
hiring_manager: mikebabineau; similarity_score: 0.28787
hiring_manager: jedanbik; similarity_score: 0.28643
hiring_manager: jakestein; similarity_score: 0.28642
hiring_manager: svec; similarity_score: 0.28642
hiring_manager: rcodesmith; similarity_score: 0.28642
hiring_manager: frd91gt; similarity_score: 0.28499
hiring_manager: JayNeely; similarity_score: 0.28499
hiring_manager: ig1; similarity_score: 0.28499
hiring_manager: jgadbois; similarity_score: 0.28357
hiring_manager: awongh; similarity_score: 0.28217
hiring_manager: villosil; similarity_score: 0.28217
hiring_manager: Mynar; similarity_score: 0.28217
hiring_manager: rholdy; similarity_score: 0.27941
hiring_manager: gvaldes; similarity_score: 0.27804
hiring_manager: robvolk; similarity_score: 0.27804
hiring_manager: Michael_Docker; similarity_score: 0.27804
hiring_manager: EmilLondon; similarity_score: 0.27804
hiring_manager: jonbischke; similarity_score: 0.27804
hiring_manager: meritt; similarity_score: 0.27669
hiring_manager: tj_dstillery; similarity_score: 0.27669
hiring_manager: AlexWest; similarity_score: 0.27669
hiring_manager: mfontani; similarity_score: 0.27669
hiring_manager: d4mi3n; similarity_score: 0.27668
hiring_manager: isojon; similarity_score: 0.27536
hiring_manager: samuelbrin; similarity_score: 0.27535
hiring_manager: amitkumar01; similarity_score: 0.27403
hiring_manager: tjicc; similarity_score: 0.27403
hiring_manager: Clairesheng; similarity_score: 0.27403
hiring_manager: kennon42; similarity_score: 0.27402
hiring_manager: summerville; similarity_score: 0.27272
hiring_manager: arobbins; similarity_score: 0.27142
hiring_manager: fheisler; similarity_score: 0.27142
hiring_manager: JPMorganAthena; similarity_score: 0.27142
hiring_manager: sparkman55; similarity_score: 0.27142
hiring_manager: jason_dstillery; similarity_score: 0.27013
hiring_manager: ashleyjohn; similarity_score: 0.27013
hiring_manager: abadmeows; similarity_score: 0.27013
hiring_manager: JimiofEden; similarity_score: 0.26886
hiring_manager: capkutay; similarity_score: 0.26760
hiring_manager: Airphrame; similarity_score: 0.26760
hiring_manager: spicyj; similarity_score: 0.26511
hiring_manager: royrusso; similarity_score: 0.26511
hiring_manager: ILIKEPONIES; similarity_score: 0.26511
hiring_manager: Stealx; similarity_score: 0.26388
hiring_manager: speek; similarity_score: 0.26267
hiring_manager: oebs; similarity_score: 0.26267
hiring_manager: gumby; similarity_score: 0.26267
hiring_manager: devinfoley; similarity_score: 0.26266
hiring_manager: bostik; similarity_score: 0.26146
hiring_manager: jarmitage; similarity_score: 0.26146
hiring_manager: JJMalina; similarity_score: 0.26145
hiring_manager: samelawrence; similarity_score: 0.25908
hiring_manager: jhdavids8; similarity_score: 0.25791
hiring_manager: zgm; similarity_score: 0.25790
hiring_manager: michaelhoffman; similarity_score: 0.25674
hiring_manager: cliftonk; similarity_score: 0.25560
hiring_manager: bijanv; similarity_score: 0.25559
hiring_manager: tripadvisor; similarity_score: 0.25559
hiring_manager: cairo140; similarity_score: 0.25446
hiring_manager: cce_; similarity_score: 0.25445
hiring_manager: ellego; similarity_score: 0.25220
hiring_manager: taggartbg; similarity_score: 0.25220
hiring_manager: ddtruong17; similarity_score: 0.25109
hiring_manager: the_gigi; similarity_score: 0.24999
hiring_manager: zaidos; similarity_score: 0.24999
hiring_manager: itsdrewmiller; similarity_score: 0.24889
hiring_manager: Synergyse; similarity_score: 0.24782
hiring_manager: tharshan09; similarity_score: 0.24781
hiring_manager: okhudeira; similarity_score: 0.24674
hiring_manager: andrewforee; similarity_score: 0.24568
hiring_manager: sir_akshay; similarity_score: 0.24568
hiring_manager: mmattax; similarity_score: 0.24568
hiring_manager: lightningstorm; similarity_score: 0.24463
hiring_manager: chollida1; similarity_score: 0.24463
hiring_manager: bbeck; similarity_score: 0.24358
hiring_manager: mightybyte; similarity_score: 0.24050
hiring_manager: kmano8; similarity_score: 0.23849
hiring_manager: bradfa; similarity_score: 0.23749
hiring_manager: jerrythompson; similarity_score: 0.23749
hiring_manager: sb_ba; similarity_score: 0.23650
hiring_manager: techwraith; similarity_score: 0.23553
hiring_manager: JimboOmega; similarity_score: 0.23456
hiring_manager: twog; similarity_score: 0.23360
hiring_manager: azth; similarity_score: 0.23075
hiring_manager: brandicmt; similarity_score: 0.22891
hiring_manager: matm; similarity_score: 0.22890
hiring_manager: snowmaker; similarity_score: 0.22799
hiring_manager: scotchio; similarity_score: 0.22799
hiring_manager: rchiba; similarity_score: 0.22618
hiring_manager: radex; similarity_score: 0.22352
hiring_manager: andrem; similarity_score: 0.22352
hiring_manager: calebelston; similarity_score: 0.22352
hiring_manager: cwhiten; similarity_score: 0.22178
hiring_manager: jumby; similarity_score: 0.22178
hiring_manager: meric; similarity_score: 0.21922
hiring_manager: daryn00; similarity_score: 0.21838
hiring_manager: jyrani; similarity_score: 0.21672
hiring_manager: boyd; similarity_score: 0.21672
hiring_manager: jsfour; similarity_score: 0.21509
hiring_manager: interurban; similarity_score: 0.21428
hiring_manager: karenkuhn; similarity_score: 0.21427
hiring_manager: karlwmacmillan; similarity_score: 0.21268
hiring_manager: a_bergie; similarity_score: 0.21188
hiring_manager: ricaurte; similarity_score: 0.20955
hiring_manager: hectorals; similarity_score: 0.20954
hiring_manager: ssc-tech; similarity_score: 0.20878
hiring_manager: ejdyksen; similarity_score: 0.20802
hiring_manager: adamdingle; similarity_score: 0.20430
hiring_manager: Fr4ncis; similarity_score: 0.20429
hiring_manager: channel4; similarity_score: 0.20429
hiring_manager: conorgil145; similarity_score: 0.20429
hiring_manager: jdotjdot; similarity_score: 0.20070
hiring_manager: blakeweb; similarity_score: 0.20069
hiring_manager: dalys; similarity_score: 0.19929
hiring_manager: jjarmoc; similarity_score: 0.19859
hiring_manager: dford87; similarity_score: 0.19453
hiring_manager: ninetax; similarity_score: 0.19256
hiring_manager: erex78; similarity_score: 0.19191
hiring_manager: kedargj; similarity_score: 0.18874
hiring_manager: chris_webster75; similarity_score: 0.18873
hiring_manager: diafygi; similarity_score: 0.18446
hiring_manager: e0m; similarity_score: 0.18446
hiring_manager: UnderTheRadarKS; similarity_score: 0.17537
hiring_manager: krisneuharth; similarity_score: 0.17430
hiring_manager: alexthornton; similarity_score: 0.17325
hiring_manager: greattypo; similarity_score: 0.17167
hiring_manager: pensieri; similarity_score: 0.17014
hiring_manager: adambratt; similarity_score: 0.17014
hiring_manager: rkpzero; similarity_score: 0.16863
hiring_manager: PJDK; similarity_score: 0.16617
hiring_manager: samidalouche; similarity_score: 0.16473
hiring_manager: voleon; similarity_score: 0.16239
hiring_manager: theflyingkiwi42; similarity_score: 0.15744
hiring_manager: nixy; similarity_score: 0.15658
hiring_manager: vonnik; similarity_score: 0.14999
hiring_manager: BWStearns; similarity_score: 0.14960
hiring_manager: aj_icracked; similarity_score: 0.14466
hiring_manager: aglp2010; similarity_score: 0.13800
hiring_manager: aghuwalewala; similarity_score: 0.13442
hiring_manager: jamalex; similarity_score: 0.12075
hiring_manager: sophiestrap; similarity_score: 0.11491
