hiring_manager: chad_strategic; similarity_score: 0.99064
hiring_manager: geori; similarity_score: 0.74647
hiring_manager: sadadar; similarity_score: 0.74385
hiring_manager: calpaterson; similarity_score: 0.74385
hiring_manager: StefanBill; similarity_score: 0.74385
hiring_manager: tylersakats; similarity_score: 0.74125
hiring_manager: machinezone; similarity_score: 0.73866
hiring_manager: RaizlabsTalent; similarity_score: 0.73610
hiring_manager: Renat; similarity_score: 0.73610
hiring_manager: pallinder; similarity_score: 0.73103
hiring_manager: gshx; similarity_score: 0.73102
hiring_manager: madjack74; similarity_score: 0.73102
hiring_manager: trentellingsen; similarity_score: 0.72852
hiring_manager: PhantomPhreak; similarity_score: 0.72851
hiring_manager: erichurkman; similarity_score: 0.72354
hiring_manager: marybheine; similarity_score: 0.72354
hiring_manager: SendGrid; similarity_score: 0.72354
hiring_manager: zacharypinter; similarity_score: 0.72108
hiring_manager: davidknezevic; similarity_score: 0.72108
hiring_manager: ebildsten; similarity_score: 0.72107
hiring_manager: samirez; similarity_score: 0.71863
hiring_manager: bacheson1293; similarity_score: 0.71863
hiring_manager: THSK; similarity_score: 0.71379
hiring_manager: raxnet; similarity_score: 0.71379
hiring_manager: ssk2; similarity_score: 0.71140
hiring_manager: agazso; similarity_score: 0.70902
hiring_manager: doctoboggan; similarity_score: 0.70666
hiring_manager: mac14; similarity_score: 0.70666
hiring_manager: bladedawg; similarity_score: 0.70665
hiring_manager: mariusz331; similarity_score: 0.70665
hiring_manager: egillie; similarity_score: 0.70431
hiring_manager: pashabitz; similarity_score: 0.70431
hiring_manager: rememberlenny; similarity_score: 0.70431
hiring_manager: malyk; similarity_score: 0.69966
hiring_manager: meaydinli; similarity_score: 0.69966
hiring_manager: BornInTheUSSR; similarity_score: 0.69966
hiring_manager: asolove; similarity_score: 0.69966
hiring_manager: gsiener; similarity_score: 0.69966
hiring_manager: evaneykelen; similarity_score: 0.69966
hiring_manager: tyoung; similarity_score: 0.69966
hiring_manager: sam; similarity_score: 0.69965
hiring_manager: swilson7; similarity_score: 0.69735
hiring_manager: jonhearty; similarity_score: 0.69735
hiring_manager: escherize; similarity_score: 0.69507
hiring_manager: Theranos; similarity_score: 0.69507
hiring_manager: mandoescamilla; similarity_score: 0.69507
hiring_manager: FreshPuzzles; similarity_score: 0.69280
hiring_manager: TEVO_throwaway; similarity_score: 0.69280
hiring_manager: chrisconley; similarity_score: 0.69054
hiring_manager: knowtheory; similarity_score: 0.69054
hiring_manager: purephase; similarity_score: 0.68830
hiring_manager: DenisM; similarity_score: 0.68830
hiring_manager: hywel; similarity_score: 0.68608
hiring_manager: sv123; similarity_score: 0.68608
hiring_manager: jdawe; similarity_score: 0.68607
hiring_manager: cj; similarity_score: 0.68607
hiring_manager: jluan; similarity_score: 0.68386
hiring_manager: olivercameron; similarity_score: 0.68386
hiring_manager: jtoberon; similarity_score: 0.68386
hiring_manager: kevinschumacher; similarity_score: 0.68386
hiring_manager: nilsbunger; similarity_score: 0.68167
hiring_manager: masylum; similarity_score: 0.68166
hiring_manager: temuze; similarity_score: 0.68166
hiring_manager: alexose; similarity_score: 0.68166
hiring_manager: jamieiles; similarity_score: 0.68166
hiring_manager: squirrel; similarity_score: 0.67948
hiring_manager: olegp; similarity_score: 0.67947
hiring_manager: rskinner; similarity_score: 0.67947
hiring_manager: Peroni; similarity_score: 0.67731
hiring_manager: manoa; similarity_score: 0.67730
hiring_manager: Sarean; similarity_score: 0.67515
hiring_manager: twymer; similarity_score: 0.67515
hiring_manager: mdu; similarity_score: 0.67301
hiring_manager: sinak; similarity_score: 0.67301
hiring_manager: wbobeirne; similarity_score: 0.67300
hiring_manager: illscience; similarity_score: 0.67088
hiring_manager: jeffdn; similarity_score: 0.67088
hiring_manager: martian; similarity_score: 0.67088
hiring_manager: Jeffrey903; similarity_score: 0.66876
hiring_manager: nschuett; similarity_score: 0.66876
hiring_manager: adamwiggins; similarity_score: 0.66876
hiring_manager: lrc1717; similarity_score: 0.66876
hiring_manager: Jhaney34; similarity_score: 0.66666
hiring_manager: wdewind; similarity_score: 0.66666
hiring_manager: grigory; similarity_score: 0.66457
hiring_manager: bgriggs1; similarity_score: 0.66457
hiring_manager: alain_gilbert; similarity_score: 0.66457
hiring_manager: Andrew_Metail; similarity_score: 0.66457
hiring_manager: vinceguidry; similarity_score: 0.66249
hiring_manager: yjkogan; similarity_score: 0.66249
hiring_manager: diggan; similarity_score: 0.66249
hiring_manager: button; similarity_score: 0.66043
hiring_manager: dale-ssc; similarity_score: 0.66043
hiring_manager: Jobsatgraze; similarity_score: 0.65838
hiring_manager: uwemaurer; similarity_score: 0.65838
hiring_manager: brendan_gill; similarity_score: 0.65838
hiring_manager: infer; similarity_score: 0.65837
hiring_manager: eugeneiiim; similarity_score: 0.65837
hiring_manager: krambs; similarity_score: 0.65633
hiring_manager: StackCommerce; similarity_score: 0.65431
hiring_manager: hafabnew; similarity_score: 0.65431
hiring_manager: VicinitasTech; similarity_score: 0.65431
hiring_manager: jasoncrawford; similarity_score: 0.65431
hiring_manager: rs; similarity_score: 0.65431
hiring_manager: luisrudge; similarity_score: 0.65230
hiring_manager: DLarsen; similarity_score: 0.65030
hiring_manager: natgordon; similarity_score: 0.65029
hiring_manager: nickbaum; similarity_score: 0.64831
hiring_manager: zmillman; similarity_score: 0.64831
hiring_manager: lipsmack; similarity_score: 0.64830
hiring_manager: FLGMwt; similarity_score: 0.64633
hiring_manager: joshyeager; similarity_score: 0.64633
hiring_manager: AndrewKemendo; similarity_score: 0.64437
hiring_manager: svec; similarity_score: 0.64437
hiring_manager: scalesolved; similarity_score: 0.64437
hiring_manager: sstevens13; similarity_score: 0.64437
hiring_manager: eli; similarity_score: 0.64436
hiring_manager: wtvanhest; similarity_score: 0.64436
hiring_manager: MattfromHall; similarity_score: 0.64436
hiring_manager: thethimble; similarity_score: 0.64242
hiring_manager: carterbrutschy; similarity_score: 0.64241
hiring_manager: antoviaque; similarity_score: 0.64047
hiring_manager: akhudek; similarity_score: 0.64047
hiring_manager: blo; similarity_score: 0.64047
hiring_manager: mburnett; similarity_score: 0.63855
hiring_manager: fasteddie; similarity_score: 0.63854
hiring_manager: abuggia; similarity_score: 0.63662
hiring_manager: gsmoore; similarity_score: 0.63662
hiring_manager: millchristian; similarity_score: 0.63472
hiring_manager: d0m; similarity_score: 0.63472
hiring_manager: kmerritt; similarity_score: 0.63094
hiring_manager: jedanbik; similarity_score: 0.62907
hiring_manager: tj_dstillery; similarity_score: 0.62907
hiring_manager: Mynar; similarity_score: 0.62907
hiring_manager: gokulkumark; similarity_score: 0.62907
hiring_manager: frd91gt; similarity_score: 0.62907
hiring_manager: JayNeely; similarity_score: 0.62721
hiring_manager: Michael_Docker; similarity_score: 0.62721
hiring_manager: d4mi3n; similarity_score: 0.62721
hiring_manager: jakestein; similarity_score: 0.62721
hiring_manager: mikebabineau; similarity_score: 0.62536
hiring_manager: wwarren; similarity_score: 0.62536
hiring_manager: rcodesmith; similarity_score: 0.62536
hiring_manager: mfontani; similarity_score: 0.62352
hiring_manager: rholdy; similarity_score: 0.62169
hiring_manager: oebs; similarity_score: 0.62169
hiring_manager: awongh; similarity_score: 0.62169
hiring_manager: ig1; similarity_score: 0.62169
hiring_manager: gvaldes; similarity_score: 0.61988
hiring_manager: EmilLondon; similarity_score: 0.61807
hiring_manager: jason_dstillery; similarity_score: 0.61807
hiring_manager: samuelbrin; similarity_score: 0.61806
hiring_manager: arobbins; similarity_score: 0.61627
hiring_manager: robvolk; similarity_score: 0.61627
hiring_manager: meritt; similarity_score: 0.61627
hiring_manager: summerville; similarity_score: 0.61627
hiring_manager: jonbischke; similarity_score: 0.61627
hiring_manager: amitkumar01; similarity_score: 0.61626
hiring_manager: villosil; similarity_score: 0.61449
hiring_manager: abadmeows; similarity_score: 0.61271
hiring_manager: jgadbois; similarity_score: 0.61270
hiring_manager: JPMorganAthena; similarity_score: 0.61270
hiring_manager: tjicc; similarity_score: 0.61094
hiring_manager: isojon; similarity_score: 0.60919
hiring_manager: kennon42; similarity_score: 0.60919
hiring_manager: Clairesheng; similarity_score: 0.60919
hiring_manager: capkutay; similarity_score: 0.60918
hiring_manager: spicyj; similarity_score: 0.60744
hiring_manager: sparkman55; similarity_score: 0.60571
hiring_manager: ILIKEPONIES; similarity_score: 0.60571
hiring_manager: Stealx; similarity_score: 0.60570
hiring_manager: devinfoley; similarity_score: 0.60398
hiring_manager: ashleyjohn; similarity_score: 0.60398
hiring_manager: AlexWest; similarity_score: 0.60227
hiring_manager: gumby; similarity_score: 0.60226
hiring_manager: royrusso; similarity_score: 0.60056
hiring_manager: jhdavids8; similarity_score: 0.60056
hiring_manager: JJMalina; similarity_score: 0.60056
hiring_manager: JimiofEden; similarity_score: 0.60055
hiring_manager: fheisler; similarity_score: 0.60055
hiring_manager: bostik; similarity_score: 0.59886
hiring_manager: speek; similarity_score: 0.59886
hiring_manager: cce_; similarity_score: 0.59886
hiring_manager: samelawrence; similarity_score: 0.59550
hiring_manager: tripadvisor; similarity_score: 0.59550
hiring_manager: Airphrame; similarity_score: 0.59549
hiring_manager: zaidos; similarity_score: 0.59217
hiring_manager: cliftonk; similarity_score: 0.59217
hiring_manager: mikepk; similarity_score: 0.59216
hiring_manager: jarmitage; similarity_score: 0.59052
hiring_manager: ellego; similarity_score: 0.58887
hiring_manager: bijanv; similarity_score: 0.58725
hiring_manager: zgm; similarity_score: 0.58401
hiring_manager: michaelhoffman; similarity_score: 0.58401
hiring_manager: taggartbg; similarity_score: 0.58240
hiring_manager: andrewforee; similarity_score: 0.58081
hiring_manager: chollida1; similarity_score: 0.57923
hiring_manager: mmattax; similarity_score: 0.57923
hiring_manager: cairo140; similarity_score: 0.57922
hiring_manager: kmano8; similarity_score: 0.57765
hiring_manager: ddtruong17; similarity_score: 0.57765
hiring_manager: tharshan09; similarity_score: 0.57608
hiring_manager: okhudeira; similarity_score: 0.57607
hiring_manager: bbeck; similarity_score: 0.57451
hiring_manager: sir_akshay; similarity_score: 0.57451
hiring_manager: Synergyse; similarity_score: 0.57296
hiring_manager: techwraith; similarity_score: 0.57142
hiring_manager: the_gigi; similarity_score: 0.56989
hiring_manager: itsdrewmiller; similarity_score: 0.56989
hiring_manager: mightybyte; similarity_score: 0.56836
hiring_manager: lightningstorm; similarity_score: 0.56532
hiring_manager: sb_ba; similarity_score: 0.56382
hiring_manager: snowmaker; similarity_score: 0.56382
hiring_manager: JimboOmega; similarity_score: 0.56382
hiring_manager: twog; similarity_score: 0.56084
hiring_manager: matm; similarity_score: 0.55936
hiring_manager: azth; similarity_score: 0.55936
hiring_manager: brandicmt; similarity_score: 0.55788
hiring_manager: bradfa; similarity_score: 0.55642
hiring_manager: jerrythompson; similarity_score: 0.55642
hiring_manager: andrem; similarity_score: 0.55351
hiring_manager: calebelston; similarity_score: 0.55064
hiring_manager: radex; similarity_score: 0.55064
hiring_manager: cwhiten; similarity_score: 0.54638
hiring_manager: boyd; similarity_score: 0.54358
hiring_manager: jumby; similarity_score: 0.54219
hiring_manager: rchiba; similarity_score: 0.54219
hiring_manager: scotchio; similarity_score: 0.54081
hiring_manager: karenkuhn; similarity_score: 0.53943
hiring_manager: daryn00; similarity_score: 0.53943
hiring_manager: jsfour; similarity_score: 0.53943
hiring_manager: meric; similarity_score: 0.53943
hiring_manager: karlwmacmillan; similarity_score: 0.53807
hiring_manager: jyrani; similarity_score: 0.53806
hiring_manager: ejdyksen; similarity_score: 0.52474
hiring_manager: interurban; similarity_score: 0.52088
hiring_manager: ricaurte; similarity_score: 0.51960
hiring_manager: blakeweb; similarity_score: 0.51960
hiring_manager: adamdingle; similarity_score: 0.51960
hiring_manager: Fr4ncis; similarity_score: 0.51960
hiring_manager: channel4; similarity_score: 0.51833
hiring_manager: ssc-tech; similarity_score: 0.51707
hiring_manager: dalys; similarity_score: 0.51581
hiring_manager: a_bergie; similarity_score: 0.51581
hiring_manager: hectorals; similarity_score: 0.51580
hiring_manager: conorgil145; similarity_score: 0.51330
hiring_manager: jdotjdot; similarity_score: 0.51206
hiring_manager: erex78; similarity_score: 0.51083
hiring_manager: jjarmoc; similarity_score: 0.50960
hiring_manager: dford87; similarity_score: 0.50236
hiring_manager: e0m; similarity_score: 0.49648
hiring_manager: ninetax; similarity_score: 0.49416
hiring_manager: kedargj; similarity_score: 0.49073
hiring_manager: chris_webster75; similarity_score: 0.48735
hiring_manager: diafygi; similarity_score: 0.48181
hiring_manager: UnderTheRadarKS; similarity_score: 0.47320
hiring_manager: rkpzero; similarity_score: 0.46593
hiring_manager: alexthornton; similarity_score: 0.46592
hiring_manager: greattypo; similarity_score: 0.46490
hiring_manager: PJDK; similarity_score: 0.46388
hiring_manager: pensieri; similarity_score: 0.46186
hiring_manager: krisneuharth; similarity_score: 0.46186
hiring_manager: adambratt; similarity_score: 0.45395
hiring_manager: samidalouche; similarity_score: 0.45106
hiring_manager: voleon; similarity_score: 0.44350
hiring_manager: theflyingkiwi42; similarity_score: 0.43531
hiring_manager: nixy; similarity_score: 0.43264
hiring_manager: vonnik; similarity_score: 0.42655
hiring_manager: BWStearns; similarity_score: 0.42569
hiring_manager: aj_icracked; similarity_score: 0.40690
hiring_manager: aglp2010; similarity_score: 0.39404
hiring_manager: aghuwalewala; similarity_score: 0.38474
hiring_manager: jamalex; similarity_score: 0.35274
hiring_manager: sophiestrap; similarity_score: 0.34810
