hiring_manager: chad_strategic; similarity_score: 0.97916
hiring_manager: jonbischke; similarity_score: 0.40170
hiring_manager: jakestein; similarity_score: 0.39999
hiring_manager: samuelbrin; similarity_score: 0.39999
hiring_manager: d4mi3n; similarity_score: 0.39830
hiring_manager: robvolk; similarity_score: 0.39830
hiring_manager: Michael_Docker; similarity_score: 0.39830
hiring_manager: jgadbois; similarity_score: 0.39830
hiring_manager: abadmeows; similarity_score: 0.39661
hiring_manager: AlexWest; similarity_score: 0.39661
hiring_manager: kennon42; similarity_score: 0.39661
hiring_manager: amitkumar01; similarity_score: 0.39661
hiring_manager: capkutay; similarity_score: 0.39661
hiring_manager: tjicc; similarity_score: 0.39495
hiring_manager: spicyj; similarity_score: 0.39330
hiring_manager: isojon; similarity_score: 0.39329
hiring_manager: Clairesheng; similarity_score: 0.39329
hiring_manager: meritt; similarity_score: 0.39166
hiring_manager: ashleyjohn; similarity_score: 0.39166
hiring_manager: JPMorganAthena; similarity_score: 0.39165
hiring_manager: devinfoley; similarity_score: 0.39165
hiring_manager: fheisler; similarity_score: 0.39165
hiring_manager: summerville; similarity_score: 0.39003
hiring_manager: JJMalina; similarity_score: 0.38842
hiring_manager: arobbins; similarity_score: 0.38842
hiring_manager: jason_dstillery; similarity_score: 0.38842
hiring_manager: sparkman55; similarity_score: 0.38683
hiring_manager: JimiofEden; similarity_score: 0.38682
hiring_manager: ILIKEPONIES; similarity_score: 0.38524
hiring_manager: mfontani; similarity_score: 0.38523
hiring_manager: oebs; similarity_score: 0.38367
hiring_manager: jarmitage; similarity_score: 0.38366
hiring_manager: jhdavids8; similarity_score: 0.38210
hiring_manager: speek; similarity_score: 0.38056
hiring_manager: Airphrame; similarity_score: 0.38056
hiring_manager: bostik; similarity_score: 0.37902
hiring_manager: Stealx; similarity_score: 0.37750
hiring_manager: gumby; similarity_score: 0.37750
hiring_manager: samelawrence; similarity_score: 0.37599
hiring_manager: royrusso; similarity_score: 0.37449
hiring_manager: mikepk; similarity_score: 0.37449
hiring_manager: michaelhoffman; similarity_score: 0.37301
hiring_manager: tripadvisor; similarity_score: 0.37153
hiring_manager: bijanv; similarity_score: 0.37007
hiring_manager: taggartbg; similarity_score: 0.37007
hiring_manager: ellego; similarity_score: 0.36862
hiring_manager: cce_; similarity_score: 0.36862
hiring_manager: zaidos; similarity_score: 0.36862
hiring_manager: cliftonk; similarity_score: 0.36718
hiring_manager: ddtruong17; similarity_score: 0.36718
hiring_manager: zgm; similarity_score: 0.36717
hiring_manager: chollida1; similarity_score: 0.36575
hiring_manager: Synergyse; similarity_score: 0.36433
hiring_manager: itsdrewmiller; similarity_score: 0.36293
hiring_manager: andrewforee; similarity_score: 0.36292
hiring_manager: okhudeira; similarity_score: 0.36153
hiring_manager: cairo140; similarity_score: 0.36153
hiring_manager: bbeck; similarity_score: 0.36015
hiring_manager: tharshan09; similarity_score: 0.36015
hiring_manager: the_gigi; similarity_score: 0.35740
hiring_manager: sir_akshay; similarity_score: 0.35605
hiring_manager: mmattax; similarity_score: 0.35471
hiring_manager: techwraith; similarity_score: 0.35205
hiring_manager: lightningstorm; similarity_score: 0.35205
hiring_manager: kmano8; similarity_score: 0.35074
hiring_manager: mightybyte; similarity_score: 0.34944
hiring_manager: JimboOmega; similarity_score: 0.34943
hiring_manager: bradfa; similarity_score: 0.34686
hiring_manager: snowmaker; similarity_score: 0.34685
hiring_manager: sb_ba; similarity_score: 0.34431
hiring_manager: jerrythompson; similarity_score: 0.34306
hiring_manager: azth; similarity_score: 0.33934
hiring_manager: twog; similarity_score: 0.33812
hiring_manager: matm; similarity_score: 0.33691
hiring_manager: andrem; similarity_score: 0.33570
hiring_manager: brandicmt; similarity_score: 0.33451
hiring_manager: jyrani; similarity_score: 0.33451
hiring_manager: rchiba; similarity_score: 0.33332
hiring_manager: cwhiten; similarity_score: 0.33214
hiring_manager: radex; similarity_score: 0.32866
hiring_manager: calebelston; similarity_score: 0.32752
hiring_manager: scotchio; similarity_score: 0.32638
hiring_manager: boyd; similarity_score: 0.32525
hiring_manager: meric; similarity_score: 0.32525
hiring_manager: jsfour; similarity_score: 0.32191
hiring_manager: jumby; similarity_score: 0.32081
hiring_manager: daryn00; similarity_score: 0.31972
hiring_manager: karlwmacmillan; similarity_score: 0.31972
hiring_manager: interurban; similarity_score: 0.31971
hiring_manager: a_bergie; similarity_score: 0.31228
hiring_manager: karenkuhn; similarity_score: 0.31228
hiring_manager: ejdyksen; similarity_score: 0.31228
hiring_manager: hectorals; similarity_score: 0.31125
hiring_manager: ricaurte; similarity_score: 0.30819
hiring_manager: blakeweb; similarity_score: 0.30718
hiring_manager: ssc-tech; similarity_score: 0.30718
hiring_manager: conorgil145; similarity_score: 0.30519
hiring_manager: channel4; similarity_score: 0.30420
hiring_manager: Fr4ncis; similarity_score: 0.30419
hiring_manager: adamdingle; similarity_score: 0.30321
hiring_manager: dalys; similarity_score: 0.30224
hiring_manager: jdotjdot; similarity_score: 0.30224
hiring_manager: jjarmoc; similarity_score: 0.29840
hiring_manager: dford87; similarity_score: 0.29652
hiring_manager: ninetax; similarity_score: 0.29192
hiring_manager: erex78; similarity_score: 0.29101
hiring_manager: chris_webster75; similarity_score: 0.28834
hiring_manager: e0m; similarity_score: 0.28658
hiring_manager: kedargj; similarity_score: 0.28142
hiring_manager: diafygi; similarity_score: 0.27646
hiring_manager: greattypo; similarity_score: 0.26628
hiring_manager: pensieri; similarity_score: 0.26404
hiring_manager: krisneuharth; similarity_score: 0.26404
hiring_manager: rkpzero; similarity_score: 0.26404
hiring_manager: UnderTheRadarKS; similarity_score: 0.26183
hiring_manager: alexthornton; similarity_score: 0.26111
hiring_manager: adambratt; similarity_score: 0.26038
hiring_manager: PJDK; similarity_score: 0.25543
hiring_manager: samidalouche; similarity_score: 0.25132
hiring_manager: voleon; similarity_score: 0.24999
hiring_manager: theflyingkiwi42; similarity_score: 0.24414
hiring_manager: nixy; similarity_score: 0.23677
hiring_manager: vonnik; similarity_score: 0.23499
hiring_manager: BWStearns; similarity_score: 0.22925
hiring_manager: aj_icracked; similarity_score: 0.22541
hiring_manager: aglp2010; similarity_score: 0.21266
hiring_manager: aghuwalewala; similarity_score: 0.20613
hiring_manager: jamalex; similarity_score: 0.18724
hiring_manager: sophiestrap; similarity_score: 0.18181
