hiring_manager: vseloved; similarity_score: 0.93939
hiring_manager: natgordon; similarity_score: 0.18022
hiring_manager: AndrewKemendo; similarity_score: 0.17918
hiring_manager: scalesolved; similarity_score: 0.17918
hiring_manager: millchristian; similarity_score: 0.17815
hiring_manager: kmerritt; similarity_score: 0.17815
hiring_manager: fasteddie; similarity_score: 0.17815
hiring_manager: abuggia; similarity_score: 0.17612
hiring_manager: gokulkumark; similarity_score: 0.17513
hiring_manager: mburnett; similarity_score: 0.17513
hiring_manager: gsmoore; similarity_score: 0.17513
hiring_manager: wwarren; similarity_score: 0.17415
hiring_manager: antoviaque; similarity_score: 0.17415
hiring_manager: svec; similarity_score: 0.17318
hiring_manager: jedanbik; similarity_score: 0.17318
hiring_manager: mikebabineau; similarity_score: 0.17318
hiring_manager: akhudek; similarity_score: 0.17221
hiring_manager: JayNeely; similarity_score: 0.17221
hiring_manager: rcodesmith; similarity_score: 0.17221
hiring_manager: ig1; similarity_score: 0.17032
hiring_manager: d0m; similarity_score: 0.17032
hiring_manager: jonbischke; similarity_score: 0.16939
hiring_manager: samuelbrin; similarity_score: 0.16847
hiring_manager: jakestein; similarity_score: 0.16847
hiring_manager: frd91gt; similarity_score: 0.16847
hiring_manager: Michael_Docker; similarity_score: 0.16756
hiring_manager: Mynar; similarity_score: 0.16755
hiring_manager: jgadbois; similarity_score: 0.16666
hiring_manager: villosil; similarity_score: 0.16666
hiring_manager: gvaldes; similarity_score: 0.16666
hiring_manager: meritt; similarity_score: 0.16577
hiring_manager: tj_dstillery; similarity_score: 0.16576
hiring_manager: fheisler; similarity_score: 0.16576
hiring_manager: mfontani; similarity_score: 0.16489
hiring_manager: EmilLondon; similarity_score: 0.16489
hiring_manager: awongh; similarity_score: 0.16488
hiring_manager: summerville; similarity_score: 0.16488
hiring_manager: d4mi3n; similarity_score: 0.16488
hiring_manager: rholdy; similarity_score: 0.16401
hiring_manager: JPMorganAthena; similarity_score: 0.16401
hiring_manager: AlexWest; similarity_score: 0.16401
hiring_manager: robvolk; similarity_score: 0.16401
hiring_manager: kennon42; similarity_score: 0.16315
hiring_manager: abadmeows; similarity_score: 0.16315
hiring_manager: isojon; similarity_score: 0.16230
hiring_manager: ashleyjohn; similarity_score: 0.16229
hiring_manager: sparkman55; similarity_score: 0.16229
hiring_manager: JimiofEden; similarity_score: 0.16145
hiring_manager: Stealx; similarity_score: 0.16061
hiring_manager: Clairesheng; similarity_score: 0.16061
hiring_manager: tjicc; similarity_score: 0.16061
hiring_manager: amitkumar01; similarity_score: 0.15978
hiring_manager: capkutay; similarity_score: 0.15978
hiring_manager: arobbins; similarity_score: 0.15897
hiring_manager: oebs; similarity_score: 0.15815
hiring_manager: jarmitage; similarity_score: 0.15815
hiring_manager: Airphrame; similarity_score: 0.15815
hiring_manager: devinfoley; similarity_score: 0.15736
hiring_manager: jason_dstillery; similarity_score: 0.15735
hiring_manager: JJMalina; similarity_score: 0.15735
hiring_manager: ILIKEPONIES; similarity_score: 0.15656
hiring_manager: jhdavids8; similarity_score: 0.15656
hiring_manager: spicyj; similarity_score: 0.15655
hiring_manager: royrusso; similarity_score: 0.15577
hiring_manager: speek; similarity_score: 0.15499
hiring_manager: gumby; similarity_score: 0.15346
hiring_manager: zgm; similarity_score: 0.15346
hiring_manager: michaelhoffman; similarity_score: 0.15345
hiring_manager: tripadvisor; similarity_score: 0.15345
hiring_manager: bostik; similarity_score: 0.15345
hiring_manager: mikepk; similarity_score: 0.15270
hiring_manager: cce_; similarity_score: 0.15195
hiring_manager: ellego; similarity_score: 0.15195
hiring_manager: bijanv; similarity_score: 0.15121
hiring_manager: cliftonk; similarity_score: 0.15048
hiring_manager: samelawrence; similarity_score: 0.15047
hiring_manager: cairo140; similarity_score: 0.14975
hiring_manager: taggartbg; similarity_score: 0.14903
hiring_manager: itsdrewmiller; similarity_score: 0.14831
hiring_manager: andrewforee; similarity_score: 0.14691
hiring_manager: the_gigi; similarity_score: 0.14622
hiring_manager: zaidos; similarity_score: 0.14622
hiring_manager: ddtruong17; similarity_score: 0.14622
hiring_manager: okhudeira; similarity_score: 0.14553
hiring_manager: Synergyse; similarity_score: 0.14485
hiring_manager: mmattax; similarity_score: 0.14418
hiring_manager: sir_akshay; similarity_score: 0.14417
hiring_manager: lightningstorm; similarity_score: 0.14351
hiring_manager: bbeck; similarity_score: 0.14351
hiring_manager: bradfa; similarity_score: 0.14351
hiring_manager: sb_ba; similarity_score: 0.14219
hiring_manager: chollida1; similarity_score: 0.14219
hiring_manager: tharshan09; similarity_score: 0.14219
hiring_manager: kmano8; similarity_score: 0.14090
hiring_manager: mightybyte; similarity_score: 0.14026
hiring_manager: jerrythompson; similarity_score: 0.13838
hiring_manager: azth; similarity_score: 0.13777
hiring_manager: techwraith; similarity_score: 0.13777
hiring_manager: JimboOmega; similarity_score: 0.13715
hiring_manager: matm; similarity_score: 0.13361
hiring_manager: twog; similarity_score: 0.13361
hiring_manager: snowmaker; similarity_score: 0.13361
hiring_manager: brandicmt; similarity_score: 0.13303
hiring_manager: scotchio; similarity_score: 0.13247
hiring_manager: cwhiten; similarity_score: 0.13247
hiring_manager: rchiba; similarity_score: 0.13134
hiring_manager: calebelston; similarity_score: 0.13024
hiring_manager: radex; similarity_score: 0.12915
hiring_manager: meric; similarity_score: 0.12809
hiring_manager: jumby; similarity_score: 0.12809
hiring_manager: andrem; similarity_score: 0.12809
hiring_manager: boyd; similarity_score: 0.12652
hiring_manager: jyrani; similarity_score: 0.12601
hiring_manager: daryn00; similarity_score: 0.12499
hiring_manager: interurban; similarity_score: 0.12499
hiring_manager: jsfour; similarity_score: 0.12499
hiring_manager: karlwmacmillan; similarity_score: 0.12350
hiring_manager: karenkuhn; similarity_score: 0.12349
hiring_manager: a_bergie; similarity_score: 0.12301
hiring_manager: ricaurte; similarity_score: 0.12252
hiring_manager: hectorals; similarity_score: 0.12252
hiring_manager: ssc-tech; similarity_score: 0.12203
hiring_manager: ejdyksen; similarity_score: 0.11968
hiring_manager: conorgil145; similarity_score: 0.11786
hiring_manager: jdotjdot; similarity_score: 0.11786
hiring_manager: adamdingle; similarity_score: 0.11654
hiring_manager: channel4; similarity_score: 0.11653
hiring_manager: Fr4ncis; similarity_score: 0.11653
hiring_manager: blakeweb; similarity_score: 0.11610
hiring_manager: dalys; similarity_score: 0.11481
hiring_manager: jjarmoc; similarity_score: 0.11396
hiring_manager: dford87; similarity_score: 0.11190
hiring_manager: erex78; similarity_score: 0.11190
hiring_manager: ninetax; similarity_score: 0.10954
hiring_manager: chris_webster75; similarity_score: 0.10876
hiring_manager: kedargj; similarity_score: 0.10801
hiring_manager: e0m; similarity_score: 0.10689
hiring_manager: diafygi; similarity_score: 0.10544
hiring_manager: krisneuharth; similarity_score: 0.10097
hiring_manager: UnderTheRadarKS; similarity_score: 0.10096
hiring_manager: alexthornton; similarity_score: 0.09935
hiring_manager: rkpzero; similarity_score: 0.09779
hiring_manager: greattypo; similarity_score: 0.09778
hiring_manager: pensieri; similarity_score: 0.09778
hiring_manager: adambratt; similarity_score: 0.09656
hiring_manager: PJDK; similarity_score: 0.09479
hiring_manager: voleon; similarity_score: 0.09309
hiring_manager: samidalouche; similarity_score: 0.09308
hiring_manager: theflyingkiwi42; similarity_score: 0.08958
hiring_manager: nixy; similarity_score: 0.08881
hiring_manager: vonnik; similarity_score: 0.08539
hiring_manager: BWStearns; similarity_score: 0.08400
hiring_manager: aj_icracked; similarity_score: 0.08244
hiring_manager: aglp2010; similarity_score: 0.07887
hiring_manager: aghuwalewala; similarity_score: 0.07505
hiring_manager: jamalex; similarity_score: 0.06694
hiring_manager: sophiestrap; similarity_score: 0.06431
