hiring_manager: vseloved; similarity_score: 0.94284
hiring_manager: summerville; similarity_score: 0.17367
hiring_manager: kennon42; similarity_score: 0.17277
hiring_manager: Michael_Docker; similarity_score: 0.17277
hiring_manager: AlexWest; similarity_score: 0.17277
hiring_manager: EmilLondon; similarity_score: 0.17277
hiring_manager: tj_dstillery; similarity_score: 0.17276
hiring_manager: mfontani; similarity_score: 0.17187
hiring_manager: isojon; similarity_score: 0.17186
hiring_manager: JPMorganAthena; similarity_score: 0.17186
hiring_manager: abadmeows; similarity_score: 0.17098
hiring_manager: amitkumar01; similarity_score: 0.17098
hiring_manager: fheisler; similarity_score: 0.17097
hiring_manager: ashleyjohn; similarity_score: 0.17010
hiring_manager: Clairesheng; similarity_score: 0.17009
hiring_manager: arobbins; similarity_score: 0.16922
hiring_manager: JimiofEden; similarity_score: 0.16922
hiring_manager: Stealx; similarity_score: 0.16836
hiring_manager: capkutay; similarity_score: 0.16836
hiring_manager: tjicc; similarity_score: 0.16835
hiring_manager: sparkman55; similarity_score: 0.16835
hiring_manager: Airphrame; similarity_score: 0.16750
hiring_manager: JJMalina; similarity_score: 0.16666
hiring_manager: oebs; similarity_score: 0.16666
hiring_manager: jason_dstillery; similarity_score: 0.16665
hiring_manager: spicyj; similarity_score: 0.16582
hiring_manager: devinfoley; similarity_score: 0.16582
hiring_manager: ILIKEPONIES; similarity_score: 0.16499
hiring_manager: speek; similarity_score: 0.16499
hiring_manager: jarmitage; similarity_score: 0.16499
hiring_manager: jhdavids8; similarity_score: 0.16336
hiring_manager: royrusso; similarity_score: 0.16336
hiring_manager: gumby; similarity_score: 0.16256
hiring_manager: zgm; similarity_score: 0.16255
hiring_manager: michaelhoffman; similarity_score: 0.16175
hiring_manager: bostik; similarity_score: 0.16097
hiring_manager: tripadvisor; similarity_score: 0.16019
hiring_manager: taggartbg; similarity_score: 0.16018
hiring_manager: cliftonk; similarity_score: 0.16018
hiring_manager: bijanv; similarity_score: 0.15941
hiring_manager: cce_; similarity_score: 0.15941
hiring_manager: ellego; similarity_score: 0.15864
hiring_manager: mikepk; similarity_score: 0.15864
hiring_manager: cairo140; similarity_score: 0.15714
hiring_manager: samelawrence; similarity_score: 0.15713
hiring_manager: zaidos; similarity_score: 0.15565
hiring_manager: itsdrewmiller; similarity_score: 0.15565
hiring_manager: ddtruong17; similarity_score: 0.15420
hiring_manager: the_gigi; similarity_score: 0.15420
hiring_manager: mmattax; similarity_score: 0.15420
hiring_manager: bbeck; similarity_score: 0.15420
hiring_manager: andrewforee; similarity_score: 0.15419
hiring_manager: okhudeira; similarity_score: 0.15419
hiring_manager: sir_akshay; similarity_score: 0.15419
hiring_manager: Synergyse; similarity_score: 0.15348
hiring_manager: chollida1; similarity_score: 0.15277
hiring_manager: bradfa; similarity_score: 0.15277
hiring_manager: lightningstorm; similarity_score: 0.15277
hiring_manager: tharshan09; similarity_score: 0.15137
hiring_manager: mightybyte; similarity_score: 0.14864
hiring_manager: sb_ba; similarity_score: 0.14864
hiring_manager: kmano8; similarity_score: 0.14666
hiring_manager: jerrythompson; similarity_score: 0.14665
hiring_manager: techwraith; similarity_score: 0.14600
hiring_manager: JimboOmega; similarity_score: 0.14473
hiring_manager: azth; similarity_score: 0.14347
hiring_manager: snowmaker; similarity_score: 0.14223
hiring_manager: twog; similarity_score: 0.14223
hiring_manager: matm; similarity_score: 0.14102
hiring_manager: scotchio; similarity_score: 0.13982
hiring_manager: rchiba; similarity_score: 0.13923
hiring_manager: cwhiten; similarity_score: 0.13923
hiring_manager: brandicmt; similarity_score: 0.13865
hiring_manager: jumby; similarity_score: 0.13865
hiring_manager: calebelston; similarity_score: 0.13692
hiring_manager: radex; similarity_score: 0.13692
hiring_manager: andrem; similarity_score: 0.13692
hiring_manager: meric; similarity_score: 0.13579
hiring_manager: daryn00; similarity_score: 0.13469
hiring_manager: boyd; similarity_score: 0.13360
hiring_manager: jyrani; similarity_score: 0.13359
hiring_manager: interurban; similarity_score: 0.13199
hiring_manager: jsfour; similarity_score: 0.13199
hiring_manager: karenkuhn; similarity_score: 0.13146
hiring_manager: hectorals; similarity_score: 0.13094
hiring_manager: karlwmacmillan; similarity_score: 0.13042
hiring_manager: ricaurte; similarity_score: 0.12940
hiring_manager: ssc-tech; similarity_score: 0.12890
hiring_manager: a_bergie; similarity_score: 0.12890
hiring_manager: ejdyksen; similarity_score: 0.12643
hiring_manager: adamdingle; similarity_score: 0.12452
hiring_manager: conorgil145; similarity_score: 0.12452
hiring_manager: Fr4ncis; similarity_score: 0.12358
hiring_manager: channel4; similarity_score: 0.12313
hiring_manager: jdotjdot; similarity_score: 0.12312
hiring_manager: blakeweb; similarity_score: 0.12176
hiring_manager: jjarmoc; similarity_score: 0.12087
hiring_manager: dalys; similarity_score: 0.12087
hiring_manager: erex78; similarity_score: 0.11913
hiring_manager: dford87; similarity_score: 0.11660
hiring_manager: chris_webster75; similarity_score: 0.11660
hiring_manager: ninetax; similarity_score: 0.11660
hiring_manager: e0m; similarity_score: 0.11378
hiring_manager: kedargj; similarity_score: 0.11378
hiring_manager: diafygi; similarity_score: 0.10963
hiring_manager: krisneuharth; similarity_score: 0.10542
hiring_manager: alexthornton; similarity_score: 0.10509
hiring_manager: UnderTheRadarKS; similarity_score: 0.10509
hiring_manager: greattypo; similarity_score: 0.10344
hiring_manager: adambratt; similarity_score: 0.10311
hiring_manager: pensieri; similarity_score: 0.10248
hiring_manager: rkpzero; similarity_score: 0.10247
hiring_manager: PJDK; similarity_score: 0.10091
hiring_manager: samidalouche; similarity_score: 0.09969
hiring_manager: voleon; similarity_score: 0.09820
hiring_manager: theflyingkiwi42; similarity_score: 0.09509
hiring_manager: nixy; similarity_score: 0.09455
hiring_manager: vonnik; similarity_score: 0.09166
hiring_manager: BWStearns; similarity_score: 0.08847
hiring_manager: aj_icracked; similarity_score: 0.08661
hiring_manager: aglp2010; similarity_score: 0.08311
hiring_manager: aghuwalewala; similarity_score: 0.07970
hiring_manager: jamalex; similarity_score: 0.07080
hiring_manager: sophiestrap; similarity_score: 0.06803
